verb2	abs	ipm
_total_	5220	6.434358690464626
ge	321	0.39567608039064084
ta	251	0.30939157687866303
lämna	208	0.25638823900701957
gå	179	0.22064180183777166
betala	168	0.2070828084287466
acceptera	162	0.19968699384200567
låta	159	0.19598908654863517
släppa	122	0.15038156326373264
erkänna	108	0.1331246625613371
skriva	86	0.10600667574328695
kommentera	84	0.1035414042143733
se	82	0.10107613268545965
samarbeta	75	0.09244768233426189
bli	71	0.08751713927643456
flytta	71	0.08751713927643456
svara	67	0.08258659621860727
tala	64	0.07888868892523679
följa	63	0.07765605316077996
delta	63	0.07765605316077996
göra	61	0.07519078163186632
tro	61	0.07519078163186632
förlora	61	0.07519078163186632
ställa	55	0.06779496704512537
avgå	51	0.06286442398729807
prata	50	0.061631788222841245
vara	44	0.054235973636100304
förhandla	44	0.054235973636100304
spela	43	0.05300333787164348
säga	39	0.048072794813816176
godta	37	0.04560752328490253
berätta	37	0.04560752328490253
ha	36	0.044374887520445695
komma	34	0.04190961599153205
lyssna	33	0.04067698022707522
diskutera	33	0.04067698022707522
uttala	33	0.04067698022707522
sätta	32	0.039444344462618394
kalla	31	0.038211708698161574
sälja	31	0.038211708698161574
lägga	31	0.038211708698161574
inse	30	0.03697907293370475
avslöja	30	0.03697907293370475
stanna	28	0.03451380140479109
åka	27	0.03328116564033427
uppge	27	0.03328116564033427
godkänna	27	0.03328116564033427
ändra	26	0.032048529875877446
använda	26	0.032048529875877446
utföra	23	0.028350622582506976
vika	23	0.028350622582506976
teckna	23	0.028350622582506976
kompromissa	22	0.027117986818050152
äta	21	0.025885351053593325
dö	21	0.025885351053593325
arbeta	21	0.025885351053593325
träffa	20	0.0246527152891365
medverka	20	0.0246527152891365
backa	20	0.0246527152891365
visa	20	0.0246527152891365
dra	19	0.023420079524679675
hålla	18	0.022187443760222848
sluta	18	0.022187443760222848
stå	17	0.020954807995766024
köpa	16	0.019722172231309197
jobba	15	0.018489536466852374
hjälpa	15	0.018489536466852374
öppna	15	0.018489536466852374
lyda	15	0.018489536466852374
återvända	15	0.018489536466852374
möta	14	0.017256900702395547
höja	14	0.017256900702395547
tjänstgöra	13	0.016024264937938723
sänka	13	0.016024264937938723
namnge	13	0.016024264937938723
stödja	12	0.0147916291734819
rösta	12	0.0147916291734819
leva	12	0.0147916291734819
överge	12	0.0147916291734819
utlämna	12	0.0147916291734819
sitta	12	0.0147916291734819
försvinna	11	0.013558993409025076
förstå	11	0.013558993409025076
dela	11	0.013558993409025076
föra	11	0.013558993409025076
böja	10	0.01232635764456825
rätta	10	0.01232635764456825
köra	10	0.01232635764456825
befatta	10	0.01232635764456825
anpassa	10	0.01232635764456825
tänka	10	0.01232635764456825
välja	10	0.01232635764456825
läka	10	0.01232635764456825
bekräfta	10	0.01232635764456825
resa	10	0.01232635764456825
flyga	9	0.011093721880111424
viga	9	0.011093721880111424
betrakta	9	0.011093721880111424
slå	9	0.011093721880111424
offentliggöra	9	0.011093721880111424
känna	9	0.011093721880111424
kliva	9	0.011093721880111424
vaccinera	9	0.011093721880111424
debattera	8	0.009861086115654599
infinna	8	0.009861086115654599
förnya	8	0.009861086115654599
erbjuda	8	0.009861086115654599
bidra	8	0.009861086115654599
bära	8	0.009861086115654599
redovisa	8	0.009861086115654599
överlämna	8	0.009861086115654599
kritisera	7	0.008628450351197773
ersätta	7	0.008628450351197773
uppfylla	7	0.008628450351197773
fortsätta	7	0.008628450351197773
foga	7	0.008628450351197773
gifta	7	0.008628450351197773
be	7	0.008628450351197773
återuppta	7	0.008628450351197773
frige	7	0.008628450351197773
finna	6	0.00739581458674095
tillåta	6	0.00739581458674095
inställa	6	0.00739581458674095
inordna	6	0.00739581458674095
falla	6	0.00739581458674095
byta	6	0.00739581458674095
införa	6	0.00739581458674095
ansluta	6	0.00739581458674095
skicka	6	0.00739581458674095
respektera	6	0.00739581458674095
låna	6	0.00739581458674095
vittna	6	0.00739581458674095
förlänga	6	0.00739581458674095
tillmötesgå	6	0.00739581458674095
skjuta	6	0.00739581458674095
ingripa	6	0.00739581458674095
sända	6	0.00739581458674095
stänga	6	0.00739581458674095
bevilja	5	0.006163178822284125
besöka	5	0.006163178822284125
räkna	5	0.006163178822284125
ingå	5	0.006163178822284125
återlämna	5	0.006163178822284125
tappa	5	0.006163178822284125
lyfta	5	0.006163178822284125
kasta	5	0.006163178822284125
underteckna	5	0.006163178822284125
söka	5	0.006163178822284125
leverera	5	0.006163178822284125
avsluta	5	0.006163178822284125
starta	5	0.006163178822284125
binda	5	0.006163178822284125
genomgå	5	0.006163178822284125
evakuera	5	0.006163178822284125
häva	5	0.006163178822284125
stoppa	5	0.006163178822284125
åtgärda	5	0.006163178822284125
genomföra	4	0.004930543057827299
ge	4	0.004930543057827299
klippa	4	0.004930543057827299
hyra	4	0.004930543057827299
blåsa	4	0.004930543057827299
försäkra	4	0.004930543057827299
bo	4	0.004930543057827299
försämra	4	0.004930543057827299
spekulera	4	0.004930543057827299
fatta	4	0.004930543057827299
hänga	4	0.004930543057827299
nämna	4	0.004930543057827299
koppla	4	0.004930543057827299
behandla	4	0.004930543057827299
peka	4	0.004930543057827299
verkställa	4	0.004930543057827299
inleda	4	0.004930543057827299
utse	4	0.004930543057827299
fira	4	0.004930543057827299
döma	4	0.004930543057827299
fördöma	4	0.004930543057827299
få	3	0.003697907293370475
anställa	3	0.003697907293370475
hämta	3	0.003697907293370475
avgå	3	0.003697907293370475
avbryta	3	0.003697907293370475
underordna	3	0.003697907293370475
avstå	3	0.003697907293370475
pressa	3	0.003697907293370475
presentera	3	0.003697907293370475
titta	3	0.003697907293370475
städa	3	0.003697907293370475
växa	3	0.003697907293370475
tiga	3	0.003697907293370475
deppa	3	0.003697907293370475
tycka	3	0.003697907293370475
måla	3	0.003697907293370475
definiera	3	0.003697907293370475
vidta	3	0.003697907293370475
skilja	3	0.003697907293370475
inrätta	3	0.003697907293370475
inta	3	0.003697907293370475
skaffa	3	0.003697907293370475
röra	3	0.003697907293370475
tolka	3	0.003697907293370475
fullfölja	3	0.003697907293370475
kommunicera	3	0.003697907293370475
kapitulera	3	0.003697907293370475
förklara	3	0.003697907293370475
ratificera	3	0.003697907293370475
benåda	3	0.003697907293370475
fly	3	0.003697907293370475
medicinera	3	0.003697907293370475
hälsa	3	0.003697907293370475
arrangera	3	0.003697907293370475
anordna	3	0.003697907293370475
framträda	3	0.003697907293370475
överväga	2	0.0024652715289136496
bekänna	2	0.0024652715289136496
överta	2	0.0024652715289136496
upphäva	2	0.0024652715289136496
sjunga	2	0.0024652715289136496
kategorisera	2	0.0024652715289136496
förrätta	2	0.0024652715289136496
föda	2	0.0024652715289136496
betala	2	0.0024652715289136496
lista	2	0.0024652715289136496
täcka	2	0.0024652715289136496
sjukskriva	2	0.0024652715289136496
registrera	2	0.0024652715289136496
landa	2	0.0024652715289136496
glömma	2	0.0024652715289136496
beteckna	2	0.0024652715289136496
uttrycka	2	0.0024652715289136496
underkasta	2	0.0024652715289136496
agera	2	0.0024652715289136496
stjäla	2	0.0024652715289136496
bryta	2	0.0024652715289136496
utesluta	2	0.0024652715289136496
träna	2	0.0024652715289136496
organisera	2	0.0024652715289136496
begränsa	2	0.0024652715289136496
kompensera	2	0.0024652715289136496
sova	2	0.0024652715289136496
servera	2	0.0024652715289136496
pensionera	2	0.0024652715289136496
besvara	2	0.0024652715289136496
satsa	2	0.0024652715289136496
utsätta	2	0.0024652715289136496
undersöka	2	0.0024652715289136496
gapa	2	0.0024652715289136496
axla	2	0.0024652715289136496
utreda	2	0.0024652715289136496
försöka	2	0.0024652715289136496
fylla	2	0.0024652715289136496
dricka	2	0.0024652715289136496
pusta	2	0.0024652715289136496
gnugga	2	0.0024652715289136496
skaka	2	0.0024652715289136496
förbjuda	2	0.0024652715289136496
bilda	2	0.0024652715289136496
överlåta	2	0.0024652715289136496
hoppa	2	0.0024652715289136496
bortse	2	0.0024652715289136496
anklaga	2	0.0024652715289136496
utveckla	2	0.0024652715289136496
fungera	2	0.0024652715289136496
övervaka	2	0.0024652715289136496
tolerera	2	0.0024652715289136496
sälja	2	0.0024652715289136496
medge	2	0.0024652715289136496
identifiera	2	0.0024652715289136496
försköna	2	0.0024652715289136496
svära	2	0.0024652715289136496
publicera	2	0.0024652715289136496
återgå	2	0.0024652715289136496
pröva	2	0.0024652715289136496
analysera	2	0.0024652715289136496
samtala	2	0.0024652715289136496
upphöra	2	0.0024652715289136496
sprida	2	0.0024652715289136496
bemöta	2	0.0024652715289136496
utfärda	2	0.0024652715289136496
skrota	2	0.0024652715289136496
representera	2	0.0024652715289136496
bosätta	2	0.0024652715289136496
tävla	2	0.0024652715289136496
ompröva	2	0.0024652715289136496
delta	2	0.0024652715289136496
likna	2	0.0024652715289136496
påskpynta	2	0.0024652715289136496
tillämpa	2	0.0024652715289136496
ange	2	0.0024652715289136496
bekosta	2	0.0024652715289136496
ogiltigförklara	2	0.0024652715289136496
fastna	2	0.0024652715289136496
begära	2	0.0024652715289136496
bege	2	0.0024652715289136496
reducera	2	0.0024652715289136496
le	2	0.0024652715289136496
iaktta	2	0.0024652715289136496
översätta	2	0.0024652715289136496
älska	2	0.0024652715289136496
upplysa	2	0.0024652715289136496
mima	2	0.0024652715289136496
avskriva	2	0.0024652715289136496
anta	2	0.0024652715289136496
forma	2	0.0024652715289136496
kalhugga	2	0.0024652715289136496
infoga	2	0.0024652715289136496
sparka	1	0.0012326357644568248
skapa	1	0.0012326357644568248
lagstifta	1	0.0012326357644568248
dyka	1	0.0012326357644568248
tillbe	1	0.0012326357644568248
tatuera	1	0.0012326357644568248
säga	1	0.0012326357644568248
sopa	1	0.0012326357644568248
solidarisera	1	0.0012326357644568248
snacka	1	0.0012326357644568248
reagera	1	0.0012326357644568248
gå	1	0.0012326357644568248
gissa	1	0.0012326357644568248
betäcka	1	0.0012326357644568248
