period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2004	1	0	1	0.0000000000	1.0000000000	0.0	2.236190961763371
2005	8	0	8	0.0000000000	1.0000000000	0.0	2.423767953303687
2006	22	0	22	0.0000000000	1.0000000000	0.0	5.273109943623265
2007	25	1	24	0.0400000000	0.9600000000	0.18071150456423046	4.337076109541531
2008	39	0	39	0.0000000000	1.0000000000	0.0	5.069168149506665
2009	46	1	45	0.0217391304	0.9782608696	0.11285427071595314	5.078442182217891
2010	38	2	36	0.0526315789	0.9473684211	0.20256586125129794	3.646185502523363
2011	45	1	44	0.0222222222	0.9777777778	0.10721487490597256	4.717454495862793
2012	55	1	54	0.0181818182	0.9818181818	0.10479340765631115	5.6588440134408025
2013	87	2	85	0.0229885057	0.9770114943	0.14328860531755477	6.089765725996077
2014	79	2	77	0.0253164557	0.9746835443	0.1244129651995164	4.789899160181382
2015	88	1	87	0.0113636364	0.9886363636	0.05208303494094565	4.531224039862272
2016	126	0	126	0.0000000000	1.0000000000	0.0	5.800595150269712
2017	93	0	93	0.0000000000	1.0000000000	0.0	4.393169801917642
2018	96	0	96	0.0000000000	1.0000000000	0.0	5.1071528548505665
2019	84	0	84	0.0000000000	1.0000000000	0.0	4.60237052764644
2020	65	0	65	0.0000000000	1.0000000000	0.0	4.06272522732979
2021	71	0	71	0.0000000000	1.0000000000	0.0	4.746077500638046
2022	62	0	62	0.0000000000	1.0000000000	0.0	4.429704483696866
2023	29	0	29	0.0000000000	1.0000000000	0.0	3.8658924572705575
