author	yob	ntokens
mansixxa	1986	3103.0
yasmin	1956	15054.0
Sally Bally	1986	17206.0
Musche	1976	10164.0
Kleopatra II	1971	49605.0
Doktorn	1972	70072.0
Immer	1961	26489.0
Jenny28	1976	77558.0
Mamba	1985	24715.0
mellerud	1980	4249.0
Bina86	1987	26813.0
Fröken Julie	1976	2981.0
Emki	1989	12552.0
Annicka	1977	6451.0
asplundskan	1988	8123.0
ohbaby	1986	14019.0
Tirnanog	1985	2939.0
NEllY 85	1986	13055.0
Panthera leo	1976	19980.0
Legewiel	1985	5952.0
TezzyBump	1989	3830.0
Fruntimre	1989	9524.0
MymlanMy	1968	39502.0
gulligavera	1984	26914.0
Åja81	1982	4719.0
Jigge	1981	4534.0
Johannapanna87	1988	14016.0
vallakra	1972	3701.0
sancho	1986	4515.0
emmisss	1985	16212.0
LinaTed	1987	52989.0
solemio	1982	3423.0
Lallamen	1971	27538.0
Madame Mom	1974	54154.0
Emejli	1988	4747.0
asfaltsblomman	1973	17278.0
MiaMarias	1980	60417.0
ellla	1984	18039.0
bulankulan	1985	2965.0
Tonci	1986	13276.0
EmsanPemsan	1987	20674.0
sommar barn	1980	5357.0
pumpkinpie	1984	19280.0
katt tass	1981	33812.0
lillalitenjag	1982	7982.0
lillasessan	1990	9765.0
Kickan90	1971	532.0
Izamoon	1982	4701.0
Missariella	1980	3760.0
N4L	1987	1618.0
trasis	1983	10486.0
chivas	1974	1847.0
Mijjo	1971	18901.0
cid	1985	46846.0
Sessan100	1981	10198.0
annika81	1981	7446.0
Atjo	1977	1255.0
carne	1986	3757.0
malingo	1984	4421.0
zerano	1986	26935.0
sommar123	1981	3460.0
GashH	1987	10303.0
Hanniz	1987	11595.0
Snowsee	1986	36289.0
Annos85	1986	15371.0
zeebra	1980	7989.0
Kaisa Kavat	1975	4194.0
Thessiss	1985	8100.0
detejagdet	1980	1837.0
nikki2006	1967	111181.0
Krake	1961	19281.0
UmmAminah	1985	69480.0
glidan	1972	341.0
MiniStumpan	1983	40479.0
Sabineb	1980	219.0
Mor till Ella	1984	15673.0
Icis86	1987	15272.0
MajaMi	1985	24428.0
Mulllis	1986	13848.0
Pejo	1967	21616.0
Ellas och Alvins mamma	1978	9889.0
Astrid80	1981	6346.0
Dellan	1967	14565.0
Fru Anna	1972	214.0
gina2012	1980	8137.0
sweetfia	1988	24102.0
Vintersol80	1981	50846.0
darkwell82	1983	3772.0
Rockenrola	1984	38241.0
Majsan72	1973	3842.0
Blomsterflickan	1982	2408.0
jossa8	1981	96.0
Daphne85	1986	5747.0
Knorrisen	1983	12056.0
mogirl	1978	6659.0
prickelina	1983	1043.0
FlickaMedGuld	1973	10288.0
Redaktör	1981	5343.0
Skruttensmamma	1978	68249.0
Dawngirl	1986	14954.0
stardream	1981	38841.0
allakantralla	1976	87573.0
Badabing	1979	1191.0
stephanie	1986	3876.0
Love74	1975	24578.0
sjl89	1990	69383.0
Smilla0608	1981	6919.0
solrosfrö	1974	933.0
smillis06	1983	2030.0
Fiamedbarn	1971	115704.0
Maria Helena	1969	6201.0
Banana82	1983	6232.0
AishaYasmine	1976	10418.0
Karla79	1980	30593.0
Tove H	1984	771.0
hjärtemax	1981	11211.0
Virvelflicka	1987	6146.0
Kattmor	1979	456.0
Makaron	1986	644.0
finskaflikkan	1984	48860.0
sagorummet 3	1988	9497.0
Lilla Lila	1977	3234.0
tindra1	1986	4777.0
Novaliss	1984	1127.0
Kamillan	1978	1688.0
nobilis	1967	3541.0
challan82	1983	3265.0
lieh	1971	1324.0
tuggummigirl	1985	7097.0
Farth Vader	1974	10843.0
PreciousDivine	1987	3477.0
hadhouda	1978	18012.0
FannyB	1982	3902.0
fröken sol	1979	2755.0
Fröken Snork	1976	2947.0
Jandy	1982	5922.0
Mammatillfem	1986	9235.0
Cattizzz83	1984	20961.0
Sandra N	1985	19006.0
Stumpan84	1985	102402.0
Woody K	1958	4470.0
Tatiin	1985	11559.0
beEMbe	1979	8573.0
Seniorita	1989	9027.0
lillpuckot	1984	19212.0
Vaja	1979	39036.0
StorSara	1989	9499.0
phillipha	1989	8834.0
XLinneaX	1988	2783.0
Lill Bästis	1987	15561.0
Klantus	1982	13720.0
Hej hopp i blåbärsskogen	1985	11596.0
Leiah	1985	15930.0
tempo21	1974	12644.0
alegria	1982	1640.0
beijer	1985	15423.0
Jenny1985	1986	24499.0
Lappen	1987	29497.0
Passionsblomma	1984	2639.0
AnnaS84	1985	1780.0
liebespuppe	1986	32560.0
Therace	1987	48008.0
Sanna86	1987	74589.0
Mammas Kalle	1980	2843.0
MajasMat	1987	13372.0
mama mellitus	1973	8199.0
Jessa76	1977	23359.0
Hundtok	1984	6395.0
MrsCharlotte	1981	130589.0
flower79	1980	8954.0
driver28	1971	1127.0
Mjukamilla	1976	12857.0
lisen88	1989	16407.0
trollprinsessan	1978	12777.0
monchichi76	1977	89050.0
Sockerbullen	1988	12759.0
BinniBoo	1989	27062.0
Lullisgirl	1978	18346.0
Pingela	1980	14514.0
Bellizzzzz	1986	1437.0
marielindquist	1986	9942.0
Babyfacepsycho	1986	4808.0
Parvel	1969	485.0
Spookie	1961	5468.0
Kryztina	1978	23020.0
solnamorsa	1985	4315.0
mami79	1980	5978.0
LaSexorcisto	1986	1364.0
jazzy	1987	33886.0
mirrebusan	1985	28374.0
Kultis	1981	17940.0
Jenny81	1982	1438.0
soff82	1983	8903.0
solrosen1	1983	23813.0
Tindragull	1977	30242.0
Jojo7777	1978	19978.0
Elijza	1971	42464.0
NummerTvå0710	1990	11890.0
camcam1	1983	607.0
MsFrida	1983	8370.0
Sandra  84	1985	5697.0
Lily of the Valley	1986	27588.0
Musetti	1982	2198.0
Nilsfar	1965	47468.0
jush	1984	5470.0
Teza73	1974	65636.0
Lehla	1984	3307.0
Numminen	1976	26117.0
Tiril	1977	1062.0
Gravid 2008	1987	6167.0
Billen	1988	6133.0
FridaKim	1989	841.0
Södermalmsbönan	1982	25870.0
LillaMjau	1975	6563.0
Jill 79	1980	1450.0
Pepsikatten	1982	46424.0
FruHall	1989	5710.0
ingridlinnéa	1983	46702.0
Guavasylt	1976	5288.0
AEL	1983	15906.0
Fia lotta lus	1979	2223.0
sandbacken	1969	4681.0
lillgrodan2010	1983	5295.0
Humlemamma	1984	31207.0
Doodelidoo	1975	10158.0
Emmy K	1979	40346.0
vanilla	1973	8152.0
Fru Lillstrumpa	1982	15762.0
mammaprutt	1986	647.0
Saralainen	1982	5770.0
Moasmostermia	1987	2297.0
broglo	1979	4160.0
Lindadjo	1978	67583.0
Frida Li	1986	788.0
jazzkatten	1981	19373.0
Eilem	1989	3556.0
MinNatalie	1987	24004.0
virre80	1981	856.0
83a	1984	10909.0
NovaLi	1985	4905.0
hemligt gravid	1982	3150.0
JoelBus	1986	2850.0
Petra72	1973	5063.0
linelullan	1985	1551.0
Lastbilsfarsan	1980	608.0
BertaFilippa Krattkquist	1986	8793.0
Salamina	1972	17889.0
Estrellitas	1987	168.0
Mivo	1976	5851.0
jenn82	1983	7170.0
Bondfia	1972	329714.0
Leonesse	1981	881.0
KevinsMamma83	1984	825.0
musiknallen	1977	13779.0
Meah	1979	5662.0
Bebismamma	1981	12482.0
Loppan84	1984	586.0
Känslan	1982	18151.0
fiafiafia	1988	4882.0
Majamjau	1979	3379.0
Skysome	1981	1489.0
Bettyboopan1984	1985	16773.0
Love76	1977	15170.0
Konvaljen	1985	8165.0
Lillatroll	1974	36730.0
Soti75	1976	13691.0
Sassilina	1982	2408.0
Husfrun	1978	556.0
Zesssan	1986	2624.0
vivi85	1986	16300.0
Gossow	1986	15479.0
kodarn	1988	8822.0
Airona	1983	14849.0
ludde1	1979	5493.0
plettis	1977	6789.0
jentho	1986	16439.0
MammaSwahn	1990	16904.0
Harling1985	1986	20449.0
mammamina	1980	11683.0
olympia71	1972	9410.0
AW76	1977	79158.0
Lotten73	1974	7880.0
HannaBanani	1988	5277.0
Grålle	1988	3727.0
smis	1990	22853.0
Hope7	1988	8565.0
Sagomamma	1980	1334.0
Tereza	1974	3182.0
mamman2008	1982	51246.0
Nymphéa	1979	1154.0
Riley	1985	2558.0
paron	1987	6659.0
Luxuria	1990	12808.0
SofiaL	1990	56529.0
Miss M V	1976	24484.0
Melike	1983	21577.0
Alexandria	1974	14458.0
Anjonen	1974	15822.0
lavendeln	1985	3026.0
Tilcha	1985	38226.0
Bonzan	1983	6325.0
Mullepop	1989	1600.0
vimsan06	1987	65215.0
Hope03	1985	731.0
kvinna 86	1987	63688.0
Memmal	1982	7692.0
Nordie	1981	11308.0
Pappa2006	1979	10296.0
Hanna01	1988	13032.0
Veronica76	1977	2834.0
Mar ia	1981	10402.0
Koocachoo	1979	6373.0
liquorice	1971	1313.0
IsaN	1974	40111.0
Pingeling	1983	1466.0
TildisVildis	1976	1968.0
tusselisan	1976	213.0
NilleMilleTjejen	1975	5980.0
Diana	1966	7485.0
Izela	1984	23682.0
HelenFr	1982	14908.0
Twisti	1980	224.0
lillan kba	1974	7142.0
Elektra82	1983	8929.0
Susyloo	1981	11036.0
Novalie	1977	10068.0
Nitrogen	1988	22528.0
Cinderella87	1988	8251.0
VeraVera	1987	9885.0
Skogsråttan	1985	1173.0
Amazon	1977	25.0
Elino	1971	16990.0
Snutten	1981	37698.0
abuelita	1951	275914.0
Sassa A	1983	24836.0
Louise 77	1978	5069.0
Miffy	1982	24062.0
Victoria86	1987	6489.0
Mamma till Simon	1978	12635.0
mw24	1986	13830.0
Chaktio	1977	80794.0
Seka	1975	4929.0
Sarah H	1980	26761.0
abinito	1978	30091.0
Swompi	1987	2956.0
nami	1981	781.0
lillzan	1983	29244.0
Jano	1971	2515.0
Snakeheart	1981	6548.0
MalinK85	1985	12573.0
Minnon	1982	26779.0
Kyssen	1984	86609.0
Godot	1975	13840.0
Lindatmw	1982	9415.0
Kikkis	1973	1107.0
Fembarnsmorsan	1972	11473.0
Eddiesmamma	1986	8837.0
Mammat3	1987	10312.0
Västerås	1978	4989.0
svarta	1982	9752.0
Frasse	1966	2239.0
Lilla JJ	1978	16502.0
cheetah	1980	362.0
Madicken 29	1980	7764.0
Sofiapers	1976	2814.0
Caladhiel	1987	677.0
Jimps	1981	66157.0
Emsan1988	1989	9030.0
MeMayo	1973	1329.0
castillo	1988	120979.0
Korkskruv	1989	21369.0
Breathe Me	1986	10594.0
bambiii	1988	33284.0
enola	1978	35719.0
allt och lite till	1988	19972.0
Piri	1967	34534.0
Lurpa	1983	584.0
annalena81	1982	610.0
HelHel	1983	3238.0
Nellie81	1982	12310.0
RosaPrinsessa	1988	9102.0
bmbengtsson	1981	1434.0
Yori	1988	1023.0
Moa Li	1982	1572.0
BELLAm2	1982	14002.0
maj09	1976	32239.0
mama90j	1991	5854.0
Trollvinter	1984	57799.0
zephyr	1985	18117.0
mamma83	1984	1973.0
emelie85	1986	2415.0
Superhero	1983	43206.0
garttin80	1981	209.0
Iskristall	1977	2154.0
versus	1987	123972.0
Nyfiken86	1987	5026.0
Mia22	1985	6382.0
MeeWe	1985	8395.0
singer	1978	17295.0
Ekstrumpa	1982	30773.0
Älskarminabarn	1977	12229.0
gulleplutten	1981	3199.0
Luddan	1973	514.0
So nice	1971	9265.0
kinadockan	1977	238.0
Fjädersten	1988	2885.0
kaffebönan	1973	11732.0
Ninnus	1983	6722.0
Christina86	1987	4705.0
Summer	1980	74063.0
Pinglan73	1974	33746.0
Pjåsk	1985	1647.0
Alexia06	1982	2213.0
Sladdis	1974	1324.0
hanna elise	1980	12550.0
mjukisb	1980	794.0
turboalex	1987	5779.0
FruAnna	1984	10470.0
Annika78	1979	473.0
Ellenvillhabebis	1987	15749.0
Vero06	1975	5454.0
ostkroken	1983	487.0
Mammassaga	1986	45997.0
Jokkan	1987	10339.0
Fru Persson	1988	5523.0
MissMy	1985	45406.0
PS84	1985	10168.0
Dansken	1987	4800.0
Sussi82	1983	22825.0
Sötnostim	1986	15728.0
Lily38	1974	1493.0
Tesso84	1985	10523.0
MissGoodie	1976	4147.0
fotbollsfru	1977	23694.0
AnnCharlotte86	1987	22874.0
anahabecc	1989	11775.0
ÄlskaLivet	1975	531.0
Tröttimössan	1981	16208.0
Amanda85	1986	999.0
Vafan dåh	1985	6066.0
WolfTatto	1967	9239.0
sarap1978	1979	7855.0
Himlan77	1978	16860.0
Aimy	1978	2711.0
Med två små	1981	8351.0
Frijon	1981	1092.0
Knasan	1981	30376.0
Adut 27	1985	9589.0
Lina Nk	1990	3630.0
skumtomte	1981	674.0
Morgard82	1983	918.0
Smuliz	1982	100088.0
Ella N	1976	958.0
neela	1984	7706.0
lillakulan	1980	6197.0
Emelie1988	1989	10437.0
MangaGirl	1978	41741.0
princess of hearts	1988	2812.0
Ceciliah	1989	29085.0
Angelinas mamma	1988	716.0
Epona	1982	8881.0
Emeliie89	1990	3113.0
Godess	1979	1222.0
Dramatic Chipmunk	1987	12391.0
Millakilla	1980	1589.0
Hammare	1971	24613.0
muffin	1985	1733.0
mithrandil	1983	253062.0
Bobido	1982	3208.0
EmmaMag	1984	1545.0
KATITZY	1989	6140.0
Lillyros	1984	1367.0
pojkens	1975	118099.0
millalle	1986	5600.0
Flicka81	1982	9210.0
To be or not to be	1982	10637.0
Elle84	1985	6821.0
Kajsa86	1987	13375.0
eldflugan	1982	8021.0
MammaTillMaja	1990	1594.0
Zanda	1981	3915.0
missis	1981	1319.0
Sylten	1978	30603.0
MrsEnglund	1982	169.0
fiddelin	1985	13696.0
sofie27	1982	7779.0
Mamma till H o F	1979	475.0
Längtar Igen	1976	12706.0
Sofia8504	1986	16542.0
Keyrie	1986	2623.0
pippipopp	1979	8381.0
Pyret3	1966	581.0
Näckros	1986	1775.0
deam	1987	2802.0
StinaL	1987	607.0
Juni 06	1982	41543.0
Thessis77	1978	15278.0
Anna81	1982	17572.0
soffan86	1987	8759.0
Malinw	1979	16235.0
septemberängel	1981	54103.0
Dajo	1986	1952.0
msmalin	1982	16179.0
neffi	1979	5397.0
47705	1972	9031.0
Thelma82	1983	22189.0
TigerlilyGbg	1975	10026.0
Gullebulle25	1985	12081.0
Nlie	1986	8905.0
dukat	1967	5007.0
lotties	1979	1996.0
Mitti	1982	54159.0
Flurran	1983	30934.0
Loppan77	1978	2648.0
skorpiona	1981	39488.0
Smetanina	1977	47406.0
Siljelin	1979	13009.0
dorothea	1976	70278.0
MammasGos	1980	2940.0
frida S83	1984	9314.0
AnAngel	1984	39040.0
Johanninen	1985	15734.0
HallWall	1977	24626.0
Enigmia	1977	68978.0
evalee	1985	3794.0
J R	1981	24458.0
Nadadija	1986	1124.0
Assis	1974	1871.0
marysoul	1988	12495.0
eternalstar	1989	4888.0
Pethra	1967	683.0
Mickan84	1985	5149.0
Saltlakrits	1984	7115.0
Aiva	1983	31639.0
majzzan	1981	1809.0
Tess1986	1987	13954.0
Cazza	1984	8192.0
Lövings	1987	1312.0
Starlight78	1979	13763.0
skånskan76	1977	1922.0
Jonnasmamma08	1989	780.0
Saja75	1976	9558.0
konami	1989	16841.0
Pjatt	1983	20737.0
pinkiepie	1979	13222.0
Peter37	1973	7474.0
icelolly	1981	5719.0
krabbis	1967	2199.0
Fama123	1974	12422.0
Jeanettealice	1977	3061.0
dream81	1982	2619.0
Jenga	1984	10946.0
Rockkarlsson	1987	3892.0
Zamina	1982	1150.0
Anna123	1983	13823.0
MariaWe	1981	21405.0
Gostosa	1981	1931.0
silvermist	1981	7278.0
SaraLj	1982	25886.0
fenja	1973	26396.0
Karroägget	1984	1938.0
EnLitenFlicka	1983	3947.0
yousou	1988	2120.0
Majjis	1985	728.0
Terez	1984	15286.0
NicoleSthlm	1984	13700.0
Flicka86	1986	246.0
LindaSofi	1988	4482.0
Junibarn	1981	3280.0
crazy hannah	1987	107710.0
bratz	1978	1397.0
Mamsen1	1974	5026.0
saraA88	1971	19948.0
mimamima	1967	13101.0
sanneq	1980	761.0
LindaMamman	1975	9589.0
Hottentotten	1979	1162.0
tooba	1984	11008.0
habibty81	1981	10419.0
Mjesec	1990	22877.0
cocos87	1988	7829.0
AllYours	1990	13275.0
Elvirasmamma	1988	5421.0
Immini	1989	22420.0
ängelenfrånovan	1989	8610.0
chippan	1980	58776.0
Mildred	1987	4295.0
kica	1976	6449.0
Miemi	1974	9691.0
Lilla Lycka	1982	13088.0
Micci	1986	26823.0
Peteja	1973	225.0
Carla82	1983	10304.0
Labbematte	1975	28060.0
6kimpa6	1986	1010.0
wannabemom	1985	3702.0
JuliaIsabella	1982	15475.0
BelindaL	1987	4470.0
Julia08	1974	6904.0
shinybluestar	1985	5050.0
MysSarah	1976	316.0
mammacarro	1986	2574.0
Egon26	1986	8076.0
DiZZY	1975	6040.0
smurfen84	1985	2665.0
SatuJonna	1983	2112.0
Pooma	1988	3737.0
Caramella	1980	241.0
kanske fru larsson	1988	8785.0
Nikitastar	1981	2793.0
Bellevue	1968	19349.0
spirituality	1982	1310.0
Colisa	1981	6215.0
Lokatten	1975	15663.0
grönräv	1979	19721.0
Nifesoj	1988	1095.0
Tussa76	1977	15121.0
Gubbas	1976	701.0
april79	1980	8636.0
Andréa84	1985	3197.0
luutra	1986	13880.0
Han o jag o barn	1986	4586.0
MagMat	1986	8354.0
anchel	1983	4526.0
litenlind	1980	6646.0
Majsansarne	1981	4692.0
Muminmamman 81	1982	671.0
rundafrida	1984	1221.0
Chick	1988	14101.0
lilja82	1983	7922.0
ulimon	1973	17146.0
Älskarbebisar	1989	3028.0
Limja	1975	26775.0
Ico	1985	5868.0
Cerenna	1981	3322.0
Helsingborg	1986	1229.0
jmynt	1989	10128.0
Mamman09	1988	2585.0
Mallan 82	1983	16542.0
Ellani	1983	42144.0
Kat the bat	1986	6806.0
Filur	1973	224.0
Eldflamman	1981	2739.0
mjauen	1984	14715.0
PaulaVanilla	1986	12928.0
Isch	1986	6213.0
johannaalkehag	1987	38132.0
MammanZ	1976	4791.0
RobSab	1987	5563.0
Carmen1	1979	1097.0
marremask	1980	631.0
dcy	1980	3128.0
LindaPalm	1984	7882.0
Elmyra	1981	4862.0
Camilla85	1986	39064.0
daphne	1982	31.0
Anubisa	1979	72295.0
Lucia1987	1988	48101.0
snobben76	1977	44152.0
Sparvöga	1980	3415.0
Silverjag	1981	4770.0
kirsikka	1966	17714.0
Heavenlie	1983	8987.0
mynona	1979	18206.0
Maddex	1981	20565.0
Miss Julie	1989	13826.0
Josun	1981	3963.0
frukarlsson	1980	5936.0
hjert	1981	9793.0
Snowieflickan	1982	2295.0
Yrrepyrr	1967	11004.0
MrsMom	1985	2979.0
Skutta	1986	1271.0
LollloZ	1985	6444.0
apaqnirk	1981	1726.0
vernia	1986	7900.0
örnen	1984	3386.0
nattasmamma	1983	6894.0
Annie82	1983	3488.0
gmt	1987	49907.0
Crea Diem	1972	541.0
z86a	1987	1163.0
zazzy	1985	14433.0
pågmamman	1972	16355.0
rims	1989	1309.0
Loris	1988	9168.0
Miisa	1984	4942.0
honeybunches	1982	106746.0
Sunshine78	1979	663.0
lilla snöflingan	1988	3167.0
siren	1989	21585.0
Trebarns far	1978	12704.0
Dreamrose	1975	16550.0
downismor	1979	408.0
BasseKatt	1975	63684.0
lerumstessan	1983	32064.0
Logopeden	1985	3268.0
A84	1985	5881.0
Svalan75	1976	2113.0
Fanaya	1983	2191.0
Calici	1981	5161.0
BeHappy	1979	4234.0
CA81	1982	6381.0
Hia	1980	8526.0
mimmelie	1988	992.0
HJ81	1982	10804.0
urv73	1974	9773.0
Suzieq	1982	752.0
lenabolin	1982	6793.0
Ävlan	1980	7073.0
ceciliaL	1984	11688.0
Christin3	1985	4416.0
mia84	1985	16312.0
Igloo	1986	2079.0
Tindrande	1983	527.0
hejsvej	1983	101631.0
Ellenö	1990	2984.0
FrökenCola	1987	5554.0
Lumlan	1982	7119.0
vilängtar	1986	9753.0
kentmaximus	1975	4507.0
lliliot	1989	24972.0
Hjärter Dam100	1981	5903.0
OoSOLINoO	1984	17258.0
GirlieGirl	1986	3172.0
MommysLittleMonster	1981	514.0
JOJS	1983	1392.0
Littlestar83	1984	19667.0
Fyrklovern	1982	5115.0
Jaya	1989	2199.0
Rävelina	1978	1999.0
underverket 06	1971	126331.0
Cam82	1983	27785.0
ProosAnna	1984	25443.0
FredrikBBB	1969	20395.0
mammaF	1990	10525.0
alexia78	1979	13315.0
Ewelins	1983	3283.0
mariaheterjag	1982	133945.0
emilial	1989	10017.0
zetika	1985	4496.0
Maria Nabard	1977	684.0
Obsessed Feelings	1986	1886.0
anka11	1976	1279.0
timoteja00	1983	44115.0
hoppfull 80	1981	6016.0
Mollsan06	1979	2437.0
mammahaj	1989	10845.0
barnsjuk	1975	11649.0
Limani	1983	80.0
ninnnna	1976	465.0
Zhna	1977	29005.0
Saandra88	1989	6798.0
LinnJes	1981	15009.0
Aamamman	1975	7592.0
Litenkatt	1980	31273.0
A flikka	1987	276.0
Albasmamma	1983	25006.0
spån Mona	1973	3950.0
högbergarna	1979	70798.0
Jessica84	1985	433.0
IngGa	1988	2687.0
FVA	1981	49055.0
Tessos	1979	1414.0
Baby Doll	1984	14934.0
Caab	1981	9573.0
RaketMorsan	1987	7585.0
stinaliza	1972	60.0
Lugnistormen	1981	3525.0
FrogSandra	1981	2191.0
Digestive	1982	22740.0
Emotional	1986	6020.0
Lordia	1982	424.0
Calles matte	1979	35096.0
Mibe	1987	13690.0
Nissen86	1987	8058.0
Ida82	1983	673.0
adooore	1991	6790.0
Friiidaa	1986	2185.0
Sofiech78	1979	100370.0
tutam	1979	81.0
Mrs girl	1981	9177.0
Fader	1987	9393.0
Kakan85	1986	882.0
Snoffsan	1980	86724.0
Sacre	1985	1486.0
mandrarinen	1987	21120.0
Hormonermedhumör	1979	35613.0
mariem	1983	21565.0
majbebbe	1986	8649.0
MyDignity	1980	921.0
vattendjuret	1990	8038.0
lottsan	1982	682.0
Queenofice	1983	5532.0
vickan7	1975	2069.0
Kaja	1985	29181.0
Prinsessan Viktoria	1986	3688.0
Lodjuret	1983	15726.0
Emeliee	1981	42647.0
LillaNovaK	1982	1041.0
Bebbo	1982	3706.0
Gulletuss	1981	27.0
carro2012	1983	3451.0
jerseyko	1986	6936.0
Kotten3	1990	10551.0
Tequeida86	1987	1380.0
vattenkanna	1983	4988.0
Lena28	1981	16129.0
RaggarJesa	1987	986.0
lillabebben	1980	62859.0
Raggarflickan	1982	1812.0
Mamman88	1989	11952.0
Fangoria	1982	42162.0
heidi norlen	1987	490.0
Anti75	1976	3521.0
guldnos	1985	7186.0
prinsessanTyra	1982	3343.0
HannaS83	1984	23323.0
Ninizen	1975	8213.0
erika85	1986	1057.0
Mjölk	1976	9415.0
glader	1975	14740.0
BadMan	1990	2496.0
Poughkeepsie	1975	11227.0
emmah83	1984	7462.0
Mem3	1982	24600.0
Mya1	1973	2768.0
Hannah med H	1987	5601.0
ttiinnaa	1978	436.0
Nattluven	1983	24.0
chazbo	1979	26764.0
ida  maria	1981	3639.0
Bergling	1976	5230.0
Fröken J	1974	6838.0
Eleonor86	1987	6714.0
BeanGirl	1976	5338.0
Shizuka	1960	5423.0
dahrma74	1975	9919.0
Vitros	1976	72715.0
mollaMalina	1987	2973.0
Josefine 85	1986	1447.0
Alfaqueen	1977	50998.0
heartgirl	1983	15092.0
sandiberu	1983	296.0
ElinMic	1983	6447.0
mammakristina	1978	62372.0
Cattapult	1979	6621.0
penni	1984	1373.0
lilaemma	1981	47847.0
Skahlmann	1966	71969.0
MollyMax	1977	1732.0
Zs1985	1986	3842.0
Hemera	1971	65.0
Kickelina	1966	614.0
Iza2011	1984	5601.0
theesi	1988	44361.0
Mama Me	1977	76230.0
1980 längtar	1981	485.0
meanwhile	1986	24288.0
Snutteplutt	1982	18.0
SVEACOOL	1973	3781.0
norskan78	1979	6849.0
mlinz	1990	2423.0
Lady Unicorn	1980	3723.0
Tokmamman	1985	121.0
Jennypenny83	1984	30437.0
riboflavin	1985	16449.0
Joppalojna	1983	2165.0
Superolga	1981	3446.0
Natli	1985	7835.0
lilletrille	1979	11986.0
Caroliine85	1986	4611.0
sebbejonte	1984	1828.0
auo	1978	5510.0
Runawaybride	1984	13911.0
Anicol	1984	2241.0
JMA84	1985	29311.0
Dagsländan	1978	1992.0
MariaX m 2	1974	4298.0
Tessa606	1973	5443.0
malininorrköping	1975	20852.0
Lina W	1982	11564.0
Zoolie	1971	6994.0
Albertine79	1980	4729.0
Molfel	1987	7003.0
ciissii	1990	2693.0
EmmaRoSa	1984	25526.0
malinsoderman	1981	26598.0
skogstok	1987	6239.0
friper	1981	5559.0
Tussilago83	1984	2627.0
icekizz	1986	2368.0
Lillgull	1965	5799.0
Maximumtaste	1988	4668.0
Smulanflen	1974	14926.0
Cillizan	1986	7098.0
Annielee	1983	1861.0
marla333	1987	3673.0
mmiaa	1984	34014.0
TheSucker	1989	8761.0
lantidyllen	1984	2267.0
Sab1na	1989	5909.0
NollSjuTjugo	1982	2614.0
josse83	1984	26392.0
MissB	1983	5036.0
caledonianclear	1988	1453.0
Veronica74	1975	14672.0
Helena D	1975	48690.0
Soffifi	1981	4907.0
anneliesofia	1980	21254.0
CissiS	1983	3546.0
Tricia	1980	3437.0
Demona	1977	70.0
Pilgrimka	1980	1722.0
fantasyforever	1984	891.0
pinglan77	1978	18876.0
Smulanpus	1982	36083.0
SofieMuller	1991	678.0
Dunderklumpen	1989	3292.0
PeMa	1983	1318.0
JECJ	1984	2890.0
Stargazer	1976	1286.0
norrlandsflicka	1980	1666.0
Bubbliz	1988	12838.0
mezzi	1989	5406.0
MiaMaa	1981	59.0
JennySpindel	1979	13781.0
J0SSAN	1983	587.0
Kräfta2009	1977	4064.0
gotjej	1971	784.0
Mysen	1978	2300.0
anzita	1960	41651.0
lilla gumman 85	1986	2703.0
totte38	1982	8575.0
BrunoBus	1985	4318.0
AlexandersMamma	1991	22603.0
Plly	1981	5379.0
Tummelisa06	1980	849.0
Lindizz	1986	10902.0
colanappen	1983	2894.0
BiimBiim	1988	8741.0
lokis	1982	15132.0
Tessan71	1972	7370.0
burehed	1987	6703.0
a queer star	1984	2071.0
Vaddårå	1979	7879.0
Ida04Emma06Thea09	1984	7030.0
Ghettoblaster	1977	48.0
foodji	1977	14155.0
LiN88	1989	8358.0
Annisens81	1982	14017.0
Sjuan	1977	8617.0
camillas1985	1986	24407.0
Nilla54	1972	2008.0
kitte	1978	7979.0
Killarnas morsa	1972	38138.0
Wilmisen	1986	17303.0
larssonsophie	1984	1036.0
MammaNova	1983	3365.0
Coccio	1977	22264.0
myzz	1981	746.0
Tess26	1981	12911.0
vintertjej	1981	14647.0
O Hanna O	1987	1034.0
Malinsson84	1985	1880.0
mariamitsu	1978	6511.0
Mia1985	1986	7384.0
Zagis	1982	1655.0
Leenda	1988	837.0
Eistla	1985	7477.0
Johanna77	1978	4885.0
Shyme	1978	5168.0
kaninchen	1989	178.0
oxle bo	1986	16391.0
majasmamma	1988	19541.0
jEnNiK	1983	3048.0
Ina81	1982	3612.0
Päronskrutt	1972	1483.0
Sacajawea	1977	11710.0
wallis	1982	18187.0
guldrosen1	1987	16025.0
pyjamastrollet	1986	1477.0
Mirain	1983	8293.0
burnisen	1984	3890.0
Lina007	1989	2851.0
Shk76	1977	273.0
Emsingen	1977	780.0
Tweety11	1974	7465.0
frítz76	1977	847.0
Fru H 81	1982	30332.0
elinl	1986	42266.0
Lady Maria	1977	3299.0
elno	1981	12002.0
mammat2	1987	16723.0
asa1018	1980	26412.0
1982	1982	12716.0
klaramamma	1978	428.0
nattfrost	1988	43102.0
Bullan1978	1979	68227.0
honeydew	1986	2433.0
flashieangel	1982	8316.0
Lill Mamsen	1985	21811.0
Michella	1979	1561.0
majken81	1981	30761.0
MrsAlonso	1981	7361.0
Azalea	1979	1683.0
