author	yob	ntokens
Fridalusen	1981	18850.0
Jelin	1983	12962.0
LitenIsa	1983	42058.0
aijo	1985	12376.0
4an	1974	20383.0
Toria	1980	840.0
Rix	1972	31811.0
smc	1981	66588.0
Hella08	1986	6598.0
Matilda86	1987	47834.0
Jaramla	1980	169246.0
lillan kba	1974	10584.0
Clouds	1977	29237.0
elio	1985	24479.0
Mia386	1989	71732.0
Pyris	1978	242615.0
angeni	1988	185572.0
challis777	1978	65902.0
emmianttila	1990	15637.0
andypandy	1976	9848.0
LeaveMeAlone	1984	76862.0
Fruntimre	1989	14883.0
LoMsBebis	1989	27743.0
Myster	1978	25687.0
lykantrophona	1990	76238.0
Kisen82	1983	3679.0
Trulle	1984	4099.0
Vaja	1979	143516.0
Katten79	1980	5609.0
Smurfan JM	1986	70072.0
carola 79	1980	14096.0
substitutet	1985	24514.0
HWikström	1982	23333.0
isolande	1980	16968.0
Tant Herta	1965	26617.0
SamsonS	1990	10879.0
Mikah	1979	86091.0
Numminen	1976	33677.0
Lyckliga jag2	1976	18931.0
N4L	1987	3597.0
tideloo	1983	9310.0
Strommingen	1987	47773.0
Mitti	1982	70346.0
Valentina	1975	12220.0
Aamamman	1975	25187.0
mysan06	1974	9691.0
trebarnsmamma79	1980	7961.0
MissUnderstood80	1981	103309.0
Bumblebina	1978	171429.0
matuldan	1988	8970.0
Kitt	1989	10956.0
MrsElvisPresley	1991	5230.0
LindaB85	1986	6736.0
Lillajagmedstorahjärtat	1984	8306.0
Happyness	1964	23224.0
Krokodila	1980	16604.0
ango07	1978	16466.0
DianaT	1986	11562.0
crazy cat lady	1986	68462.0
Uller	1977	60928.0
Mama Me	1977	134428.0
Lina N	1979	11103.0
Lallamen	1971	58153.0
Gul13	1969	110229.0
Digestive	1982	79167.0
häxan surtant 6	1971	8203.0
tindra1	1986	13556.0
Dää	1988	29883.0
Mizca	1986	36447.0
popcornplaya	1986	96972.0
Saga 79	1980	19965.0
Underbaraälskade	1964	10962.0
Jojo77	1978	9043.0
Lillis 1977	1978	27267.0
Dudden	1969	12902.0
Annika23	1983	4899.0
Dakine	1988	145821.0
guldplutt	1971	549122.0
honeybee78	1979	15859.0
cherrypie	1972	27028.0
nattfrost	1988	114814.0
Lindadjo	1978	281015.0
deez	1984	15835.0
lilllinda	1983	42742.0
Mrs J	1977	51229.0
GöteborgsTösen	1984	41395.0
mian71	1972	21997.0
texel	1971	9517.0
Mattemamman	1974	11856.0
Mammelutten	1972	164027.0
LillaMjau	1975	18734.0
Elize87	1988	8339.0
nerja99	1985	8251.0
Mineko	1976	34004.0
Burmakatten	1975	17302.0
Elino	1971	36797.0
FrökenLarsson	1989	37080.0
yndra	1978	10959.0
fruganL	1990	479468.0
Ixam	1980	5301.0
Lillja	1988	30101.0
JoelBus	1986	9869.0
Zagis	1982	18602.0
tessan27	1978	104505.0
lillAa	1986	73522.0
mammaannika	1987	36834.0
kate79	1980	120664.0
JLP	1981	20222.0
anna ruffs	1984	38469.0
GashH	1987	44940.0
Ummi07	1981	40706.0
lillpuckot	1984	52825.0
TigerLily	1974	84805.0
cärröförfän	1988	2104.0
Smuliz	1982	163253.0
Älskade vovvsing	1977	21840.0
Maira	1981	9615.0
StorFot	1978	30300.0
mammatill2rara	1989	15457.0
Pippiputti	1974	29975.0
GothicEve	1987	31338.0
kattengustav	1982	66051.0
emmeth	1983	5358.0
Irit	1988	11943.0
Linda3	1982	3122.0
amorvincitomniia	1991	8415.0
Mrs TH	1980	82339.0
Tussa76	1977	56334.0
rainbowbrite	1982	5171.0
Kesse88	1989	15126.0
KickanAnnika	1975	62501.0
79a	1980	2646.0
glitterkornet	1990	10880.0
ThereseK	1981	43752.0
Perlan08	1977	32843.0
AW76	1977	291452.0
Malllis	1985	46916.0
Vintersol80	1981	165950.0
1985	1986	7937.0
Ellani	1983	145174.0
Anglia	1965	28634.0
Lenagbg	1972	14478.0
Lillgull	1965	19981.0
Rose77	1978	4466.0
MiaMaa	1981	29885.0
MamaPapa	1972	36807.0
MiniStumpan	1983	51119.0
yennie84	1985	68367.0
Carolina84	1985	3807.0
HASP	1985	10647.0
Lily38	1974	42773.0
Tuvaduva	1984	8695.0
InHeaven	1988	184406.0
gravid85	1986	17882.0
Hojan84	1985	3353.0
NilleMilleTjejen	1975	19925.0
cid	1985	93798.0
Malva85	1986	3933.0
Mor till Ella	1984	37869.0
Izela	1984	57403.0
muffin	1985	43134.0
Love74	1975	33083.0
Hugge47	1968	6077.0
Anastasia	1983	31583.0
Vivvi	1975	7996.0
LillFia	1984	943.0
bakabakalitenkaka	1979	85252.0
sunshine03	1980	20164.0
Janina	1986	8859.0
Liba	1977	29677.0
TrueBlood	1977	15087.0
Snöbarn	1985	33183.0
Blåbärspaj	1973	42237.0
Nöjd	1975	15734.0
Papi Jo	1977	126097.0
Sladdis	1974	9518.0
Lioness	1977	69091.0
mansixxa	1986	6558.0
stress	1971	2024.0
Ulle 74	1975	10103.0
Leenda	1988	13425.0
Mysanochmimer	1986	47599.0
Nlie	1986	32209.0
Madicken 71	1972	11649.0
mamion	1980	11407.0
Bubbles	1976	17120.0
PS84	1985	22185.0
Chiliräkan	1987	75490.0
Diana P	1982	11173.0
Akilla	1983	91838.0
fjomsan	1982	8437.0
Gliimma	1990	19292.0
Neria	1987	2554.0
tusselisan	1976	15772.0
LokesMamma84	1985	25444.0
MammanZ	1976	33084.0
Livetpålandet	1984	13866.0
MyDignity	1980	6253.0
Wonderchild2009	1990	23480.0
Bebbo	1982	15837.0
5 barnsmamman	1979	152635.0
zeebra	1980	15417.0
Maria1984	1985	1540.0
linhol	1981	17056.0
lokacitron	1981	25062.0
Akleja	1981	69225.0
Blubban82	1983	13210.0
EvigLängtan	1985	5706.0
yousou	1988	4984.0
guld lock	1982	63482.0
Ullegulle78	1979	85231.0
Pethrelita	1978	7424.0
Mia22	1985	24743.0
Vårblomma	1985	53259.0
lillgarden	1984	40455.0
2barnsmorsa	1982	26041.0
T inne	1980	11485.0
Cjes83	1984	48794.0
Tingeling76	1977	46481.0
Humminggirl	1976	14965.0
737 dagar	1986	41354.0
Livsglädjen	1973	141090.0
frau M	1984	33825.0
filiduttan	1980	26368.0
lianem	1981	14720.0
Kalle17	1971	39753.0
Nattastrand	1988	4086.0
MickisFlisanNellie	1984	42559.0
Kryztina	1978	72502.0
Nirak Gbg	1983	8041.0
Pillemajsan	1983	63153.0
MammaAlex	1984	53970.0
Cinderella87	1988	14800.0
Hera	1986	2047.0
annsedi	1975	14358.0
längtans tider	1983	4810.0
norskan78	1979	27926.0
Ebbis	1984	41548.0
Molina	1978	58393.0
Caeruleus	1979	115730.0
Theia	1985	25086.0
Zessan84	1985	47360.0
Kicki	1981	17902.0
Chaotica	1977	4899.0
erika85	1986	6233.0
nixxia	1980	12616.0
Niveaa	1986	11240.0
kjempejente	1972	70644.0
Strumpansmamma	1985	10819.0
Scraptroll	1984	93811.0
Mollsan06	1979	5332.0
MrsHW	1987	21669.0
Tuttan80	1981	14049.0
mumma84	1985	70349.0
Jill 79	1980	3286.0
Smilla1976	1977	89036.0
MissAdelaide	1978	15031.0
luspudel	1989	78688.0
sazzia	1987	52176.0
cii	1986	56311.0
TheOnlyOne	1979	22087.0
Kanejl	1982	80774.0
BitchigaBea	1982	6120.0
annie dark	1977	43306.0
iAnnaMaria	1988	32672.0
Mariahogergö	1984	22689.0
Erizajo	1985	4170.0
Uliise	1988	60815.0
Känslan	1982	69385.0
mammat2	1987	60135.0
Anna Antonio	1986	6094.0
LadyLi	1983	17015.0
Thelma82	1983	40440.0
saralways	1978	2619.0
Älskarminabarn	1977	37079.0
VilkenLycka	1975	4915.0
Tindrande	1983	18602.0
ponduss	1991	1919.0
annasara	1980	25714.0
enavalladom	1980	3343.0
ToK	1989	35042.0
Bella73	1974	6198.0
Xay1de	1982	149810.0
Miniz1983	1984	1710.0
prospicientia	1979	36056.0
silvanus	1983	25465.0
zanwer	1986	33011.0
Alvinbus	1980	39538.0
bebis0307	1982	7670.0
Jwa	1955	6145.0
Kopparkruka	1989	55467.0
Kickiliisa	1978	45632.0
Mary Wollstonecraft	1978	68421.0
Tudor 05	1983	18897.0
SofiFrid	1985	21371.0
IngGa	1988	13302.0
LindaPalm	1984	14524.0
Texasthecat	1983	2212.0
Medveten	1977	18631.0
Millia	1971	2331.0
Anna83	1984	40617.0
Tessa606	1973	32680.0
Farth Vader	1974	52827.0
Nitrogen	1988	62184.0
kinapuff	1989	15684.0
Panthera leo	1976	38575.0
snigelkatt	1976	112747.0
Pyl	1980	18428.0
philmKarin	1981	26741.0
nami	1981	7971.0
CathrinLarsson	1984	10658.0
FruHH	1973	24051.0
sunbeam	1957	17562.0
ELLY78	1979	8389.0
linda007	1979	32495.0
Tyrell	1973	318446.0
idefix	1979	1970.0
Indy500	1983	8889.0
mandrarinen	1987	59972.0
Älskar	1983	25148.0
Emjah	1977	16870.0
fatooooosh	1985	66210.0
ekp	1976	3858.0
GodBiten	1986	20279.0
Lina Nk	1990	17579.0
Magnetica	1974	13668.0
Victoria86	1987	20687.0
pamilya	1986	54704.0
kossilalli	1983	41076.0
Erase	1973	31097.0
mysgravid	1989	39194.0
Dejsi	1962	18560.0
Änglasöt	1983	7910.0
limon	1980	11117.0
CamillaJ	1985	247615.0
Cloudy	1971	7933.0
sammetrocker	1984	34061.0
Lycklig88	1989	15396.0
Psychadelia	1983	75234.0
Mammas Kalle	1980	10533.0
Den som Längtar	1989	27594.0
Flisan79	1980	175571.0
Petra72	1973	35314.0
Saniis	1984	18465.0
linedja	1982	26934.0
Fama123	1974	66300.0
asparinC	1980	37448.0
ängelenfrånovan	1989	15270.0
annika81	1981	20750.0
BrödernaBus	1980	370874.0
Hanna01	1988	37254.0
MammasGos	1980	9663.0
Lady Maria	1977	8692.0
Sandra N	1985	38259.0
MajaB	1984	27255.0
ullehj	1974	10720.0
Emsan1988	1989	18145.0
Suzycreamcheese	1976	14215.0
Tatu	1980	3024.0
faster	1964	101357.0
Wilmisen	1986	71726.0
Helena85	1986	76064.0
villa villekulla	1984	7061.0
Gelicapelica	1985	7087.0
maccadam	1986	32515.0
84Johanna	1985	6774.0
Freksta	1986	18529.0
Amelica	1984	11613.0
Trinis	1976	99808.0
Kaisa Kavat	1975	13901.0
zephyr	1985	32895.0
Mamma Tes	1982	116500.0
memilsmamma	1981	5255.0
Hercule	1971	85667.0
CA81	1982	20197.0
MeeWe	1985	13819.0
guldrosen1	1987	34771.0
Cecilia80	1981	23701.0
Knallen12	1975	17023.0
MrsMom	1985	6186.0
spån Mona	1973	7426.0
ProosAnna	1984	102729.0
MammaSwahn	1990	27069.0
Annica1	1987	31011.0
saferide	1989	3794.0
Myra	1973	288139.0
N88	1989	10061.0
vernia	1986	23514.0
Vilja81	1982	17333.0
Idizen	1984	26324.0
Danneli	1986	30764.0
LeeLoo82	1983	13176.0
AllYours	1990	20238.0
LillfisenE	1986	23008.0
Bellevue	1968	67542.0
MollyMax	1977	17845.0
vallakra	1972	13269.0
Grålle	1988	12960.0
jelp77	1978	7682.0
Planer för Juni	1983	2688.0
Ängsblomma	1985	7270.0
mrseriksson	1976	34081.0
dea	1992	3094.0
Mamma1988	1989	47094.0
Gulletuss	1981	11579.0
Friid4	1991	35013.0
Thuleslapper	1974	25988.0
yellow88	1989	7833.0
elinl	1986	50787.0
annalena81	1982	5989.0
Esska	1977	23704.0
IdaN	1986	34549.0
M1986	1987	13911.0
Ninnan	1974	56330.0
marremask	1980	7838.0
Adut 27	1985	14690.0
Nonnie	1985	34951.0
Balooba	1979	32179.0
sommar barn	1980	13919.0
Såckan	1978	3361.0
höst	1975	6413.0
ser91	1992	6524.0
Rosdraken	1986	102854.0
phillipha	1989	33807.0
kaninchen	1989	3974.0
7of9	1988	25634.0
JennySpindel	1979	20544.0
Sofia85	1986	3898.0
Kappan	1983	17318.0
carola78	1979	43299.0
Guldkorn	1982	2835.0
MissC24	1982	18831.0
Hedda89	1988	17900.0
Seka	1975	13014.0
Sylten	1978	74432.0
klaramamma	1978	3725.0
mammiloo	1974	24872.0
anna99	1975	14489.0
victory tilly	1978	17227.0
Pethra	1967	26033.0
Masarin	1979	12236.0
Prinsessan Viktoria	1986	39678.0
kmp	1971	12023.0
Nalle har ett blått hus	1977	5385.0
Tizzan	1984	57349.0
Tuttie	1981	119929.0
Minika	1988	20644.0
Pudan	1968	39605.0
ThillaMilla	1985	12171.0
apelsinens mamma	1986	13888.0
nooova	1984	23097.0
Thezz88	1989	11904.0
miljarden	1977	40785.0
abuelita	1951	877969.0
September2009	1982	49196.0
Pappa2006	1979	15766.0
Ollibolli	1983	26837.0
IVFmamma	1983	145853.0
Mirain	1983	11414.0
verosus	1974	6721.0
miamartini	1982	24867.0
Plly	1981	50440.0
nahna87	1988	18239.0
turboalex	1987	13522.0
Linduccia	1976	89384.0
Labbematte	1975	53538.0
kornberoende	1991	6370.0
Tindragull	1977	37626.0
tok	1989	14551.0
Emelie1988	1989	27827.0
Leeluu	1979	37286.0
Froggis	1975	2185.0
fjollan	1989	18857.0
annis83	1984	25300.0
Mammisen	1979	12558.0
Coronet	1972	14555.0
Mamma Björck	1975	9906.0
eleonore	1984	3824.0
vanilla	1973	27224.0
stardream	1981	98930.0
Evilhoney	1984	6301.0
lillalorten06	1984	11228.0
april87an	1988	24818.0
Nyfiken86	1987	92003.0
Monica83	1984	29027.0
Liveit1971	1972	23282.0
O Hanna O	1987	12715.0
VeraVera	1987	29724.0
swiitii	1988	143859.0
Tilda	1981	7376.0
hemligt gravid	1982	60107.0
Maggan81	1974	15330.0
Laloo	1981	8499.0
novembersol	1981	4743.0
Tilcha	1985	307568.0
LauraPalmer	1985	2950.0
Moasmostermia	1987	7174.0
malin77	1978	6658.0
ViSkaBliTre	1978	198133.0
Nikitastar	1981	10734.0
meesa	1983	39421.0
MissEve	1983	6107.0
litenlind	1980	71039.0
Immer	1961	38350.0
Maja09	1979	78661.0
Lillstrumpa	1982	19636.0
CrazyCarro	1986	18669.0
JOJS	1983	15336.0
LillaLilli	1989	27549.0
Dolliver	1980	34354.0
Lima80	1981	26145.0
Sassilina	1982	8261.0
Ett två tre	1986	405945.0
Thessiss	1985	27973.0
BasseKatt	1975	215312.0
icelolly	1981	11151.0
WolfTatto	1967	12988.0
Dohgon	1988	111050.0
LillaNovaK	1982	9524.0
Tokmamman	1985	4492.0
Lurpa	1983	42812.0
Yrrepyrr	1967	43522.0
Krafs	1981	4249.0
Karroägget	1984	13490.0
Lucaz mamma	1973	12642.0
bonäslina	1985	4219.0
StinaStina	1986	11080.0
Plommonben	1983	12193.0
Ida82	1983	3153.0
Maggan 86	1987	11135.0
Vinterbarnet	1983	19314.0
Jossi82	1983	3512.0
Lordia	1982	4231.0
QrazyQuties	1974	20815.0
piiiinkcat	1984	45447.0
Honey Boo	1984	111509.0
Tninis	1988	15794.0
Lillfot	1984	369.0
liquorice	1971	1842.0
Camilla85	1986	156587.0
Mammat3	1987	41282.0
kath	1977	50185.0
PW58	1990	3757.0
Alex 86	1987	4680.0
R3becca	1991	41170.0
Malin 72	1972	3860.0
Maidens Blush	1969	9690.0
q cat	1977	36067.0
Åja81	1982	48404.0
Missariella	1980	10181.0
Mammassaga	1986	112591.0
asplundskan	1988	35254.0
Lilla Lycka	1982	28765.0
Stella 78	1979	225152.0
alwilda	1980	54167.0
FruLiniz	1983	16852.0
MissHellen	1984	155819.0
Elsa o jag	1982	2842.0
Jordgubbarmeglass	1987	22699.0
Jose	1988	12789.0
finskaflikkan	1984	153183.0
Dixy	1981	15596.0
suomigirl	1986	35756.0
FamÅsling	1988	44586.0
anna hepp	1985	1732.0
lisadragon	1985	217790.0
sarap1978	1979	41268.0
virre80	1981	8987.0
Mossberg	1963	61.0
marysoul	1988	41876.0
Amy27	1984	7648.0
maddeofreddes	1980	5129.0
Kilsbergen	1979	16094.0
Moomin	1982	24653.0
Smilla	1982	10485.0
jerseyko	1986	51350.0
Misan S	1976	14767.0
Dantes matte	1972	10353.0
Maddisen80	1981	621281.0
Skysome	1981	2154.0
kvinna 86	1987	175602.0
HH78	1978	15045.0
Gwen	1977	17217.0
linelullan	1985	13147.0
BertaFilippa Krattkquist	1986	28401.0
Sandra Forslund	1984	86315.0
Eaive	1984	4354.0
MeMayo	1973	6462.0
Mickaann	1988	6374.0
Le petite moi	1979	83720.0
romlen	1976	4604.0
Ninizen	1975	49983.0
Estrellitas	1987	2790.0
Mickan84	1985	18938.0
BinniBoo	1989	55887.0
Malinsson84	1985	30515.0
Mirkamu	1973	25676.0
Lindex	1982	6886.0
TessaLisa	1984	25230.0
Parvel	1969	15616.0
mezzi	1989	19530.0
LisaT	1987	10467.0
ratwoman	1977	35057.0
Emeliee	1981	144591.0
Ester W	1976	37986.0
EmmaMag	1984	26400.0
LO72	1973	7146.0
Obsessed Feelings	1986	44993.0
AnnaSvea	1984	19256.0
Singel Man	1969	21543.0
Mango Morsan	1986	14629.0
Elin hogberg	1988	17130.0
Nettan1982	1983	37203.0
Milleman	1989	57039.0
Fia lotta lus	1979	11999.0
MymlanMy	1968	83052.0
lovemissen	1983	21762.0
Anna i Hult	1971	56815.0
Laguna	1973	22065.0
Waiting 4U	1986	17436.0
mlinz	1990	3816.0
AndyP	1980	75630.0
keepthefaith	1978	7177.0
princess of hearts	1988	5859.0
Aurora2005	1979	2537.0
Fröken Fräken	1979	53755.0
lotties	1979	8754.0
FamMel	1980	27216.0
angiee	1975	105887.0
Angelica89	1990	9078.0
Trulsa1985	1986	62468.0
mollaMalina	1987	34667.0
Ängaboll	1978	30926.0
Jenny28	1976	187622.0
Thuss	1982	4395.0
Smilla0608	1981	49464.0
labbalabba	1987	11407.0
Trisses2	1972	9584.0
Tesssi	1982	4619.0
Nattfjäril	1975	5551.0
mysifer	1985	21559.0
LillePluttansMamma	1984	18419.0
vera79	1980	24293.0
Kristina30p	1976	21321.0
e som i elin	1985	32631.0
Autumnbeauty	1976	19985.0
Helena 79	1980	6092.0
Lekia	1979	20414.0
Theresa1	1980	32565.0
Amandamamman	1980	23623.0
icecreamlover	1980	13900.0
Mamma till viljestark dotter	1976	185758.0
gedansk	1978	50093.0
malin84johansson	1985	7129.0
Mrs girl	1981	24511.0
EnAnka	1991	26049.0
Riley	1985	14609.0
Norpan81	1982	59992.0
BirkaCarro	1980	1202.0
FrökenCola	1987	21767.0
Yanya	1986	144.0
AdWi	1981	9070.0
Trolletroll	1978	3857.0
s89	1990	126602.0
DestinationX	1978	30532.0
Maomao	1980	7792.0
ego	1980	20018.0
Dramatic Chipmunk	1987	28108.0
Legewiel	1985	54080.0
Memmal	1982	22567.0
JMA84	1985	54489.0
Lastbilsfarsan	1980	2404.0
Pjatt	1983	92833.0
BeanGirl	1976	13038.0
Selma77	1978	10377.0
Hickupp	1961	6767.0
Snoffsan	1980	109539.0
Isabelles85	1986	56181.0
Lycklig Jessica	1981	9408.0
Isola80	1981	19980.0
LoverBambi	1985	11563.0
Minja	1976	27923.0
Althea	1975	35134.0
Mimmi86	1987	48738.0
Gummisnodden	1979	45545.0
EmmaE86	1987	4653.0
Soffy	1982	14536.0
Mrs00K	1987	9632.0
arrro	1975	7695.0
Linda 1978	1979	3208.0
Gravid 2008	1987	12402.0
Sara35	1971	5302.0
Hormonermedhumör	1979	107264.0
Snärtan	1973	10105.0
Kiimen	1988	36981.0
Alfonsina	1978	147721.0
Fiaw89	1990	9860.0
MrsCharlotte	1981	270245.0
Bradbury	1977	69036.0
JennyL29	1980	190686.0
Amanda85	1986	10676.0
Frasse	1966	3782.0
EnormLängtan	1991	43006.0
Lovva	1987	6640.0
Bowmore	1971	36002.0
MariaX m 2	1974	51002.0
Josefin	1971	3729.0
3way	1990	65205.0
Mjesec	1990	41904.0
Helene70	1971	124329.0
FlickaMedGuld	1973	10588.0
Happy me	1976	78498.0
5 barn Waldenryd	1976	2715.0
Ssnuttan	1984	7247.0
lilla gumman 85	1986	14929.0
Emeliie89	1990	15756.0
Mammatillnoah	1990	42162.0
MammaIna88	1989	4877.0
Nissa	1975	5507.0
hoppfull idag	1982	1201.0
missworld	1990	7190.0
Foxy79	1980	9077.0
Hillbillie	1964	148825.0
Inredarpanik	1983	13282.0
Längtar Igen	1976	44187.0
Supermamsen	1985	683.0
emmisss	1985	59239.0
Jaja88	1989	13834.0
Smurfen70	1981	31352.0
VäntanochLängtan	1985	940.0
tussilago00	1984	3291.0
musiknallen	1977	34233.0
annelie80	1981	24613.0
mama mellitus	1973	43191.0
anders 1974	1975	5245.0
mimbo	1977	21392.0
hadhouda	1978	23686.0
sol75	1976	6624.0
Erki	1981	16525.0
Miisa	1984	63102.0
Guavasylt	1976	20956.0
Lajs85	1986	30084.0
timoteja00	1983	109541.0
lottizm	1985	220569.0
PreciousDivine	1987	10115.0
MrSmith	1985	5350.0
glidan	1972	1413.0
staaaaar	1988	17484.0
krost	1977	18123.0
ninaaw	1991	10135.0
Sussi82	1983	36032.0
ciccir	1987	36052.0
Adnil76	1977	39784.0
rims	1989	33670.0
ZJN	1989	48761.0
XLinneaX	1988	6323.0
antagligen	1985	14417.0
pärlan83	1984	935.0
Hultan	1986	1624.0
Tirun	1982	1053.0
SmurfÖga	1972	1328.0
larssonsophie	1984	6959.0
TessanE	1978	26733.0
FruAnna	1984	33153.0
Mooki	1975	11997.0
M82	1983	18933.0
smillis06	1983	7047.0
IrreVirre	1971	25671.0
Uhngoliant	1984	13831.0
jinxy	1982	17136.0
BabyJia	1985	119916.0
yasmin	1956	32903.0
83a	1984	16084.0
Snutten	1981	106332.0
hallåja	1982	17767.0
Sally Bally	1986	29195.0
Musche	1976	25004.0
Kleopatra II	1971	66061.0
HemligeArne	1982	21516.0
sara e s	1986	23082.0
Mamba	1985	79020.0
murremarre	1982	11153.0
Miss Juni	1971	4163.0
Bina86	1987	49070.0
Fröken Julie	1976	7301.0
Lyckobebisen	1986	10687.0
solemio	1982	6640.0
AishaYasmine	1976	24737.0
Emki	1989	21927.0
Annicka	1977	23810.0
dontworrybehappy	1987	3344.0
Cam82	1983	71867.0
ohbaby	1986	34493.0
MysSarah	1976	5109.0
Tirnanog	1985	7011.0
NEllY 85	1986	16274.0
spirituality	1982	8911.0
Wkd chick	1980	11106.0
trasis	1983	18645.0
Elijza	1971	122545.0
gulligavera	1984	35305.0
AEL	1983	40787.0
view	1987	3718.0
Knoza	1983	9178.0
Jigge	1981	10248.0
flashieangel	1982	16349.0
sancho	1986	9144.0
LinaTed	1987	98781.0
Sacre	1985	2257.0
smulan1981	1982	14202.0
Badfantasten	1978	7372.0
EmmaLengstrand	1987	23242.0
Queenofice	1983	38970.0
Maarriiiaaa	1989	25537.0
miapia	1978	11893.0
Emejli	1988	31376.0
ellla	1984	109970.0
bulankulan	1985	10784.0
MuM2girls	1987	106576.0
EmsanPemsan	1987	104604.0
Kultis	1981	53858.0
Camilita	1988	6789.0
Desiree1988	1989	51072.0
Loppan84	1984	4121.0
Lövings	1987	4768.0
lillalitenjag	1982	15965.0
lillasessan	1990	10995.0
Mammatillfem	1986	44988.0
Mollystar	1981	77026.0
broglo	1979	11009.0
Kickan90	1971	11854.0
MammaTillEnPrins	1980	7930.0
jagkan	1978	2137.0
Friiidaa	1986	23832.0
chivas	1974	11692.0
Mijjo	1971	50296.0
Sessan100	1981	32951.0
6kimpa6	1986	9103.0
malingo	1984	9267.0
södermamman	1981	11263.0
zerano	1986	38407.0
sommar123	1981	3499.0
Stinis83	1984	11606.0
Frida Li	1986	928.0
Nissen86	1987	12115.0
Snowsee	1986	41169.0
Karin och Pyret	1980	8478.0
Angelicious	1984	9376.0
detejagdet	1980	4801.0
nikki2006	1967	243804.0
Bobido	1982	6877.0
UmmAminah	1985	149726.0
Meah	1979	26245.0
Rävelina	1978	8238.0
sofieann	1985	20434.0
Sabineb	1980	2012.0
MajaMi	1985	28087.0
81missan	1982	21130.0
LinnyUK	1989	5605.0
budde1	1974	72353.0
PeMa	1983	7470.0
Miss Julie	1989	31725.0
heidi norlen	1987	7257.0
bily	1987	29042.0
Pannkakan16	1986	14555.0
sandra1984	1985	1689.0
Mulllis	1986	13848.0
Pejo	1967	55492.0
MumOfThree	1986	8919.0
Ellas och Alvins mamma	1978	16297.0
Nallen	1980	4552.0
frítz76	1977	5757.0
Astrid80	1981	25927.0
Jimps	1981	130379.0
Unikus	1972	22267.0
Dellan	1967	22552.0
MariaD	1980	23472.0
Fru Anna	1972	7975.0
gina2012	1980	11103.0
Yara	1987	5681.0
Zanda	1981	9474.0
eldflugan	1982	39365.0
Cami11a87	1988	20229.0
sweetfia	1988	52325.0
darkwell82	1983	9546.0
Serafine	1981	72609.0
Jano	1971	12877.0
Majsan72	1973	18747.0
Blomsterflickan	1982	3744.0
jossa8	1981	12425.0
Daphne85	1986	22246.0
Knorrisen	1983	16832.0
FVA	1981	104767.0
giftman	1972	9146.0
tree	1987	11151.0
HannaS83	1984	34093.0
mogirl	1978	9450.0
prickelina	1983	14401.0
pojkens	1975	191507.0
Redaktör	1981	9924.0
Skruttensmamma	1978	75976.0
Dawngirl	1986	16095.0
mithrandil	1983	461508.0
Superolga	1981	6924.0
tilj75	1976	13497.0
fiddelin	1985	20110.0
Höstbebis2010	1985	12060.0
Badabing	1979	4063.0
stephanie	1986	5142.0
FannyB	1982	23953.0
sjl89	1990	78795.0
hoppaspåenliten	1973	11525.0
solrosfrö	1974	2292.0
Annica74	1984	7117.0
Fiamedbarn	1971	155442.0
Maria Helena	1969	27794.0
mammaprutt	1986	6436.0
Karla79	1980	60780.0
Tove H	1984	11869.0
hjärtemax	1981	21903.0
Virvelflicka	1987	11033.0
druvans	1981	9496.0
Rainbowbright	1983	32435.0
tina03	1988	5202.0
liams mamma07	1981	19599.0
Kattmor	1979	6538.0
Elektra82	1983	27099.0
NeMeAr	1983	32315.0
Biinzan	1990	9709.0
Bebbefabriken	1979	8568.0
Jojo7777	1978	36735.0
Lilla Lila	1977	13979.0
Novaliss	1984	6908.0
Kamillan	1978	5234.0
Neiti	1989	1017.0
tuggummigirl	1985	16802.0
Z05	1977	2733.0
Jessa76	1977	69442.0
MrsC	1985	14145.0
Bustrollen	1988	66464.0
Tatiin	1985	17981.0
Alexe	1977	38412.0
jesslin	1973	335678.0
Aiva	1983	50271.0
Lehla	1984	14010.0
fian82	1983	2121.0
Iza2011	1984	16783.0
snartliverhorn	1979	50868.0
Hottentotten	1979	10512.0
Sofie 87	1988	12394.0
mumama	1981	1093.0
Bellss	1989	4400.0
glader	1975	37503.0
Waite	1988	9048.0
Fröken Snork	1976	4770.0
honeydew	1986	12093.0
Jandy	1982	9168.0
Caab	1981	19206.0
annry	1980	21833.0
Kissie	1987	8693.0
ronjaeda	1991	341.0
jush	1984	10012.0
Cattizzz83	1984	34017.0
ingridlinnéa	1983	76119.0
Woody K	1958	7074.0
Teza73	1974	108747.0
Albasmamma	1983	64874.0
Seniorita	1989	16607.0
mariamitsu	1978	15582.0
Nilsfar	1965	76984.0
Raggarflickan	1982	8086.0
mama90j	1991	19678.0
StorSara	1989	13013.0
Lindyn	1985	12751.0
sydney	1978	121029.0
Plärtan	1990	18486.0
gullunge1	1987	38398.0
Sofi 79	1980	37261.0
C0211	1980	11327.0
LollloZ	1985	9252.0
majken81	1981	72848.0
Han o jag o barn	1986	11109.0
NollSjuTjugo	1982	5619.0
Tingeling82	1983	6237.0
TheRoses	1984	12958.0
Lynn84	1985	39621.0
meanwhile	1986	36001.0
plettis	1977	66146.0
Jenny81	1982	65829.0
mörlin	1987	10700.0
malininorrköping	1975	33343.0
Hej hopp i blåbärsskogen	1985	23273.0
Jessie 89	1990	16621.0
Leiah	1985	21009.0
Aisha	1968	45896.0
alegria	1982	9660.0
beijer	1985	24962.0
