period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Emeli	1954		14.0	0.0	14.0	0.0	1.0
	Sally	1974		11.0	0.0	11.0	0.0	1.0
	JAG är BÄST	1973		37.0	1.0	36.0	0.02702702702702703	0.972972972972973
	Jennie med ie	1976		10.0	0.0	10.0	0.0	1.0
	Miss Cee	1981		32.0	0.0	32.0	0.0	1.0
	hymafr	1965		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
	Git	1978		15.0	0.0	15.0	0.0	1.0
	Butterscotch	1975		23.0	0.0	23.0	0.0	1.0
	solstraalen	1982		17.0	0.0	17.0	0.0	1.0
	StaffenAssar	1983		13.0	0.0	13.0	0.0	1.0
	SaraSara	1976		16.0	0.0	16.0	0.0	1.0
	LA Woman	1975		17.0	0.0	17.0	0.0	1.0
	modestyclara	1979		17.0	0.0	17.0	0.0	1.0
	Pumpkin	1985		33.0	0.0	33.0	0.0	1.0
	LillaLoppanT	1981		18.0	0.0	18.0	0.0	1.0
	CeeJay	1973		42.0	0.0	42.0	0.0	1.0
	carrobarro84	1985		32.0	0.0	32.0	0.0	1.0
	TigerLinn	1986		17.0	0.0	17.0	0.0	1.0
	Tigra79	1980		17.0	0.0	17.0	0.0	1.0
	Anatha	1979		12.0	0.0	12.0	0.0	1.0
	astro	1978		10.0	0.0	10.0	0.0	1.0
	Pallas	1974		30.0	0.0	30.0	0.0	1.0
	Geshia	1981		10.0	0.0	10.0	0.0	1.0
	Lavish	1986		18.0	0.0	18.0	0.0	1.0
	JBC	1986		11.0	0.0	11.0	0.0	1.0
	lokisse	1961		10.0	0.0	10.0	0.0	1.0
	hally	1986		14.0	0.0	14.0	0.0	1.0
	TessaS	1974		12.0	0.0	12.0	0.0	1.0
	Lakrids	1977		10.0	0.0	10.0	0.0	1.0
	musli	1972		16.0	0.0	16.0	0.0	1.0
	Atamon	1972		14.0	0.0	14.0	0.0	1.0
	MrsCD	1981		11.0	0.0	11.0	0.0	1.0
	saltflingan	1990		72.0	0.0	72.0	0.0	1.0
	Fiamedbarn	1971		18.0	0.0	18.0	0.0	1.0
	Aaglars	1971		18.0	0.0	18.0	0.0	1.0
	Gustie	1973		11.0	0.0	11.0	0.0	1.0
	car	1975		35.0	0.0	35.0	0.0	1.0
	Scraptroll	1984		10.0	0.0	10.0	0.0	1.0
	BasseKatt	1975		21.0	0.0	21.0	0.0	1.0
	allakantralla	1976		24.0	0.0	24.0	0.0	1.0
	Akleja	1981		10.0	0.0	10.0	0.0	1.0
	mjauen	1984		18.0	0.0	18.0	0.0	1.0
	Lorelei	1978		27.0	0.0	27.0	0.0	1.0
	Fe73	1974		22.0	0.0	22.0	0.0	1.0
	Jenny28	1976		15.0	0.0	15.0	0.0	1.0
	mariahammarberg	1981		11.0	0.0	11.0	0.0	1.0
	Tant Groda	1983		11.0	0.0	11.0	0.0	1.0
	lillabebben	1980		12.0	0.0	12.0	0.0	1.0
	Granada	1975		18.0	0.0	18.0	0.0	1.0
	Lena	1980		10.0	0.0	10.0	0.0	1.0
	RiNan	1984		27.0	0.0	27.0	0.0	1.0
	Empo	1985		10.0	0.0	10.0	0.0	1.0
