period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	JAG är BÄST	1973		29.0	1.0	28.0	0.034482758620689655	0.9655172413793104
	hymafr	1965		21.0	7.0	14.0	0.3333333333333333	0.6666666666666666
	Jennie med ie	1976		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
	Linaek	1964		10.0	3.0	7.0	0.3	0.7
	Pallas	1974		25.0	0.0	25.0	0.0	1.0
	mirre67	1968		10.0	3.0	7.0	0.3	0.7
	WhiteAngels	1980		21.0	2.0	19.0	0.09523809523809523	0.9047619047619048
	gosmamman	1983		11.0	6.0	5.0	0.5454545454545454	0.45454545454545453
	StaffenAssar	1983		14.0	0.0	14.0	0.0	1.0
	lokisse	1961		43.0	29.0	14.0	0.6744186046511628	0.32558139534883723
	mammasgullar	1990		10.0	0.0	10.0	0.0	1.0
	Jenny28	1976		16.0	1.0	15.0	0.0625	0.9375
	Azusephre	1988		14.0	0.0	14.0	0.0	1.0
	mamita64	1965		26.0	4.0	22.0	0.15384615384615385	0.8461538461538461
	LaFontaine	1985		10.0	0.0	10.0	0.0	1.0
	Gladhannapanna	1972		24.0	2.0	22.0	0.08333333333333333	0.9166666666666666
	Miss Cee	1981		49.0	10.0	39.0	0.20408163265306123	0.7959183673469388
	Kyanita	1974		26.0	3.0	23.0	0.11538461538461539	0.8846153846153846
	Zezana	1980		13.0	0.0	13.0	0.0	1.0
	Astarte	1980		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	Mornie Alantie	1987		18.0	0.0	18.0	0.0	1.0
	idiblon	1982		26.0	0.0	26.0	0.0	1.0
	delifi2	1975		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	Dorian Ertymexx	1973		132.0	39.0	93.0	0.29545454545454547	0.7045454545454546
	Tilcha	1985		32.0	1.0	31.0	0.03125	0.96875
	musli	1972		15.0	0.0	15.0	0.0	1.0
	Baronessan	1975		16.0	1.0	15.0	0.0625	0.9375
	Lorelei	1978		32.0	1.0	31.0	0.03125	0.96875
	Beckah82	1983		48.0	2.0	46.0	0.041666666666666664	0.9583333333333334
	Snooze	1981		17.0	0.0	17.0	0.0	1.0
	högbergarna	1979		21.0	2.0	19.0	0.09523809523809523	0.9047619047619048
	Calles matte	1979		10.0	4.0	6.0	0.4	0.6
	skruttis11	1982		23.0	1.0	22.0	0.043478260869565216	0.9565217391304348
	Fraggelgirl	1981		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
	Pyris	1978		19.0	3.0	16.0	0.15789473684210525	0.8421052631578947
	mirrebusan	1985		13.0	9.0	4.0	0.6923076923076923	0.3076923076923077
	Winglur	1989		20.0	3.0	17.0	0.15	0.85
	Miisa	1984		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	Tigra79	1980		10.0	5.0	5.0	0.5	0.5
	saltflingan	1990		23.0	7.0	16.0	0.30434782608695654	0.6956521739130435
	allakantralla	1976		10.0	1.0	9.0	0.1	0.9
	Min högsta önskan	1979		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
	2babiesmom	1983		11.0	0.0	11.0	0.0	1.0
	Tussebus	1977		10.0	0.0	10.0	0.0	1.0
	Stumpan84	1985		11.0	0.0	11.0	0.0	1.0
	Lajkie	1987		14.0	0.0	14.0	0.0	1.0
	aprilfamilj	1987		11.0	3.0	8.0	0.2727272727272727	0.7272727272727273
	honeybunches	1982		18.0	0.0	18.0	0.0	1.0
	IsaCMoJs	1983		23.0	6.0	17.0	0.2608695652173913	0.7391304347826086
	astro	1978		23.0	0.0	23.0	0.0	1.0
	Glaadis	1976		16.0	7.0	9.0	0.4375	0.5625
	Maddisen80	1981		22.0	2.0	20.0	0.09090909090909091	0.9090909090909091
	Lavish	1986		17.0	3.0	14.0	0.17647058823529413	0.8235294117647058
	Rastafairy	1987		10.0	1.0	9.0	0.1	0.9
	FreeForAll	1984		14.0	0.0	14.0	0.0	1.0
	svischan	1983		16.0	1.0	15.0	0.0625	0.9375
	solskina	1971		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
	gmt	1987		10.0	8.0	2.0	0.8	0.2
	Livshlädje	1974		22.0	0.0	22.0	0.0	1.0
	Amulett	1976		10.0	4.0	6.0	0.4	0.6
	Tattyn	1978		22.0	0.0	22.0	0.0	1.0
	NadiaMi	1975		75.0	1.0	74.0	0.013333333333333334	0.9866666666666667
	modestyclara	1979		20.0	0.0	20.0	0.0	1.0
	fabler	1964		12.0	0.0	12.0	0.0	1.0
	Grönögat	1989		19.0	15.0	4.0	0.7894736842105263	0.21052631578947367
	Emmel	1973		14.0	2.0	12.0	0.14285714285714285	0.8571428571428571
	kate79	1980		10.0	1.0	9.0	0.1	0.9
	morotsland	1981		14.0	6.0	8.0	0.42857142857142855	0.5714285714285714
	Ablan	1986		14.0	12.0	2.0	0.8571428571428571	0.14285714285714285
	5 barnsmamman	1979		44.0	27.0	17.0	0.6136363636363636	0.38636363636363635
	Damien och Adrian	1973		18.0	0.0	18.0	0.0	1.0
	Tyrell	1973		30.0	3.0	27.0	0.1	0.9
	yodi	1980		10.0	7.0	3.0	0.7	0.3
	TheCoopers	1976		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	sleeping angel	1984		12.0	7.0	5.0	0.5833333333333334	0.4166666666666667
	Bejje	1982		10.0	4.0	6.0	0.4	0.6
	mandelblomma	1990		17.0	4.0	13.0	0.23529411764705882	0.7647058823529411
	castillo	1988		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	nonayti	1983		15.0	1.0	14.0	0.06666666666666667	0.9333333333333333
	Näckros	1986		10.0	9.0	1.0	0.9	0.1
	jaghetersophia	1983		13.0	5.0	8.0	0.38461538461538464	0.6153846153846154
	Aaglars	1971		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	Ett två tre	1986		46.0	0.0	46.0	0.0	1.0
	FallenMadonnaWithTheBigBoobies	1975		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
	Gladabarnensmamma	1983		24.0	1.0	23.0	0.041666666666666664	0.9583333333333334
	YayasMami	1989		10.0	0.0	10.0	0.0	1.0
	Trulsa1985	1986		10.0	2.0	8.0	0.2	0.8
	Floff	1983		17.0	2.0	15.0	0.11764705882352941	0.8823529411764706
	Trillian80	1986		24.0	6.0	18.0	0.25	0.75
	AmandaBrun	1985		17.0	2.0	15.0	0.11764705882352941	0.8823529411764706
	sursocka	1982		10.0	1.0	9.0	0.1	0.9
	Mirren	1978		12.0	2.0	10.0	0.16666666666666666	0.8333333333333334
	pojkens	1975		20.0	0.0	20.0	0.0	1.0
	sol1	1984		13.0	0.0	13.0	0.0	1.0
	nötskrikan	1978		32.0	0.0	32.0	0.0	1.0
	Kina79	1980		10.0	0.0	10.0	0.0	1.0
	tessan27	1978		10.0	2.0	8.0	0.2	0.8
	passau	1977		11.0	0.0	11.0	0.0	1.0
	AW76	1977		13.0	5.0	8.0	0.38461538461538464	0.6153846153846154
	lillabebben	1980		17.0	0.0	17.0	0.0	1.0
	mithrandil	1983		55.0	3.0	52.0	0.05454545454545454	0.9454545454545454
	allt och lite till	1988		15.0	0.0	15.0	0.0	1.0
	Joje	1975		10.0	5.0	5.0	0.5	0.5
	fruganL	1990		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	guldplutt	1971		24.0	5.0	19.0	0.20833333333333334	0.7916666666666666
	Mamma1988	1989		18.0	8.0	10.0	0.4444444444444444	0.5555555555555556
	Jungblom	1986		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
	IdaN	1986		13.0	3.0	10.0	0.23076923076923078	0.7692307692307693
