period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	JAG är BÄST	1973	3	72.0	4.0	68.0	0.05555555555555555	0.9444444444444444	6
	Gothica	1975	3	14.0	0.0	14.0	0.0	1.0	6
	Ninnie	1980	3	17.0	4.0	13.0	0.23529411764705882	0.7647058823529411	7
	Emeli	1954	1	42.0	0.0	42.0	0.0	1.0	2
	Jennie med ie	1976	3	99.0	2.0	97.0	0.020202020202020204	0.9797979797979798	6
	Mara	1974	3	10.0	0.0	10.0	0.0	1.0	6
	Tjillevippen	1981	3	19.0	1.0	18.0	0.05263157894736842	0.9473684210526315	7
	Sally	1974	3	24.0	0.0	24.0	0.0	1.0	6
	Hundtok	1984	4	22.0	0.0	22.0	0.0	1.0	8
	Camarogirl	1971	2	11.0	0.0	11.0	0.0	1.0	5
	Rude Billy	1987	4	15.0	1.0	14.0	0.06666666666666667	0.9333333333333333	8
	Smetanina	1977	3	39.0	0.0	39.0	0.0	1.0	6
	hymafr	1965	2	41.0	2.0	39.0	0.04878048780487805	0.9512195121951219	4
	Linaek	1964	2	19.0	1.0	18.0	0.05263157894736842	0.9473684210526315	4
	yodi	1980	3	39.0	2.0	37.0	0.05128205128205128	0.9487179487179487	7
	Kajsala	1961	1	25.0	0.0	25.0	0.0	1.0	3
	Anatha	1979	3	34.0	2.0	32.0	0.058823529411764705	0.9411764705882353	7
	PetraMunchen	1972	2	58.0	2.0	56.0	0.034482758620689655	0.9655172413793104	5
	FridaochSamuel	1991	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	9
	madde1983	1984	4	11.0	0.0	11.0	0.0	1.0	8
	Lönnsirap	1981	3	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	7
	TheFamily	1980	3	22.0	0.0	22.0	0.0	1.0	7
	Kary	1982	3	13.0	0.0	13.0	0.0	1.0	7
	Butterscotch	1975	3	88.0	1.0	87.0	0.011363636363636364	0.9886363636363636	6
	Zephir	1986	4	25.0	0.0	25.0	0.0	1.0	8
	Baronessan	1975	3	29.0	1.0	28.0	0.034482758620689655	0.9655172413793104	6
	Anova	1979	3	72.0	4.0	68.0	0.05555555555555555	0.9444444444444444	7
	gosmamman	1983	4	39.0	1.0	38.0	0.02564102564102564	0.9743589743589743	8
	LaFontaine	1985	4	61.0	0.0	61.0	0.0	1.0	8
	Fresa78	1979	3	15.0	0.0	15.0	0.0	1.0	7
	Jossebell	1969	2	21.0	1.0	20.0	0.047619047619047616	0.9523809523809523	5
	AnnaKlara	1971	2	15.0	0.0	15.0	0.0	1.0	5
	Rocktroll	1985	4	37.0	0.0	37.0	0.0	1.0	8
	stormfågel	1980	3	16.0	0.0	16.0	0.0	1.0	7
	FreeForAll	1984	4	43.0	1.0	42.0	0.023255813953488372	0.9767441860465116	8
	Astarte	1980	3	49.0	0.0	49.0	0.0	1.0	7
	Uller	1977	3	10.0	0.0	10.0	0.0	1.0	6
	Lajkie	1987	4	37.0	0.0	37.0	0.0	1.0	8
	fruganL	1990	4	84.0	1.0	83.0	0.011904761904761904	0.9880952380952381	9
	lykantrophona	1990	4	24.0	2.0	22.0	0.08333333333333333	0.9166666666666666	9
	LA Woman	1975	3	19.0	0.0	19.0	0.0	1.0	6
	Pochahontas	1974	3	39.0	4.0	35.0	0.10256410256410256	0.8974358974358975	6
	Perlan08	1977	3	13.0	0.0	13.0	0.0	1.0	6
	modestyclara	1979	3	54.0	2.0	52.0	0.037037037037037035	0.9629629629629629	7
	rosenkind	1983	4	14.0	0.0	14.0	0.0	1.0	8
	livet från ljusa sidan	1981	3	24.0	0.0	24.0	0.0	1.0	7
	Pyris	1978	3	74.0	0.0	74.0	0.0	1.0	7
	Eleni	1986	4	14.0	0.0	14.0	0.0	1.0	8
	MalinI	1979	3	53.0	0.0	53.0	0.0	1.0	7
	tessum	1985	4	23.0	1.0	22.0	0.043478260869565216	0.9565217391304348	8
	lokisse	1961	1	150.0	6.0	144.0	0.04	0.96	3
	RiNan	1984	4	80.0	1.0	79.0	0.0125	0.9875	8
	ratwoman	1977	3	23.0	18.0	5.0	0.782608695652174	0.21739130434782608	6
	Lavish	1986	4	118.0	3.0	115.0	0.025423728813559324	0.9745762711864406	8
	mammasgullar	1990	4	34.0	0.0	34.0	0.0	1.0	9
	fjonkan	1989	4	20.0	1.0	19.0	0.05	0.95	9
	Mamma Tes	1982	3	18.0	1.0	17.0	0.05555555555555555	0.9444444444444444	7
	Fe73	1974	3	26.0	0.0	26.0	0.0	1.0	6
	AW76	1977	3	57.0	3.0	54.0	0.05263157894736842	0.9473684210526315	6
	Beckah82	1983	4	143.0	1.0	142.0	0.006993006993006993	0.993006993006993	8
	Lena	1980	3	28.0	0.0	28.0	0.0	1.0	7
	vill bli mamma 2009	1976	3	11.0	0.0	11.0	0.0	1.0	6
	SuzR	1982	3	31.0	0.0	31.0	0.0	1.0	7
	Sadie	1984	4	35.0	0.0	35.0	0.0	1.0	8
	Um muhammed	1984	4	14.0	0.0	14.0	0.0	1.0	8
	Fraggelgirl	1981	3	47.0	2.0	45.0	0.0425531914893617	0.9574468085106383	7
	ajmaj	1975	3	11.0	0.0	11.0	0.0	1.0	6
	Rockenrola	1984	4	26.0	0.0	26.0	0.0	1.0	8
	Flisan79	1980	3	30.0	2.0	28.0	0.06666666666666667	0.9333333333333333	7
	kattengustav	1982	3	11.0	0.0	11.0	0.0	1.0	7
	Dynamic	1980	3	16.0	0.0	16.0	0.0	1.0	7
	83an	1984	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	8
	hundpuss	1988	4	51.0	0.0	51.0	0.0	1.0	9
	bambigirl	1982	3	47.0	1.0	46.0	0.02127659574468085	0.9787234042553191	7
	karinagumman	1979	3	17.0	1.0	16.0	0.058823529411764705	0.9411764705882353	7
	LuMa	1979	3	26.0	0.0	26.0	0.0	1.0	7
	pumpkinpie	1984	4	13.0	0.0	13.0	0.0	1.0	8
	korfu08	1976	3	33.0	11.0	22.0	0.3333333333333333	0.6666666666666666	6
	IsaCMoJs	1983	4	27.0	9.0	18.0	0.3333333333333333	0.6666666666666666	8
	Norea	1973	3	16.0	0.0	16.0	0.0	1.0	6
	Madame Mom	1974	3	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	6
	Ummi07	1981	3	20.0	0.0	20.0	0.0	1.0	7
	Fjärilen72	1988	4	19.0	0.0	19.0	0.0	1.0	9
	Dorian Ertymexx	1973	3	644.0	4.0	640.0	0.006211180124223602	0.9937888198757764	6
	mariahammarberg	1981	3	34.0	1.0	33.0	0.029411764705882353	0.9705882352941176	7
	CeeJay	1973	3	95.0	2.0	93.0	0.021052631578947368	0.9789473684210527	6
	TigerLinn	1986	4	26.0	0.0	26.0	0.0	1.0	8
	Heureka	1975	3	54.0	1.0	53.0	0.018518518518518517	0.9814814814814815	6
	delifi2	1975	3	16.0	0.0	16.0	0.0	1.0	6
	Jungblom	1986	4	66.0	4.0	62.0	0.06060606060606061	0.9393939393939394	8
	SaraSara	1976	3	39.0	2.0	37.0	0.05128205128205128	0.9487179487179487	6
	Pumpkin	1985	4	62.0	0.0	62.0	0.0	1.0	8
	Sylten	1978	3	16.0	0.0	16.0	0.0	1.0	7
	God cares	1986	4	25.0	0.0	25.0	0.0	1.0	8
	soff82	1983	4	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	8
	Erase	1973	3	10.0	0.0	10.0	0.0	1.0	6
	sleeping angel	1984	4	53.0	9.0	44.0	0.16981132075471697	0.8301886792452831	8
	CuteElliz	1988	4	41.0	3.0	38.0	0.07317073170731707	0.926829268292683	9
	Seven Costanza	1984	4	27.0	0.0	27.0	0.0	1.0	8
	Hercule	1971	2	25.0	0.0	25.0	0.0	1.0	5
	EmmaOh	1980	3	15.0	1.0	14.0	0.06666666666666667	0.9333333333333333	7
	zuzzan	1984	4	10.0	1.0	9.0	0.1	0.9	8
	Vintersol80	1981	3	32.0	5.0	27.0	0.15625	0.84375	7
	ingra	1975	3	16.0	0.0	16.0	0.0	1.0	6
	Irma01	1978	3	29.0	0.0	29.0	0.0	1.0	7
	Pallas	1974	3	117.0	3.0	114.0	0.02564102564102564	0.9743589743589743	6
	LeaveMeAlone	1984	4	41.0	3.0	38.0	0.07317073170731707	0.926829268292683	8
	bigmomma	1978	3	13.0	2.0	11.0	0.15384615384615385	0.8461538461538461	7
	underverket 06	1971	2	65.0	2.0	63.0	0.03076923076923077	0.9692307692307692	5
	Guavasylt	1976	3	10.0	0.0	10.0	0.0	1.0	6
	Flamma	1984	4	22.0	0.0	22.0	0.0	1.0	8
	Liten måne	1984	4	27.0	2.0	25.0	0.07407407407407407	0.9259259259259259	8
	Aaglars	1971	2	15.0	0.0	15.0	0.0	1.0	5
	Legewiel	1985	4	17.0	0.0	17.0	0.0	1.0	8
	idiblon	1982	3	81.0	0.0	81.0	0.0	1.0	7
	mithrandil	1983	4	111.0	5.0	106.0	0.04504504504504504	0.954954954954955	8
	guldplutt	1971	2	88.0	4.0	84.0	0.045454545454545456	0.9545454545454546	5
	fenja	1973	3	21.0	0.0	21.0	0.0	1.0	6
	Mare pacificum	1977	3	26.0	0.0	26.0	0.0	1.0	6
	Erika Ö	1989	4	22.0	0.0	22.0	0.0	1.0	9
	MymlanMy	1968	2	14.0	2.0	12.0	0.14285714285714285	0.8571428571428571	5
	LHUF	1980	3	69.0	0.0	69.0	0.0	1.0	7
	Dilong	1963	2	31.0	0.0	31.0	0.0	1.0	4
	Atamon	1972	2	27.0	2.0	25.0	0.07407407407407407	0.9259259259259259	5
	faster	1964	2	15.0	0.0	15.0	0.0	1.0	4
	Daimis	1977	3	20.0	0.0	20.0	0.0	1.0	6
	abuelita	1951	1	143.0	0.0	143.0	0.0	1.0	1
	lingonben	1952	1	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	1
	janniahlholm	1991	4	18.0	0.0	18.0	0.0	1.0	9
	Caeruleus	1979	3	26.0	0.0	26.0	0.0	1.0	7
	Skruttis1979	1979	3	31.0	3.0	28.0	0.0967741935483871	0.9032258064516129	7
	pyjamastrollet	1986	4	14.0	0.0	14.0	0.0	1.0	8
	Geshia	1981	3	19.0	0.0	19.0	0.0	1.0	7
	Dakine	1988	4	24.0	1.0	23.0	0.041666666666666664	0.9583333333333334	9
	Mornie Alantie	1987	4	23.0	0.0	23.0	0.0	1.0	8
	linas fina	1984	4	10.0	0.0	10.0	0.0	1.0	8
	Lily38	1974	3	10.0	0.0	10.0	0.0	1.0	6
	fatooooosh	1985	4	10.0	3.0	7.0	0.3	0.7	8
	Lallamen	1971	2	14.0	0.0	14.0	0.0	1.0	5
	Rundabullar	1980	3	20.0	1.0	19.0	0.05	0.95	7
	EmsanPemsan	1987	4	12.0	0.0	12.0	0.0	1.0	8
	Smilla0608	1981	3	10.0	0.0	10.0	0.0	1.0	7
	Turran	1976	3	26.0	5.0	21.0	0.19230769230769232	0.8076923076923077	6
	juzze	1984	4	23.0	3.0	20.0	0.13043478260869565	0.8695652173913043	8
	Buggster	1989	4	42.0	2.0	40.0	0.047619047619047616	0.9523809523809523	9
	Doktorn	1972	2	31.0	1.0	30.0	0.03225806451612903	0.967741935483871	5
