period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Solkattan	1976		10.0	0.0	10.0	0.0	1.0
	JAG är BÄST	1973		30.0	2.0	28.0	0.06666666666666667	0.9333333333333333
	Jennie med ie	1976		19.0	0.0	19.0	0.0	1.0
	hymafr	1965		16.0	1.0	15.0	0.0625	0.9375
	idiblon	1982		22.0	0.0	22.0	0.0	1.0
	Hoppfull84	1985		11.0	0.0	11.0	0.0	1.0
	Mia386	1989		16.0	1.0	15.0	0.0625	0.9375
	Anova	1979		11.0	0.0	11.0	0.0	1.0
	Tilcha	1985		31.0	0.0	31.0	0.0	1.0
	CeeJay	1973		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
	hotten	1975		40.0	0.0	40.0	0.0	1.0
	korfu08	1976		13.0	0.0	13.0	0.0	1.0
	Butterscotch	1975		14.0	0.0	14.0	0.0	1.0
	Astarte	1980		14.0	0.0	14.0	0.0	1.0
	musli	1972		19.0	0.0	19.0	0.0	1.0
	Sadie	1984		13.0	0.0	13.0	0.0	1.0
	5 barnsmamman	1979		16.0	4.0	12.0	0.25	0.75
	allakantralla	1976		20.0	0.0	20.0	0.0	1.0
	Hedi	1966		19.0	2.0	17.0	0.10526315789473684	0.8947368421052632
	angeni	1988		32.0	2.0	30.0	0.0625	0.9375
	Dorian Ertymexx	1973		56.0	1.0	55.0	0.017857142857142856	0.9821428571428571
	MrsCD	1981		10.0	0.0	10.0	0.0	1.0
	WhiteAngels	1980		14.0	0.0	14.0	0.0	1.0
	SuzR	1982		14.0	0.0	14.0	0.0	1.0
	Beckah82	1983		78.0	9.0	69.0	0.11538461538461539	0.8846153846153846
	Liten måne	1984		11.0	0.0	11.0	0.0	1.0
	Miss Cee	1981		35.0	0.0	35.0	0.0	1.0
	LuMa	1979		19.0	0.0	19.0	0.0	1.0
	lokisse	1961		26.0	0.0	26.0	0.0	1.0
	septemberängel	1981		13.0	0.0	13.0	0.0	1.0
	TheCoopers	1976		11.0	0.0	11.0	0.0	1.0
	Tokfrjant	1989		10.0	3.0	7.0	0.3	0.7
	MalinI	1979		13.0	0.0	13.0	0.0	1.0
	LHUF	1980		40.0	0.0	40.0	0.0	1.0
	Damien och Adrian	1973		10.0	0.0	10.0	0.0	1.0
	Mamma till viljestark dotter	1976		14.0	0.0	14.0	0.0	1.0
	Baronessan	1975		13.0	0.0	13.0	0.0	1.0
	Mylla	1980		11.0	0.0	11.0	0.0	1.0
	Gladabarnensmamma	1983		16.0	0.0	16.0	0.0	1.0
	astro	1978		16.0	0.0	16.0	0.0	1.0
	Jessys	1987		16.0	0.0	16.0	0.0	1.0
	Marlene	1967		10.0	0.0	10.0	0.0	1.0
	BasseKatt	1975		12.0	0.0	12.0	0.0	1.0
	car	1975		27.0	0.0	27.0	0.0	1.0
	Pallas	1974		23.0	0.0	23.0	0.0	1.0
	Granada	1975		12.0	0.0	12.0	0.0	1.0
	Humlemamma	1984		12.0	0.0	12.0	0.0	1.0
	Saltlakrits	1984		10.0	0.0	10.0	0.0	1.0
	gosmamman	1983		13.0	0.0	13.0	0.0	1.0
	Hemlighet	1985		17.0	0.0	17.0	0.0	1.0
	Lavish	1986		30.0	0.0	30.0	0.0	1.0
	ModestyB	1982		10.0	0.0	10.0	0.0	1.0
	Min högsta önskan	1979		10.0	0.0	10.0	0.0	1.0
	Tant Groda	1983		24.0	4.0	20.0	0.16666666666666666	0.8333333333333334
	Lindadjo	1978		18.0	0.0	18.0	0.0	1.0
	Bohman	1986		19.0	0.0	19.0	0.0	1.0
	S a C	1983		10.0	0.0	10.0	0.0	1.0
