period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	JAG är BÄST	1973	3	22.0	1.0	21.0	0.045454545454545456	0.9545454545454546	6
	Butterscotch	1975	3	10.0	0.0	10.0	0.0	1.0	6
	Lajkie	1987	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	8
	allakantralla	1976	3	12.0	0.0	12.0	0.0	1.0	6
	musli	1972	2	10.0	0.0	10.0	0.0	1.0	5
	AAEV	1987	4	16.0	0.0	16.0	0.0	1.0	8
	Gravid 89	1990	4	24.0	0.0	24.0	0.0	1.0	9
	Miss Cee	1981	3	11.0	8.0	3.0	0.7272727272727273	0.2727272727272727	7
	Pallas	1974	3	28.0	0.0	28.0	0.0	1.0	6
	Geshia	1981	3	10.0	2.0	8.0	0.2	0.8	7
	Multignutten	1980	3	10.0	0.0	10.0	0.0	1.0	7
	BabyJia	1985	4	10.0	0.0	10.0	0.0	1.0	8
	Saltlakrits	1984	4	18.0	8.0	10.0	0.4444444444444444	0.5555555555555556	8
	CeeJay	1973	3	12.0	11.0	1.0	0.9166666666666666	0.08333333333333333	6
	Jenny28	1976	3	11.0	1.0	10.0	0.09090909090909091	0.9090909090909091	6
	Isabelles85	1986	4	11.0	0.0	11.0	0.0	1.0	8
	Ett två tre	1986	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	8
	5 barnsmamman	1979	3	13.0	0.0	13.0	0.0	1.0	7
	LHUF	1980	3	13.0	3.0	10.0	0.23076923076923078	0.7692307692307693	7
	Caeruleus	1979	3	19.0	5.0	14.0	0.2631578947368421	0.7368421052631579	7
	Helene70	1971	2	22.0	0.0	22.0	0.0	1.0	5
	modestyclara	1979	3	13.0	2.0	11.0	0.15384615384615385	0.8461538461538461	7
	Beckah82	1983	4	10.0	3.0	7.0	0.3	0.7	8
	Dorian Ertymexx	1973	3	19.0	7.0	12.0	0.3684210526315789	0.631578947368421	6
	Sarah H	1980	3	10.0	3.0	7.0	0.3	0.7	7
	AW76	1977	3	12.0	4.0	8.0	0.3333333333333333	0.6666666666666666	6
	elinville	1981	3	17.0	0.0	17.0	0.0	1.0	7
	Mijjo	1971	2	10.0	0.0	10.0	0.0	1.0	5
	Winglur	1989	4	10.0	0.0	10.0	0.0	1.0	9
	mithrandil	1983	4	11.0	0.0	11.0	0.0	1.0	8
	jesslin	1973	3	12.0	1.0	11.0	0.08333333333333333	0.9166666666666666	6
	honeybunches	1982	3	10.0	0.0	10.0	0.0	1.0	7
	lottizm	1985	4	10.0	1.0	9.0	0.1	0.9	8
	underverket 06	1971	2	15.0	3.0	12.0	0.2	0.8	5
	Hedi	1966	2	13.0	8.0	5.0	0.6153846153846154	0.38461538461538464	4
	nikki2006	1967	2	22.0	1.0	21.0	0.045454545454545456	0.9545454545454546	4
	saltflingan	1990	4	10.0	0.0	10.0	0.0	1.0	9
	abuelita	1951	1	32.0	6.0	26.0	0.1875	0.8125	1
	fru smurf	1979	3	13.0	0.0	13.0	0.0	1.0	7
	LillaLoppanT	1981	3	11.0	0.0	11.0	0.0	1.0	7
	Damien och Adrian	1973	3	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	6
	Mania x2	1978	3	21.0	21.0	0.0	1.0	0.0	7
	Mirren	1978	3	18.0	14.0	4.0	0.7777777777777778	0.2222222222222222	7
	Mammelutten	1972	2	11.0	0.0	11.0	0.0	1.0	5
	MissHellen	1984	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	8
	högbergarna	1979	3	10.0	1.0	9.0	0.1	0.9	7
	Myra	1973	3	11.0	1.0	10.0	0.09090909090909091	0.9090909090909091	6
