period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Jennie med ie	1976		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
	idiblon	1982		18.0	0.0	18.0	0.0	1.0
	Butterscotch	1975		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	Snooze	1981		18.0	0.0	18.0	0.0	1.0
	Miss Cee	1981		20.0	6.0	14.0	0.3	0.7
	LaFontaine	1985		13.0	0.0	13.0	0.0	1.0
	hundpuss	1988		10.0	1.0	9.0	0.1	0.9
	mithrandil	1983		36.0	0.0	36.0	0.0	1.0
	CeeJay	1973		27.0	4.0	23.0	0.14814814814814814	0.8518518518518519
	Sadie	1984		10.0	1.0	9.0	0.1	0.9
	TessaS	1974		20.0	1.0	19.0	0.05	0.95
	Örnie	1963		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	musli	1972		30.0	0.0	30.0	0.0	1.0
	bambigirl	1982		32.0	0.0	32.0	0.0	1.0
	MrsCharlotte	1981		35.0	0.0	35.0	0.0	1.0
	AW76	1977		41.0	2.0	39.0	0.04878048780487805	0.9512195121951219
	Beckah82	1983		73.0	0.0	73.0	0.0	1.0
	Emmel	1973		10.0	2.0	8.0	0.2	0.8
	Dorian Ertymexx	1973		85.0	5.0	80.0	0.058823529411764705	0.9411764705882353
	lokisse	1961		32.0	1.0	31.0	0.03125	0.96875
	FreeForAll	1984		14.0	0.0	14.0	0.0	1.0
	Jungblom	1986		30.0	2.0	28.0	0.06666666666666667	0.9333333333333333
	Lorelei	1978		16.0	1.0	15.0	0.0625	0.9375
	Lavish	1986		23.0	0.0	23.0	0.0	1.0
	Lindadjo	1978		11.0	0.0	11.0	0.0	1.0
	mamita64	1965		25.0	0.0	25.0	0.0	1.0
	car	1975		17.0	0.0	17.0	0.0	1.0
	Sigrid	1975		17.0	0.0	17.0	0.0	1.0
	SuzR	1982		10.0	1.0	9.0	0.1	0.9
	Saltlakrits	1984		10.0	0.0	10.0	0.0	1.0
	LuMa	1979		12.0	0.0	12.0	0.0	1.0
	Pallas	1974		42.0	1.0	41.0	0.023809523809523808	0.9761904761904762
	Loris	1988		10.0	2.0	8.0	0.2	0.8
	JAG är BÄST	1973		24.0	0.0	24.0	0.0	1.0
	sammetrocker	1984		10.0	0.0	10.0	0.0	1.0
	Kina79	1980		16.0	0.0	16.0	0.0	1.0
	morotsland	1981		18.0	2.0	16.0	0.1111111111111111	0.8888888888888888
	lillälva	1978		10.0	0.0	10.0	0.0	1.0
	Pyris	1978		23.0	0.0	23.0	0.0	1.0
	Floff	1983		13.0	0.0	13.0	0.0	1.0
	allakantralla	1976		23.0	2.0	21.0	0.08695652173913043	0.9130434782608695
	livet leker	1990		10.0	1.0	9.0	0.1	0.9
	saltflingan	1990		20.0	1.0	19.0	0.05	0.95
	Chaktio	1977		11.0	0.0	11.0	0.0	1.0
	Grönögat	1989		10.0	7.0	3.0	0.7	0.3
	MrsCD	1981		10.0	0.0	10.0	0.0	1.0
	Gladabarnensmamma	1983		30.0	2.0	28.0	0.06666666666666667	0.9333333333333333
	Hedi	1966		14.0	2.0	12.0	0.14285714285714285	0.8571428571428571
	PetraMunchen	1972		10.0	0.0	10.0	0.0	1.0
	Empo	1985		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	solstraalen	1982		15.0	1.0	14.0	0.06666666666666667	0.9333333333333333
	Tokfrjant	1989		10.0	2.0	8.0	0.2	0.8
	Maja09	1979		12.0	0.0	12.0	0.0	1.0
	RiNan	1984		10.0	0.0	10.0	0.0	1.0
	pluvdo	1987		10.0	0.0	10.0	0.0	1.0
	Marlene	1967		47.0	4.0	43.0	0.0851063829787234	0.9148936170212766
	Tyrell	1973		16.0	1.0	15.0	0.0625	0.9375
	Kyanita	1974		20.0	2.0	18.0	0.1	0.9
	guldplutt	1971		26.0	0.0	26.0	0.0	1.0
	castillo	1988		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	Impertiff	1974		11.0	0.0	11.0	0.0	1.0
	Lena	1980		20.0	1.0	19.0	0.05	0.95
	Mamma till viljestark dotter	1976		10.0	0.0	10.0	0.0	1.0
	fruganL	1990		28.0	0.0	28.0	0.0	1.0
	Mylla	1980		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
	lilla mej	1978		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	Bullan1978	1979		20.0	1.0	19.0	0.05	0.95
	AmandaBrun	1985		11.0	0.0	11.0	0.0	1.0
	Mirren	1978		20.0	1.0	19.0	0.05	0.95
	Helene70	1971		19.0	0.0	19.0	0.0	1.0
	mandelblomma	1990		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	modestyclara	1979		17.0	0.0	17.0	0.0	1.0
	Lia och bäbisen	1983		13.0	0.0	13.0	0.0	1.0
	Joje	1975		47.0	0.0	47.0	0.0	1.0
	lisadragon	1985		39.0	1.0	38.0	0.02564102564102564	0.9743589743589743
	clembke	1981		18.0	11.0	7.0	0.6111111111111112	0.3888888888888889
	lillabebben	1980		13.0	0.0	13.0	0.0	1.0
	hejsvej	1983		35.0	2.0	33.0	0.05714285714285714	0.9428571428571428
	MiniFröberg	1984		20.0	0.0	20.0	0.0	1.0
	TheFamily	1980		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	En glad tjej	1979		31.0	0.0	31.0	0.0	1.0
	Greta Anna	1978		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	goatess82	1983		12.0	0.0	12.0	0.0	1.0
	MissMy	1985		10.0	0.0	10.0	0.0	1.0
