period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Emeli	1954		16.0	0.0	16.0	0.0	1.0
	JAG är BÄST	1973		21.0	0.0	21.0	0.0	1.0
	Pochahontas	1974		12.0	0.0	12.0	0.0	1.0
	Pallas	1974		31.0	0.0	31.0	0.0	1.0
	IsaCMoJs	1983		18.0	0.0	18.0	0.0	1.0
	Butterscotch	1975		13.0	0.0	13.0	0.0	1.0
	Jennie med ie	1976		19.0	0.0	19.0	0.0	1.0
	idiblon	1982		17.0	0.0	17.0	0.0	1.0
	saltflingan	1990		18.0	0.0	18.0	0.0	1.0
	Beckah82	1983		47.0	0.0	47.0	0.0	1.0
	TheCoopers	1976		14.0	0.0	14.0	0.0	1.0
	Ablan	1986		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	Mopsan	1987		20.0	0.0	20.0	0.0	1.0
	car	1975		20.0	0.0	20.0	0.0	1.0
	IVFmamma	1983		12.0	0.0	12.0	0.0	1.0
	upyours	1981		12.0	0.0	12.0	0.0	1.0
	Dorian Ertymexx	1973		155.0	0.0	155.0	0.0	1.0
	Jenny28	1976		11.0	0.0	11.0	0.0	1.0
	hundpuss	1988		15.0	0.0	15.0	0.0	1.0
	Pyris	1978		17.0	0.0	17.0	0.0	1.0
	Lavish	1986		31.0	0.0	31.0	0.0	1.0
	Rosdraken	1986		13.0	0.0	13.0	0.0	1.0
	mandrarinen	1987		10.0	0.0	10.0	0.0	1.0
	Lorelei	1978		13.0	0.0	13.0	0.0	1.0
	Killarnas morsa	1972		10.0	0.0	10.0	0.0	1.0
	Gladhannapanna	1972		15.0	0.0	15.0	0.0	1.0
	Maddisen80	1981		15.0	0.0	15.0	0.0	1.0
	RiNan	1984		10.0	0.0	10.0	0.0	1.0
	fruganL	1990		25.0	0.0	25.0	0.0	1.0
	mamita64	1965		21.0	0.0	21.0	0.0	1.0
	Miss Cee	1981		22.0	0.0	22.0	0.0	1.0
	Gojtan	1976		18.0	0.0	18.0	0.0	1.0
	Emmel	1973		15.0	0.0	15.0	0.0	1.0
	morotsland	1981		22.0	0.0	22.0	0.0	1.0
	TessaS	1974		16.0	0.0	16.0	0.0	1.0
	regnbågspappan	1989		11.0	0.0	11.0	0.0	1.0
	prospicientia	1979		12.0	0.0	12.0	0.0	1.0
	faster	1964		12.0	0.0	12.0	0.0	1.0
	LaFontaine	1985		11.0	0.0	11.0	0.0	1.0
	guldplutt	1971		20.0	0.0	20.0	0.0	1.0
	Helene70	1971		15.0	0.0	15.0	0.0	1.0
	Impertiff	1974		25.0	0.0	25.0	0.0	1.0
	MrsCharlotte	1981		11.0	0.0	11.0	0.0	1.0
	Jordgubbssmak	1968		10.0	0.0	10.0	0.0	1.0
	astro	1978		15.0	0.0	15.0	0.0	1.0
	Alisa	1981		15.0	0.0	15.0	0.0	1.0
	AW76	1977		11.0	0.0	11.0	0.0	1.0
	Bajjelen	1985		13.0	0.0	13.0	0.0	1.0
	Jaramla	1980		15.0	0.0	15.0	0.0	1.0
	StaffenAssar	1983		13.0	0.0	13.0	0.0	1.0
	Wednesday85	1986		17.0	0.0	17.0	0.0	1.0
	nötskrikan	1978		11.0	0.0	11.0	0.0	1.0
	mithrandil	1983		10.0	0.0	10.0	0.0	1.0
	ModestyB	1982		10.0	0.0	10.0	0.0	1.0
	Chaktio	1977		13.0	0.0	13.0	0.0	1.0
	Amulett	1976		13.0	0.0	13.0	0.0	1.0
	mariaheterjag	1982		12.0	0.0	12.0	0.0	1.0
	monchichi76	1977		14.0	0.0	14.0	0.0	1.0
	Mamma till viljestark dotter	1976		11.0	0.0	11.0	0.0	1.0
	abuelita	1951		45.0	0.0	45.0	0.0	1.0
	NadiaMi	1975		41.0	0.0	41.0	0.0	1.0
	BrödernaBus	1980		15.0	0.0	15.0	0.0	1.0
	Myra	1973		17.0	0.0	17.0	0.0	1.0
	anzita	1960		20.0	0.0	20.0	0.0	1.0
	Skahlmann	1966		19.0	0.0	19.0	0.0	1.0
	Hillbillie	1964		14.0	0.0	14.0	0.0	1.0
	ceropegia	1983		10.0	0.0	10.0	0.0	1.0
	Summer	1980		10.0	0.0	10.0	0.0	1.0
	Kerstin	1985		12.0	0.0	12.0	0.0	1.0
	Stella 78	1979		20.0	0.0	20.0	0.0	1.0
	de Robespierre	1963		32.0	0.0	32.0	0.0	1.0
