speaker	yob	behagav1	behagav2	fortsättav1	fortsättav2	försökav1	försökav2	glömmav1	glömmav2	kommav1	kommav2	lovav1	lovav2	planerav1	planerav2	riskerav1	riskerav2	slippav1	slippav2	slutav1	slutav2	vägrav1	vägrav2
user206	1977	0.0	1.0	0.0	4.0	0.0	30.0	2.0	5.0	13.0	65.0	3.0	0.0					0.0	7.0	0.0	5.0	0.0	11.0
user207	1980	0.0	1.0	1.0	4.0	0.0	32.0	0.0	5.0	0.0	89.0	2.0	0.0					0.0	2.0	0.0	4.0	0.0	2.0
user208	1976	0.0	1.0	3.0	3.0	3.0	38.0	0.0	8.0	77.0	26.0	4.0	1.0	4.0	0.0			0.0	7.0	1.0	3.0		
user209	1978	0.0	1.0	0.0	2.0	0.0	15.0			2.0	17.0	3.0	0.0			1.0	0.0	0.0	2.0	0.0	3.0	0.0	9.0
user210	1980	0.0	2.0	4.0	3.0	1.0	60.0	1.0	4.0	27.0	92.0	3.0	1.0	4.0	0.0	1.0	1.0	0.0	8.0	0.0	8.0	5.0	5.0
user211	1988	0.0	1.0	0.0	3.0	0.0	5.0	0.0	2.0	6.0	0.0	1.0	0.0							0.0	1.0	0.0	1.0
user212	1977	0.0	1.0	0.0	1.0	0.0	6.0	0.0	2.0	0.0	10.0							0.0	6.0				
user213	1985	0.0	5.0	4.0	2.0	2.0	56.0	1.0	9.0	58.0	66.0			2.0	0.0			0.0	17.0	0.0	11.0	0.0	14.0
user214	1972	0.0	9.0	0.0	7.0	0.0	33.0	0.0	11.0	3.0	162.0	1.0	1.0	1.0	0.0			0.0	7.0	0.0	7.0	0.0	1.0
user215	1987	0.0	1.0			0.0	2.0			1.0	15.0									0.0	1.0	0.0	1.0
user216	1971	1.0	1.0	0.0	1.0	2.0	16.0	0.0	2.0	89.0	1.0									0.0	3.0	0.0	2.0
user217	1987	0.0	1.0			0.0	9.0	1.0	3.0	8.0	82.0							0.0	4.0	0.0	4.0	0.0	4.0
user218	1980	1.0	1.0	0.0	1.0	0.0	7.0			19.0	22.0	2.0	0.0					0.0	6.0	0.0	2.0	0.0	1.0
user219	1975	0.0	2.0	5.0	0.0	1.0	34.0	1.0	2.0	46.0	38.0	1.0	0.0	1.0	0.0			0.0	12.0	0.0	3.0	4.0	1.0
user220	1978	0.0	1.0	0.0	8.0	1.0	78.0	0.0	1.0	68.0	5.0							0.0	7.0	0.0	8.0	0.0	32.0
user221	1975	0.0	1.0	1.0	2.0	0.0	20.0	0.0	3.0	42.0	7.0							0.0	13.0	0.0	2.0	2.0	15.0
user222	1985	0.0	1.0			1.0	6.0	0.0	1.0	1.0	16.0											0.0	1.0
user223	1971	0.0	1.0	0.0	2.0	0.0	5.0			14.0	0.0							0.0	3.0	0.0	4.0		
user224	1984	0.0	1.0	7.0	8.0	1.0	37.0	0.0	7.0	12.0	38.0							0.0	9.0	0.0	3.0	2.0	12.0
user225	1978	1.0	0.0	2.0	2.0	1.0	10.0			36.0	4.0			3.0	0.0			0.0	8.0	0.0	3.0	6.0	3.0
user226	1986	1.0	0.0	1.0	1.0	0.0	8.0			4.0	17.0			1.0	0.0			0.0	6.0				
user227	1971	0.0	1.0	1.0	1.0	2.0	13.0	1.0	1.0	38.0	0.0			1.0	0.0			0.0	5.0			3.0	5.0
user228	1973	0.0	1.0																				
user229	1979	0.0	2.0			0.0	5.0	2.0	0.0	5.0	0.0												
user230	1977	0.0	1.0			1.0	3.0	0.0	1.0	12.0	1.0							0.0	2.0	1.0	1.0		
user231	1973	1.0	0.0	2.0	0.0	2.0	20.0	0.0	2.0	55.0	2.0			2.0	0.0			0.0	7.0	0.0	7.0	1.0	0.0
user232	1983	0.0	1.0	0.0	1.0	0.0	4.0			0.0	8.0			1.0	0.0			0.0	6.0	0.0	1.0		
user233	1981	0.0	1.0	0.0	1.0	5.0	27.0			49.0	53.0			1.0	0.0			0.0	20.0	1.0	3.0	0.0	6.0
user234	1984	0.0	1.0	0.0	10.0	0.0	32.0	0.0	2.0	0.0	45.0			1.0	0.0			0.0	23.0	0.0	4.0	0.0	5.0
user235	1979	0.0	1.0	0.0	1.0	0.0	4.0	0.0	2.0	3.0	49.0	1.0	0.0			2.0	0.0	0.0	5.0	1.0	7.0	0.0	3.0
user236	1980	0.0	1.0	2.0	15.0	0.0	69.0	3.0	10.0	10.0	227.0	4.0	3.0					0.0	40.0	0.0	3.0	0.0	5.0
user237	1985	0.0	1.0							3.0	0.0							0.0	1.0				
user238	1978	0.0	1.0			1.0	13.0	1.0	5.0	30.0	5.0	1.0	0.0	2.0	0.0			0.0	6.0	0.0	1.0	0.0	9.0
user239	1978	0.0	1.0			0.0	1.0			5.0	10.0												
user240	1982	0.0	1.0	1.0	1.0	0.0	6.0	0.0	1.0	2.0	47.0	1.0	0.0					0.0	8.0	0.0	2.0	0.0	1.0
user241	1978	0.0	1.0			0.0	17.0			0.0	23.0							0.0	1.0	0.0	3.0	0.0	1.0
user242	1985	0.0	1.0			0.0	4.0	0.0	1.0	8.0	8.0							0.0	4.0	0.0	1.0	0.0	2.0
user243	1982	0.0	1.0			0.0	3.0	1.0	0.0	0.0	31.0			0.0	2.0	0.0	1.0	0.0	4.0			0.0	3.0
user244	1975	0.0	1.0	0.0	2.0	0.0	5.0	1.0	0.0	3.0	1.0			1.0	0.0							1.0	0.0
user245	1983	0.0	1.0			0.0	5.0			0.0	9.0	1.0	0.0					0.0	2.0	0.0	1.0	0.0	2.0
user246	1978	0.0	13.0	2.0	10.0	3.0	76.0	0.0	9.0	27.0	386.0			1.0	1.0			0.0	34.0	2.0	16.0	0.0	47.0
user247	1979	0.0	2.0			0.0	3.0	0.0	3.0	6.0	14.0	2.0	0.0					0.0	7.0				
user248	1988	0.0	1.0			6.0	13.0			9.0	36.0	2.0	0.0	1.0	0.0			0.0	10.0	1.0	0.0	2.0	1.0
user249	1984	0.0	2.0			0.0	13.0	0.0	1.0	31.0	11.0			1.0	1.0			0.0	6.0	0.0	8.0	1.0	8.0
user250	1977	0.0	1.0	1.0	0.0	0.0	7.0	0.0	1.0	2.0	28.0			1.0	1.0			0.0	1.0	1.0	0.0		
user251	1975	1.0	3.0	1.0	4.0	0.0	34.0	1.0	2.0	15.0	80.0							0.0	12.0	0.0	5.0	2.0	17.0
user252	1985	0.0	2.0	2.0	6.0	0.0	122.0	1.0	3.0	9.0	210.0	2.0	0.0	4.0	0.0			0.0	31.0	0.0	7.0	1.0	31.0
user253	1982	1.0	4.0	1.0	0.0	0.0	25.0	1.0	5.0	12.0	58.0							0.0	9.0	1.0	6.0	1.0	22.0
user254	1985	2.0	1.0			0.0	6.0			1.0	43.0			0.0	1.0					0.0	3.0		
user255	1976	0.0	1.0	0.0	2.0	0.0	4.0			23.0	0.0							0.0	2.0				
user256	1984	0.0	1.0	1.0	0.0	0.0	22.0	0.0	2.0	24.0	67.0					1.0	0.0	0.0	8.0	1.0	4.0	2.0	6.0
user257	1988	0.0	1.0			0.0	7.0	0.0	2.0	0.0	19.0			1.0	0.0			0.0	3.0				
user258	1980	0.0	2.0	0.0	1.0	0.0	16.0	0.0	3.0	3.0	31.0			1.0	0.0					0.0	1.0		
user259	1984	0.0	1.0	1.0	0.0	0.0	2.0			4.0	14.0							0.0	1.0	3.0	0.0	0.0	1.0
user260	1987	0.0	1.0	0.0	1.0	0.0	3.0													0.0	1.0		
user261	1977	0.0	1.0			0.0	1.0			1.0	0.0									0.0	1.0		
user262	1983	1.0	0.0	2.0	0.0	0.0	35.0	1.0	3.0	0.0	55.0							0.0	4.0	0.0	1.0	0.0	5.0
user263	1982	0.0	1.0	0.0	1.0	0.0	11.0	0.0	1.0	2.0	4.0					1.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0
user264	1986	0.0	1.0	1.0	0.0	0.0	32.0			12.0	90.0	2.0	0.0					0.0	4.0	0.0	8.0		
user265	1973	0.0	2.0	0.0	1.0	0.0	5.0			16.0	0.0			1.0	0.0								
user266	1966	1.0	0.0	7.0	1.0	32.0	39.0	8.0	5.0	214.0	188.0			5.0	0.0	1.0	0.0	2.0	17.0	2.0	12.0	2.0	2.0
user267	1981	0.0	2.0	1.0	2.0	0.0	9.0			19.0	0.0			1.0	0.0			0.0	2.0	0.0	2.0	1.0	0.0
user268	1986	1.0	0.0			0.0	2.0	0.0	1.0	3.0	0.0							0.0	1.0	0.0	1.0	1.0	0.0
user269	1983	1.0	0.0	1.0	0.0	0.0	1.0			16.0	11.0							0.0	1.0	0.0	1.0		
user270	1976	1.0	4.0	1.0	3.0	1.0	13.0			4.0	104.0	1.0	0.0					0.0	5.0	0.0	8.0	0.0	1.0
user271	1989	1.0	0.0			0.0	1.0			7.0	0.0	1.0	0.0	1.0	0.0							1.0	0.0
user272	1982	0.0	2.0	11.0	2.0	1.0	75.0	1.0	2.0	9.0	239.0			2.0	0.0	1.0	0.0	0.0	17.0	0.0	4.0	3.0	5.0
user273	1985	0.0	3.0	4.0	3.0	0.0	11.0	0.0	3.0	8.0	50.0	1.0	0.0	1.0	0.0			0.0	4.0	0.0	1.0	0.0	2.0
user274	1976	0.0	1.0	0.0	1.0	0.0	2.0			2.0	0.0									0.0	1.0		
user275	1989	1.0	0.0			0.0	12.0	0.0	2.0	2.0	17.0							1.0	11.0	0.0	3.0	1.0	0.0
user276	1985	0.0	3.0	1.0	0.0	1.0	26.0	0.0	6.0	5.0	100.0			1.0	0.0			0.0	15.0	0.0	6.0	0.0	4.0
user277	1981	0.0	1.0	0.0	1.0	0.0	9.0			0.0	13.0			1.0	0.0								
user278	1978	0.0	2.0	3.0	2.0	1.0	12.0	0.0	1.0	20.0	55.0	1.0	0.0					0.0	19.0	0.0	1.0		
user279	1983	0.0	1.0			2.0	2.0			1.0	12.0									0.0	1.0	0.0	1.0
user280	1980	0.0	1.0	0.0	2.0	0.0	23.0	0.0	4.0	0.0	35.0	0.0	1.0	3.0	0.0			0.0	6.0			0.0	2.0
user281	1988	1.0	0.0	1.0	1.0	0.0	17.0	0.0	2.0	13.0	244.0			1.0	0.0			0.0	11.0	1.0	1.0	1.0	1.0
user282	1985	1.0	2.0	0.0	4.0	0.0	1.0			0.0	20.0			1.0	0.0			0.0	1.0				
user283	1984	0.0	3.0	0.0	24.0	0.0	19.0			2.0	104.0	2.0	0.0			1.0	0.0	0.0	10.0	0.0	4.0	0.0	1.0
user284	1973	0.0	1.0	7.0	5.0	0.0	54.0	0.0	9.0	25.0	46.0			4.0	0.0			0.0	9.0	1.0	6.0	1.0	6.0
user285	1984	0.0	1.0	1.0	8.0	1.0	36.0	0.0	1.0	44.0	69.0	1.0	0.0	9.0	0.0	2.0	0.0	0.0	10.0	0.0	5.0	1.0	12.0
user286	1978	0.0	1.0			0.0	2.0			17.0	12.0			1.0	0.0					0.0	5.0		
user287	1984	0.0	1.0			0.0	1.0			3.0	7.0												
user288	1984	1.0	1.0	2.0	2.0	0.0	24.0	1.0	12.0	8.0	80.0			1.0	0.0			0.0	17.0	0.0	1.0	1.0	7.0
user289	1978	0.0	1.0	2.0	3.0	0.0	22.0			7.0	40.0			0.0	1.0			0.0	4.0	0.0	7.0	0.0	4.0
user290	1979	0.0	2.0	2.0	17.0	0.0	60.0	0.0	4.0	1.0	106.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	20.0	0.0	2.0	0.0	16.0
user291	1981	0.0	1.0			1.0	7.0			14.0	1.0												
user292	1976	0.0	1.0	2.0	13.0	0.0	35.0	2.0	3.0	1.0	107.0			1.0	0.0	2.0	0.0	0.0	7.0	0.0	4.0	0.0	1.0
user293	1980	0.0	2.0	0.0	1.0	0.0	5.0			8.0	15.0	2.0	1.0	2.0	0.0								
user294	1983	0.0	1.0	1.0	7.0	1.0	15.0	1.0	1.0	2.0	85.0			1.0	0.0			0.0	25.0	0.0	4.0	0.0	5.0
user295	1990	1.0	0.0																				
user296	1989	0.0	1.0	1.0	1.0	0.0	2.0			0.0	11.0												
user297	1986	0.0	1.0	5.0	2.0	1.0	12.0	0.0	2.0	9.0	67.0			1.0	0.0			0.0	15.0	1.0	2.0	0.0	3.0
user298	1986	1.0	2.0	3.0	6.0	1.0	43.0	1.0	7.0	9.0	114.0							0.0	32.0	0.0	6.0	0.0	5.0
user299	1981	0.0	3.0	0.0	2.0	0.0	14.0	0.0	2.0	8.0	171.0	1.0	0.0	5.0	0.0			0.0	10.0	0.0	10.0	0.0	1.0
user300	1978	0.0	1.0			0.0	5.0			1.0	7.0							0.0	1.0	0.0	1.0	0.0	2.0
user301	1988	1.0	0.0	1.0	1.0	1.0	7.0	0.0	1.0	4.0	30.0							0.0	2.0				
user302	1989	2.0	0.0	2.0	2.0	2.0	27.0	0.0	2.0	5.0	32.0							0.0	22.0	0.0	7.0		
user303	1976	0.0	1.0	3.0	0.0	2.0	10.0	0.0	1.0	20.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0			0.0	2.0
user304	1979	0.0	1.0			3.0	19.0	0.0	3.0	66.0	3.0							0.0	4.0	0.0	4.0	0.0	3.0
user305	1974	1.0	0.0	4.0	0.0	1.0	9.0	0.0	7.0	35.0	21.0	3.0	2.0					0.0	15.0	0.0	2.0	0.0	5.0
user306	1979	0.0	1.0	1.0	4.0	0.0	12.0	0.0	2.0	61.0	15.0	2.0	0.0	1.0	0.0			0.0	10.0	1.0	8.0	2.0	9.0
user307	1989	0.0	1.0	4.0	0.0	5.0	15.0	0.0	2.0	46.0	4.0					2.0	0.0	0.0	3.0	7.0	3.0	15.0	4.0
user308	1987	1.0	1.0	1.0	0.0	0.0	12.0	0.0	3.0	1.0	46.0									0.0	4.0	0.0	2.0
user309	1987	3.0	0.0	1.0	4.0	1.0	8.0	0.0	2.0	17.0	14.0							0.0	7.0	0.0	3.0	2.0	3.0
user310	1982	0.0	1.0			0.0	4.0			21.0	2.0							0.0	2.0			0.0	1.0
user311	1987	0.0	1.0	1.0	2.0	0.0	7.0	0.0	1.0	5.0	9.0			2.0	0.0			0.0	6.0	1.0	3.0	1.0	2.0
user312	1980	0.0	2.0	0.0	1.0	0.0	39.0	0.0	1.0	13.0	47.0			2.0	0.0			0.0	14.0	0.0	13.0	0.0	17.0
user313	1978	1.0	0.0			4.0	1.0			13.0	1.0			1.0	0.0			0.0	2.0	0.0	2.0	0.0	1.0
user314	1988	0.0	1.0	1.0	0.0	1.0	12.0	0.0	1.0	30.0	32.0							0.0	8.0	0.0	8.0	2.0	4.0
user315	1989	1.0	0.0	0.0	1.0	1.0	6.0			6.0	3.0							0.0	2.0	0.0	1.0	0.0	1.0
user316	1971	0.0	1.0	4.0	2.0	0.0	15.0	0.0	4.0	75.0	17.0	1.0	0.0			1.0	0.0	0.0	9.0	0.0	1.0	1.0	10.0
user317	1971	0.0	3.0	16.0	3.0	4.0	84.0	4.0	3.0	284.0	7.0	1.0	0.0	3.0	0.0	2.0	0.0	1.0	13.0	0.0	26.0	5.0	19.0
user318	1984	1.0	0.0			0.0	6.0			8.0	19.0							0.0	2.0	0.0	1.0	0.0	7.0
user319	1983	0.0	1.0	4.0	6.0	2.0	51.0	0.0	1.0	18.0	78.0							0.0	9.0	0.0	13.0	2.0	15.0
user320	1980	1.0	0.0			0.0	3.0	0.0	2.0	2.0	22.0	1.0	0.0	1.0	0.0			0.0	2.0			0.0	1.0
user321	1975	0.0	1.0	10.0	7.0	1.0	53.0	0.0	2.0	32.0	92.0			5.0	0.0	2.0	0.0	0.0	2.0			7.0	8.0
user322	1982	0.0	1.0			0.0	7.0	0.0	3.0	0.0	7.0							0.0	1.0	0.0	2.0		
user323	1980	0.0	1.0			0.0	1.0			0.0	3.0												
user324	1981	1.0	0.0	1.0	1.0	1.0	12.0	1.0	3.0	37.0	4.0							0.0	4.0	1.0	2.0	1.0	1.0
user325	1978	0.0	1.0	1.0	0.0	1.0	30.0	2.0	0.0	6.0	21.0					2.0	0.0	0.0	12.0	1.0	11.0	1.0	2.0
user326	1984	1.0	0.0	0.0	1.0					1.0	8.0							0.0	1.0				
user327	1982	0.0	1.0	1.0	0.0	0.0	6.0			9.0	11.0	2.0	0.0					0.0	2.0	0.0	1.0	1.0	2.0
user328	1980	0.0	1.0	2.0	0.0	0.0	7.0	0.0	2.0	0.0	13.0							0.0	7.0	0.0	2.0	0.0	2.0
user329	1983	0.0	1.0			0.0	7.0			10.0	11.0	1.0	0.0					0.0	2.0	0.0	1.0	0.0	1.0
user330	1977	0.0	1.0	0.0	3.0	1.0	34.0	0.0	3.0	69.0	28.0	1.0	0.0			2.0	0.0	0.0	8.0	0.0	2.0	0.0	18.0
user331	1981	0.0	1.0			0.0	1.0			3.0	1.0												
user332	1974	0.0	1.0	1.0	0.0	1.0	3.0	0.0	3.0	20.0	4.0							1.0	1.0			2.0	2.0
user333	1980	0.0	1.0	1.0	0.0	0.0	4.0			43.0	1.0	1.0	0.0			1.0	0.0	0.0	3.0	1.0	1.0	0.0	3.0
user334	1982	0.0	3.0	3.0	2.0	0.0	61.0	0.0	10.0	55.0	7.0	1.0	1.0					0.0	1.0	0.0	5.0	0.0	18.0
user335	1984	0.0	2.0	0.0	3.0	1.0	15.0			11.0	18.0							0.0	1.0	0.0	1.0	0.0	3.0
user336	1988	1.0	0.0	6.0	1.0	1.0	37.0	0.0	2.0	78.0	50.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	20.0	2.0	8.0	1.0	1.0
user337	1978	0.0	1.0	0.0	1.0	0.0	22.0			2.0	38.0			1.0	0.0			0.0	3.0	0.0	1.0	0.0	1.0
user338	1983	0.0	1.0	1.0	0.0	0.0	10.0	0.0	1.0	42.0	12.0							0.0	2.0	0.0	6.0	2.0	3.0
user339	1978	0.0	1.0	6.0	0.0	7.0	38.0	1.0	3.0	281.0	14.0			1.0	0.0	2.0	0.0	1.0	24.0	1.0	3.0	1.0	7.0
user340	1982	0.0	2.0			0.0	22.0	0.0	2.0	6.0	42.0							0.0	6.0				
user341	1974	0.0	1.0	0.0	1.0	0.0	11.0			2.0	42.0	1.0	0.0					0.0	4.0			0.0	4.0
user342	1990	1.0	0.0	0.0	1.0	0.0	9.0	0.0	3.0	5.0	66.0	1.0	0.0					0.0	2.0	0.0	4.0	1.0	2.0
user343	1986	0.0	1.0	1.0	0.0	1.0	1.0			2.0	1.0												
user344	1971	0.0	1.0	1.0	0.0	1.0	13.0			8.0	33.0							0.0	1.0	0.0	1.0	0.0	6.0
user345	1985	1.0	1.0	1.0	4.0	1.0	30.0	0.0	4.0	3.0	82.0	4.0	1.0	2.0	0.0			1.0	12.0	0.0	2.0	0.0	6.0
user346	1989	1.0	0.0	2.0	1.0	2.0	6.0	2.0	2.0	17.0	44.0							0.0	7.0	1.0	0.0	0.0	3.0
user347	1983	0.0	1.0	4.0	2.0	2.0	26.0	2.0	6.0	19.0	150.0	13.0	1.0	1.0	0.0	2.0	0.0	0.0	13.0	0.0	2.0	0.0	8.0
user348	1981	0.0	1.0			0.0	5.0			0.0	17.0							0.0	2.0				
user349	1982	0.0	1.0	1.0	1.0	0.0	6.0	0.0	1.0	3.0	6.0			1.0	0.0			0.0	4.0	0.0	5.0		
user350	1979	0.0	1.0	0.0	2.0	0.0	15.0			6.0	34.0							0.0	3.0	0.0	3.0	2.0	1.0
user351	1982	1.0	0.0	2.0	2.0	0.0	15.0	0.0	2.0	45.0	12.0	1.0	0.0					0.0	14.0			1.0	1.0
user352	1985	0.0	1.0	3.0	17.0	0.0	62.0	0.0	1.0	143.0	199.0	1.0	0.0	11.0	0.0			0.0	20.0	0.0	8.0	0.0	5.0
user353	1979	0.0	1.0	9.0	7.0	1.0	21.0	0.0	13.0	0.0	185.0	1.0	2.0	2.0	0.0			0.0	12.0	1.0	5.0	1.0	13.0
user354	1974	0.0	1.0	1.0	0.0	0.0	4.0			8.0	5.0							0.0	4.0	0.0	1.0		
user355	1980	0.0	1.0	1.0	0.0	0.0	11.0	1.0	0.0	43.0	16.0							0.0	4.0	0.0	2.0	0.0	1.0
user356	1984	1.0	0.0	1.0	0.0	0.0	15.0			22.0	3.0							0.0	3.0	0.0	8.0	3.0	0.0
user357	1986	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	5.0	68.0			1.0	0.0			0.0	1.0	0.0	3.0	0.0	1.0
user358	1981	0.0	1.0			0.0	5.0			6.0	2.0							0.0	1.0			0.0	3.0
user359	1977	0.0	3.0	0.0	2.0	0.0	9.0			4.0	15.0							0.0	2.0	1.0	6.0		
user360	1974	0.0	1.0	0.0	2.0	0.0	26.0	0.0	8.0	3.0	77.0	1.0	0.0	1.0	0.0			0.0	7.0	0.0	7.0		
user361	1978	0.0	1.0			0.0	12.0			2.0	8.0							0.0	3.0			1.0	0.0
user362	1975	0.0	1.0	18.0	11.0	1.0	96.0	1.0	6.0	27.0	203.0			1.0	0.0			0.0	27.0	0.0	47.0	5.0	5.0
user363	1976	0.0	3.0	1.0	22.0	0.0	32.0	0.0	1.0	64.0	15.0	0.0	7.0					0.0	14.0	0.0	10.0	0.0	2.0
user364	1989	0.0	1.0			0.0	2.0	0.0	2.0	4.0	10.0	3.0	0.0					0.0	4.0			0.0	1.0
user365	1985	0.0	1.0	0.0	3.0	0.0	37.0	0.0	1.0	5.0	112.0			1.0	1.0			0.0	11.0	0.0	16.0	0.0	8.0
user366	1985	0.0	1.0	0.0	2.0	0.0	37.0	0.0	1.0	19.0	19.0			1.0	0.0			0.0	8.0	0.0	6.0	0.0	6.0
user367	1987	1.0	0.0	1.0	0.0	0.0	6.0	0.0	2.0	3.0	17.0			1.0	0.0			0.0	2.0	1.0	0.0	1.0	0.0
user368	1982	0.0	1.0			0.0	2.0	2.0	0.0	11.0	0.0							1.0	1.0				
user369	1978	1.0	0.0	1.0	0.0	0.0	10.0	0.0	1.0	31.0	3.0							0.0	2.0	0.0	4.0	1.0	0.0
user370	1986	0.0	1.0			0.0	9.0			3.0	6.0			2.0	0.0			0.0	3.0	0.0	1.0		
user371	1987	0.0	1.0	0.0	1.0	0.0	6.0			0.0	4.0			1.0	1.0					0.0	4.0	0.0	2.0
user372	1990	0.0	1.0							1.0	7.0											0.0	1.0
user373	1991	1.0	1.0	1.0	0.0	1.0	1.0			24.0	4.0												
user374	1986	1.0	0.0	3.0	5.0	3.0	44.0	0.0	1.0	23.0	20.0			5.0	0.0			0.0	10.0	4.0	19.0	6.0	18.0
user375	1979	0.0	1.0	0.0	2.0	1.0	31.0	0.0	5.0	0.0	12.0	1.0	0.0			0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0
user376	1984	0.0	1.0	0.0	2.0	0.0	19.0			1.0	26.0							0.0	2.0	0.0	2.0	0.0	2.0
user377	1977	0.0	1.0	1.0	2.0	0.0	20.0	0.0	3.0	10.0	50.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	6.0	1.0	2.0	1.0	4.0
user378	1980	1.0	0.0	3.0	4.0	2.0	28.0	2.0	2.0	5.0	90.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	16.0	0.0	5.0	0.0	3.0
user379	1987	0.0	1.0			0.0	9.0	1.0	0.0	7.0	66.0			1.0	0.0			0.0	6.0	0.0	2.0	1.0	1.0
user380	1984	0.0	1.0							2.0	1.0												
user381	1980	1.0	0.0	0.0	1.0	1.0	6.0	0.0	1.0	16.0	0.0							0.0	1.0				
user382	1980	0.0	1.0	1.0	2.0	4.0	16.0	0.0	4.0	85.0	27.0			1.0	0.0			0.0	7.0	0.0	1.0	0.0	2.0
user383	1974	0.0	7.0			0.0	14.0	0.0	1.0	5.0	27.0							0.0	3.0	0.0	3.0	0.0	4.0
user384	1976	0.0	1.0	2.0	4.0	0.0	37.0	1.0	0.0	11.0	176.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	10.0	0.0	2.0	1.0	2.0
user385	1979	0.0	2.0			0.0	9.0	0.0	4.0	8.0	5.0	1.0	0.0					0.0	1.0				
user386	1975	0.0	1.0			0.0	2.0	0.0	4.0														
user387	1976	1.0	1.0			0.0	4.0			10.0	1.0									0.0	2.0	0.0	1.0
user388	1982	1.0	0.0	1.0	1.0	0.0	5.0	0.0	1.0	4.0	9.0			1.0	0.0			0.0	1.0	0.0	5.0		
user389	1982	0.0	2.0			0.0	2.0			0.0	6.0	0.0	1.0										
user390	1972	0.0	3.0	6.0	6.0	0.0	22.0	0.0	4.0	3.0	42.0	1.0	1.0	2.0	0.0			0.0	11.0	0.0	7.0	1.0	4.0
user391	1983	1.0	0.0	0.0	2.0	2.0	51.0	3.0	3.0	66.0	4.0	1.0	0.0	3.0	0.0			0.0	16.0	0.0	6.0	2.0	5.0
user392	1980	0.0	1.0	0.0	3.0	0.0	11.0	0.0	2.0	8.0	33.0			1.0	0.0			0.0	4.0	0.0	1.0	0.0	1.0
user393	1975	1.0	0.0	1.0	1.0	2.0	4.0	1.0	1.0	8.0	0.0	1.0	0.0					1.0	3.0	1.0	0.0		
user394	1977	0.0	1.0			0.0	2.0	1.0	0.0	1.0	1.0							0.0	2.0	0.0	2.0		
user395	1979	0.0	1.0	0.0	5.0	0.0	17.0	0.0	2.0	9.0	55.0	1.0	0.0			1.0	0.0	0.0	5.0	2.0	6.0	1.0	2.0
user396	1974	0.0	2.0	2.0	9.0	0.0	26.0	1.0	4.0	16.0	31.0	1.0	0.0			1.0	0.0	0.0	10.0	0.0	7.0		
user397	1967	0.0	1.0	1.0	0.0			1.0	0.0	2.0	0.0												
user398	1978	0.0	1.0							1.0	2.0												
user399	1981	0.0	2.0	0.0	3.0	0.0	7.0	0.0	1.0	3.0	14.0							0.0	1.0			0.0	1.0
user400	1978	0.0	1.0	1.0	1.0	1.0	8.0	0.0	2.0	1.0	16.0							0.0	4.0	0.0	1.0		
user401	1976			2.0	21.0	2.0	97.0	0.0	2.0	113.0	6.0	2.0	0.0	3.0	0.0	3.0	0.0	0.0	19.0	1.0	17.0	1.0	16.0
user402	1975			0.0	1.0					4.0	0.0											1.0	0.0
user403	1969			3.0	0.0	2.0	2.0	1.0	1.0	33.0	0.0									0.0	1.0	1.0	1.0
user404	1987			0.0	1.0	0.0	3.0			3.0	12.0							0.0	1.0				
user405	1980			3.0	1.0	4.0	13.0	0.0	2.0	14.0	35.0	1.0	0.0	1.0	0.0			0.0	6.0	1.0	8.0	1.0	3.0
user406	1968			1.0	0.0					1.0	0.0												
user407	1974			0.0	2.0	0.0	24.0	0.0	2.0	33.0	6.0			1.0	2.0			0.0	2.0				
user408	1971			0.0	1.0	0.0	7.0	0.0	1.0	5.0	5.0					2.0	0.0	0.0	4.0				
user409	1965			5.0	6.0	2.0	39.0	1.0	6.0	116.0	31.0	2.0	0.0	5.0	1.0	5.0	3.0	1.0	15.0	1.0	5.0	7.0	14.0
user410	1961			1.0	2.0	0.0	25.0			20.0	3.0							0.0	3.0	0.0	1.0		
user411	1983			0.0	4.0	0.0	14.0	1.0	0.0	15.0	32.0	0.0	2.0	1.0	1.0			0.0	8.0	1.0	1.0	0.0	5.0
user412	1985			2.0	12.0	0.0	61.0	2.0	1.0	65.0	33.0	2.0	0.0	5.0	1.0	1.0	0.0	0.0	5.0	0.0	13.0	0.0	10.0
user413	1986			1.0	2.0	0.0	10.0			3.0	14.0			1.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0
user414	1986			0.0	3.0	0.0	26.0	0.0	1.0	5.0	68.0	1.0	2.0			1.0	0.0	0.0	6.0	0.0	5.0	0.0	4.0
user415	1979			6.0	2.0	4.0	68.0	1.0	0.0	57.0	71.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	11.0	2.0	6.0	0.0	5.0
user416	1972			3.0	10.0	2.0	25.0	0.0	2.0	166.0	7.0			1.0	0.0	2.0	0.0			0.0	5.0	1.0	5.0
