period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Emeli	1954		16.0	0.0	16.0	0.0	1.0
	Jennie med ie	1976		39.0	0.0	39.0	0.0	1.0
	JAG är BÄST	1973		20.0	0.0	20.0	0.0	1.0
	Gladhannapanna	1972		17.0	0.0	17.0	0.0	1.0
	Anatha	1979		11.0	0.0	11.0	0.0	1.0
	Mopsan	1987		10.0	0.0	10.0	0.0	1.0
	Pallas	1974		37.0	0.0	37.0	0.0	1.0
	solstraalen	1982		19.0	0.0	19.0	0.0	1.0
	Pochahontas	1974		17.0	0.0	17.0	0.0	1.0
	CeeJay	1973		21.0	0.0	21.0	0.0	1.0
	Beckah82	1983		65.0	0.0	65.0	0.0	1.0
	Butterscotch	1975		28.0	0.0	28.0	0.0	1.0
	SuzR	1982		20.0	0.0	20.0	0.0	1.0
	Dorian Ertymexx	1973		336.0	0.0	336.0	0.0	1.0
	Miss Cee	1981		24.0	0.0	24.0	0.0	1.0
	Mornie Alantie	1987		21.0	0.0	21.0	0.0	1.0
	Lavish	1986		26.0	0.0	26.0	0.0	1.0
	AnnaKlara	1971		12.0	0.0	12.0	0.0	1.0
	Geshia	1981		19.0	0.0	19.0	0.0	1.0
	mirre67	1968		22.0	0.0	22.0	0.0	1.0
	idiblon	1982		17.0	0.0	17.0	0.0	1.0
	ajmaj	1975		10.0	0.0	10.0	0.0	1.0
	hotten	1975		14.0	0.0	14.0	0.0	1.0
	Doktorn	1972		11.0	0.0	11.0	0.0	1.0
	Tant Groda	1983		15.0	0.0	15.0	0.0	1.0
	Lajkie	1987		22.0	0.0	22.0	0.0	1.0
	pluvdo	1987		14.0	0.0	14.0	0.0	1.0
	Tilcha	1985		10.0	0.0	10.0	0.0	1.0
	ModestyB	1982		13.0	0.0	13.0	0.0	1.0
	Xay1de	1982		12.0	0.0	12.0	0.0	1.0
	RiNan	1984		11.0	0.0	11.0	0.0	1.0
	mandrarinen	1987		12.0	0.0	12.0	0.0	1.0
	CuteElliz	1988		11.0	0.0	11.0	0.0	1.0
	Insatt	1982		15.0	0.0	15.0	0.0	1.0
	LHUF	1980		12.0	0.0	12.0	0.0	1.0
	abuelita	1951		65.0	0.0	65.0	0.0	1.0
	modestyclara	1979		26.0	0.0	26.0	0.0	1.0
	astro	1978		17.0	0.0	17.0	0.0	1.0
	Krake	1961		10.0	0.0	10.0	0.0	1.0
	Jungblom	1986		13.0	0.0	13.0	0.0	1.0
	Vintersol80	1981		10.0	0.0	10.0	0.0	1.0
	AW76	1977		15.0	0.0	15.0	0.0	1.0
	Hormonermedhumör	1979		10.0	0.0	10.0	0.0	1.0
	Emmel	1973		22.0	0.0	22.0	0.0	1.0
	LA Woman	1975		13.0	0.0	13.0	0.0	1.0
	Mummyfied	1990		19.0	0.0	19.0	0.0	1.0
	saltflingan	1990		13.0	0.0	13.0	0.0	1.0
	guldplutt	1971		15.0	0.0	15.0	0.0	1.0
	fruganL	1990		39.0	0.0	39.0	0.0	1.0
	TessaS	1974		32.0	0.0	32.0	0.0	1.0
	morotsland	1981		15.0	0.0	15.0	0.0	1.0
	Calles matte	1979		12.0	0.0	12.0	0.0	1.0
	Ablan	1986		11.0	0.0	11.0	0.0	1.0
	castillo	1988		10.0	0.0	10.0	0.0	1.0
	Sofiech78	1979		12.0	0.0	12.0	0.0	1.0
	AmandaBrun	1985		11.0	0.0	11.0	0.0	1.0
	Lorelei	1978		12.0	0.0	12.0	0.0	1.0
	Marlene	1967		11.0	0.0	11.0	0.0	1.0
	crazy hannah	1987		10.0	0.0	10.0	0.0	1.0
	LillaLoppanT	1981		11.0	0.0	11.0	0.0	1.0
	Kerstin	1985		26.0	0.0	26.0	0.0	1.0
	BrödernaBus	1980		13.0	0.0	13.0	0.0	1.0
	NadiaMi	1975		86.0	0.0	86.0	0.0	1.0
