period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	saltflingan	1990	4	23.0	7.0	16.0	0.30434782608695654	0.6956521739130435	9
	allakantralla	1976	3	10.0	1.0	9.0	0.1	0.9	6
	Min högsta önskan	1979	3	11.0	2.0	9.0	0.18181818181818182	0.8181818181818182	7
	2babiesmom	1983	4	11.0	0.0	11.0	0.0	1.0	8
	Tussebus	1977	3	10.0	0.0	10.0	0.0	1.0	6
	Stumpan84	1985	4	11.0	0.0	11.0	0.0	1.0	8
	Lajkie	1987	4	14.0	0.0	14.0	0.0	1.0	8
	aprilfamilj	1987	4	11.0	3.0	8.0	0.2727272727272727	0.7272727272727273	8
	honeybunches	1982	3	18.0	0.0	18.0	0.0	1.0	7
	IsaCMoJs	1983	4	23.0	6.0	17.0	0.2608695652173913	0.7391304347826086	8
	astro	1978	3	23.0	0.0	23.0	0.0	1.0	7
	Glaadis	1976	3	16.0	7.0	9.0	0.4375	0.5625	6
	Maddisen80	1981	3	22.0	2.0	20.0	0.09090909090909091	0.9090909090909091	7
	Lavish	1986	4	17.0	3.0	14.0	0.17647058823529413	0.8235294117647058	8
	Rastafairy	1987	4	10.0	1.0	9.0	0.1	0.9	8
	FreeForAll	1984	4	14.0	0.0	14.0	0.0	1.0	8
	svischan	1983	4	16.0	1.0	15.0	0.0625	0.9375	8
	solskina	1971	2	11.0	2.0	9.0	0.18181818181818182	0.8181818181818182	5
	gmt	1987	4	10.0	8.0	2.0	0.8	0.2	8
	Livshlädje	1974	3	22.0	0.0	22.0	0.0	1.0	6
	Amulett	1976	3	10.0	4.0	6.0	0.4	0.6	6
	Tattyn	1978	3	22.0	0.0	22.0	0.0	1.0	7
	NadiaMi	1975	3	75.0	1.0	74.0	0.013333333333333334	0.9866666666666667	6
	modestyclara	1979	3	20.0	0.0	20.0	0.0	1.0	7
	fabler	1964	2	12.0	0.0	12.0	0.0	1.0	4
	Grönögat	1989	4	19.0	15.0	4.0	0.7894736842105263	0.21052631578947367	9
	Emmel	1973	3	14.0	2.0	12.0	0.14285714285714285	0.8571428571428571	6
	kate79	1980	3	10.0	1.0	9.0	0.1	0.9	7
	morotsland	1981	3	14.0	6.0	8.0	0.42857142857142855	0.5714285714285714	7
	Ablan	1986	4	14.0	12.0	2.0	0.8571428571428571	0.14285714285714285	8
	5 barnsmamman	1979	3	44.0	27.0	17.0	0.6136363636363636	0.38636363636363635	7
	Damien och Adrian	1973	3	18.0	0.0	18.0	0.0	1.0	6
	Tyrell	1973	3	30.0	3.0	27.0	0.1	0.9	6
	yodi	1980	3	10.0	7.0	3.0	0.7	0.3	7
	TheCoopers	1976	3	11.0	1.0	10.0	0.09090909090909091	0.9090909090909091	6
	sleeping angel	1984	4	12.0	7.0	5.0	0.5833333333333334	0.4166666666666667	8
	Bejje	1982	3	10.0	4.0	6.0	0.4	0.6	7
	mandelblomma	1990	4	17.0	4.0	13.0	0.23529411764705882	0.7647058823529411	9
	castillo	1988	4	12.0	1.0	11.0	0.08333333333333333	0.9166666666666666	9
	nonayti	1983	4	15.0	1.0	14.0	0.06666666666666667	0.9333333333333333	8
	Näckros	1986	4	10.0	9.0	1.0	0.9	0.1	8
	jaghetersophia	1983	4	13.0	5.0	8.0	0.38461538461538464	0.6153846153846154	8
	Aaglars	1971	2	11.0	1.0	10.0	0.09090909090909091	0.9090909090909091	5
	Ett två tre	1986	4	46.0	0.0	46.0	0.0	1.0	8
	FallenMadonnaWithTheBigBoobies	1975	3	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	6
	Gladabarnensmamma	1983	4	24.0	1.0	23.0	0.041666666666666664	0.9583333333333334	8
	YayasMami	1989	4	10.0	0.0	10.0	0.0	1.0	9
	Trulsa1985	1986	4	10.0	2.0	8.0	0.2	0.8	8
	Floff	1983	4	17.0	2.0	15.0	0.11764705882352941	0.8823529411764706	8
	Trillian80	1986	4	24.0	6.0	18.0	0.25	0.75	8
	AmandaBrun	1985	4	17.0	2.0	15.0	0.11764705882352941	0.8823529411764706	8
	sursocka	1982	3	10.0	1.0	9.0	0.1	0.9	7
	Mirren	1978	3	12.0	2.0	10.0	0.16666666666666666	0.8333333333333334	7
	pojkens	1975	3	20.0	0.0	20.0	0.0	1.0	6
	sol1	1984	4	13.0	0.0	13.0	0.0	1.0	8
	nötskrikan	1978	3	32.0	0.0	32.0	0.0	1.0	7
	Kina79	1980	3	10.0	0.0	10.0	0.0	1.0	7
	tessan27	1978	3	10.0	2.0	8.0	0.2	0.8	7
	passau	1977	3	11.0	0.0	11.0	0.0	1.0	6
	AW76	1977	3	13.0	5.0	8.0	0.38461538461538464	0.6153846153846154	6
	lillabebben	1980	3	17.0	0.0	17.0	0.0	1.0	7
	mithrandil	1983	4	55.0	3.0	52.0	0.05454545454545454	0.9454545454545454	8
	allt och lite till	1988	4	15.0	0.0	15.0	0.0	1.0	9
	Joje	1975	3	10.0	5.0	5.0	0.5	0.5	6
	fruganL	1990	4	11.0	1.0	10.0	0.09090909090909091	0.9090909090909091	9
	guldplutt	1971	2	24.0	5.0	19.0	0.20833333333333334	0.7916666666666666	5
	Mamma1988	1989	4	18.0	8.0	10.0	0.4444444444444444	0.5555555555555556	9
	Jungblom	1986	4	11.0	2.0	9.0	0.18181818181818182	0.8181818181818182	8
	IdaN	1986	4	13.0	3.0	10.0	0.23076923076923078	0.7692307692307693	8
	annie80	1981	3	20.0	2.0	18.0	0.1	0.9	7
	bubbelmaja	1978	3	12.0	0.0	12.0	0.0	1.0	7
	Lilla Morran	1984	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	8
	lisadragon	1985	4	21.0	3.0	18.0	0.14285714285714285	0.8571428571428571	8
	Vaja	1979	3	10.0	0.0	10.0	0.0	1.0	7
	JennyL29	1980	3	24.0	7.0	17.0	0.2916666666666667	0.7083333333333334	7
	Acelise	1984	4	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	8
	kicki08	1978	3	47.0	0.0	47.0	0.0	1.0	7
	mellieB	1988	4	20.0	3.0	17.0	0.15	0.85	9
	Mania x2	1978	3	27.0	5.0	22.0	0.18518518518518517	0.8148148148148148	7
	Lilla Fjun	1978	3	11.0	2.0	9.0	0.18181818181818182	0.8181818181818182	7
	hejsvej	1983	4	19.0	6.0	13.0	0.3157894736842105	0.6842105263157895	8
	Heureka	1975	3	15.0	7.0	8.0	0.4666666666666667	0.5333333333333333	6
	pamilya	1986	4	11.0	0.0	11.0	0.0	1.0	8
	jesslin	1973	3	12.0	0.0	12.0	0.0	1.0	6
	solstraalen	1982	3	12.0	1.0	11.0	0.08333333333333333	0.9166666666666666	7
	josse83	1984	4	14.0	2.0	12.0	0.14285714285714285	0.8571428571428571	8
	Buggster	1989	4	10.0	0.0	10.0	0.0	1.0	9
	cirkel	1975	3	17.0	2.0	15.0	0.11764705882352941	0.8823529411764706	6
	GRO68	1969	2	10.0	1.0	9.0	0.1	0.9	5
	Mamma Tes	1982	3	11.0	4.0	7.0	0.36363636363636365	0.6363636363636364	7
	fru smurf	1979	3	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	7
	Bondfia	1972	2	24.0	8.0	16.0	0.3333333333333333	0.6666666666666666	5
	Granada	1975	3	19.0	2.0	17.0	0.10526315789473684	0.8947368421052632	6
	Stella 78	1979	3	16.0	0.0	16.0	0.0	1.0	7
	abuelita	1951	1	53.0	3.0	50.0	0.05660377358490566	0.9433962264150944	1
	lerumstessan	1983	4	10.0	0.0	10.0	0.0	1.0	8
	Kanejl	1982	3	13.0	0.0	13.0	0.0	1.0	7
	BrödernaBus	1980	3	29.0	0.0	29.0	0.0	1.0	7
	Kyssen	1984	4	10.0	1.0	9.0	0.1	0.9	8
	Fangoria	1982	3	12.0	0.0	12.0	0.0	1.0	7
	lottizm	1985	4	14.0	0.0	14.0	0.0	1.0	8
	angiee	1975	3	10.0	1.0	9.0	0.1	0.9	6
	Baypower	1977	3	18.0	0.0	18.0	0.0	1.0	6
	Jimps	1981	3	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	7
	korvmedbröd	1988	4	12.0	2.0	10.0	0.16666666666666666	0.8333333333333334	9
	timoteja00	1983	4	16.0	0.0	16.0	0.0	1.0	8
