period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Camarogirl	1971		3.0	0.0	3.0	0.0	1.0
	Emeli	1954		7.0	7.0	0.0	1.0	0.0
	Mara	1974		4.0	3.0	1.0	0.75	0.25
	Smulan1973	1974		1.0	1.0	0.0	1.0	0.0
	annajo	1978		1.0	1.0	0.0	1.0	0.0
	Diwa	1974		3.0	1.0	2.0	0.3333333333333333	0.6666666666666666
	Vildrosen	1971		2.0	2.0	0.0	1.0	0.0
	JAG är BÄST	1973		2.0	2.0	0.0	1.0	0.0
	hymafr	1965		8.0	5.0	3.0	0.625	0.375
	Lena	1980		4.0	4.0	0.0	1.0	0.0
	solstraalen	1982		2.0	2.0	0.0	1.0	0.0
	Houdini	1966		2.0	2.0	0.0	1.0	0.0
	stormfågel	1980		1.0	1.0	0.0	1.0	0.0
	Pochahontas	1974		1.0	1.0	0.0	1.0	0.0
	Betty Boop	1974		1.0	1.0	0.0	1.0	0.0
	BeccaStina	1987		1.0	1.0	0.0	1.0	0.0
	Butterscotch	1975		8.0	8.0	0.0	1.0	0.0
	Gladabarnensmamma	1983		1.0	1.0	0.0	1.0	0.0
	Farth Vader	1974		1.0	1.0	0.0	1.0	0.0
	AnnaKlara	1971		3.0	2.0	1.0	0.6666666666666666	0.3333333333333333
	hundpuss	1988		3.0	3.0	0.0	1.0	0.0
	Dorian Ertymexx	1973		48.0	46.0	2.0	0.9583333333333334	0.041666666666666664
	Pallas	1974		36.0	17.0	19.0	0.4722222222222222	0.5277777777777778
	Beckah82	1983		21.0	21.0	0.0	1.0	0.0
	Jennie med ie	1976		3.0	3.0	0.0	1.0	0.0
	pumpkinpie	1984		2.0	2.0	0.0	1.0	0.0
	Madelene0	1986		2.0	2.0	0.0	1.0	0.0
	Lavish	1986		9.0	9.0	0.0	1.0	0.0
	Miss Cee	1981		20.0	20.0	0.0	1.0	0.0
	Gothica	1975		1.0	1.0	0.0	1.0	0.0
	MariaWe	1981		2.0	2.0	0.0	1.0	0.0
	Maline	1973		2.0	2.0	0.0	1.0	0.0
	idiblon	1982		3.0	2.0	1.0	0.6666666666666666	0.3333333333333333
	Amy1983	1984		6.0	5.0	1.0	0.8333333333333334	0.16666666666666666
	Filemon Syklon	1965		1.0	1.0	0.0	1.0	0.0
	Mooki	1975		1.0	1.0	0.0	1.0	0.0
	CeeJay	1973		2.0	2.0	0.0	1.0	0.0
	musli	1972		1.0	1.0	0.0	1.0	0.0
	KickanAnnika	1975		1.0	1.0	0.0	1.0	0.0
	Norpan81	1982		1.0	1.0	0.0	1.0	0.0
