period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	JAG är BÄST	1973		22.0	1.0	21.0	0.045454545454545456	0.9545454545454546
	Butterscotch	1975		10.0	0.0	10.0	0.0	1.0
	Lajkie	1987		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
	allakantralla	1976		12.0	0.0	12.0	0.0	1.0
	musli	1972		10.0	0.0	10.0	0.0	1.0
	AAEV	1987		16.0	0.0	16.0	0.0	1.0
	Gravid 89	1990		24.0	0.0	24.0	0.0	1.0
	Miss Cee	1981		11.0	8.0	3.0	0.7272727272727273	0.2727272727272727
	Pallas	1974		28.0	0.0	28.0	0.0	1.0
	Geshia	1981		10.0	2.0	8.0	0.2	0.8
	Multignutten	1980		10.0	0.0	10.0	0.0	1.0
	BabyJia	1985		10.0	0.0	10.0	0.0	1.0
	Saltlakrits	1984		18.0	8.0	10.0	0.4444444444444444	0.5555555555555556
	CeeJay	1973		12.0	11.0	1.0	0.9166666666666666	0.08333333333333333
	Jenny28	1976		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	Isabelles85	1986		11.0	0.0	11.0	0.0	1.0
	Ett två tre	1986		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
	5 barnsmamman	1979		13.0	0.0	13.0	0.0	1.0
	LHUF	1980		13.0	3.0	10.0	0.23076923076923078	0.7692307692307693
	Caeruleus	1979		19.0	5.0	14.0	0.2631578947368421	0.7368421052631579
	Helene70	1971		22.0	0.0	22.0	0.0	1.0
	modestyclara	1979		13.0	2.0	11.0	0.15384615384615385	0.8461538461538461
	Beckah82	1983		10.0	3.0	7.0	0.3	0.7
	Dorian Ertymexx	1973		19.0	7.0	12.0	0.3684210526315789	0.631578947368421
	Sarah H	1980		10.0	3.0	7.0	0.3	0.7
	AW76	1977		12.0	4.0	8.0	0.3333333333333333	0.6666666666666666
	elinville	1981		17.0	0.0	17.0	0.0	1.0
	Mijjo	1971		10.0	0.0	10.0	0.0	1.0
	Winglur	1989		10.0	0.0	10.0	0.0	1.0
	mithrandil	1983		11.0	0.0	11.0	0.0	1.0
	jesslin	1973		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	honeybunches	1982		10.0	0.0	10.0	0.0	1.0
	lottizm	1985		10.0	1.0	9.0	0.1	0.9
	underverket 06	1971		15.0	3.0	12.0	0.2	0.8
	Hedi	1966		13.0	8.0	5.0	0.6153846153846154	0.38461538461538464
	nikki2006	1967		22.0	1.0	21.0	0.045454545454545456	0.9545454545454546
	saltflingan	1990		10.0	0.0	10.0	0.0	1.0
	abuelita	1951		32.0	6.0	26.0	0.1875	0.8125
	fru smurf	1979		13.0	0.0	13.0	0.0	1.0
	LillaLoppanT	1981		11.0	0.0	11.0	0.0	1.0
	Damien och Adrian	1973		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	Mania x2	1978		21.0	21.0	0.0	1.0	0.0
	Mirren	1978		18.0	14.0	4.0	0.7777777777777778	0.2222222222222222
	Mammelutten	1972		11.0	0.0	11.0	0.0	1.0
	MissHellen	1984		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
	högbergarna	1979		10.0	1.0	9.0	0.1	0.9
	Myra	1973		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
