post_year	username	age	agebin	total	v1abs	v2abs	v3abs	v1rel	v2rel	v3rel
2004	Monky	34	Gen2	39.0	39.0	0.0	0.0	1.0	0.0	0.0
2013	Jargaltai	22	Gen4	44.0	11.0	0.0	33.0	0.25	0.0	0.75
2009	marysoul	21	Gen3	22.0	13.0	0.0	9.0	0.5909090909090909	0.0	0.4090909090909091
2009	MammaMia87	22	Gen3	34.0	8.0	0.0	26.0	0.23529411764705882	0.0	0.7647058823529411
2009	FallenMadonnaWithTheBigBoobies	34	Gen2	87.0	83.0	0.0	4.0	0.9540229885057471	0.0	0.04597701149425287
2008	Tigra79	28	Gen3	11.0	0.0	0.0	11.0	0.0	0.0	1.0
2012	Jojile	26	Gen3	128.0	108.0	3.0	17.0	0.84375	0.0234375	0.1328125
2019	fornminne	42	Gen2	159.0	159.0	0.0	0.0	1.0	0.0	0.0
2007	ebben	37	Gen2	146.0	146.0	0.0	0.0	1.0	0.0	0.0
2006	MayaS	36	Gen2	49.0	49.0	0.0	0.0	1.0	0.0	0.0
2010	livet leker	20	Gen4	49.0	6.0	0.0	43.0	0.12244897959183673	0.0	0.8775510204081632
2007	Kloss	37	Gen2	115.0	115.0	0.0	0.0	1.0	0.0	0.0
2011	CoolJen	31	Gen3	20.0	19.0	0.0	1.0	0.95	0.0	0.05
2009	Cattis40	42	Gen1	19.0	19.0	0.0	0.0	1.0	0.0	0.0
2008	Calles matte	29	Gen2	479.0	469.0	6.0	4.0	0.9791231732776617	0.012526096033402923	0.008350730688935281
2007	MeMayo	34	Gen2	18.0	12.0	0.0	6.0	0.6666666666666666	0.0	0.3333333333333333
2009	RiNan	25	Gen3	169.0	160.0	0.0	9.0	0.9467455621301775	0.0	0.05325443786982249
2009	Winglur	20	Gen3	29.0	3.0	0.0	26.0	0.10344827586206896	0.0	0.896551724137931
2009	Mary Wollstonecraft	31	Gen2	16.0	16.0	0.0	0.0	1.0	0.0	0.0
2008	MariaD	28	Gen3	19.0	0.0	0.0	19.0	0.0	0.0	1.0
2020	Aliona	50	Gen2	76.0	76.0	0.0	0.0	1.0	0.0	0.0
2006	Nisen	36	Gen2	24.0	0.0	24.0	0.0	0.0	1.0	0.0
2006	kate79	26	Gen3	35.0	34.0	0.0	1.0	0.9714285714285714	0.0	0.02857142857142857
2012	SuzR	30	Gen3	29.0	4.0	0.0	25.0	0.13793103448275862	0.0	0.8620689655172413
2012	Naniismamma	20	Gen4	476.0	263.0	0.0	213.0	0.5525210084033614	0.0	0.4474789915966387
2012	twain	42	Gen2	50.0	50.0	0.0	0.0	1.0	0.0	0.0
2009	Lehla	25	Gen3	11.0	0.0	11.0	0.0	0.0	1.0	0.0
2009	regnbågspappan	20	Gen3	104.0	92.0	1.0	11.0	0.8846153846153846	0.009615384615384616	0.10576923076923077
2011	trettioplus	41	Gen2	210.0	210.0	0.0	0.0	1.0	0.0	0.0
2011	riboflavin	26	Gen3	335.0	332.0	0.0	3.0	0.991044776119403	0.0	0.008955223880597015
2010	GRO68	41	Gen1	18.0	0.0	0.0	18.0	0.0	0.0	1.0
2008	Lina86	21	Gen3	46.0	1.0	0.0	45.0	0.021739130434782608	0.0	0.9782608695652174
2012	hymafr	47	Gen1	184.0	184.0	0.0	0.0	1.0	0.0	0.0
2016	Rappakalja	44	Gen2	181.0	180.0	0.0	1.0	0.994475138121547	0.0	0.0055248618784530384
2017	John22	47	Gen2	348.0	348.0	0.0	0.0	1.0	0.0	0.0
2017	Queennr1	47	Gen2	175.0	173.0	0.0	2.0	0.9885714285714285	0.0	0.011428571428571429
2010	Sofia L	25	Gen3	59.0	52.0	0.0	7.0	0.8813559322033898	0.0	0.11864406779661017
2008	Maskot	37	Gen2	159.0	151.0	1.0	7.0	0.949685534591195	0.006289308176100629	0.0440251572327044
2009	Nordie	28	Gen3	23.0	23.0	0.0	0.0	1.0	0.0	0.0
2006	mamma33	27	Gen2	18.0	18.0	0.0	0.0	1.0	0.0	0.0
2011	mammaaug	29	Gen3	47.0	47.0	0.0	0.0	1.0	0.0	0.0
2009	Kloss	39	Gen2	108.0	104.0	0.0	4.0	0.9629629629629629	0.0	0.037037037037037035
2009	ebben	39	Gen2	356.0	356.0	0.0	0.0	1.0	0.0	0.0
2006	Tindrande	23	Gen3	60.0	59.0	0.0	1.0	0.9833333333333333	0.0	0.016666666666666666
2008	mkp	19	Gen3	68.0	65.0	0.0	3.0	0.9558823529411765	0.0	0.04411764705882353
2008	Trikarn	38	Gen2	43.0	43.0	0.0	0.0	1.0	0.0	0.0
2011	Amy1983	27	Gen3	170.0	156.0	0.0	14.0	0.9176470588235294	0.0	0.08235294117647059
2012	1022	42	Gen2	117.0	115.0	0.0	2.0	0.9829059829059829	0.0	0.017094017094017096
2006	Gladhannapanna	34	Gen2	36.0	36.0	0.0	0.0	1.0	0.0	0.0
2006	UWO BaraJag	33	Gen2	10.0	10.0	0.0	0.0	1.0	0.0	0.0
2006	MammaFia	36	Gen2	39.0	39.0	0.0	0.0	1.0	0.0	0.0
2004	delifi2	29	Gen2	135.0	8.0	0.0	127.0	0.05925925925925926	0.0	0.9407407407407408
2007	dorothea	31	Gen2	73.0	69.0	0.0	4.0	0.9452054794520548	0.0	0.0547945205479452
2009	Angelica30	31	Gen2	35.0	5.0	0.0	30.0	0.14285714285714285	0.0	0.8571428571428571
2005	Jossan	35	Gen2	66.0	14.0	5.0	47.0	0.21212121212121213	0.07575757575757576	0.7121212121212122
2009	Kary	27	Gen3	19.0	18.0	0.0	1.0	0.9473684210526315	0.0	0.05263157894736842
2009	GRO68	40	Gen1	26.0	5.0	0.0	21.0	0.19230769230769232	0.0	0.8076923076923077
2010	anzita	50	Gen1	117.0	117.0	0.0	0.0	1.0	0.0	0.0
2011	Cicek	30	Gen3	427.0	426.0	1.0	0.0	0.9976580796252927	0.00234192037470726	0.0
2012	tessum	27	Gen3	39.0	39.0	0.0	0.0	1.0	0.0	0.0
2012	ViVäntarLois	22	Gen4	146.0	145.0	1.0	0.0	0.9931506849315068	0.00684931506849315	0.0
2010	Lilla Jag	26	Gen3	35.0	31.0	1.0	3.0	0.8857142857142857	0.02857142857142857	0.08571428571428572
2010	Lavish	24	Gen3	806.0	508.0	4.0	294.0	0.630272952853598	0.004962779156327543	0.36476426799007444
2010	Denise87	22	Gen3	67.0	43.0	1.0	23.0	0.6417910447761194	0.014925373134328358	0.34328358208955223
2010	Hallonmumsan	23	Gen3	77.0	0.0	4.0	73.0	0.0	0.05194805194805195	0.948051948051948
2005	Fembarnsmorsan	33	Gen2	90.0	88.0	2.0	0.0	0.9777777777777777	0.022222222222222223	0.0
2007	FruLiniz	24	Gen3	34.0	9.0	0.0	25.0	0.2647058823529412	0.0	0.7352941176470589
2007	klurifax	37	Gen2	22.0	21.0	0.0	1.0	0.9545454545454546	0.0	0.045454545454545456
2005	Brodsmulan	27	Gen2	472.0	463.0	0.0	9.0	0.9809322033898306	0.0	0.019067796610169493
2010	mysmamma84	25	Gen3	102.0	85.0	0.0	17.0	0.8333333333333334	0.0	0.16666666666666666
2007	Flissi	37	Gen2	35.0	35.0	0.0	0.0	1.0	0.0	0.0
2006	mammapåheltid	28	Gen2	35.0	1.0	34.0	0.0	0.02857142857142857	0.9714285714285714	0.0
2011	Birgitta2	41	Gen2	168.0	147.0	0.0	21.0	0.875	0.0	0.125
2009	sofiaemma	39	Gen2	29.0	0.0	0.0	29.0	0.0	0.0	1.0
2006	Norrbotten	36	Gen2	200.0	131.0	0.0	69.0	0.655	0.0	0.345
2007	Peda	37	Gen2	21.0	15.0	0.0	6.0	0.7142857142857143	0.0	0.2857142857142857
2005	Tindrande	22	Gen3	44.0	43.0	0.0	1.0	0.9772727272727273	0.0	0.022727272727272728
2006	looser	18	Gen3	42.0	0.0	0.0	42.0	0.0	0.0	1.0
2012	Iida01	21	Gen4	117.0	114.0	1.0	2.0	0.9743589743589743	0.008547008547008548	0.017094017094017096
2009	nathaiie	21	Gen3	65.0	56.0	0.0	9.0	0.8615384615384616	0.0	0.13846153846153847
2017	Rebecca1987	29	Gen3	27.0	14.0	0.0	13.0	0.5185185185185185	0.0	0.48148148148148145
2007	novembersol	26	Gen3	11.0	11.0	0.0	0.0	1.0	0.0	0.0
2007	lampfot	37	Gen2	150.0	148.0	0.0	2.0	0.9866666666666667	0.0	0.013333333333333334
2008	allakantralla	32	Gen2	216.0	198.0	1.0	17.0	0.9166666666666666	0.004629629629629629	0.0787037037037037
2013	Lena	33	Gen3	189.0	189.0	0.0	0.0	1.0	0.0	0.0
2013	hymafr	48	Gen1	160.0	158.0	1.0	1.0	0.9875	0.00625	0.00625
2008	Catha	26	Gen3	34.0	27.0	0.0	7.0	0.7941176470588235	0.0	0.20588235294117646
2009	Marleen	23	Gen3	278.0	277.0	0.0	1.0	0.9964028776978417	0.0	0.0035971223021582736
2013	Ollibolli	30	Gen3	60.0	60.0	0.0	0.0	1.0	0.0	0.0
2013	Hemlig123	43	Gen2	30.0	0.0	0.0	30.0	0.0	0.0	1.0
2009	Emeli	55	Gen1	147.0	136.0	1.0	10.0	0.9251700680272109	0.006802721088435374	0.06802721088435375
2007	Pochahontas	33	Gen2	65.0	9.0	0.0	56.0	0.13846153846153847	0.0	0.8615384615384616
2011	Sofia L	26	Gen3	32.0	30.0	0.0	2.0	0.9375	0.0	0.0625
2008	Farth Vader	34	Gen2	17.0	0.0	0.0	17.0	0.0	0.0	1.0
2008	Yggdrasil	38	Gen2	104.0	98.0	0.0	6.0	0.9423076923076923	0.0	0.057692307692307696
2009	Skahlmann	43	Gen1	53.0	1.0	0.0	52.0	0.018867924528301886	0.0	0.9811320754716981
2009	Linaek	45	Gen1	142.0	48.0	0.0	94.0	0.3380281690140845	0.0	0.6619718309859155
2009	Sooofiiia	39	Gen2	51.0	43.0	1.0	7.0	0.8431372549019608	0.0196078431372549	0.13725490196078433
2004	Tindrande	21	Gen3	40.0	40.0	0.0	0.0	1.0	0.0	0.0
2012	Philippa	42	Gen2	99.0	81.0	0.0	18.0	0.8181818181818182	0.0	0.18181818181818182
2010	Killarnas morsa	38	Gen2	439.0	434.0	0.0	5.0	0.9886104783599089	0.0	0.011389521640091117
2010	Anatha	31	Gen2	224.0	224.0	0.0	0.0	1.0	0.0	0.0
2012	Freksta	26	Gen3	42.0	40.0	0.0	2.0	0.9523809523809523	0.0	0.047619047619047616
2006	Jennie med ie	30	Gen2	175.0	171.0	0.0	4.0	0.9771428571428571	0.0	0.022857142857142857
2008	MissC24	26	Gen3	37.0	2.0	0.0	35.0	0.05405405405405406	0.0	0.9459459459459459
2007	Jennie med ie	31	Gen2	70.0	70.0	0.0	0.0	1.0	0.0	0.0
2009	Örnie	46	Gen1	84.0	84.0	0.0	0.0	1.0	0.0	0.0
2005	msblaise	28	Gen2	43.0	5.0	0.0	38.0	0.11627906976744186	0.0	0.8837209302325582
2014	en blind vän	48	Gen1	55.0	28.0	0.0	27.0	0.509090909090909	0.0	0.4909090909090909
2010	Dalton	24	Gen3	120.0	115.0	0.0	5.0	0.9583333333333334	0.0	0.041666666666666664
2007	Jojjanna	32	Gen2	20.0	20.0	0.0	0.0	1.0	0.0	0.0
2015	muffinsmagen	45	Gen2	27.0	27.0	0.0	0.0	1.0	0.0	0.0
2012	Madame Hoffa	32	Gen3	22.0	20.0	0.0	2.0	0.9090909090909091	0.0	0.09090909090909091
2011	Tittij	33	Gen2	116.0	116.0	0.0	0.0	1.0	0.0	0.0
2008	Smetanina	31	Gen2	46.0	45.0	0.0	1.0	0.9782608695652174	0.0	0.021739130434782608
2008	yodi	28	Gen3	161.0	5.0	0.0	156.0	0.031055900621118012	0.0	0.968944099378882
2005	Fred	35	Gen2	103.0	0.0	0.0	103.0	0.0	0.0	1.0
2005	Pallas	31	Gen2	119.0	113.0	1.0	5.0	0.9495798319327731	0.008403361344537815	0.04201680672268908
2006	klurifax	36	Gen2	26.0	26.0	0.0	0.0	1.0	0.0	0.0
2005	Nicole	35	Gen2	39.0	34.0	0.0	5.0	0.8717948717948718	0.0	0.1282051282051282
2011	Zinara	31	Gen3	15.0	0.0	0.0	15.0	0.0	0.0	1.0
2008	Fembarnsmorsan	36	Gen2	67.0	64.0	3.0	0.0	0.9552238805970149	0.04477611940298507	0.0
2012	Tittij	34	Gen2	151.0	151.0	0.0	0.0	1.0	0.0	0.0
2009	Birgitta2	39	Gen2	302.0	280.0	1.0	21.0	0.9271523178807947	0.0033112582781456954	0.0695364238410596
2009	Alle	39	Gen2	31.0	30.0	1.0	0.0	0.967741935483871	0.03225806451612903	0.0
2013	Philippa	43	Gen2	105.0	82.0	0.0	23.0	0.780952380952381	0.0	0.21904761904761905
2013	Lowika	32	Gen3	70.0	70.0	0.0	0.0	1.0	0.0	0.0
2010	Tittij	32	Gen2	55.0	55.0	0.0	0.0	1.0	0.0	0.0
2008	Mopsan	21	Gen3	86.0	45.0	1.0	40.0	0.5232558139534884	0.011627906976744186	0.46511627906976744
2008	SandraS	24	Gen3	95.0	72.0	0.0	23.0	0.7578947368421053	0.0	0.24210526315789474
2008	smulisen	38	Gen2	250.0	211.0	11.0	28.0	0.844	0.044	0.112
2008	astro	30	Gen2	34.0	34.0	0.0	0.0	1.0	0.0	0.0
2008	LinaEje	41	Gen1	19.0	19.0	0.0	0.0	1.0	0.0	0.0
2006	Pallas	32	Gen2	425.0	417.0	1.0	7.0	0.9811764705882353	0.002352941176470588	0.01647058823529412
2008	Beckah82	25	Gen3	101.0	101.0	0.0	0.0	1.0	0.0	0.0
2013	c89	43	Gen2	93.0	85.0	0.0	8.0	0.9139784946236559	0.0	0.08602150537634409
2013	Lilla Fjun	35	Gen2	14.0	14.0	0.0	0.0	1.0	0.0	0.0
2013	Denise87	25	Gen3	27.0	10.0	17.0	0.0	0.37037037037037035	0.6296296296296297	0.0
2004	Pallas	30	Gen2	36.0	32.0	0.0	4.0	0.8888888888888888	0.0	0.1111111111111111
2010	Calles matte	31	Gen2	148.0	147.0	1.0	0.0	0.9932432432432432	0.006756756756756757	0.0
2012	Insatt	30	Gen3	587.0	584.0	0.0	3.0	0.9948892674616695	0.0	0.005110732538330494
2008	ÄlskadeUnge	21	Gen3	16.0	6.0	0.0	10.0	0.375	0.0	0.625
2010	RiNan	26	Gen3	143.0	143.0	0.0	0.0	1.0	0.0	0.0
2019	Meriall	39	Gen3	128.0	127.0	1.0	0.0	0.9921875	0.0078125	0.0
2014	Nöjd man	51	Gen1	543.0	540.0	0.0	3.0	0.994475138121547	0.0	0.0055248618784530384
2007	bellanbus	37	Gen2	60.0	59.0	1.0	0.0	0.9833333333333333	0.016666666666666666	0.0
2006	Santos	36	Gen2	232.0	14.0	0.0	218.0	0.0603448275862069	0.0	0.9396551724137931
2006	clara02	36	Gen2	49.0	40.0	0.0	9.0	0.8163265306122449	0.0	0.1836734693877551
2012	Jag1977	34	Gen2	199.0	198.0	0.0	1.0	0.9949748743718593	0.0	0.005025125628140704
2010	Gladhannapanna	38	Gen2	30.0	30.0	0.0	0.0	1.0	0.0	0.0
2010	Dramatic Chipmunk	23	Gen3	18.0	18.0	0.0	0.0	1.0	0.0	0.0
2010	Fleur	34	Gen2	13.0	4.0	0.0	9.0	0.3076923076923077	0.0	0.6923076923076923
2010	Philippa	40	Gen2	65.0	58.0	0.0	7.0	0.8923076923076924	0.0	0.1076923076923077
2010	sofiaemma	40	Gen2	14.0	0.0	0.0	14.0	0.0	0.0	1.0
2007	beEMbe	28	Gen2	104.0	101.0	1.0	2.0	0.9711538461538461	0.009615384615384616	0.019230769230769232
2013	Mineralvatten	29	Gen3	408.0	392.0	7.0	9.0	0.9607843137254902	0.01715686274509804	0.022058823529411766
2011	Trötter	41	Gen2	44.0	44.0	0.0	0.0	1.0	0.0	0.0
2006	tempo21	32	Gen2	50.0	50.0	0.0	0.0	1.0	0.0	0.0
2009	FannyN	39	Gen2	193.0	190.0	0.0	3.0	0.9844559585492227	0.0	0.015544041450777202
2007	EN MÄNNISKA	37	Gen2	57.0	24.0	0.0	33.0	0.42105263157894735	0.0	0.5789473684210527
2007	Tummelisa06	27	Gen3	105.0	97.0	0.0	8.0	0.9238095238095239	0.0	0.0761904761904762
2011	CeeJay	38	Gen2	30.0	5.0	0.0	25.0	0.16666666666666666	0.0	0.8333333333333334
2011	Tettan	41	Gen2	40.0	40.0	0.0	0.0	1.0	0.0	0.0
2005	Tricia	25	Gen3	41.0	39.0	0.0	2.0	0.9512195121951219	0.0	0.04878048780487805
2008	5barnsmamman	29	Gen2	39.0	39.0	0.0	0.0	1.0	0.0	0.0
2011	jådåsåatt	27	Gen3	203.0	203.0	0.0	0.0	1.0	0.0	0.0
2011	miljarden	34	Gen2	115.0	115.0	0.0	0.0	1.0	0.0	0.0
2005	Vaja	26	Gen2	10.0	0.0	0.0	10.0	0.0	0.0	1.0
2005	Pyris	27	Gen2	90.0	2.0	0.0	88.0	0.022222222222222223	0.0	0.9777777777777777
2005	tempo21	31	Gen2	18.0	18.0	0.0	0.0	1.0	0.0	0.0
2012	Wimlan	41	Gen2	55.0	53.0	0.0	2.0	0.9636363636363636	0.0	0.03636363636363636
2009	chivasregal	47	Gen1	125.0	119.0	0.0	6.0	0.952	0.0	0.048
2009	Astarte	29	Gen3	85.0	83.0	0.0	2.0	0.9764705882352941	0.0	0.023529411764705882
2009	Snajsan	39	Gen2	32.0	23.0	0.0	9.0	0.71875	0.0	0.28125
2009	basil	32	Gen2	10.0	10.0	0.0	0.0	1.0	0.0	0.0
2018	Drottningen1970	48	Gen2	116.0	114.0	0.0	2.0	0.9827586206896551	0.0	0.017241379310344827
2011	hymafr	46	Gen1	67.0	67.0	0.0	0.0	1.0	0.0	0.0
2011	Lena	31	Gen3	331.0	329.0	0.0	2.0	0.9939577039274925	0.0	0.006042296072507553
2011	sallybuse	51	Gen1	239.0	176.0	0.0	63.0	0.7364016736401674	0.0	0.26359832635983266
2008	mirrebusan	23	Gen3	322.0	305.0	0.0	17.0	0.9472049689440993	0.0	0.052795031055900624
2006	roha	36	Gen2	33.0	7.0	0.0	26.0	0.21212121212121213	0.0	0.7878787878787878
2008	Vaja	29	Gen2	16.0	0.0	0.0	16.0	0.0	0.0	1.0
2007	sanna77	37	Gen2	37.0	37.0	0.0	0.0	1.0	0.0	0.0
2006	Linslusa	21	Gen3	33.0	2.0	0.0	31.0	0.06060606060606061	0.0	0.9393939393939394
2005	Tristan	35	Gen2	208.0	174.0	0.0	34.0	0.8365384615384616	0.0	0.16346153846153846
2009	MariaE	29	Gen3	38.0	0.0	0.0	38.0	0.0	0.0	1.0
2005	LinaEje	38	Gen1	100.0	99.0	0.0	1.0	0.99	0.0	0.01
2007	Toffslan	37	Gen2	12.0	12.0	0.0	0.0	1.0	0.0	0.0
2006	merlot	36	Gen2	75.0	66.0	0.0	9.0	0.88	0.0	0.12
