post_year	username	age	agebin	total	v1abs	v2abs	v3abs	v1rel	v2rel	v3rel
2010	fjonkan	23	20--29	164	9	0	155	0.0548780488	0	0.9451219512
2011	fjonkan	24	20--29	140	22	0	118	0.1571428571	0	0.8428571429
2011	FL Lisa	30	30--39	21	1	0	20	0.0476190476	0	0.9523809524
2008	fläck	26	20--29	29	22	2	5	0.7586206897	0.0689655172	0.1724137931
2009	fläck	27	20--29	28	22	5	1	0.7857142857	0.1785714286	0.0357142857
2010	fläck	28	20--29	70	56	0	14	0.8	0	0.2
2006	Fladdermusen	18	<20	74	59	14	1	0.7972972973	0.1891891892	0.0135135135
2011	Fläderblomman	22	20--29	12	1	11	0	0.0833333333	0.9166666667	0
2014	flambards	31	30--39	26	19	7	0	0.7307692308	0.2692307692	0
2008	Flamma	26	20--29	17	16	1	0	0.9411764706	0.0588235294	0
2009	flashieangel	29	20--29	33	23	0	10	0.696969697	0	0.303030303
2011	flashieangel	31	30--39	36	21	0	15	0.5833333333	0	0.4166666667
2012	fläta	44	40--49	1164	838	317	9	0.7199312715	0.2723367698	0.0077319588
2013	fläta	45	40--49	549	423	126	0	0.7704918033	0.2295081967	0
2007	Fleur	33	30--39	16	1	1	14	0.0625	0.0625	0.875
2009	Fleur	35	30--39	10	6	3	1	0.6	0.3	0.1
2010	Fleur	36	30--39	29	16	2	11	0.5517241379	0.0689655172	0.3793103448
2007	flickmamman	39	30--39	22	19	0	3	0.8636363636	0	0.1363636364
2008	flickmamman	40	40--49	13	11	0	2	0.8461538462	0	0.1538461538
2007	Flingan86	39	30--39	52	38	0	14	0.7307692308	0	0.2692307692
2008	Flingan86	40	40--49	45	28	0	17	0.6222222222	0	0.3777777778
2009	Flisan79	31	30--39	26	21	4	1	0.8076923077	0.1538461538	0.0384615385
2010	Flisan79	32	30--39	38	34	4	0	0.8947368421	0.1052631579	0
2011	Flisan79	33	30--39	114	102	12	0	0.8947368421	0.1052631579	0
2012	Flisan79	34	30--39	374	339	34	1	0.9064171123	0.0909090909	0.0026737968
2013	Flisan79	35	30--39	341	295	45	1	0.8651026393	0.1319648094	0.0029325513
2014	Flisan79	36	30--39	452	394	52	6	0.8716814159	0.1150442478	0.0132743363
2015	Flisan79	37	30--39	46	36	10	0	0.7826086957	0.2173913043	0
2016	Flisan79	38	30--39	162	137	25	0	0.8456790123	0.1543209877	0
2017	Flisan79	39	30--39	17	16	1	0	0.9411764706	0.0588235294	0
2017	Fliselisan	39	30--39	24	19	2	3	0.7916666667	0.0833333333	0.125
2018	Fliselisan	40	40--49	98	71	10	17	0.7244897959	0.1020408163	0.1734693878
2019	Fliselisan	41	40--49	85	68	9	8	0.8	0.1058823529	0.0941176471
2020	Fliselisan	42	40--49	65	50	7	8	0.7692307692	0.1076923077	0.1230769231
2021	Fliselisan	43	40--49	25	16	0	9	0.64	0	0.36
2006	Flissi	38	30--39	34	26	7	1	0.7647058824	0.2058823529	0.0294117647
2007	Flissi	39	30--39	77	63	14	0	0.8181818182	0.1818181818	0
2008	Flissi	40	40--49	18	17	1	0	0.9444444444	0.0555555556	0
2010	Flissi	42	40--49	77	62	15	0	0.8051948052	0.1948051948	0
2011	Flissi	43	40--49	92	83	9	0	0.902173913	0.097826087	0
2012	Flissi	44	40--49	15	12	3	0	0.8	0.2	0
2007	flixflax	33	30--39	50	43	7	0	0.86	0.14	0
2010	flixflax	36	30--39	12	11	1	0	0.9166666667	0.0833333333	0
2009	Floff	28	20--29	40	30	9	1	0.75	0.225	0.025
2011	Floff	30	30--39	37	30	7	0	0.8108108108	0.1891891892	0
2012	Floff	31	30--39	21	17	4	0	0.8095238095	0.1904761905	0
2012	FLovesA	28	20--29	16	5	11	0	0.3125	0.6875	0
2009	flower79	31	30--39	11	9	0	2	0.8181818182	0	0.1818181818
2012	flower79	34	30--39	15	12	0	3	0.8	0	0.2
2014	flower79	36	30--39	10	10	0	0	1	0	0
2018	Fluffer	37	30--39	31	28	0	3	0.9032258065	0	0.0967741935
2012	Fluffig	23	20--29	49	28	5	16	0.5714285714	0.1020408163	0.3265306122
2004	Fluortanten	29	20--29	353	157	9	187	0.4447592068	0.0254957507	0.5297450425
2005	Fluortanten	30	30--39	138	92	19	27	0.6666666667	0.1376811594	0.1956521739
2006	Fluortanten	31	30--39	61	46	8	7	0.7540983607	0.131147541	0.1147540984
2015	FlutterDash	30	30--39	10	7	3	0	0.7	0.3	0
2010	fluu	18	<20	15	11	4	0	0.7333333333	0.2666666667	0
2011	fluu	19	<20	37	33	4	0	0.8918918919	0.1081081081	0
2013	fluu	21	20--29	400	333	67	0	0.8325	0.1675	0
2014	fluu	22	20--29	665	573	91	1	0.8616541353	0.1368421053	0.0015037594
2015	fluu	23	20--29	200	160	40	0	0.8	0.2	0
2016	fluu	24	20--29	65	58	7	0	0.8923076923	0.1076923077	0
2017	fluu	25	20--29	184	136	47	1	0.7391304348	0.2554347826	0.0054347826
2018	fluu	26	20--29	57	44	13	0	0.7719298246	0.2280701754	0
2019	fluu	27	20--29	62	56	6	0	0.9032258065	0.0967741935	0
2020	fluu	28	20--29	90	74	15	1	0.8222222222	0.1666666667	0.0111111111
2021	fluu	29	20--29	23	21	1	1	0.9130434783	0.0434782609	0.0434782609
2015	flygrl	19	<20	127	68	0	59	0.5354330709	0	0.4645669291
2016	flygrl	20	20--29	299	37	1	261	0.1237458194	0.0033444816	0.872909699
2017	flygrl	21	20--29	102	8	0	94	0.0784313725	0	0.9215686275
2018	flygrl	22	20--29	49	1	0	48	0.0204081633	0	0.9795918367
2019	flygrl	23	20--29	161	0	0	161	0	0	1
2020	flygrl	24	20--29	520	2	0	518	0.0038461538	0	0.9961538462
2021	flygrl	25	20--29	53	0	0	53	0	0	1
2012	FMG	25	20--29	18	16	2	0	0.8888888889	0.1111111111	0
2006	fnasket	38	30--39	14	0	0	14	0	0	1
