post_year	username	age	agebin	total	v1abs	v2abs	v3abs	v1rel	v2rel	v3rel
2010	angeni	24	20--29	60	53	7	0	0.8833333333	0.1166666667	0
2011	angeni	25	20--29	14	14	0	0	1	0	0
2012	angeni	26	20--29	26	26	0	0	1	0	0
2009	Angie72	41	40--49	10	10	0	0	1	0	0
2012	angie91	22	20--29	50	35	0	15	0.7	0	0.3
2013	angie91	23	20--29	17	12	0	5	0.7058823529	0	0.2941176471
2012	Angie99	44	40--49	25	16	1	8	0.64	0.04	0.32
2006	angiee	33	30--39	29	5	0	24	0.1724137931	0	0.8275862069
2005	Ängla88	34	30--39	15	13	2	0	0.8666666667	0.1333333333	0
2006	Ängla88	35	30--39	68	54	13	1	0.7941176471	0.1911764706	0.0147058824
2010	ango07	34	30--39	19	17	1	1	0.8947368421	0.0526315789	0.0526315789
2015	anidue	29	20--29	41	35	6	0	0.8536585366	0.1463414634	0
2011	Aniko	37	30--39	109	92	17	0	0.8440366972	0.1559633028	0
2012	Aniko	38	30--39	17	13	4	0	0.7647058824	0.2352941176	0
2011	Anissa	25	20--29	32	24	8	0	0.75	0.25	0
2011	anja1661	30	30--39	10	10	0	0	1	0	0
2011	AnkiC	36	30--39	57	42	11	4	0.7368421053	0.1929824561	0.0701754386
2012	AnkiC	37	30--39	74	59	10	5	0.7972972973	0.1351351351	0.0675675676
2013	AnkiC	38	30--39	47	35	4	8	0.7446808511	0.085106383	0.170212766
2015	AnkiC	40	40--49	44	32	11	1	0.7272727273	0.25	0.0227272727
2016	AnkiC	41	40--49	18	18	0	0	1	0	0
2006	Ankmamman	38	30--39	10	9	1	0	0.9	0.1	0
2006	Anlin	25	20--29	14	14	0	0	1	0	0
2008	Anna Antonio	24	20--29	22	18	0	4	0.8181818182	0	0.1818181818
2007	Anna i Hult	38	30--39	37	31	6	0	0.8378378378	0.1621621622	0
2008	Anna i Hult	39	30--39	36	32	4	0	0.8888888889	0.1111111111	0
2009	Anna i Hult	40	40--49	26	25	1	0	0.9615384615	0.0384615385	0
2010	Anna i Hult	41	40--49	26	22	4	0	0.8461538462	0.1538461538	0
2011	Anna i Hult	42	40--49	31	28	3	0	0.9032258065	0.0967741935	0
2012	Anna i Hult	43	40--49	11	8	3	0	0.7272727273	0.2727272727	0
2013	Anna i Hult	44	40--49	14	14	0	0	1	0	0
2012	Anna J01	27	20--29	29	6	0	23	0.2068965517	0	0.7931034483
2013	Anna J01	28	20--29	10	4	0	6	0.4	0	0.6
2014	Anna J01	29	20--29	24	14	0	10	0.5833333333	0	0.4166666667
2007	anna ruffs	25	20--29	10	8	2	0	0.8	0.2	0
2016	Anna1234	45	40--49	26	24	1	1	0.9230769231	0.0384615385	0.0384615385
2017	Anna1234	46	40--49	14	13	0	1	0.9285714286	0	0.0714285714
2018	Anna1234	47	40--49	24	20	4	0	0.8333333333	0.1666666667	0
2011	Anna1972	42	40--49	32	0	0	32	0	0	1
2012	Anna1972	43	40--49	24	0	0	24	0	0	1
2009	Anna65	41	40--49	11	11	0	0	1	0	0
2010	Anna65	42	40--49	10	10	0	0	1	0	0
2016	anna7607	41	40--49	12	8	1	3	0.6666666667	0.0833333333	0.25
2004	Anna81	24	20--29	15	0	0	15	0	0	1
2006	Anna81	26	20--29	22	1	0	21	0.0454545455	0	0.9545454545
2007	Anna81	27	20--29	12	0	1	11	0	0.0833333333	0.9166666667
2008	Anna81	28	20--29	34	15	0	19	0.4411764706	0	0.5588235294
2009	Anna81	29	20--29	44	9	0	35	0.2045454545	0	0.7954545455
2010	Anna81	30	30--39	21	1	0	20	0.0476190476	0	0.9523809524
2011	Anna81	31	30--39	51	4	0	47	0.0784313725	0	0.9215686275
2012	Anna81	32	30--39	16	0	0	16	0	0	1
2008	anna99	35	30--39	36	36	0	0	1	0	0
2016	annabellelee	48	40--49	29	23	6	0	0.7931034483	0.2068965517	0
2017	annabellelee	49	40--49	142	114	28	0	0.8028169014	0.1971830986	0
2018	annabellelee	50	50--59	310	247	63	0	0.7967741935	0.2032258065	0
2019	annabellelee	51	50--59	333	257	74	2	0.7717717718	0.2222222222	0.006006006
2020	annabellelee	52	50--59	234	172	61	1	0.735042735	0.2606837607	0.0042735043
2021	annabellelee	53	50--59	63	47	16	0	0.746031746	0.253968254	0
2009	AnnaKanna	19	<20	20	18	2	0	0.9	0.1	0
2010	AnnaKanna	20	20--29	15	13	2	0	0.8666666667	0.1333333333	0
2004	AnnaKlara	35	30--39	114	96	17	1	0.8421052632	0.149122807	0.0087719298
2005	AnnaKlara	36	30--39	14	12	2	0	0.8571428571	0.1428571429	0
2006	AnnaKlara	37	30--39	40	35	4	1	0.875	0.1	0.025
2008	AnnaKlara	39	30--39	141	102	29	10	0.7234042553	0.2056737589	0.0709219858
2009	AnnaKlara	40	40--49	10	6	3	1	0.6	0.3	0.1
2010	AnnaKlara	41	40--49	30	28	2	0	0.9333333333	0.0666666667	0
2004	AnnaLi	36	30--39	12	0	0	12	0	0	1
2007	Annamaja	28	20--29	111	3	15	93	0.027027027	0.1351351351	0.8378378378
2008	Annamaja	29	20--29	136	74	4	58	0.5441176471	0.0294117647	0.4264705882
2009	Annamaja	30	30--39	40	18	0	22	0.45	0	0.55
2010	Annamaja	31	30--39	66	56	5	5	0.8484848485	0.0757575758	0.0757575758
2013	Annamaja	34	30--39	19	17	1	1	0.8947368421	0.0526315789	0.0526315789
2011	AnnaMamma	43	40--49	23	0	23	0	0	1	0
2011	annamariahelena72	40	40--49	24	13	4	7	0.5416666667	0.1666666667	0.2916666667
2015	annananonym	47	40--49	135	74	11	50	0.5481481481	0.0814814815	0.3703703704
2016	annananonym	48	40--49	56	34	3	19	0.6071428571	0.0535714286	0.3392857143
2009	annanmamma	41	40--49	48	42	6	0	0.875	0.125	0
2010	annanmamma	42	40--49	14	13	1	0	0.9285714286	0.0714285714	0
2011	annanmamma	43	40--49	21	19	2	0	0.9047619048	0.0952380952	0
2012	annanmamma	44	40--49	13	9	4	0	0.6923076923	0.3076923077	0
2010	Annanym	42	40--49	20	17	3	0	0.85	0.15	0
2005	annapanna77	29	20--29	11	3	0	8	0.2727272727	0	0.7272727273
2005	Annapanna80	26	20--29	10	10	0	0	1	0	0
2006	Annapanna80	27	20--29	21	17	0	4	0.8095238095	0	0.1904761905
2008	Annapanna80	29	20--29	34	25	9	0	0.7352941176	0.2647058824	0
2009	annasara	31	30--39	13	9	1	3	0.6923076923	0.0769230769	0.2307692308
2013	annasara	35	30--39	10	10	0	0	1	0	0
2015	annasv1980	47	40--49	81	57	21	3	0.7037037037	0.2592592593	0.037037037
2009	annawall	35	30--39	16	16	0	0	1	0	0
2010	annawall	36	30--39	10	10	0	0	1	0	0
2014	annawall	40	40--49	18	15	3	0	0.8333333333	0.1666666667	0
2004	Anne M	47	40--49	56	43	7	6	0.7678571429	0.125	0.1071428571
2005	Anne M	48	40--49	28	21	7	0	0.75	0.25	0
2006	Anne M	49	40--49	38	24	13	1	0.6315789474	0.3421052632	0.0263157895
2007	Anne M	50	50--59	35	18	11	6	0.5142857143	0.3142857143	0.1714285714
2011	Anne69	43	40--49	16	13	3	0	0.8125	0.1875	0
2012	Anne69	44	40--49	88	81	7	0	0.9204545455	0.0795454545	0
2013	Anne69	45	40--49	31	28	3	0	0.9032258065	0.0967741935	0
2013	anneliemagnusson	23	20--29	22	11	0	11	0.5	0	0.5
2007	AnneLine	21	20--29	27	20	0	7	0.7407407407	0	0.2592592593
2013	AnneliR	28	20--29	14	0	0	14	0	0	1
2006	AnneLis	18	<20	10	9	1	0	0.9	0.1	0
2007	AnneLis	19	<20	17	11	6	0	0.6470588235	0.3529411765	0
2008	AnneLis	20	20--29	21	14	7	0	0.6666666667	0.3333333333	0
2011	Annemone	28	20--29	17	14	2	1	0.8235294118	0.1176470588	0.0588235294
2012	Anni Me	29	20--29	10	1	0	9	0.1	0	0.9
2003	annica83	20	20--29	13	0	0	13	0	0	1
2004	annica83	21	20--29	12	1	0	11	0.0833333333	0	0.9166666667
2006	annie dark	31	30--39	10	6	4	0	0.6	0.4	0
2010	Annie1982	29	20--29	34	26	8	0	0.7647058824	0.2352941176	0
2005	annie29	37	30--39	16	0	16	0	0	1	0
2006	annie29	38	30--39	12	0	11	1	0	0.9166666667	0.0833333333
2009	annie80	30	30--39	20	0	20	0	0	1	0
2009	anniebananie	28	20--29	13	12	1	0	0.9230769231	0.0769230769	0
2012	Annikaojohan	30	30--39	11	10	0	1	0.9090909091	0	0.0909090909
2006	AnnikaS	38	30--39	12	9	2	1	0.75	0.1666666667	0.0833333333
2008	Anniqa84	25	20--29	29	4	0	25	0.1379310345	0	0.8620689655
2012	annis02	22	20--29	15	10	4	1	0.6666666667	0.2666666667	0.0666666667
2017	Annita	49	40--49	102	80	22	0	0.7843137255	0.2156862745	0
2018	Annita	50	50--59	183	161	21	1	0.8797814208	0.1147540984	0.0054644809
2019	Annita	51	50--59	131	115	16	0	0.8778625954	0.1221374046	0
2020	Annita	52	50--59	95	74	21	0	0.7789473684	0.2210526316	0
2021	Annita	53	50--59	58	49	9	0	0.8448275862	0.1551724138	0
2005	annroll	24	20--29	66	60	0	6	0.9090909091	0	0.0909090909
2006	annroll	25	20--29	232	218	0	14	0.9396551724	0	0.0603448276
2007	annroll	26	20--29	20	20	0	0	1	0	0
2008	annroll	27	20--29	59	58	0	1	0.9830508475	0	0.0169491525
2010	annroll	29	20--29	27	17	0	10	0.6296296296	0	0.3703703704
2012	Annsiss	31	30--39	11	9	2	0	0.8181818182	0.1818181818	0
2013	Annsiss	32	30--39	230	199	30	1	0.8652173913	0.1304347826	0.0043478261
2014	Annsiss	33	30--39	95	87	8	0	0.9157894737	0.0842105263	0
2015	Annsiss	34	30--39	48	44	3	1	0.9166666667	0.0625	0.0208333333
2016	Annsiss	35	30--39	23	18	5	0	0.7826086957	0.2173913043	0
2011	Annsofie82	30	30--39	23	1	22	0	0.0434782609	0.9565217391	0
2012	Annsofie82	31	30--39	11	0	8	3	0	0.7272727273	0.2727272727
2013	Annsofie82	32	30--39	37	1	2	34	0.027027027	0.0540540541	0.9189189189
2010	annthos	31	30--39	18	8	5	5	0.4444444444	0.2777777778	0.2777777778
2010	annvian	32	30--39	163	159	2	2	0.9754601227	0.0122699387	0.0122699387
2011	annvian	33	30--39	28	23	5	0	0.8214285714	0.1785714286	0
2020	Anonvm	52	50--59	162	147	11	4	0.9074074074	0.0679012346	0.024691358
2021	Anonvm	53	50--59	225	202	21	2	0.8977777778	0.0933333333	0.0088888889
2010	Anonyhm	42	40--49	118	96	22	0	0.813559322	0.186440678	0
2017	Anotherone	39	30--39	68	51	17	0	0.75	0.25	0
2018	Anotherone	40	40--49	55	46	8	1	0.8363636364	0.1454545455	0.0181818182
2019	Anotherone	41	40--49	79	60	18	1	0.7594936709	0.2278481013	0.0126582278
2020	Anotherone	42	40--49	267	194	57	16	0.7265917603	0.2134831461	0.0599250936
2021	Anotherone	43	40--49	101	82	15	4	0.8118811881	0.1485148515	0.0396039604
2004	Anova	27	20--29	68	60	8	0	0.8823529412	0.1176470588	0
2005	Anova	28	20--29	44	39	4	1	0.8863636364	0.0909090909	0.0227272727
2009	Anova	32	30--39	96	77	9	10	0.8020833333	0.09375	0.1041666667
2010	Anova	33	30--39	248	211	36	1	0.8508064516	0.1451612903	0.0040322581
2011	Anova	34	30--39	197	169	28	0	0.8578680203	0.1421319797	0
2012	Anova	35	30--39	245	206	38	1	0.8408163265	0.1551020408	0.0040816327
2013	Anova	36	30--39	30	28	2	0	0.9333333333	0.0666666667	0
2012	Ansvar	44	40--49	102	82	20	0	0.8039215686	0.1960784314	0
2006	antitanten	53	50--59	65	20	2	43	0.3076923077	0.0307692308	0.6615384615
2007	antitanten	54	50--59	251	66	3	182	0.2629482072	0.0119521912	0.7250996016
2010	antitanten	57	50--59	23	4	0	19	0.1739130435	0	0.8260869565
2018	Äntligen18	20	20--29	12	9	3	0	0.75	0.25	0
2013	any19877	27	20--29	15	14	0	1	0.9333333333	0	0.0666666667
2014	any19877	28	20--29	25	24	0	1	0.96	0	0.04
2010	anyXX	29	20--29	32	24	8	0	0.75	0.25	0
2011	anyXX	30	30--39	14	13	1	0	0.9285714286	0.0714285714	0
2012	anyXX	31	30--39	33	28	4	1	0.8484848485	0.1212121212	0.0303030303
2013	anyXX	32	30--39	48	42	6	0	0.875	0.125	0
2014	anyXX	33	30--39	12	9	3	0	0.75	0.25	0
2007	anzita	49	40--49	809	644	157	8	0.7960444994	0.1940667491	0.0098887515
2008	anzita	50	50--59	505	397	100	8	0.7861386139	0.198019802	0.0158415842
2009	anzita	51	50--59	249	181	58	10	0.7269076305	0.2329317269	0.0401606426
2010	anzita	52	50--59	247	184	62	1	0.7449392713	0.2510121457	0.004048583
2011	anzita	53	50--59	72	63	9	0	0.875	0.125	0
2012	anzita	54	50--59	29	25	1	3	0.8620689655	0.0344827586	0.1034482759
2013	ApanApansson	45	40--49	160	135	25	0	0.84375	0.15625	0
2014	ApanApansson	46	40--49	68	54	14	0	0.7941176471	0.2058823529	0
2011	apelsinens mamma	27	20--29	11	10	1	0	0.9090909091	0.0909090909	0
2011	Apopan	28	20--29	35	27	8	0	0.7714285714	0.2285714286	0
2012	Apopan	29	20--29	191	163	28	0	0.8534031414	0.1465968586	0
2013	Apopan	30	30--39	282	228	54	0	0.8085106383	0.1914893617	0
2014	Apopan	31	30--39	57	50	7	0	0.8771929825	0.1228070175	0
2015	Apopan	32	30--39	10	7	3	0	0.7	0.3	0
2010	äppelmos	20	20--29	13	9	4	0	0.6923076923	0.3076923077	0
2012	Applepie	30	30--39	16	14	2	0	0.875	0.125	0
2009	Äpplet75	35	30--39	90	59	8	23	0.6555555556	0.0888888889	0.2555555556
2010	april79	32	30--39	11	10	1	0	0.9090909091	0.0909090909	0
2010	Aprilbarn1	23	20--29	10	8	2	0	0.8	0.2	0
2007	Aran	38	30--39	42	9	0	33	0.2142857143	0	0.7857142857
2007	arasall	30	30--39	14	13	1	0	0.9285714286	0.0714285714	0
2006	aretha	38	30--39	14	11	3	0	0.7857142857	0.2142857143	0
2009	Argo	41	40--49	19	18	1	0	0.9473684211	0.0526315789	0
2010	Argo	42	40--49	166	153	12	1	0.921686747	0.0722891566	0.0060240964
2011	Argo	43	40--49	244	215	29	0	0.881147541	0.118852459	0
2012	Argo	44	40--49	221	187	34	0	0.8461538462	0.1538461538	0
2019	Arlene	56	50--59	134	16	0	118	0.1194029851	0	0.8805970149
2020	Arlene	57	50--59	27	1	0	26	0.037037037	0	0.962962963
2021	Arlene	58	50--59	60	15	0	45	0.25	0	0.75
2012	Aroganza	25	20--29	44	34	10	0	0.7727272727	0.2272727273	0
2006	Asali65	42	40--49	11	0	0	11	0	0	1
2006	asfaltsblomman	35	30--39	14	4	0	10	0.2857142857	0	0.7142857143
2007	asfaltsblomman	36	30--39	25	4	1	20	0.16	0.04	0.8
2008	asfaltsblomman	37	30--39	11	4	0	7	0.3636363636	0	0.6363636364
2009	asfaltsblomman	38	30--39	10	3	1	6	0.3	0.1	0.6
2010	asif	18	<20	44	32	9	3	0.7272727273	0.2045454545	0.0681818182
2006	asparinC	28	20--29	18	16	2	0	0.8888888889	0.1111111111	0
2007	asparinC	29	20--29	13	11	2	0	0.8461538462	0.1538461538	0
2008	asplundskan	22	20--29	74	45	11	18	0.6081081081	0.1486486486	0.2432432432
2009	asplundskan	23	20--29	11	8	3	0	0.7272727273	0.2727272727	0
2010	asplundskan	24	20--29	16	11	3	2	0.6875	0.1875	0.125
2011	asplundskan	25	20--29	32	21	6	5	0.65625	0.1875	0.15625
2011	Åssi	43	40--49	107	85	22	0	0.7943925234	0.2056074766	0
2008	Assis	36	30--39	88	64	20	4	0.7272727273	0.2272727273	0.0454545455
2009	Assis	37	30--39	15	14	1	0	0.9333333333	0.0666666667	0
2005	Astarte	27	20--29	27	22	5	0	0.8148148148	0.1851851852	0
2006	Astarte	28	20--29	69	51	18	0	0.7391304348	0.2608695652	0
2008	Astarte	30	30--39	16	11	5	0	0.6875	0.3125	0
2009	Astarte	31	30--39	151	121	24	6	0.8013245033	0.1589403974	0.0397350993
2010	Astarte	32	30--39	212	174	36	2	0.820754717	0.1698113208	0.0094339623
2011	Astarte	33	30--39	576	460	116	0	0.7986111111	0.2013888889	0
2012	Astarte	34	30--39	383	307	76	0	0.8015665796	0.1984334204	0
2013	Astarte	35	30--39	201	159	42	0	0.7910447761	0.2089552239	0
2014	Astarte	36	30--39	32	23	9	0	0.71875	0.28125	0
2015	Astarte	37	30--39	22	17	5	0	0.7727272727	0.2272727273	0
2016	Astarte	38	30--39	14	13	1	0	0.9285714286	0.0714285714	0
2006	Astrid80	27	20--29	22	1	0	21	0.0454545455	0	0.9545454545
2014	AstridIsabella	29	20--29	63	53	10	0	0.8412698413	0.1587301587	0
2008	astro	32	30--39	64	49	15	0	0.765625	0.234375	0
2009	astro	33	30--39	46	39	7	0	0.847826087	0.152173913	0
2010	astro	34	30--39	507	412	93	2	0.8126232742	0.1834319527	0.0039447732
2011	astro	35	30--39	257	216	41	0	0.8404669261	0.1595330739	0
2012	astro	36	30--39	603	507	95	1	0.8407960199	0.1575456053	0.0016583748
2007	Atamon	37	30--39	45	41	2	2	0.9111111111	0.0444444444	0.0444444444
2008	Atamon	38	30--39	25	17	1	7	0.68	0.04	0.28
2009	Atamon	39	30--39	24	24	0	0	1	0	0
2010	Atamon	40	40--49	16	14	1	1	0.875	0.0625	0.0625
2012	Atamon	42	40--49	20	16	0	4	0.8	0	0.2
2008	Atjo	33	30--39	33	29	4	0	0.8787878788	0.1212121212	0
2015	Auditanne	47	40--49	28	25	3	0	0.8928571429	0.1071428571	0
2016	augustibebis2016	40	40--49	10	10	0	0	1	0	0
2005	Auro	37	30--39	28	27	1	0	0.9642857143	0.0357142857	0
2018	Aurora Borrealis	50	50--59	174	161	12	1	0.9252873563	0.0689655172	0.0057471264
2019	Aurora Borrealis	51	50--59	144	132	12	0	0.9166666667	0.0833333333	0
2020	Aurora Borrealis	52	50--59	186	168	17	1	0.9032258065	0.0913978495	0.0053763441
2021	Aurora Borrealis	53	50--59	103	94	9	0	0.9126213592	0.0873786408	0
2010	aurora1827	34	30--39	21	16	5	0	0.7619047619	0.2380952381	0
2011	aurora1827	35	30--39	62	51	10	1	0.8225806452	0.1612903226	0.0161290323
2012	aurora1827	36	30--39	127	107	20	0	0.842519685	0.157480315	0
2013	aurora1827	37	30--39	118	94	24	0	0.7966101695	0.2033898305	0
2014	aurora1827	38	30--39	67	60	7	0	0.8955223881	0.1044776119	0
2010	Autumnbeauty	36	30--39	13	13	0	0	1	0	0
2011	Autumnbeauty	37	30--39	15	13	2	0	0.8666666667	0.1333333333	0
2012	Autumnbeauty	38	30--39	16	14	2	0	0.875	0.125	0
2006	AvalonC	26	20--29	39	25	14	0	0.641025641	0.358974359	0
2020	AvalonC	40	40--49	14	10	4	0	0.7142857143	0.2857142857	0
2010	Avena	32	30--39	26	22	0	4	0.8461538462	0	0.1538461538
2011	Avena	33	30--39	30	28	0	2	0.9333333333	0	0.0666666667
2012	Avena	34	30--39	50	44	3	3	0.88	0.06	0.06
2007	Äventyr	39	30--39	83	48	0	35	0.578313253	0	0.421686747
2009	Äventyr	41	40--49	25	20	0	5	0.8	0	0.2
2007	avregistrerad	39	30--39	42	24	4	14	0.5714285714	0.0952380952	0.3333333333
2010	AW76	35	30--39	10	7	3	0	0.7	0.3	0
2011	AW76	36	30--39	51	47	4	0	0.9215686275	0.0784313725	0
2012	AW76	37	30--39	41	36	5	0	0.8780487805	0.1219512195	0
2016	Axioria1	39	30--39	26	21	4	1	0.8076923077	0.1538461538	0.0384615385
2017	Axioria1	40	40--49	38	34	4	0	0.8947368421	0.1052631579	0
2008	Axz	40	40--49	11	0	0	11	0	0	1
2011	Azevedo	37	30--39	15	3	0	12	0.2	0	0.8
2010	Azusephre	24	20--29	75	1	0	74	0.0133333333	0	0.9866666667
2011	Azusephre	25	20--29	11	0	0	11	0	0	1
2013	Azusephre	27	20--29	11	0	0	11	0	0	1
2015	Baban	47	40--49	18	0	17	1	0	0.9444444444	0.0555555556
2012	Baby Firefly	28	20--29	125	62	12	51	0.496	0.096	0.408
2013	Baby Firefly	29	20--29	152	85	14	53	0.5592105263	0.0921052632	0.3486842105
2014	Baby Firefly	30	30--39	79	27	4	48	0.3417721519	0.0506329114	0.6075949367
2009	babyboom86	24	20--29	12	6	0	6	0.5	0	0.5
2011	babyboom86	26	20--29	15	5	0	10	0.3333333333	0	0.6666666667
2006	BabyBus	20	20--29	15	7	0	8	0.4666666667	0	0.5333333333
2008	Babyface	24	20--29	10	10	0	0	1	0	0
2009	Babyface	25	20--29	13	8	0	5	0.6153846154	0	0.3846153846
2011	Babyfacepsycho	27	20--29	24	9	14	1	0.375	0.5833333333	0.0416666667
2014	Babyfeber	26	20--29	55	48	7	0	0.8727272727	0.1272727273	0
2015	Babyfeber	27	20--29	12	11	1	0	0.9166666667	0.0833333333	0
2016	Babyfeber	28	20--29	22	20	2	0	0.9090909091	0.0909090909	0
2007	BabyJia	24	20--29	19	17	2	0	0.8947368421	0.1052631579	0
2009	BabyJia	26	20--29	75	57	18	0	0.76	0.24	0
2010	BabyJia	27	20--29	70	56	14	0	0.8	0.2	0
2011	babymoon	26	20--29	10	7	3	0	0.7	0.3	0
2011	Badabing	34	30--39	28	22	6	0	0.7857142857	0.2142857143	0
2008	Badbollen	26	20--29	11	5	0	6	0.4545454545	0	0.5454545455
2012	Badfantasten	36	30--39	12	11	0	1	0.9166666667	0	0.0833333333
2008	Badgirl	40	40--49	16	10	2	4	0.625	0.125	0.25
2009	Badgirl	41	40--49	185	159	23	3	0.8594594595	0.1243243243	0.0162162162
2015	badong	45	40--49	38	24	3	11	0.6315789474	0.0789473684	0.2894736842
2011	BagarMilla	32	30--39	18	6	12	0	0.3333333333	0.6666666667	0
2012	BAKOFRAM	44	40--49	51	0	0	51	0	0	1
2013	balancedcha0s	28	20--29	60	47	13	0	0.7833333333	0.2166666667	0
2007	ballerinamuffins	24	20--29	33	31	2	0	0.9393939394	0.0606060606	0
2008	ballerinamuffins	25	20--29	26	16	10	0	0.6153846154	0.3846153846	0
2009	ballerinamuffins	26	20--29	58	18	40	0	0.3103448276	0.6896551724	0
2012	Balooba	35	30--39	13	10	3	0	0.7692307692	0.2307692308	0
2004	bambigirl	24	20--29	97	71	26	0	0.7319587629	0.2680412371	0
2005	bambigirl	25	20--29	55	42	13	0	0.7636363636	0.2363636364	0
2006	bambigirl	26	20--29	39	32	7	0	0.8205128205	0.1794871795	0
2007	bambigirl	27	20--29	31	22	9	0	0.7096774194	0.2903225806	0
2008	bambigirl	28	20--29	31	21	9	1	0.6774193548	0.2903225806	0.0322580645
2009	bambigirl	29	20--29	21	15	5	1	0.7142857143	0.2380952381	0.0476190476
2010	bambigirl	30	30--39	14	14	0	0	1	0	0
2011	bambigirl	31	30--39	17	16	1	0	0.9411764706	0.0588235294	0
2006	Banana82	25	20--29	62	44	18	0	0.7096774194	0.2903225806	0
2007	Banana82	26	20--29	88	66	20	2	0.75	0.2272727273	0.0227272727
2008	Banana82	27	20--29	48	31	12	5	0.6458333333	0.25	0.1041666667
2008	bananglass	40	40--49	18	13	4	1	0.7222222222	0.2222222222	0.0555555556
2015	banerry	25	20--29	65	9	0	56	0.1384615385	0	0.8615384615
2010	BängtRagnhild	25	20--29	14	10	3	1	0.7142857143	0.2142857143	0.0714285714
2012	BängtRagnhild	27	20--29	26	25	0	1	0.9615384615	0	0.0384615385
2013	BängtRagnhild	28	20--29	11	11	0	0	1	0	0
2010	BaraCarolina	33	30--39	88	71	17	0	0.8068181818	0.1931818182	0
2015	baralillatant	47	40--49	22	10	2	10	0.4545454545	0.0909090909	0.4545454545
2018	baralillatant	50	50--59	50	3	0	47	0.06	0	0.94
2019	baralillatant	51	50--59	19	2	0	17	0.1052631579	0	0.8947368421
2011	Barkbam	56	50--59	11	10	1	0	0.9090909091	0.0909090909	0
2004	Barn2	36	30--39	29	21	8	0	0.724137931	0.275862069	0
2005	Barn2	37	30--39	23	16	7	0	0.6956521739	0.3043478261	0
2005	barnsäng	37	30--39	299	86	6	207	0.2876254181	0.0200668896	0.6923076923
2006	barnsäng	38	30--39	176	15	0	161	0.0852272727	0	0.9147727273
2007	barnsäng	39	30--39	55	21	0	34	0.3818181818	0	0.6181818182
2008	barnsäng	40	40--49	185	104	6	75	0.5621621622	0.0324324324	0.4054054054
2009	barnsäng	41	40--49	126	109	3	14	0.8650793651	0.0238095238	0.1111111111
2006	Baronessan	33	30--39	34	21	13	0	0.6176470588	0.3823529412	0
2007	Baronessan	34	30--39	31	22	9	0	0.7096774194	0.2903225806	0
2009	basil	34	30--39	20	14	1	5	0.7	0.05	0.25
2006	Baskerville	38	30--39	15	12	3	0	0.8	0.2	0
2012	Batte	44	40--49	38	10	5	23	0.2631578947	0.1315789474	0.6052631579
2013	Batte	45	40--49	25	6	1	18	0.24	0.04	0.72
2008	Baypower	33	30--39	11	11	0	0	1	0	0
2012	Beautifuldarkness	25	20--29	14	10	2	2	0.7142857143	0.1428571429	0.1428571429
2013	Beautifuldarkness	26	20--29	37	29	7	1	0.7837837838	0.1891891892	0.027027027
2009	bebis090614	23	20--29	27	18	0	9	0.6666666667	0	0.3333333333
2009	Bebismamma	30	30--39	39	38	1	0	0.9743589744	0.0256410256	0
2008	BeccaStina	23	20--29	13	8	2	3	0.6153846154	0.1538461538	0.2307692308
2009	BeccaStina	24	20--29	13	10	2	1	0.7692307692	0.1538461538	0.0769230769
2011	BeccaStina	26	20--29	17	13	1	3	0.7647058824	0.0588235294	0.1764705882
2004	Becka	36	30--39	14	9	5	0	0.6428571429	0.3571428571	0
2012	becka1989	24	20--29	10	0	0	10	0	0	1
2005	Beckah82	24	20--29	66	52	14	0	0.7878787879	0.2121212121	0
2006	Beckah82	25	20--29	525	413	105	7	0.7866666667	0.2	0.0133333333
2007	Beckah82	26	20--29	109	90	18	1	0.8256880734	0.1651376147	0.0091743119
2008	Beckah82	27	20--29	238	184	53	1	0.7731092437	0.2226890756	0.0042016807
2009	Beckah82	28	20--29	29	23	6	0	0.7931034483	0.2068965517	0
2012	Beckah82	31	30--39	370	330	37	3	0.8918918919	0.1	0.0081081081
2007	beEMbe	30	30--39	188	136	46	6	0.7234042553	0.2446808511	0.0319148936
2008	beEMbe	31	30--39	172	142	28	2	0.8255813953	0.1627906977	0.011627907
2009	beEMbe	32	30--39	38	26	2	10	0.6842105263	0.0526315789	0.2631578947
2011	Beetle	32	30--39	30	26	4	0	0.8666666667	0.1333333333	0
2008	Behemot	40	40--49	12	12	0	0	1	0	0
2009	Behemot	41	40--49	40	31	9	0	0.775	0.225	0
2011	Bejje	31	30--39	44	37	0	7	0.8409090909	0	0.1590909091
2013	Bejje	33	30--39	233	197	0	36	0.8454935622	0	0.1545064378
2009	Bekymrad	41	40--49	114	88	17	9	0.7719298246	0.149122807	0.0789473684
2011	Bella73	39	30--39	28	24	4	0	0.8571428571	0.1428571429	0
2004	Belladonna	20	20--29	12	9	0	3	0.75	0	0.25
2012	BELLAm2	32	30--39	46	46	0	0	1	0	0
2013	BELLAm2	33	30--39	36	36	0	0	1	0	0
2007	bellanbus	39	30--39	117	96	19	2	0.8205128205	0.1623931624	0.0170940171
2008	bellanbus	40	40--49	110	88	14	8	0.8	0.1272727273	0.0727272727
2009	bellanbus	41	40--49	117	91	20	6	0.7777777778	0.1709401709	0.0512820513
2012	Bellenellen09	37	30--39	17	14	3	0	0.8235294118	0.1764705882	0
2017	belletristik	31	30--39	27	21	0	6	0.7777777778	0	0.2222222222
2006	Bellizzzzz	22	20--29	24	1	23	0	0.0416666667	0.9583333333	0
