post_year	username	age	agebin	total	v1abs	v2abs	v3abs	v1rel	v2rel	v3rel
2012	Dorian Ertymexx	41	40--49	83	2	81	0	0.0240963855	0.9759036145	0
2013	Dorian Ertymexx	42	40--49	24	0	24	0	0	1	0
2014	Dorian Ertymexx	43	40--49	67	4	63	0	0.0597014925	0.9402985075	0
2016	Dorian Ertymexx	45	40--49	24	1	23	0	0.0416666667	0.9583333333	0
2007	dorothea	33	30--39	19	0	14	5	0	0.7368421053	0.2631578947
2009	dorothea	35	30--39	10	0	9	1	0	0.9	0.1
2011	Douglas	43	40--49	14	1	12	1	0.0714285714	0.8571428571	0.0714285714
2012	dreamy	33	30--39	28	0	22	6	0	0.7857142857	0.2142857143
2013	dreamy	34	30--39	21	1	19	1	0.0476190476	0.9047619048	0.0476190476
2014	dreamy	35	30--39	10	0	10	0	0	1	0
2015	driver28	46	40--49	21	0	20	1	0	0.9523809524	0.0476190476
2016	driver28	47	40--49	24	0	24	0	0	1	0
2018	Drottningen1970	50	50--59	43	1	22	20	0.023255814	0.511627907	0.4651162791
2019	Drottningen1970	51	50--59	43	2	19	22	0.0465116279	0.4418604651	0.511627907
2020	Drottningen1970	52	50--59	44	4	27	13	0.0909090909	0.6136363636	0.2954545455
2021	Drottningen1970	53	50--59	29	4	7	18	0.1379310345	0.2413793103	0.6206896552
2017	Dumbledore	35	30--39	21	0	21	0	0	1	0
2010	Duva	24	20--29	16	0	16	0	0	1	0
2013	Dynastar	37	30--39	25	0	25	0	0	1	0
2015	Ebbagr	18	<20	17	4	13	0	0.2352941176	0.7647058824	0
2005	ebben	37	30--39	11	11	0	0	1	0	0
2006	ebben	38	30--39	26	26	0	0	1	0	0
2007	ebben	39	30--39	44	44	0	0	1	0	0
2009	ebben	41	40--49	60	59	1	0	0.9833333333	0.0166666667	0
2011	ebben	43	40--49	20	20	0	0	1	0	0
2018	Ebo88	31	30--39	24	0	14	10	0	0.5833333333	0.4166666667
2004	Eddies	36	30--39	11	10	1	0	0.9090909091	0.0909090909	0
2012	Effexor	26	20--29	11	0	0	11	0	0	1
2017	Egon den stora	49	40--49	10	0	0	10	0	0	1
2018	Egon den stora	50	50--59	13	0	1	12	0	0.0769230769	0.9230769231
2011	ekim	30	30--39	51	1	50	0	0.0196078431	0.9803921569	0
2010	Eldig72	39	30--39	10	1	9	0	0.1	0.9	0
2009	Eleni	25	20--29	19	1	15	3	0.0526315789	0.7894736842	0.1578947368
2010	Eleni	26	20--29	11	0	7	4	0	0.6363636364	0.3636363636
2011	Eleonor01	31	30--39	15	0	15	0	0	1	0
2013	Eleonor01	33	30--39	11	2	9	0	0.1818181818	0.8181818182	0
2019	Elin P	35	30--39	28	0	28	0	0	1	0
2020	Elin P	36	30--39	11	0	11	0	0	1	0
2016	elin1989	28	20--29	10	0	10	0	0	1	0
2018	elin1989	30	30--39	13	1	12	0	0.0769230769	0.9230769231	0
2011	Ella26	43	40--49	27	2	22	3	0.0740740741	0.8148148148	0.1111111111
2007	Ellah	39	30--39	13	2	11	0	0.1538461538	0.8461538462	0
2012	Ellaria	24	20--29	16	4	10	2	0.25	0.625	0.125
2017	Elle N	49	40--49	23	3	20	0	0.1304347826	0.8695652174	0
2018	Elle N	50	50--59	13	1	11	1	0.0769230769	0.8461538462	0.0769230769
2012	EllenH	45	40--49	18	1	0	17	0.0555555556	0	0.9444444444
2008	ellla	26	20--29	15	0	14	1	0	0.9333333333	0.0666666667
2019	Elviram	51	50--59	16	0	16	0	0	1	0
2011	elwen	30	30--39	26	2	0	24	0.0769230769	0	0.9230769231
2012	elwen	31	30--39	26	0	0	26	0	0	1
2012	Ely	44	40--49	35	0	0	35	0	0	1
2007	Em00	19	<20	10	0	2	8	0	0.2	0.8
2008	Em00	20	20--29	19	1	0	18	0.0526315789	0	0.9473684211
2009	Em00	21	20--29	23	2	5	16	0.0869565217	0.2173913043	0.6956521739
2011	emchristina	25	20--29	10	1	1	8	0.1	0.1	0.8
2009	Emeli	57	50--59	27	1	25	1	0.037037037	0.9259259259	0.037037037
2010	Emeli	58	50--59	51	0	50	1	0	0.9803921569	0.0196078431
2011	Emeli	59	50--59	62	3	59	0	0.0483870968	0.9516129032	0
2012	Emeli	60	>60	94	3	91	0	0.0319148936	0.9680851064	0
2013	Emeli	61	>60	107	4	99	4	0.0373831776	0.9252336449	0.0373831776
2014	Emeli	62	>60	54	1	52	1	0.0185185185	0.962962963	0.0185185185
2012	emelielj	24	20--29	10	0	1	9	0	0.1	0.9
2009	emeliev	18	<20	10	2	1	7	0.2	0.1	0.7
2012	Emeliie89	24	20--29	25	0	7	18	0	0.28	0.72
2016	Emerencia	48	40--49	29	18	1	10	0.6206896552	0.0344827586	0.3448275862
2010	Emma Elisabeth	21	20--29	13	0	0	13	0	0	1
2012	emmak	44	40--49	14	0	3	11	0	0.2142857143	0.7857142857
2009	EmmaOh	31	30--39	10	0	10	0	0	1	0
2010	EmmaOh	32	30--39	17	1	16	0	0.0588235294	0.9411764706	0
2008	Emmel	37	30--39	94	2	86	6	0.0212765957	0.914893617	0.0638297872
2009	Emmel	38	30--39	61	4	48	9	0.0655737705	0.7868852459	0.1475409836
2010	Emmel	39	30--39	18	0	18	0	0	1	0
2011	Emmel	40	40--49	49	2	47	0	0.0408163265	0.9591836735	0
2010	Emmi27	28	20--29	10	0	3	7	0	0.3	0.7
2011	Emmi27	29	20--29	45	3	10	32	0.0666666667	0.2222222222	0.7111111111
2012	Emmi27	30	30--39	23	1	17	5	0.0434782609	0.7391304348	0.2173913043
2013	Emmi27	31	30--39	24	0	18	6	0	0.75	0.25
2008	EmsanPemsan	23	20--29	13	13	0	0	1	0	0
2009	EmsanPemsan	24	20--29	10	9	0	1	0.9	0	0.1
2005	Emy	23	20--29	20	0	3	17	0	0.15	0.85
2013	en blind vän	49	40--49	14	0	4	10	0	0.2857142857	0.7142857143
2014	en blind vän	50	50--59	23	0	1	22	0	0.0434782609	0.9565217391
2007	EN MÄNNISKA	39	30--39	15	0	6	9	0	0.4	0.6
2012	En skrutt	33	30--39	10	1	9	0	0.1	0.9	0
2009	En Tjej	41	40--49	13	1	10	2	0.0769230769	0.7692307692	0.1538461538
2013	engdahl	25	20--29	12	0	12	0	0	1	0
2013	englasmamma86	28	20--29	40	0	40	0	0	1	0
2008	Enira	29	20--29	13	0	11	2	0	0.8461538462	0.1538461538
2013	enola	37	30--39	12	0	12	0	0	1	0
2014	enola	38	30--39	25	0	25	0	0	1	0
2012	Erik76	37	30--39	24	0	24	0	0	1	0
2016	ErikaST80	37	30--39	14	0	14	0	0	1	0
2014	Erizajo	31	30--39	18	1	2	15	0.0555555556	0.1111111111	0.8333333333
2015	Erizajo	32	30--39	11	0	3	8	0	0.2727272727	0.7272727273
2012	Erki	33	30--39	35	1	4	30	0.0285714286	0.1142857143	0.8571428571
2019	Erla	31	30--39	13	0	13	0	0	1	0
2009	Ett två tre	25	20--29	27	0	1	26	0	0.037037037	0.962962963
2008	etuna	21	20--29	10	0	0	10	0	0	1
2006	evaeng	38	30--39	11	0	11	0	0	1	0
2012	Ewelins	31	30--39	17	0	17	0	0	1	0
2007	fabler	45	40--49	59	37	22	0	0.6271186441	0.3728813559	0
2009	fabler	47	40--49	17	7	10	0	0.4117647059	0.5882352941	0
2007	FallenMadonnaWithTheBigBoobies	34	30--39	26	1	23	2	0.0384615385	0.8846153846	0.0769230769
2008	FallenMadonnaWithTheBigBoobies	35	30--39	14	1	11	2	0.0714285714	0.7857142857	0.1428571429
2009	FallenMadonnaWithTheBigBoobies	36	30--39	13	0	9	4	0	0.6923076923	0.3076923077
2009	FannyN	41	40--49	46	3	41	2	0.0652173913	0.8913043478	0.0434782609
2010	FannyN	42	40--49	43	4	39	0	0.0930232558	0.9069767442	0
2007	Farth Vader	35	30--39	15	1	2	12	0.0666666667	0.1333333333	0.8
2006	faster	44	40--49	24	0	24	0	0	1	0
2007	faster	45	40--49	38	4	34	0	0.1052631579	0.8947368421	0
2009	faster	47	40--49	26	0	22	4	0	0.8461538462	0.1538461538
2013	Felicia111	20	20--29	13	9	0	4	0.6923076923	0	0.3076923077
2004	Fembarnsmorsan	34	30--39	15	0	15	0	0	1	0
2005	Fembarnsmorsan	35	30--39	24	0	23	1	0	0.9583333333	0.0416666667
2006	Fembarnsmorsan	36	30--39	34	1	33	0	0.0294117647	0.9705882353	0
2007	Fembarnsmorsan	37	30--39	13	0	13	0	0	1	0
2008	Fembarnsmorsan	38	30--39	16	2	14	0	0.125	0.875	0
2010	fenja	39	30--39	35	0	35	0	0	1	0
2011	fenja	40	40--49	21	3	18	0	0.1428571429	0.8571428571	0
2012	fenja	41	40--49	32	2	29	1	0.0625	0.90625	0.03125
2013	Fiamedbarn	44	40--49	15	1	2	12	0.0666666667	0.1333333333	0.8
2004	Fillifjonkan	36	30--39	11	1	10	0	0.0909090909	0.9090909091	0
2010	Fimpen72	42	40--49	21	0	21	0	0	1	0
2009	finskaflikkan	27	20--29	14	10	0	4	0.7142857143	0	0.2857142857
2010	finskaflikkan	28	20--29	27	25	0	2	0.9259259259	0	0.0740740741
2011	finskaflikkan	29	20--29	126	104	0	22	0.8253968254	0	0.1746031746
2012	finskaflikkan	30	30--39	178	124	1	53	0.6966292135	0.0056179775	0.297752809
2013	finskaflikkan	31	30--39	24	16	1	7	0.6666666667	0.0416666667	0.2916666667
2006	fisbubbla	30	30--39	10	0	0	10	0	0	1
2015	Fjäril kär	39	30--39	96	11	2	83	0.1145833333	0.0208333333	0.8645833333
2016	Fjäril kär	40	40--49	36	4	2	30	0.1111111111	0.0555555556	0.8333333333
2017	Fjäril kär	41	40--49	13	1	0	12	0.0769230769	0	0.9230769231
2018	Fjäril kär	42	40--49	24	5	2	17	0.2083333333	0.0833333333	0.7083333333
2019	Fjäril kär	43	40--49	52	7	4	41	0.1346153846	0.0769230769	0.7884615385
2020	Fjäril kär	44	40--49	59	5	1	53	0.0847457627	0.0169491525	0.8983050847
2021	Fjäril kär	45	40--49	17	1	0	16	0.0588235294	0	0.9411764706
2009	Fjärilen72	23	20--29	16	0	1	15	0	0.0625	0.9375
2009	fjollan	22	20--29	10	8	0	2	0.8	0	0.2
2009	fjonkan	22	20--29	34	1	2	31	0.0294117647	0.0588235294	0.9117647059
2010	fjonkan	23	20--29	34	0	0	34	0	0	1
2011	fjonkan	24	20--29	37	0	0	37	0	0	1
2010	fläck	28	20--29	10	0	0	10	0	0	1
2006	Fladdermusen	18	<20	15	0	14	1	0	0.9333333333	0.0666666667
2012	fläta	44	40--49	295	5	289	1	0.0169491525	0.9796610169	0.0033898305
2013	fläta	45	40--49	114	2	112	0	0.0175438596	0.9824561404	0
2011	Flisan79	33	30--39	12	0	12	0	0	1	0
2012	Flisan79	34	30--39	40	6	33	1	0.15	0.825	0.025
2013	Flisan79	35	30--39	50	5	45	0	0.1	0.9	0
2014	Flisan79	36	30--39	54	2	51	1	0.037037037	0.9444444444	0.0185185185
2015	Flisan79	37	30--39	10	0	10	0	0	1	0
2016	Flisan79	38	30--39	26	3	23	0	0.1153846154	0.8846153846	0
2018	Fliselisan	40	40--49	16	0	8	8	0	0.5	0.5
2019	Fliselisan	41	40--49	11	0	9	2	0	0.8181818182	0.1818181818
2007	Flissi	39	30--39	14	0	14	0	0	1	0
2010	Flissi	42	40--49	14	0	14	0	0	1	0
2011	Flissi	43	40--49	11	2	9	0	0.1818181818	0.8181818182	0
2012	Fluffig	23	20--29	12	0	5	7	0	0.4166666667	0.5833333333
2004	Fluortanten	29	20--29	62	2	7	53	0.0322580645	0.1129032258	0.8548387097
2005	Fluortanten	30	30--39	23	5	12	6	0.2173913043	0.5217391304	0.2608695652
2006	Fluortanten	31	30--39	12	1	6	5	0.0833333333	0.5	0.4166666667
2013	fluu	21	20--29	62	1	61	0	0.0161290323	0.9838709677	0
2014	fluu	22	20--29	82	2	80	0	0.0243902439	0.9756097561	0
2015	fluu	23	20--29	38	2	36	0	0.0526315789	0.9473684211	0
2017	fluu	25	20--29	48	0	47	1	0	0.9791666667	0.0208333333
2018	fluu	26	20--29	11	0	11	0	0	1	0
2020	fluu	28	20--29	15	0	15	0	0	1	0
2015	flygrl	19	<20	27	18	0	9	0.6666666667	0	0.3333333333
2016	flygrl	20	20--29	69	8	1	60	0.115942029	0.0144927536	0.8695652174
2017	flygrl	21	20--29	21	1	0	20	0.0476190476	0	0.9523809524
2019	flygrl	23	20--29	34	0	0	34	0	0	1
2020	flygrl	24	20--29	91	0	0	91	0	0	1
2017	Fnollet	30	30--39	21	0	21	0	0	1	0
2016	fornminne	41	40--49	28	1	27	0	0.0357142857	0.9642857143	0
2017	fornminne	42	40--49	120	3	117	0	0.025	0.975	0
2018	fornminne	43	40--49	82	0	82	0	0	1	0
2019	fornminne	44	40--49	33	1	32	0	0.0303030303	0.9696969697	0
2020	fornminne	45	40--49	70	1	69	0	0.0142857143	0.9857142857	0
2021	fornminne	46	40--49	31	0	31	0	0	1	0
2011	ForReal	29	20--29	12	0	12	0	0	1	0
2012	ForReal	30	30--39	12	0	12	0	0	1	0
2009	Fotavtryck	41	40--49	23	0	0	23	0	0	1
2010	Fotavtryck	42	40--49	25	0	0	25	0	0	1
2011	Fotavtryck	43	40--49	24	0	0	24	0	0	1
2010	Foxy79	32	30--39	10	0	10	0	0	1	0
2012	Foxy79	34	30--39	26	1	25	0	0.0384615385	0.9615384615	0
2013	Foxy79	35	30--39	15	2	13	0	0.1333333333	0.8666666667	0
2009	Fraggelgirl	30	30--39	23	1	22	0	0.0434782609	0.9565217391	0
2012	Fraggelgirl	33	30--39	20	2	18	0	0.1	0.9	0
2005	Fred	37	30--39	75	0	0	75	0	0	1
2006	Fred	38	30--39	52	0	0	52	0	0	1
2007	Fred	39	30--39	32	0	1	31	0	0.03125	0.96875
2010	FredrikBBB	43	40--49	16	0	16	0	0	1	0
2009	FreeForAll	27	20--29	15	0	13	2	0	0.8666666667	0.1333333333
2010	FreeForAll	28	20--29	13	0	13	0	0	1	0
2012	FreeForAll	30	30--39	13	2	11	0	0.1538461538	0.8461538462	0
2011	Freksta	27	20--29	12	1	9	2	0.0833333333	0.75	0.1666666667
2013	Freksta	29	20--29	10	2	5	3	0.2	0.5	0.3
2009	FridaochSamuel	20	20--29	40	35	0	5	0.875	0	0.125
2010	FridaochSamuel	21	20--29	18	8	8	2	0.4444444444	0.4444444444	0.1111111111
2007	Fridapida	27	20--29	15	0	14	1	0	0.9333333333	0.0666666667
2009	Fridapida	29	20--29	12	0	12	0	0	1	0
2011	Friedegard	34	30--39	47	1	46	0	0.0212765957	0.9787234043	0
2012	Friedegard	35	30--39	39	0	39	0	0	1	0
2016	Frigående Fru	33	30--39	10	0	10	0	0	1	0
2020	Friger	41	40--49	19	0	0	19	0	0	1
2021	Friger	42	40--49	65	0	1	64	0	0.0153846154	0.9846153846
2004	Frippa	36	30--39	11	0	0	11	0	0	1
2006	Fröken Honung	29	20--29	26	1	25	0	0.0384615385	0.9615384615	0
2016	Froken Lokens	40	40--49	11	0	11	0	0	1	0
2017	Froken Lokens	41	40--49	33	2	28	3	0.0606060606	0.8484848485	0.0909090909
2011	Fru Anna	41	40--49	16	2	14	0	0.125	0.875	0
2008	Fru Brastad	33	30--39	18	1	2	15	0.0555555556	0.1111111111	0.8333333333
2007	FruLiniz	26	20--29	16	6	0	10	0.375	0	0.625
2008	FruLiniz	27	20--29	10	6	0	4	0.6	0	0.4
2011	FruZäll	43	40--49	16	13	0	3	0.8125	0	0.1875
2008	Furie	40	40--49	10	0	10	0	0	1	0
2009	Furie	41	40--49	68	5	60	3	0.0735294118	0.8823529412	0.0441176471
2010	Furie	42	40--49	32	1	31	0	0.03125	0.96875	0
2011	Furie	43	40--49	16	2	14	0	0.125	0.875	0
2012	gabardin	44	40--49	17	1	16	0	0.0588235294	0.9411764706	0
2009	gamlingen	41	40--49	45	0	45	0	0	1	0
2017	GAndrea	49	40--49	12	3	8	1	0.25	0.6666666667	0.0833333333
2008	GashH	23	20--29	23	1	5	17	0.0434782609	0.2173913043	0.7391304348
2012	GeRDiS	30	30--39	27	5	21	1	0.1851851852	0.7777777778	0.037037037
2007	Ghettoblaster	32	30--39	10	0	10	0	0	1	0
2011	giftgrodan	33	30--39	20	1	19	0	0.05	0.95	0
2019	Giftskåneman	57	50--59	40	6	33	1	0.15	0.825	0.025
2009	Gladabarnensmamma	28	20--29	10	0	2	8	0	0.2	0.8
2011	Gladabarnensmamma	30	30--39	14	0	0	14	0	0	1
2008	Gladhannapanna	38	30--39	15	1	14	0	0.0666666667	0.9333333333	0
2015	Gladhannapanna	45	40--49	15	0	15	0	0	1	0
2016	Gladhannapanna	46	40--49	14	0	14	0	0	1	0
2004	Gladiator	20	20--29	10	0	0	10	0	0	1
2015	glutten	38	30--39	20	0	20	0	0	1	0
2016	glutten	39	30--39	20	0	20	0	0	1	0
2009	Godot	36	30--39	17	1	15	1	0.0588235294	0.8823529412	0.0588235294
2010	Gojtan	36	30--39	17	0	17	0	0	1	0
2008	gosmamman	27	20--29	10	0	1	9	0	0.1	0.9
2009	Granada	36	30--39	10	0	9	1	0	0.9	0.1
2011	Grande Rock	36	30--39	11	0	11	0	0	1	0
2012	Grande Rock	37	30--39	15	1	14	0	0.0666666667	0.9333333333	0
2013	Grande Rock	38	30--39	12	0	12	0	0	1	0
2018	Grande Rock	43	40--49	10	0	10	0	0	1	0
2011	Graphique	27	20--29	11	0	11	0	0	1	0
2012	gravid	28	20--29	31	0	31	0	0	1	0
2008	Grönögat	21	20--29	14	1	13	0	0.0714285714	0.9285714286	0
2009	Grönögat	22	20--29	15	2	12	1	0.1333333333	0.8	0.0666666667
2013	Grynet2010	34	30--39	16	0	1	15	0	0.0625	0.9375
2006	GULDHJÄRTA	20	20--29	18	0	18	0	0	1	0
2008	guldplutt	39	30--39	11	0	11	0	0	1	0
2009	guldplutt	40	40--49	44	2	41	1	0.0454545455	0.9318181818	0.0227272727
2010	guldplutt	41	40--49	10	0	10	0	0	1	0
2011	guldplutt	42	40--49	59	0	59	0	0	1	0
2010	Gustie	39	30--39	17	2	15	0	0.1176470588	0.8823529412	0
2011	Habbi	22	20--29	11	4	6	1	0.3636363636	0.5454545455	0.0909090909
2005	hagge	24	20--29	19	0	0	19	0	0	1
2005	Hajda	29	20--29	14	1	13	0	0.0714285714	0.9285714286	0
2004	Hallonbåten	36	30--39	12	0	11	1	0	0.9166666667	0.0833333333
2016	hallonhopp	35	30--39	17	1	16	0	0.0588235294	0.9411764706	0
2010	Hallonmumsan	25	20--29	13	0	8	5	0	0.6153846154	0.3846153846
2011	Hallonmumsan	26	20--29	19	0	0	19	0	0	1
2015	Hanna F	22	20--29	11	0	11	0	0	1	0
2016	Hanna F	23	20--29	10	0	10	0	0	1	0
2012	hannis	35	30--39	12	1	10	1	0.0833333333	0.8333333333	0.0833333333
2013	hannis	36	30--39	38	2	36	0	0.0526315789	0.9473684211	0
2008	hannizen	23	20--29	25	14	0	11	0.56	0	0.44
2009	hannizen	24	20--29	29	8	0	21	0.275862069	0	0.724137931
2014	hännrick	40	40--49	19	1	18	0	0.0526315789	0.9473684211	0
2006	Happy me	32	30--39	19	1	18	0	0.0526315789	0.9473684211	0
2019	Hararochkaniner	51	50--59	14	1	13	0	0.0714285714	0.9285714286	0
2012	HEARM	31	30--39	10	1	0	9	0.1	0	0.9
2009	Hedi	45	40--49	11	0	8	3	0	0.7272727273	0.2727272727
2006	heidi norlen	21	20--29	12	8	0	4	0.6666666667	0	0.3333333333
2006	Helena85	22	20--29	11	9	0	2	0.8181818182	0	0.1818181818
2012	helenen	42	40--49	14	0	14	0	0	1	0
2014	helenen	44	40--49	24	0	24	0	0	1	0
2011	HelenFr	31	30--39	27	0	27	0	0	1	0
2012	Helia	30	30--39	51	21	10	20	0.4117647059	0.1960784314	0.3921568627
2013	Helia	31	30--39	16	4	7	5	0.25	0.4375	0.3125
2013	Hemlig123	45	40--49	10	1	0	9	0.1	0	0.9
2006	hemlis	38	30--39	18	0	0	18	0	0	1
2010	hemljuvahem	26	20--29	25	0	25	0	0	1	0
2011	hemljuvahem	27	20--29	16	0	16	0	0	1	0
2014	Henles slyna	46	40--49	11	0	11	0	0	1	0
2012	Heobea	26	20--29	27	1	26	0	0.037037037	0.962962963	0
2013	Heobea	27	20--29	42	2	40	0	0.0476190476	0.9523809524	0
2008	hewa	40	40--49	22	3	19	0	0.1363636364	0.8636363636	0
2009	hewa	41	40--49	27	1	25	1	0.037037037	0.9259259259	0.037037037
2010	hewa	42	40--49	11	0	11	0	0	1	0
2005	HeyMama	22	20--29	18	2	11	5	0.1111111111	0.6111111111	0.2777777778
2007	Hillbillie	45	40--49	73	1	61	11	0.0136986301	0.8356164384	0.1506849315
2008	Hillbillie	46	40--49	48	2	40	6	0.0416666667	0.8333333333	0.125
2009	Hillbillie	47	40--49	60	1	48	11	0.0166666667	0.8	0.1833333333
2011	Hillbillie	49	40--49	26	0	25	1	0	0.9615384615	0.0384615385
2017	HippHipp	49	40--49	16	0	16	0	0	1	0
2008	HjärterEss	40	40--49	40	3	5	32	0.075	0.125	0.8
2013	Hjelm	26	20--29	11	0	11	0	0	1	0
2013	HokusPokus	33	30--39	17	2	15	0	0.1176470588	0.8823529412	0
2016	Holma	48	40--49	27	0	0	27	0	0	1
2004	hoppfull	36	30--39	18	0	18	0	0	1	0
2011	Hoppfull84	28	20--29	15	1	8	6	0.0666666667	0.5333333333	0.4
2012	Hoppfull84	29	20--29	15	1	11	3	0.0666666667	0.7333333333	0.2
2009	Horst	35	30--39	10	0	10	0	0	1	0
2017	HotPink	49	40--49	11	0	0	11	0	0	1
2007	hotten	34	30--39	31	12	19	0	0.3870967742	0.6129032258	0
2008	hotten	35	30--39	12	6	6	0	0.5	0.5	0
2010	Houdini	46	40--49	22	1	2	19	0.0454545455	0.0909090909	0.8636363636
2011	Houdini	47	40--49	52	2	4	46	0.0384615385	0.0769230769	0.8846153846
2012	Houdini	48	40--49	35	2	3	30	0.0571428571	0.0857142857	0.8571428571
2013	Houdini	49	40--49	59	5	3	51	0.0847457627	0.0508474576	0.8644067797
2014	Houdini	50	50--59	52	4	5	43	0.0769230769	0.0961538462	0.8269230769
2015	Houdini	51	50--59	30	4	0	26	0.1333333333	0	0.8666666667
2016	Houdini	52	50--59	15	1	0	14	0.0666666667	0	0.9333333333
2017	Houdini	53	50--59	32	2	0	30	0.0625	0	0.9375
2018	Houdini	54	50--59	16	1	0	15	0.0625	0	0.9375
2011	How about cupcakes	37	30--39	14	0	14	0	0	1	0
2009	hundpuss	23	20--29	34	1	3	30	0.0294117647	0.0882352941	0.8823529412
2017	huskur	56	50--59	24	1	23	0	0.0416666667	0.9583333333	0
2011	hymafr	48	40--49	22	0	22	0	0	1	0
2012	hymafr	49	40--49	35	0	35	0	0	1	0
2013	hymafr	50	50--59	29	1	28	0	0.0344827586	0.9655172414	0
2011	Hypnos	43	40--49	11	0	0	11	0	0	1
2007	I Love You Three	20	20--29	28	8	20	0	0.2857142857	0.7142857143	0
2010	I Love You Three	23	20--29	21	0	20	1	0	0.9523809524	0.0476190476
2011	ialia	29	20--29	14	13	0	1	0.9285714286	0	0.0714285714
2008	IaOnDaFluff	40	40--49	39	0	38	1	0	0.9743589744	0.0256410256
2018	IceKitten	29	20--29	39	0	39	0	0	1	0
2019	IceKitten	30	30--39	77	5	72	0	0.0649350649	0.9350649351	0
2020	IceKitten	31	30--39	11	2	9	0	0.1818181818	0.8181818182	0
2012	icy	18	<20	39	3	2	34	0.0769230769	0.0512820513	0.8717948718
2006	idiblon	26	20--29	21	1	18	2	0.0476190476	0.8571428571	0.0952380952
2007	idiblon	27	20--29	57	4	50	3	0.0701754386	0.8771929825	0.0526315789
2009	idiblon	29	20--29	72	4	59	9	0.0555555556	0.8194444444	0.125
2012	Iida01	23	20--29	20	3	6	11	0.15	0.3	0.55
2013	Iida01	24	20--29	21	1	14	6	0.0476190476	0.6666666667	0.2857142857
2005	IMagine	27	20--29	10	0	9	1	0	0.9	0.1
2009	indicaana	26	20--29	11	9	0	2	0.8181818182	0	0.1818181818
2007	inga76	32	30--39	10	0	10	0	0	1	0
2008	inga76	33	30--39	12	0	12	0	0	1	0
2009	ingra	36	30--39	21	6	15	0	0.2857142857	0.7142857143	0
2011	ingra	38	30--39	10	8	2	0	0.8	0.2	0
2013	Ingram	33	30--39	16	2	14	0	0.125	0.875	0
2014	Ingram	34	30--39	137	2	135	0	0.0145985401	0.9854014599	0
2008	ingridlinnéa	27	20--29	22	3	19	0	0.1363636364	0.8636363636	0
2009	ingridlinnéa	28	20--29	12	0	11	1	0	0.9166666667	0.0833333333
2009	Insatt	29	20--29	10	1	8	1	0.1	0.8	0.1
2010	Insatt	30	30--39	11	0	10	1	0	0.9090909091	0.0909090909
2011	Insatt	31	30--39	248	8	233	7	0.0322580645	0.939516129	0.0282258065
2012	Insatt	32	30--39	213	10	198	5	0.0469483568	0.9295774648	0.0234741784
2013	Insatt	33	30--39	49	0	49	0	0	1	0
2007	InteVetJag	39	30--39	10	9	0	1	0.9	0	0.1
2008	InteVetJag	40	40--49	12	9	0	3	0.75	0	0.25
2013	Irma01	37	30--39	11	2	3	6	0.1818181818	0.2727272727	0.5454545455
2016	Isabellisen	48	40--49	11	1	10	0	0.0909090909	0.9090909091	0
2012	isolande	34	30--39	39	0	35	4	0	0.8974358974	0.1025641026
2014	isolande	36	30--39	31	1	29	1	0.0322580645	0.935483871	0.0322580645
2015	isolande	37	30--39	49	1	44	4	0.0204081633	0.8979591837	0.0816326531
2016	isolande	38	30--39	20	0	20	0	0	1	0
2017	isolande	39	30--39	12	1	11	0	0.0833333333	0.9166666667	0
2018	isolande	40	40--49	25	1	24	0	0.04	0.96	0
2019	isolande	41	40--49	10	0	10	0	0	1	0
2020	isolande	42	40--49	11	0	11	0	0	1	0
2010	iti	42	40--49	42	1	41	0	0.0238095238	0.9761904762	0
2009	Izzo	35	30--39	10	2	8	0	0.2	0.8	0
2009	J1983	27	20--29	35	4	30	1	0.1142857143	0.8571428571	0.0285714286
2010	J1983	28	20--29	12	1	10	1	0.0833333333	0.8333333333	0.0833333333
2011	J1983	29	20--29	35	8	25	2	0.2285714286	0.7142857143	0.0571428571
2012	J1983	30	30--39	13	2	11	0	0.1538461538	0.8461538462	0
2010	jådåsåatt	28	20--29	73	7	66	0	0.095890411	0.904109589	0
2011	jådåsåatt	29	20--29	93	5	88	0	0.0537634409	0.9462365591	0
2012	jådåsåatt	30	30--39	45	3	41	1	0.0666666667	0.9111111111	0.0222222222
2007	JAG är BÄST	36	30--39	13	0	0	13	0	0	1
2008	JAG är BÄST	37	30--39	80	1	13	66	0.0125	0.1625	0.825
2009	JAG är BÄST	38	30--39	150	14	32	104	0.0933333333	0.2133333333	0.6933333333
2010	JAG är BÄST	39	30--39	23	0	1	22	0	0.0434782609	0.9565217391
2011	JAG är BÄST	40	40--49	24	0	1	23	0	0.0416666667	0.9583333333
2012	JAG är BÄST	41	40--49	16	0	0	16	0	0	1
2012	jag är den jag är	40	40--49	43	0	42	1	0	0.976744186	0.023255814
2013	jag är den jag är	41	40--49	71	0	71	0	0	1	0
2014	jag är den jag är	42	40--49	21	0	21	0	0	1	0
2012	Jag1977	36	30--39	57	4	53	0	0.0701754386	0.9298245614	0
2009	jaghetersophia	28	20--29	13	1	9	3	0.0769230769	0.6923076923	0.2307692308
2009	janniahlholm	20	20--29	13	1	0	12	0.0769230769	0	0.9230769231
2008	Jappen	40	40--49	14	4	10	0	0.2857142857	0.7142857143	0
2009	Jaramla	31	30--39	61	3	29	29	0.0491803279	0.4754098361	0.4754098361
2010	Jaramla	32	30--39	15	0	13	2	0	0.8666666667	0.1333333333
