komma	0.147288	-0.511223	0.066872	-0.371677	-0.036385	0.197703	-0.325988	-0.247679	-0.384705	0.677831	-0.125005	0.835407	-0.366085	0.250382	0.276921	0.461169	-0.339673	-0.201456	0.039627	-0.079876	0.073960	0.084561	0.340330	-0.242080	-0.163693	-0.347285	0.465620	-0.015198	0.032618	-0.406887	0.379139	-0.210154	0.228216	0.211933	0.024975	-0.227695	0.329373	-0.324989	0.055430	0.125652	-0.166387	0.407344	-0.134971	-0.097313	-0.034122	0.436245	-0.028883	0.034872	0.190255	-0.058451	-0.084458	-0.549096	-0.655777	-0.351025	-0.067740	-0.234600	0.219904	0.224996	0.349922	0.025247	0.292208	-0.129062	0.310512	-0.098006	-0.228433	0.434711	0.144089	0.098847	0.276365	0.115741	0.162924	-0.327672	0.081536	-0.692744	-0.199783	0.092943	-0.236507	-0.124081	-0.075997	-0.405013	0.173986	-0.254857	-0.206461	-0.528581	0.035326	-0.031874	-0.315628	0.077019	0.002868	0.245643	0.358757	0.489700	-0.062685	0.075378	0.211124	-0.251335	0.199939	0.323965	-0.321899	0.280660
försöka	-0.252228	-0.416820	0.165917	-0.673455	-0.094811	0.096152	-0.157636	-0.022923	-0.237727	0.441105	0.463789	0.780602	-0.316501	0.254046	0.473508	0.393778	-0.216646	-0.159544	0.127061	0.232339	0.498490	0.009129	0.413857	-0.285193	-0.167716	-0.268885	0.292108	0.297956	-0.018420	-0.202740	0.684100	-0.161281	0.083128	0.500777	0.195510	-0.003532	0.499672	-0.449641	0.309372	0.110981	-0.338513	-0.112734	-0.024835	-0.243866	-0.023721	0.363624	-0.185108	0.289060	0.463723	-0.086013	0.060046	-0.596135	-0.709465	-0.281301	0.308471	0.232002	0.404795	0.180835	0.379292	-0.380664	0.108239	-0.045275	0.332672	0.094405	-0.184175	0.646235	0.106087	-0.120607	0.092243	0.169039	0.350181	-0.183071	0.033201	-0.250015	-0.231957	0.149287	-0.043446	0.166683	0.030807	-0.098095	-0.042991	-0.127521	0.169682	-0.374716	0.088988	0.110772	-0.387809	-0.093025	0.251560	0.394836	0.169753	-0.058193	-0.144992	0.272562	0.014083	-0.419011	0.084001	0.331379	0.120779	0.184522
fortsätta	0.008117	-0.525515	0.533382	-0.436379	0.075376	0.113289	-0.170604	-0.416933	-0.003324	0.321499	-0.088303	0.756170	-0.223966	0.019522	0.275527	0.590060	0.177943	-0.260020	-0.098299	0.156035	0.169704	-0.049613	0.320299	0.411752	-0.054769	-0.405439	0.483732	0.452561	0.021902	-0.158425	0.438567	-0.114487	-0.100560	0.377187	0.168087	-0.339866	0.050799	-0.138871	0.373433	-0.109058	-0.486798	-0.313403	-0.026386	-0.028084	0.047078	0.743394	-0.302766	0.408211	0.325939	-0.134082	-0.226754	-0.367307	-0.837926	0.150407	0.415171	-0.391757	0.199931	0.277571	0.576311	-0.629857	0.023765	0.037757	0.012613	0.135114	-0.265296	0.686447	-0.077924	0.053828	-0.033785	0.238705	0.635666	-0.262340	0.165657	-0.424218	-0.070899	-0.274992	-0.055478	0.476806	-0.077797	-0.281445	0.005006	-0.207609	0.330962	-0.343566	-0.224778	0.140551	-0.815382	0.203062	0.512157	0.299577	0.496368	0.195635	-0.056154	0.276737	-0.147759	-0.412395	0.113337	0.129707	0.124172	0.274398
sluta	-0.119952	-0.490771	0.125310	-0.389792	0.139171	0.067542	0.115504	-0.021103	-0.242793	0.484633	-0.041789	1.000354	-0.180602	-0.186750	0.311124	0.345088	-0.197748	0.093282	-0.108029	0.181723	0.402125	-0.189067	0.186491	-0.146774	-0.084982	-0.273317	0.390513	0.048224	-0.180777	-0.037790	0.496059	0.175187	-0.292918	0.218469	0.435144	-0.003381	0.187226	-0.238988	0.453505	-0.006680	-0.402796	-0.230632	0.142777	0.004860	0.088478	0.607475	-0.026995	0.094417	-0.081058	-0.174344	0.132818	-0.371390	-0.734658	-0.381008	0.341161	-0.013575	0.366459	0.032245	0.458761	-0.628870	-0.378755	0.134587	0.024356	0.114128	-0.469376	0.462729	0.299381	0.045325	-0.189353	-0.064913	0.268638	-0.094561	0.049128	-0.235565	-0.205942	-0.209201	-0.245694	0.041630	-0.136964	-0.293891	-0.026707	-0.301912	0.387378	-0.245784	-0.117975	0.303752	-0.485786	-0.047399	0.230525	0.267842	0.320630	0.489336	0.185501	0.124062	-0.015442	-0.651167	0.110780	0.208479	0.102962	0.254193
planera	-0.436504	-0.491155	0.069021	-0.156202	0.209371	-0.020464	-0.685066	-0.663437	-0.344913	0.494589	0.844369	0.655352	-0.447275	-0.157610	-0.219389	0.621899	0.012656	-0.344710	-0.008796	0.321365	-0.146146	-0.038729	-0.035567	-0.300024	-0.409977	-0.181204	1.139354	0.794519	0.377534	0.004846	-0.128501	-0.138489	-0.481460	0.567899	-0.054055	0.233473	-0.095951	-0.329599	0.253868	-0.042424	0.467652	0.059229	-0.247837	0.130024	0.669223	-0.075881	-0.714612	0.334800	-0.242224	0.452151	0.175067	-1.062224	-0.263471	-0.655231	0.151886	-0.097074	0.506585	-0.115953	0.353726	-0.574878	-0.089146	-0.117078	-0.228903	0.005806	-0.290770	0.333372	-0.297026	0.242145	0.129134	0.379449	0.183408	0.099332	-0.251522	-0.394544	-0.377741	0.561982	-0.103801	0.556709	0.375187	-0.495800	-0.021522	-0.408869	-0.118413	-0.603947	0.141492	0.190956	-0.782528	0.682758	0.201394	0.440661	0.083598	0.271024	-0.277670	0.426317	0.023648	-0.271241	0.482839	0.452221	-0.466583	0.028471
slippa	-0.028476	-0.446999	0.193360	-0.298884	0.306410	0.211595	-0.145140	0.311773	-0.440950	0.706391	0.298313	0.528517	-0.294401	0.019768	0.273472	0.540951	-0.480012	0.238668	-0.010788	0.169604	0.249888	-0.124201	0.333041	-0.204175	-0.048643	-0.352022	0.414570	0.076140	-0.068498	-0.139400	0.752566	-0.288857	-0.318051	0.588653	0.507282	0.021522	0.518388	-0.024634	0.221857	-0.169196	-0.570755	-0.090938	-0.089287	-0.207414	0.087568	0.104159	-0.474200	0.427225	0.472958	-0.356702	0.048259	-0.231391	-0.505089	-0.450570	-0.112680	0.194905	0.559963	-0.119972	0.218767	-0.491039	-0.120313	0.013311	0.059983	0.177951	-0.355830	0.473041	0.276214	-0.143998	0.220699	-0.177624	0.110638	-0.176107	-0.130919	-0.289740	-0.168305	0.330816	-0.489134	-0.109949	-0.017199	-0.254012	-0.400471	-0.369860	0.112905	-0.137258	-0.159715	0.332313	-0.338827	0.003773	0.004538	0.319561	0.292106	0.216063	-0.142450	0.168665	-0.148407	-0.206730	0.363327	0.335274	-0.405894	-0.036948
glömma	0.303036	-0.675031	-0.133857	-0.506751	-0.043929	0.081131	-0.161577	0.125726	-0.498682	0.575340	0.291137	0.799598	-0.033551	-0.466357	0.378748	0.107272	-0.381559	-0.104095	0.141965	-0.203459	0.137554	0.045710	0.029035	-0.405552	0.038560	-0.273054	0.725988	0.036811	-0.251511	-0.044453	0.036808	-0.140916	0.208292	0.496006	0.283069	-0.140333	0.299620	-0.346558	0.347430	-0.187311	-0.248264	0.497247	-0.159062	0.088828	0.394147	0.492269	-0.056747	0.008269	0.305712	-0.067506	-0.410598	-0.488798	-0.585170	-0.296889	0.108661	0.230741	0.711260	-0.158193	0.397326	-0.376883	-0.467906	0.377545	-0.003392	0.031892	-0.156163	-0.033010	0.295581	-0.124486	-0.156813	0.225569	0.169183	-0.490908	0.053611	-0.472440	-0.163538	0.150457	-0.212823	0.348281	-0.014515	-0.300416	0.016095	-0.218648	-0.226903	-0.607047	-0.251643	0.385317	-0.504979	0.314449	0.164915	0.147182	-0.037006	0.318515	-0.327880	0.150058	-0.115747	-0.039761	0.251845	0.051460	-0.004096	0.172534
lova	0.128760	-0.475752	0.061463	-0.586574	0.253005	0.272244	-0.100160	0.170649	-0.453404	0.662390	0.100570	0.729043	-0.225091	-0.178547	0.273105	-0.037233	-0.278119	0.489971	-0.404119	-0.063664	0.005567	0.059082	0.013026	-0.414157	-0.171947	-0.470816	0.333040	-0.043735	0.224717	-0.017735	0.076468	0.054899	-0.062939	0.019982	-0.030814	-0.049615	0.259300	-0.476787	0.624327	-0.035597	-0.423836	-0.205067	-0.080911	0.027400	0.142293	0.787537	-0.088801	-0.216612	0.129316	0.192604	-0.229018	-0.251607	-0.561425	0.133766	-0.160246	-0.033055	0.494214	0.147823	0.247575	-0.375162	0.094783	0.349803	-0.118809	0.058193	-0.352248	0.266471	0.136001	-0.202057	0.099211	0.024583	0.294447	-0.192004	0.068959	-0.499462	-0.348340	0.047411	0.086974	-0.002774	0.379362	-0.258608	-0.057732	0.013391	0.222477	-0.465574	-0.002821	0.340565	-0.411565	0.392457	0.465443	0.349316	0.062265	0.443738	-0.397254	-0.311320	-0.180727	-0.321543	0.004388	0.051784	-0.324695	0.181661
riskera	-0.112172	-0.500830	0.365089	-0.339082	0.349384	0.157361	0.050617	0.120097	-0.305978	0.519934	-0.005514	0.863255	-0.234320	-0.274459	0.406357	0.265349	-0.520665	0.037415	-0.120713	0.007563	0.273372	0.046563	0.549033	-0.474521	-0.022531	-0.362023	0.397188	0.218106	-0.051085	-0.127798	0.710270	-0.237600	-0.269946	0.340123	0.525302	-0.060987	0.313483	-0.054881	0.124699	-0.225911	-0.773007	0.217960	0.110377	0.055183	0.211778	-0.016604	-0.581453	0.310496	0.748265	-0.177099	0.179716	-0.443767	-0.588675	-0.154430	0.311232	0.323228	0.536110	0.105036	0.519994	-0.796761	-0.356391	-0.225442	0.097639	-0.151677	-0.105745	0.175123	0.021125	-0.211086	-0.044981	0.353350	0.535891	-0.382006	0.166407	-0.154072	-0.168101	-0.017474	-0.600203	-0.088190	-0.403590	-0.083888	-0.321035	-0.353578	0.127243	-0.096779	-0.180236	0.463675	-0.431177	0.439384	0.131037	0.055325	0.465047	0.486640	-0.283194	0.277238	-0.135046	-0.020104	0.301246	0.246322	-0.313221	0.196448
vägra	-0.031451	-0.793452	0.042508	-0.577159	0.239700	-0.015382	0.065131	0.341585	-0.122814	0.540248	-0.209639	0.675492	-0.421874	-0.225666	0.282527	0.455934	-0.338257	-0.170227	0.125396	0.085139	0.551742	0.012409	0.186385	-0.343794	-0.364089	-0.090117	0.431758	-0.221668	-0.346174	-0.028409	0.503464	-0.150685	-0.269852	0.002313	0.338529	0.032267	0.277044	0.085789	0.160658	-0.391681	-0.769124	-0.271114	-0.059325	-0.404803	0.062215	0.099630	-0.080688	0.364158	0.144255	-0.081199	-0.068708	-0.207758	-0.524346	-0.515209	0.443022	-0.075272	0.362206	0.352671	0.324672	-0.911522	-0.018780	-0.008078	0.335165	0.016587	-0.095526	0.592956	0.175161	0.153506	0.026271	0.184453	0.564232	-0.321408	0.145135	-0.562179	0.198654	-0.299695	-0.381082	-0.015975	-0.010046	-0.054622	-0.453639	-0.062106	0.072558	-0.211245	0.169774	0.253703	-0.175482	-0.184307	0.009670	0.447999	0.226388	0.467014	0.218821	0.306632	-0.199318	-0.279568	0.436814	0.024344	-0.143858	0.279007
