username	datapoints_t	change	innov_start	innov_end	datapoints_i	datapoints_e
MoaLjung	2	0	1	1	1	1
Heauxm	2	0	1	1	1	1
larsa39	2	0	1	1	1	1
riksmupp	2	0	1	1	2	0
cypern	2	0	1	1	1	1
Sappig	2	0	1	1	1	1
motvall	2	0	1	1	1	1
elguantelete	2	0	0	0	1	1
Mammutheee	2	0	1	1	1	1
zebra121	2	0	1	1	1	1
Aryan80	2	0	1	1	1	1
Doodi	2	0	1	1	2	0
D-Vitamin	2	0	1	1	1	1
SprayLord	2	0	1	1	1	1
swekredit	2	0	1	1	1	1
Flottstek	2	0	1	1	1	1
MarioForPresident	2	0	0	0	2	0
Sowilu	2	0	0	0	2	0
Kreh	2	0	0	0	1	1
MJ	2	0	0	0	1	1
Junot	2	0	0	0	1	1
frankkk	2	0	0	0	1	1
Hellblau	2	0	0	0	1	1
couchfishing	2	0	0	0	1	1
slugs-P	2	0	0	0	1	1
Feldt	2	0	1	1	1	1
FittLisa	2	0	0	0	1	1
Propagandada	2	0	0.3333333333	0.3333333333	1	1
fuska	2	0	0	0	1	1
QueerSchilvia	2	0	0	0	1	1
Zehcnas	2	0	0	0	1	1
Proft	2	0	0	0	1	1
Astair	2	0	0	0	1	1
silberstein	2	0	0	0	1	1
Rutger MacLean	2	0	0	0	1	1
oehae	2	0	0	0	1	1
Gunja	2	0	0.5	0.5	1	1
tantalus	2	0	0	0	1	1
Nemesisdivina	2	0	0	0	1	1
NKB	2	0	0	0	1	1
Klasina	2	0	0	0	1	1
Haley	2	0	0	0	2	0
Femholdt	2	0	0	0	1	1
Keyser--Soze	2	0	0	0	1	1
Herr_Oin	2	0	0	0	1	1
Mindfullnes	2	0	1	1	1	1
Woffeltoffel	2	0	0	0	1	1
brutusmaximus	2	0	0	0	1	1
Zoltar	2	0	0	0	1	1
AlexOnTop	2	0	1	1	1	1
WaR	2	0	0	0	1	1
litenbonde	2	0	0	0	1	1
Jamtskan	2	0	0	0	1	1
XeKaaz	2	0	0	0	1	1
bitchtits89	2	0	0	0	1	1
Hedulen	2	0	0	0	1	1
Unimaginative	2	0	0	0	1	1
mitbac	2	0	0	0	1	1
Muckan	2	0	0	0	1	1
ValerieSolanas	2	0	0	0	1	1
CanLifePrevail	2	0	0	0	1	1
Makkadov	2	0	0	0	1	1
Impopular	2	0	0	0	1	1
Panfer	2	0	0	0	1	1
Qbase	2	0	0	0	1	1
arsamiluk	2	0	0	0	1	1
Zom	2	0	0	0	1	1
RisingSun	2	0	0	0	1	1
Encia	2	0	0	0	2	0
NicolaisEnzymer	2	0	0	0	1	1
atila	2	0	0	0	2	0
Extremisten	2	0	0	0	1	1
vilsenYngling	2	0	0	0	1	1
Tidsresande-ridder...	2	0	1	1	1	1
cp-apa	2	0	0	0	1	1
jagkansaker	2	0	0	0	1	1
MrEpic	2	0	0	0	2	0
Theyearwas1990	2	0	1	1	1	1
Pushtigban	2	0	0	0	1	1
Markussa	2	0	0	0	1	1
Belloc	2	0	0.5	0.5	1	1
Bitchtit	2	0	0	0	1	1
HeirofOdin	2	0	0	0	1	1
Benares	2	0	0	0	1	1
xoloit	2	0	0.3333333333	0.3333333333	1	1
Vetemjölner	2	0	0	0	1	1
Razamataz	2	0	0	0	1	1
En debattör	2	0	0	0	1	1
Maccer	2	0	0	0	1	1
Kojak0	2	0	0	0	1	1
TheBeuty	2	0	0	0	1	1
ErikEdvard	2	0	0	0	1	1
Observer	2	0	0	0	1	1
Laxenboy	2	0	0	0	1	1
mlk	2	0	0	0	1	1
Mmyhr	2	0	0	0	1	1
INGASVORDOMAR	2	0	0	0	1	1
Warp2o	2	0	0	0	2	0
Ovation	2	0	0	0	1	1
babben72	2	0	0	0	1	1
dfghj123	2	0	0	0	1	1
TopSecret	2	0	0	0	1	1
Dunderbrekk	2	0	0	0	1	1
Leagacy	2	0	0.3333333333	0.3333333333	1	1
Lexzer	2	0	0	0	1	1
BengtW	2	0	0	0	1	1
Larstage	2	0	0	0	1	1
ZooyorkeR	2	0	0	0	1	1
Kusin Kluster	2	0	0	0	1	1
Jimmy Hjort	2	0	1	1	1	1
svennes20000000	2	0	0	0	1	1
sirVandalot	2	0	0	0	1	1
FromAustraliaWithL...	2	0	0.5	0.5	1	1
kisel	2	0	1	1	1	1
odalman	2	0	0	0	1	1
Toolbar	2	0	0	0	1	1
Glinjarn	2	0	0	0	1	1
Mehr	2	0	0	0	1	1
PaiN i Stugan^	2	0	0	0	1	1
Meloveyoulongtime	2	0	1	1	1	1
sonofliberty	2	0	1	1	1	1
Picasilly	2	0	1	1	2	0
C.O.T.N	2	0	0	0	1	1
joecaligula	2	0	0	0	1	1
Colonial	2	0	0	0	1	1
Exakte	2	0	0	0	1	1
parski	2	0	0	0	1	1
KlisterKarlson	2	0	1	1	2	0
ykako	2	0	0	0	1	1
Loonquawl	2	0	0	0	1	1
Gunnar.Rasputin	2	0	0	0	1	1
Columbia	2	0	0	0	1	1
Roadworker	2	0	0	0	1	1
Perlorihagen	2	0	0	0	1	1
anvandarnamn62	2	0	1	1	1	1
goE-	2	0	0	0	1	1
Draedon	2	0	0	0	2	0
DenEvige	2	0	0	0	1	1
Juvelidiot	2	0	0	0	1	1
Stålverk	2	0	0	0	1	1
sWeePerr	2	0	0	0	1	1
Franchise	2	0	0	0	1	1
Helveteshund	2	0	0	0	1	1
David Prutton	2	0	0	0	2	0
Ivenblixt	2	0	0	0	1	1
Alogan	2	0	0	0	1	1
mcfrog	2	0	0	0	1	1
GanjaThorulf	2	0	0	0	1	1
benderblod	2	0	0	0	1	1
DeLorean	2	0	0	0	1	1
cylobine	2	0	0	0	1	1
LågOchLångsam	2	0	0	0	2	0
sang-real	2	0	1	1	1	1
Ullanbator	2	0	0	0	2	0
MrBoaOrm	2	0	1	1	1	1
fyllaset	2	0	0	0	1	1
Dantia	2	0	0	0	1	1
Jensofsweden	2	0	0	0	1	1
JohnnyAreYouQueer	2	0	0	0	1	1
dragonflies	2	0	0	0	1	1
Persepone	2	0	0	0	1	1
jr.ewing	2	0	0	0	1	1
Odhag	2	0	0	0	1	1
aothai	2	0	0	0	1	1
det-glada-vildsvin...	2	0	0	0	1	1
Happyness	2	0	0	0	1	1
innovative	2	0	0	0	1	1
Trill	2	0	0	0	1	1
Gronabuddah	2	0	0	0	1	1
927	2	0	0	0	1	1
Denno	2	0	0	0	1	1
Vagabonden	2	0	0	0	1	1
Goggen	2	0	0	0	1	1
TrialByError	2	0	0	0	1	1
Arkhon	2	0	0	0	1	1
W_T_F	2	0	0	0	1	1
Birabacken	2	0	0	0	1	1
Pastor Sula	2	0	0	0	2	0
Rob Halford	2	0	0	0	1	1
kniebolo	2	0	0	0	1	1
twoinone	2	0	0	0	1	1
Ceres	2	0	0	0	2	0
One Way Street	2	0	0	0	1	1
themf	2	0	0	0	1	1
Herr Haddock	2	0	0	0	1	1
musta_pekka	2	0	0	0	1	1
Fargoth	2	0	0	0	1	1
OnkelK	2	0	0	0	1	1
JsonAson	2	0	0	0	1	1
Veyron	2	0	0	0	1	1
Riesen	2	0	0	0	1	1
alligator_	2	0	0	0	1	1
enverhoxha99	2	0	0	0	1	1
anakata2	2	0	0	0	1	1
Gizmoz	2	0	0	0	1	1
Racerbyce	2	0	0	0	2	0
princessleia	2	0	0	0	2	0
Fader Jack	2	0	0	0	1	1
Letterman	2	0	0	0	1	1
wolfram	2	0	0	0	1	1
Carl-Olof	2	0	0	0	1	1
De Ambris	2	0	0	0	1	1
Hola Bandola	2	0	0	0	1	1
Järvenpää	2	0	0	0	1	1
illum	2	0	0	0	1	1
Dr. J. Hamilton	2	0	0	0	1	1
Yourfriend	2	0	0	0	1	1
pöbeln	2	0	0	0	1	1
Ian S	2	0	0	0	2	0
Riitvah	2	0	0	0	1	1
boris	2	0	0	0	1	1
kulanfromhell	2	0	0	0	2	0
AuronT	2	0	0	0	2	0
Bronkz	2	0	0	0	1	1
Glamourbögen	2	0	0	0	1	1
Dr Dystop	2	0	0	0	1	1
Castafiore	2	0	0	0	2	0
Xenu	2	0	0	0	1	1
larzs0n	2	0	0	0	1	1
kalle (old)	2	0	0	0	1	1
JH (old)	2	0	0	0	1	1
Lilja Warg	2	0	0.0357142857	0.0357142857	1	1
LASSE RASMEDVETEN	2	0	0	0	1	1
agitator	2	0	0	0	1	1
Icke-socialist	2	0	0	0	1	1
InkoPinko	2	0	0	0	1	1
Freak	2	0	0	0	1	1
smartypants	2	0	0	0	1	1
SkepticEnquirer	2	0	0	0	1	1
Chalice	2	0	0	0	1	1
Xerxes	2	0	0	0	2	0
Fulingen	2	0	0	0	1	1
Ceratos	2	0	0	0	1	1
nopathy	2	0	1	1	1	1
irriducibilii	2	0	0	0	1	1
IamSirius	2	0	1	1	1	1
DzCh	2	0	0.75	0.75	1	1
FatCharlie	2	0	1	1	1	1
Gideon-Sture	2	0	0	0	1	1
Jersi	2	0	1	1	1	1
Fomalhaut	2	0	0	0	1	1
w4rper	2	0	1	1	1	1
NorthPort	2	0	0	0	1	1
-rascal-	2	0	0	0	1	1
ShangriLa	2	0	0	0	1	1
zapatista	2	0	0	0	1	1
hyfie	2	0	0	0	1	1
JakeTheMuss	2	0	0	0	1	1
MolecularSpice	2	0	0	0	1	1
Phalguna	2	0	0	0	2	0
Alikabadidi	2	0	1	1	1	1
1love	2	0	1	1	1	1
VanDick	2	0	1	1	1	1
IHSV	2	0	0.5	0.5	1	1
Svenskaste	2	0	1	1	1	1
Cincinnati	2	0	1	1	1	1
Trollen	2	0	0	0	1	1
Spaeckhuggare	2	0	0.75	0.75	1	1
Mister-Serioso	2	0	1	1	1	1
lillaHedvig	2	0	1	1	1	1
SlaineHarding	2	0	0	0	1	1
Anti-Rasist	2	0	0	0	1	1
DemosthenesNu	2	0	0	0	1	1
CmonSailor	2	0	1	1	1	1
Lokaltidningen	2	0	1	1	1	1
Klimax00	2	0	1	1	1	1
Kattdjuret	2	0	1	1	1	1
AlltidGorilla	2	0	1	1	1	1
Fredrik.E	2	0	1	1	1	1
näverläppen	2	0	1	1	1	1
Strangeflower	2	0	1	1	1	1
Klafs	2	0	1	1	1	1
jagluktarketchup	2	0	1	1	1	1
Brute	2	0	1	1	2	0
boppalooz	2	0	0	0	2	0
kuk-tm	2	0	1	1	1	1
Eminent.Javisst	2	0	1	1	1	1
Landsfader	2	0	0	0	1	1
JoanJen	2	0	0	0	1	1
U.Yojimbo	2	0	0.5	0.5	1	1
Eatmyshorts	2	0	1	1	1	1
Noobgren	2	0	1	1	1	1
JohanGroth	2	0	1	1	1	1
Naethatare	2	0	0	0	1	1
debben	2	0	1	1	1	1
wmathyy	2	0	0	0	1	1
Vintervers	2	0	0	0	2	0
rullknufs	2	0	1	1	1	1
alltid-i-blasvader	2	0	1	1	1	1
eggshells	2	0	0	0	1	1
Allknowing	2	0	0	0	1	1
Kavalleristen	2	0	1	1	1	1
Menschenkind	2	0	1	1	1	1
mrshylock	2	0	1	1	1	1
LibertasEtJustitia	2	0	1	1	1	1
netc0rd	2	0	1	1	1	1
Nyheter24	2	0	0.5	0.5	1	1
Ui	2	0	1	1	1	1
nKomo	2	0	0	0	1	1
P.Carrera	2	0	1	1	1	1
Mangart	2	0	0.6666666667	0.6666666667	1	1
Garmethew	2	0	1	1	1	1
Elefanter	2	0	1	1	1	1
hotmale	2	0	1	1	1	1
Jesyce	2	0	1	1	1	1
Redonkulous	2	0	1	1	1	1
von-Utfall	2	0	0	0	1	1
kolugn	2	0	0.75	0.75	1	1
bjursa	2	0	1	1	1	1
mangan74orebro	2	0	1	1	1	1
rusmag	2	0	1	1	1	1
NaSteffe	2	0	1	1	1	1
vadkandu	2	0	1	1	1	1
Margaery	2	0	1	1	1	1
Naturensunder	2	0	1	1	1	1
Krankt	2	0	0.5	0.5	1	1
Pulver-Henke	2	0	1	1	1	1
SlaktarBosse	2	0	1	1	1	1
TheBeachParty	2	0	1	1	1	1
CockneyReject	2	0	1	1	1	1
Aquaglycerine	2	0	1	1	1	1
lobax.hermodsson	2	0	1	1	1	1
Guts	2	0	1	1	1	1
Murvelo	2	0	0.8	0.8	1	1
Vardcentralen	2	0	0.3333333333	0.3333333333	1	1
ProfessorMcGooby	2	0	0	0	1	1
fruktsllad	2	0	1	1	1	1
bookofmazarbul	2	0	0	0	1	1
NiggerCoon	2	0	1	1	1	1
GastonWHO	2	0	0	0	1	1
Skeiron	2	0	1	1	1	1
Lopesan	2	0	1	1	1	1
FonnieSaltloek	2	0	1	1	1	1
Avitall	2	0	1	1	1	1
flamande.grevskopa	2	0	1	1	1	1
Zemfa	2	0	1	1	1	1
jonkijon	2	0	1	1	1	1
Zweii	2	0	1	1	1	1
Dr-compakt	2	0	1	1	1	1
Robur	2	0	0	0	1	1
Max-sweden	2	0	1	1	1	1
Fedayeen	2	0	0	0	1	1
Ahrkantos	2	0	0	0	1	1
George.Jansen	2	0	0	0	1	1
Kurganski	2	0	0	0	1	1
Bosh	2	0	0	0	1	1
darkaim	2	0	1	1	1	1
Notserious	2	0	0.5	0.5	1	1
elmanoo	2	0	1	1	1	1
Vredesmodet	2	0	1	1	1	1
Dogdylan6.0	2	0	1	1	1	1
ladugardsdorr	2	0	0	0	1	1
ihavesoldout	2	0	1	1	1	1
ScEco	2	0	0	0	1	1
TailgunnerJoe	2	0	1	1	1	1
Plingplongdude	2	0	0	0	1	1
Pasteur	2	0	1	1	1	1
Ssgh	2	0	0	0	1	1
DuFarInteVeta	2	0	0	0	1	1
Wronskianen	2	0	0	0	1	1
GallusGallus	2	0	1	1	1	1
borick	2	0	0	0	1	1
Giladi	2	0	0	0	1	1
takeitchill	2	0	1	1	1	1
Marcus.Antonius	2	0	0	0	2	0
jedigovna	2	0	1	1	2	0
Summerbird	2	0	0.3333333333	0.3333333333	1	1
Dr-Hicks	2	0	1	1	1	1
Mockspock	2	0	1	1	1	1
Slavicbrother	2	0	1	1	1	1
ebqt	2	0	1	1	2	0
Lolsorz	2	0	1	1	1	1
HDCase	2	0	0	0	1	1
LostGeneral	2	0	0	0	1	1
Dre	2	0	1	1	1	1
MenOfLowMoralFibre	2	0	1	1	1	1
Walter-Ulbricht	2	0	0	0	1	1
Disposition	2	0	1	1	1	1
Ippskiff	2	0	1	1	1	1
Saefvgren	2	0	1	1	1	1
martinisaksson	2	0	1	1	1	1
xorebro	2	0	0	0	1	1
beforemath	2	0	1	1	2	0
Micksan	2	0	1	1	1	1
LubbeTjoffmopf	2	0	1	1	1	1
Irenicus	2	0	1	1	1	1
precidio	2	0	1	1	1	1
Autochthon	2	0	1	1	1	1
JapanKina	2	0	1	1	1	1
Drusken	2	0	1	1	1	1
kottrich	2	0	1	1	1	1
Radichal	2	0	1	1	1	1
ThematicMapper	2	0	1	1	1	1
Askabara	2	0	0	0	1	1
TheSheriff1965	2	0	0	0	1	1
sremla	2	0	1	1	1	1
anjer2	2	0	1	1	1	1
NotEnoughCowBell	2	0	0	0	1	1
G.Loomis	2	0	0	0	1	1
korallmongot	2	0	1	1	1	1
SleinartRalphelius	2	0	0	0	1	1
utopisknakenhet	2	0	1	1	1	1
Priapus	2	0	1	1	1	1
MrBlakeney	2	0	0	0	1	1
Gahlster	2	0	0.5	0.5	1	1
Kod21	2	0	0.6666666667	0.6666666667	1	1
herrcarlsson	2	0	0	0	1	1
Updown	2	0	1	1	1	1
filipjansson	2	0	0	0	1	1
Finans.killen	2	0	0	0	1	1
AbdullahSvensson	2	0	0	0	1	1
L.Skugge	2	0	0	0	1	1
Marulk	2	0	0	0	1	1
Nightfighter	2	0	0	0	1	1
Krigetkommer	2	0	0	0	1	1
inden	2	0	0	0	1	1
ka kui	2	0	0	0	1	1
BagareBengt	2	0	0	0	1	1
Atlantis	2	0	0	0	1	1
Marulkens	2	0	0	0	1	1
siwsan	2	0	0	0	1	1
Norman	2	0	0	0	1	1
Tacoritz	2	0	0	0	2	0
brtkrbzhnv	2	0	0	0	1	1
Bofredrik	2	0	0	0	1	1
pheno	2	0	0	0	1	1
mrbonkers	2	0	0	0	1	1
McFrost	2	0	0	0	1	1
lazuli	2	0	0	0	1	1
Padme	2	0	0	0	1	1
kurrec	2	0	0	0	1	1
Grottis	2	0	0	0	1	1
Ondve	2	0	0	0	1	1
Buckshoota	2	0	0	0	1	1
Merkwurdigliebe	2	0	0	0	1	1
Infinity24	2	0	0	0	1	1
StockholmSyndrome	2	0	0	0	1	1
thefarside.	2	0	1	1	1	1
sickside	2	0	1	1	1	1
Gombrowicz	2	0	1	1	1	1
Maranatha	2	0	0	0	1	1
Mr.Marklar	2	0	0	0	1	1
dolmenkollen	2	0	1	1	1	1
...Cr0ss0va...	2	0	0.2	0.2	1	1
Sam9104	2	0	0	0	1	1
MORINHO	2	0	0.75	0.75	1	1
Bagdad	2	0	0	0	1	1
CombatBufonid	2	0	0	0	1	1
Grandesporros	2	0	0	0	1	1
Hagbjarn88	2	0	0	0	1	1
Moonreflection	2	0	0	0	1	1
SkinRASH	2	0	0	0	1	1
Thepressbyran	2	0	0	0	1	1
expoexpo	2	0	0	0	1	1
dempa69	2	0	0	0	1	1
Veritas-Detector	2	0	0.6428571429	0.6428571429	1	1
Sonden	2	0	0.6666666667	0.6666666667	1	1
nerdbasher	2	0	1	1	1	1
opemma	2	0	0	0	1	1
HansLucas	2	0	0	0	1	1
Zenerdiod	2	0	0	0	1	1
2Keynote	2	0	0	0	1	1
gmn	2	0	0	0	1	1
Mikolino	2	0	0	0	1	1
Drumstick	2	0	0	0	1	1
Melissan	2	0	0	0	1	1
MrMjoelke	2	0	0	0	1	1
Bibliofilen	2	0	1	1	1	1
Anton1996	2	0	0.4814814815	0.4814814815	1	1
JagHank	2	0	0	0	1	1
Jamaicabananer	2	0	0	0	1	1
While	2	0	0	0	1	1
essens	2	0	0	0	1	1
kolit	2	0	1	1	1	1
Technetium	2	0	0	0	1	1
Banalrepublik	2	0	0	0	1	1
DeusSancti	2	0	1	1	1	1
stonegarden	2	0	0.3333333333	0.3333333333	1	1
Bitterkuken	2	0	1	1	1	1
ETTMYCKETLANGTNAMN	2	0	0.8461538462	0.8461538462	1	1
BodhiWanKenobi	2	0	0	0	1	1
Anarchy4Sweden	2	0	0	0	1	1
nekropedofili	2	0	0	0	1	1
Imperativ	2	0	0.8421052632	0.8421052632	1	1
PerschlarFundron	2	0	0	0	1	1
gargamel-jonas	2	0	1	1	1	1
BjarneSchlyter	2	0	0.5	0.5	1	1
Jernvante	2	0	0	0	1	1
Endo	2	0	0	0	1	1
Londonesque	2	0	0	0	1	1
Stjarnglans	2	0	0	0	1	1
fafne	2	0	1	1	1	1
nordheim	2	0	0	0	1	1
-Napoleon-	2	0	0	0	1	1
JazzIsNotDead	2	0	1	1	1	1
queerish	2	0	0	0	1	1
Redpitbull	2	0	0	0	1	1
ZitaX	2	0	0	0	1	1
orzion-2.0	2	0	1	1	1	1
Tidsgest	2	0	1	1	1	1
konstspiration	2	0	0	0	1	1
darktriad	2	0	1	1	1	1
DoctorDeath	2	0	0	0	1	1
moonclimber	2	0	0	0	1	1
Rusty.Brandsteen	2	0	1	1	1	1
Cartagena	2	0	0	0	1	1
BasmentxD	2	0	0	0	1	1
spandido	2	0	0	0	1	1
dnan0912	2	0	1	1	1	1
Oredsson	2	0	0	0	1	1
Fq5F17	2	0	0	0	1	1
Toalettrulle	2	0	0	0	1	1
Linnaeus	2	0	0	0	1	1
Descending	2	0	0	0	1	1
Neremiyah	2	0	0	0	1	1
villhelm	2	0	0	0	1	1
GirigaJuden	2	0	0	0	1	1
Bagarbarnet	2	0	0	0	1	1
jagharsvaren	2	0	0	0	1	1
Stygger	2	0	0.5	0.5	1	1
MORAKNIV	2	0	1	1	1	1
Newfaceinhell	2	0	0	0	1	1
RajGuZz	2	0	1	1	1	1
Floridasunshine	2	0	0	0	1	1
Pinkus	2	0	0	0	1	1
Severoth	2	0	0	0	1	1
Skarpheden	2	0	1	1	1	1
limas	2	0	0	0	1	1
Durkheim	2	0	1	1	1	1
Nostradamus72	2	0	0	0	1	1
Illusionsfrihet	2	0	0	0	1	1
SlowStrangler	2	0	0	0	1	1
miyagismandolin	2	0	0	0	1	1
OmneHomoMendax	2	0	0	0	1	1
Wahrsager	2	0	0	0	1	1
Adored	2	0	0	0	1	1
Riksklanten	2	0	0	0	1	1
KickassDuke	2	0	0	0	1	1
TimothyMcVeigh	2	0	0	0	1	1
woot-hole	2	0	0	0	1	1
prolaps	2	0	1	1	1	1
GurkhakrigareN	2	0	0	0	1	1
KeLLingH	2	0	1	1	1	1
Doktor Mugg	2	0	0	0	1	1
Tarasquest	2	0	0	0	1	1
ZuXL	2	0	0.5	0.5	1	1
CampzEh	2	0	0	0	1	1
mirafiori	2	0	0	0	1	1
ErikClapton	2	0	0	0	1	1
Ace.Harding	2	0	0	0	1	1
DasSven	2	0	0	0	1	1
mistermonster	2	0	0	0	1	1
ninking	2	0	1	1	1	1
korrektpolitiskt	2	0	0	0	1	1
flback	2	0	0	0	1	1
Dadak	2	0	0	0	1	1
100g	2	0	0	0	1	1
Prisca	2	0	1	1	1	1
Flashcash	2	0	0	0	1	1
Down76	2	0	0	0	1	1
gr6810	2	0	0	0	1	1
skarlockholmes	2	0	0.1666666667	0.1666666667	1	1
Aleksanterinkatu	2	0	1	1	1	1
IslaCabica	2	0	0	0	1	1
PuncturedBladder	2	0	0	0	1	1
petterpeppar	2	0	0	0	1	1
DrKrastapopolos	2	0	0	0	1	1
Bush, George W	2	0	0	0	2	0
SalvationArmy	2	0	0	0	1	1
Dannylito	2	0	0	0	1	1
Okes	2	0	1	1	1	1
Qarabag	2	0	0	0	1	1
DialM	2	0	0	0	1	1
JanOrgan	2	0	1	1	1	1
Kulle	2	0	0	0	1	1
Slemdregg	2	0	0	0	1	1
DoktorAnna	2	0	1	1	1	1
maper74	2	0	0	0	1	1
feminista	2	0	0	0	1	1
DrJohnBWatson	2	0	0	0	1	1
Fettback	2	0	1	1	1	1
SmileuronTV	2	0	1	1	1	1
Tihihi	2	0	0.5	0.5	1	1
Bredsjo-Ante	2	0	0	0	1	1
PositiveNegative	2	0	1	1	1	1
ZachNukeEm	2	0	0	0	1	1
DanskaFaran	2	0	0	0	1	1
FWord	2	0	0	0	1	1
GodlessFreedomNow	2	0	1	1	1	1
overseer101	2	0	0	0	1	1
Ahvenmaa	2	0	0	0	1	1
exarotos	2	0	0	0	1	1
Zamenis	2	0	1	1	1	1
Bekkkknish	2	0	1	1	1	1
CoupDeGrace	2	0	1	1	1	1
Transient	2	0	1	1	1	1
R.a.z.o.r.	2	0	1	1	1	1
seriously?	2	0	0.5	0.5	1	1
Von-Arschloch	2	0	1	1	1	1
Doktatorn	2	0	1	1	1	1
Treskor	2	0	1	1	1	1
Lustighet	2	0	1	1	1	1
Wohoo257	2	0	1	1	1	1
zebraonion	2	0	1	1	1	1
RabiatModerat	2	0	1	1	1	1
dumifittan	2	0	1	1	1	1
blutzeugen	2	0	1	1	1	1
ZdravoKobila	2	0	1	1	1	1
Rorschach	2	0	0	0	1	1
mohnomishe	2	0	1	1	1	1
Tobiaslundin	2	0	1	1	1	1
TikkunOlam	2	0	1	1	1	1
Asfas	2	0	1	1	1	1
LVX156	2	0	1	1	1	1
elefantpenis2002	2	0	1	1	1	1
Ydalir	2	0	1	1	1	1
Mskin	2	0	1	1	1	1
primemunister	2	0	1	1	1	1
FlabbeMcFloppy	2	0	1	1	1	1
RickDangerous	2	0	1	1	1	1
Antifeminizten	2	0	1	1	1	1
Anthology	2	0	0.6666666667	0.6666666667	1	1
Huffensfuffens	2	0	0	0	1	1
Hjortronsylt	2	0	1	1	1	1
frantik	2	0	1	1	1	1
IngmarBergman	2	0	0.8333333333	0.8333333333	1	1
Gefreiter	2	0	1	1	1	1
larsingvarsfru	2	0	1	1	1	1
Petter.Dass	2	0	1	1	1	1
Skierfe	2	0	1	1	1	1
milhouse	2	0	1	1	1	1
nextday	2	0	1	1	1	1
Testestest99	2	0	1	1	1	1
kingofstyle	2	0	1	1	1	1
Hyperexium	2	0	0.7142857143	0.7142857143	1	1
mifforeporter	2	0	1	1	1	1
CMBe	2	0	1	1	1	1
Bizmarck	2	0	1	1	1	1
riskybizzy	2	0	1	1	1	1
LS2SB	2	0	1	1	1	1
Heliopolis	2	0	1	1	1	1
Fonzarelli	2	0	1	1	1	1
bimbobitch	2	0	1	1	1	1
Cygnus-X	2	0	0	0	1	1
flashdownssyndrom	2	0	1	1	1	1
Prepare.Anus	2	0	1	1	1	1
RogerMera	2	0	1	1	1	1
BetongNasse	2	0	1	1	1	1
CarlVonSchtekare	2	0	1	1	1	1
vonDunajewskan	2	0	1	1	1	1
GainerWhey	2	0	1	1	1	1
KingPutin	2	0	1	1	1	1
MFGT	2	0	1	1	1	1
Konspiratorisk	2	0	1	1	1	1
TimTebow	2	0	0	0	1	1
psykokanin	2	0	0	0	1	1
Komposterbart	2	0	0	0	1	1
peppolino	2	0	1	1	1	1
Plutonium94	2	0	1	1	1	1
ColinCherry	2	0	1	1	1	1
debe	2	0	1	1	1	1
usrid	2	0	0	0	1	1
ReageraNu	2	0	1	1	1	1
karmaman	2	0	1	1	1	1
Timbumona	2	0	1	1	1	1
kulturMarx	2	0	1	1	1	1
Ajlavjo	2	0	1	1	1	1
dagenslunch	2	0	1	1	1	1
crachie	2	0	1	1	1	1
wilsnbe	2	0	1	1	1	1
H4XXM4N1337	2	0	1	1	1	1
HellionRebellion	2	0	1	1	1	1
NextGenAthlete	2	0	1	1	1	1
Logique	2	0	1	1	1	1
CHI9	2	0	1	1	1	1
Rokushiki	2	0	1	1	1	1
Hajlajf	2	0	1	1	1	1
Tubleros	2	0	1	1	1	1
ryskedamer	2	0	1	1	1	1
putte00	2	0	1	1	1	1
norrlandsguldare	2	0	1	1	1	1
thestraydog	2	0	1	1	1	1
envoke	2	0	0.5	0.5	1	1
Maesterminten	2	0	0.5	0.5	1	1
socialismsucks	2	0	1	1	1	1
FFV	2	0	1	1	1	1
rasbiolog	2	0	1	1	1	1
BradDourif	2	0	0	0	1	1
presidenta	2	0	1	1	1	1
EnLitenMan	2	0	1	1	1	1
Ljubljana	2	0	1	1	1	1
iDuno	2	0	1	1	1	1
vesc	2	0	1	1	1	1
BruceLeeVitaBroder	2	0	1	1	1	1
Framtidsatlet	2	0	1	1	1	1
riotsstoir	2	0	1	1	2	0
siongojim	2	0	1	1	1	1
somaliasommelier	2	0	1	1	1	1
Scipio-Scania	2	0	1	1	1	1
bolibumpah	2	0	1	1	1	1
khattuggare	2	0	1	1	1	1
Mezzanine87	2	0	1	1	1	1
Robin22	2	0	0	0	1	1
timseb	2	0	0	0	1	1
jweidz	2	0	1	1	1	1
ExecuteTraitors	2	0	0	0	1	1
TheHollyhockGod	2	0	1	1	1	1
SleepingBeauty99	2	0	1	1	1	1
Wulfhere	2	0	1	1	1	1
Puffpinglan	2	0	1	1	1	1
Adveloq	2	0	1	1	1	1
ddbb	2	0	1	1	1	1
FranzIam	2	0	1	1	1	1
01/01/70	2	0	1	1	1	1
Crumbzzz	2	0	1	1	1	1
zickan	2	0	1	1	1	1
tronpretendent	2	0	1	1	1	1
Polemikdoktorn	2	0	1	1	1	1
Mgift	2	0	1	1	1	1
problemformulerarn	2	0	1	1	1	1
Theodore.Cowell	2	0	1	1	1	1
Migrat	2	0	1	1	1	1
CubKobo	2	0	0.5	0.5	1	1
Nethater	2	0	1	1	1	1
Askydra	2	0	1	1	1	1
karlrove100	2	0	0	0	1	1
ATLANTIC-AQUA	2	0	1	1	1	1
ElMosavi	2	0	1	1	1	1
partyboel	2	0	0.6666666667	0.6666666667	1	1
latmaskerad	2	0	0	0	1	1
KommissarieAmalek	2	0	1	1	1	1
fulmail	2	0	1	1	1	1
bulkmuy	2	0	1	1	1	1
