post_year	username	age	agebin	total	v1abs	v2abs	v3abs	v1rel	v2rel	v3rel
2007	NadiaMi	32	Gen3	3131.0	2362.0	748.0	21.0	0.7543915681890769	0.23890130948578728	0.00670712232513574
2009	bellanbus	39	Gen3	117.0	91.0	20.0	6.0	0.7777777777777778	0.17094017094017094	0.05128205128205128
2009	svarta	27	Gen4	40.0	24.0	7.0	9.0	0.6	0.175	0.225
2009	Pochahontas	35	Gen3	37.0	4.0	2.0	31.0	0.10810810810810811	0.05405405405405406	0.8378378378378378
2009	NadiaMi	34	Gen3	3439.0	2684.0	725.0	30.0	0.780459435882524	0.2108170979936028	0.008723466123873218
2009	Myzan	33	Gen3	158.0	10.0	2.0	146.0	0.06329113924050633	0.012658227848101266	0.9240506329113924
2007	Birgitta2	37	Gen3	2115.0	1659.0	246.0	210.0	0.7843971631205674	0.11631205673758865	0.09929078014184398
2007	olympia71	35	Gen3	803.0	247.0	24.0	532.0	0.30759651307596514	0.029887920298879204	0.6625155666251556
2014	Klotjohan	35	Gen3	61.0	50.0	0.0	11.0	0.819672131147541	0.0	0.18032786885245902
2008	Puh	38	Gen3	52.0	36.0	8.0	8.0	0.6923076923076923	0.15384615384615385	0.15384615384615385
2011	Lena	31	Gen4	563.0	453.0	106.0	4.0	0.8046181172291297	0.1882770870337478	0.007104795737122558
2006	Kloss	36	Gen3	402.0	380.0	9.0	13.0	0.945273631840796	0.022388059701492536	0.03233830845771144
2010	Lönnsirap	29	Gen4	28.0	15.0	3.0	10.0	0.5357142857142857	0.10714285714285714	0.35714285714285715
2006	Diwa	32	Gen3	320.0	267.0	48.0	5.0	0.834375	0.15	0.015625
2009	tempo21	35	Gen3	21.0	18.0	3.0	0.0	0.8571428571428571	0.14285714285714285	0.0
2005	Astarte	25	Gen4	27.0	22.0	5.0	0.0	0.8148148148148148	0.18518518518518517	0.0
2011	Mynta	41	Gen3	19.0	15.0	4.0	0.0	0.7894736842105263	0.21052631578947367	0.0
2008	Birgitta2	38	Gen3	1476.0	1173.0	62.0	241.0	0.7947154471544715	0.04200542005420054	0.1632791327913279
2007	LuMa	28	Gen3	127.0	4.0	0.0	123.0	0.031496062992125984	0.0	0.968503937007874
2008	tokmonkan	28	Gen4	36.0	28.0	5.0	3.0	0.7777777777777778	0.1388888888888889	0.08333333333333333
2008	Kloss	38	Gen3	410.0	372.0	17.0	21.0	0.9073170731707317	0.041463414634146344	0.05121951219512195
2008	plutto	38	Gen3	57.0	33.0	1.0	23.0	0.5789473684210527	0.017543859649122806	0.40350877192982454
2008	Lia85	22	Gen4	32.0	24.0	8.0	0.0	0.75	0.25	0.0
2011	MrsKnapa	25	Gen4	528.0	384.0	142.0	2.0	0.7272727272727273	0.2689393939393939	0.003787878787878788
2005	brokig	21	Gen4	65.0	52.0	11.0	2.0	0.8	0.16923076923076924	0.03076923076923077
2008	Pysen	38	Gen3	103.0	64.0	6.0	33.0	0.6213592233009708	0.05825242718446602	0.32038834951456313
2010	Emmel	37	Gen3	117.0	99.0	18.0	0.0	0.8461538461538461	0.15384615384615385	0.0
2010	chivasregal	48	Gen2	590.0	531.0	41.0	18.0	0.9	0.06949152542372881	0.030508474576271188
2010	sara1981	28	Gen4	58.0	54.0	4.0	0.0	0.9310344827586207	0.06896551724137931	0.0
2010	CuteElliz	22	Gen4	50.0	17.0	24.0	9.0	0.34	0.48	0.18
2010	mirre67	42	Gen2	401.0	295.0	89.0	17.0	0.7356608478802993	0.22194513715710723	0.04239401496259352
2010	JBC	24	Gen4	192.0	4.0	1.0	187.0	0.020833333333333332	0.005208333333333333	0.9739583333333334
2010	Konvaljen	25	Gen4	80.0	66.0	14.0	0.0	0.825	0.175	0.0
2007	kloker	37	Gen3	124.0	101.0	18.0	5.0	0.8145161290322581	0.14516129032258066	0.04032258064516129
2007	wellpapp	37	Gen3	180.0	7.0	2.0	171.0	0.03888888888888889	0.011111111111111112	0.95
2007	anzita	47	Gen2	809.0	644.0	157.0	8.0	0.796044499381953	0.19406674907292953	0.009888751545117428
2011	Angelica30	33	Gen3	26.0	6.0	0.0	20.0	0.23076923076923078	0.0	0.7692307692307693
2014	ja88	25	Gen4	66.0	57.0	9.0	0.0	0.8636363636363636	0.13636363636363635	0.0
2011	mamita64	46	Gen2	1334.0	1063.0	262.0	9.0	0.7968515742128935	0.19640179910044978	0.006746626686656672
2009	lunkentuss	39	Gen3	298.0	86.0	9.0	203.0	0.28859060402684567	0.030201342281879196	0.6812080536912751
2009	Mummy	39	Gen3	111.0	93.0	17.0	1.0	0.8378378378378378	0.15315315315315314	0.009009009009009009
2006	låle	29	Gen3	97.0	28.0	0.0	69.0	0.28865979381443296	0.0	0.711340206185567
2010	supermamman2	31	Gen3	17.0	16.0	0.0	1.0	0.9411764705882353	0.0	0.058823529411764705
2010	Sublime	40	Gen3	178.0	29.0	4.0	145.0	0.16292134831460675	0.02247191011235955	0.8146067415730337
2008	MalinI	29	Gen3	36.0	30.0	0.0	6.0	0.8333333333333334	0.0	0.16666666666666666
2007	Snirkel	37	Gen3	380.0	313.0	61.0	6.0	0.8236842105263158	0.16052631578947368	0.015789473684210527
2007	My sunshine	21	Gen4	414.0	167.0	13.0	234.0	0.4033816425120773	0.03140096618357488	0.5652173913043478
2007	Maskot	36	Gen3	114.0	87.0	26.0	1.0	0.7631578947368421	0.22807017543859648	0.008771929824561403
2008	My sunshine	22	Gen4	78.0	9.0	7.0	62.0	0.11538461538461539	0.08974358974358974	0.7948717948717948
2009	Fembarnsmorsan	37	Gen3	53.0	41.0	12.0	0.0	0.7735849056603774	0.22641509433962265	0.0
2011	fjonkan	22	Gen4	140.0	22.0	0.0	118.0	0.15714285714285714	0.0	0.8428571428571429
