period	v1ipm	v1abs
2001	3.2565281176779	2
2002	2.4675526864102633	43
2003	1.6370245180436116	20
2004	2.5350703442183704	35
2005	3.0165658952889647	89
2006	3.2795905936378067	74
2007	3.1668127122195893	78
2008	3.1928243884181167	88
2009	2.4721134975117987	64
2010	2.646661045942801	63
2011	1.9414812428357915	51
2012	2.9444484831136477	74
2013	2.4725548617978705	56
