period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2010	Emeli	56		23.0	0.0	23.0	0.0	1.0
2008	Emeli	54		21.0	0.0	21.0	0.0	1.0
2008	Mara	34		12.0	0.0	12.0	0.0	1.0
2010	Tjillevippen	29		10.0	0.0	10.0	0.0	1.0
2009	Emeli	55		17.0	0.0	17.0	0.0	1.0
2009	modestyclara	30		54.0	0.0	54.0	0.0	1.0
2009	bigmomma	31		14.0	0.0	14.0	0.0	1.0
2009	Jennie med ie	33		31.0	0.0	31.0	0.0	1.0
2009	Kajsala	48		21.0	0.0	21.0	0.0	1.0
2008	Livshlädje	34		23.0	0.0	23.0	0.0	1.0
2009	EmmaOh	29		12.0	0.0	12.0	0.0	1.0
2009	JAG är BÄST	36		39.0	0.0	39.0	0.0	1.0
2008	Jennie med ie	32		59.0	0.0	59.0	0.0	1.0
2008	JAG är BÄST	35		13.0	0.0	13.0	0.0	1.0
2009	hymafr	44		26.0	0.0	26.0	0.0	1.0
2008	Butterscotch	33		42.0	0.0	42.0	0.0	1.0
2009	yodi	29		22.0	0.0	22.0	0.0	1.0
2009	idiblon	27		57.0	0.0	57.0	0.0	1.0
2008	PetraMunchen	36		12.0	0.0	12.0	0.0	1.0
2010	Lavish	24		83.0	0.0	83.0	0.0	1.0
2010	hymafr	45		24.0	0.0	24.0	0.0	1.0
2009	ModestyB	27		10.0	0.0	10.0	0.0	1.0
2008	yodi	28		23.0	0.0	23.0	0.0	1.0
2010	Butterscotch	35		37.0	0.0	37.0	0.0	1.0
2009	Astarte	29		20.0	0.0	20.0	0.0	1.0
2009	NadiaMi	34		211.0	0.0	211.0	0.0	1.0
2010	Hallonmumsan	23		16.0	0.0	16.0	0.0	1.0
2008	hymafr	43		40.0	0.0	40.0	0.0	1.0
2009	Fridapida	27		12.0	0.0	12.0	0.0	1.0
2008	Liona	27		11.0	0.0	11.0	0.0	1.0
2010	Vintervacker	30		15.0	0.0	15.0	0.0	1.0
2009	Mondino	41		19.0	0.0	19.0	0.0	1.0
2009	CeeJay	36		47.0	0.0	47.0	0.0	1.0
2009	stormfågel	29		16.0	0.0	16.0	0.0	1.0
2009	Liten måne	25		14.0	0.0	14.0	0.0	1.0
2008	MalinI	29		11.0	0.0	11.0	0.0	1.0
2009	Lavish	23		46.0	0.0	46.0	0.0	1.0
2008	hally	22		13.0	0.0	13.0	0.0	1.0
2010	Astarte	30		17.0	0.0	17.0	0.0	1.0
2010	Sashimi	34		11.0	0.0	11.0	0.0	1.0
2009	Dynamic	29		14.0	0.0	14.0	0.0	1.0
2010	Digestive	28		27.0	0.0	27.0	0.0	1.0
2010	mammaannika	23		12.0	0.0	12.0	0.0	1.0
2009	InHeaven	21		15.0	0.0	15.0	0.0	1.0
2008	LaFontaine	23		17.0	0.0	17.0	0.0	1.0
2010	Rocktroll	25		11.0	0.0	11.0	0.0	1.0
2009	fru smurf	30		24.0	0.0	24.0	0.0	1.0
2008	Pochahontas	34		27.0	0.0	27.0	0.0	1.0
2009	Butterscotch	34		32.0	0.0	32.0	0.0	1.0
2010	lokisse	49		101.0	0.0	101.0	0.0	1.0
2008	mariahammarberg	27		11.0	0.0	11.0	0.0	1.0
2009	lokisse	48		84.0	0.0	84.0	0.0	1.0
2008	Lima80	27		14.0	0.0	14.0	0.0	1.0
2008	Flamma	24		13.0	0.0	13.0	0.0	1.0
2009	Stella 78	30		36.0	0.0	36.0	0.0	1.0
2009	SaraSara	33		21.0	0.0	21.0	0.0	1.0
2010	Mylla	30		15.0	0.0	15.0	0.0	1.0
2008	Goya	45		10.0	0.0	10.0	0.0	1.0
2009	En glad tjej	30		11.0	0.0	11.0	0.0	1.0
2010	Anova	31		33.0	0.0	33.0	0.0	1.0
2010	Jennie med ie	34		33.0	0.0	33.0	0.0	1.0
2009	MissLillan	48		10.0	0.0	10.0	0.0	1.0
2008	Loris	20		16.0	0.0	16.0	0.0	1.0
2009	mamita64	44		35.0	0.0	35.0	0.0	1.0
2010	Puchahontas	35		12.0	0.0	12.0	0.0	1.0
2010	Dorian Ertymexx	37		75.0	0.0	75.0	0.0	1.0
2009	RiNan	25		52.0	0.0	52.0	0.0	1.0
2010	Miss Cee	29		83.0	0.0	83.0	0.0	1.0
2008	hotten	33		35.0	0.0	35.0	0.0	1.0
2009	Jungblom	23		21.0	0.0	21.0	0.0	1.0
2009	MymlanMy	41		10.0	0.0	10.0	0.0	1.0
2008	lillasmilla	20		15.0	0.0	15.0	0.0	1.0
2010	Anatha	31		34.0	0.0	34.0	0.0	1.0
2008	underverket 06	37		14.0	0.0	14.0	0.0	1.0
2008	Jungblom	22		27.0	0.0	27.0	0.0	1.0
2009	hundpuss	21		48.0	0.0	48.0	0.0	1.0
2008	Jordgubbssmak	40		16.0	0.0	16.0	0.0	1.0
2008	Vintersol80	27		22.0	0.0	22.0	0.0	1.0
2009	Anova	30		15.0	0.0	15.0	0.0	1.0
2009	Beckah82	26		27.0	0.0	27.0	0.0	1.0
2008	lokisse	47		34.0	0.0	34.0	0.0	1.0
2009	clembke	28		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
2009	swiitii	21		17.0	0.0	17.0	0.0	1.0
2010	Alfonsina	32		27.0	0.0	27.0	0.0	1.0
2008	Miss Cee	27		68.0	0.0	68.0	0.0	1.0
2009	sjl89	19		10.0	0.0	10.0	0.0	1.0
2009	Fiamedbarn	38		26.0	0.0	26.0	0.0	1.0
2010	swiitii	22		21.0	0.0	21.0	0.0	1.0
2010	Seven Costanza	26		10.0	0.0	10.0	0.0	1.0
2010	delifi2	35		12.0	0.0	12.0	0.0	1.0
2008	Rastafairy	21		17.0	0.0	17.0	0.0	1.0
2009	TigerLinn	23		21.0	0.0	21.0	0.0	1.0
2009	SuzR	27		15.0	0.0	15.0	0.0	1.0
2010	Niiskuneiti	22		23.0	0.0	23.0	0.0	1.0
2008	LHUF	28		35.0	0.0	35.0	0.0	1.0
2008	Dorian Ertymexx	35		62.0	0.0	62.0	0.0	1.0
2008	bambigirl	26		26.0	0.0	26.0	0.0	1.0
2010	Floff	27		10.0	0.0	10.0	0.0	1.0
2009	hotten	34		16.0	0.0	16.0	0.0	1.0
2008	Lina86	21		10.0	0.0	10.0	0.0	1.0
2008	allakantralla	32		64.0	0.0	64.0	0.0	1.0
2010	mandelblomma	20		27.0	0.0	27.0	0.0	1.0
2010	ModestyB	28		18.0	0.0	18.0	0.0	1.0
2008	skorpiona	27		48.0	0.0	48.0	0.0	1.0
2009	Atamon	37		17.0	0.0	17.0	0.0	1.0
2008	Wednesday85	22		18.0	0.0	18.0	0.0	1.0
2009	Teza73	35		13.0	0.0	13.0	0.0	1.0
2009	mika85	23		11.0	0.0	11.0	0.0	1.0
2009	Riskiflickan	28		23.0	0.0	23.0	0.0	1.0
2010	CeeJay	37		40.0	0.0	40.0	0.0	1.0
