period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	JAG är BÄST	36		10.0	0.0	10.0	0.0	1.0
2010	JAG är BÄST	37		10.0	0.0	10.0	0.0	1.0
2009	Linaek	45		10.0	3.0	7.0	0.3	0.7
2008	hymafr	43		10.0	3.0	7.0	0.3	0.7
2009	WhiteAngels	29		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
2009	lokisse	48		10.0	5.0	5.0	0.5	0.5
2008	Jenny28	32		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
2010	Azusephre	22		14.0	0.0	14.0	0.0	1.0
2010	Miss Cee	29		33.0	9.0	24.0	0.2727272727272727	0.7272727272727273
2010	Kyanita	36		14.0	2.0	12.0	0.14285714285714285	0.8571428571428571
2009	Mornie Alantie	22		11.0	0.0	11.0	0.0	1.0
2009	idiblon	27		22.0	0.0	22.0	0.0	1.0
2009	Dorian Ertymexx	36		49.0	16.0	33.0	0.32653061224489793	0.673469387755102
2008	Tilcha	23		23.0	1.0	22.0	0.043478260869565216	0.9565217391304348
2009	Lorelei	31		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
2008	Beckah82	25		29.0	1.0	28.0	0.034482758620689655	0.9655172413793104
2008	Snooze	27		11.0	0.0	11.0	0.0	1.0
2008	skruttis11	26		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2008	mirrebusan	23		12.0	9.0	3.0	0.75	0.25
2008	Miisa	24		10.0	1.0	9.0	0.1	0.9
2009	mamita64	44		17.0	4.0	13.0	0.23529411764705882	0.7647058823529411
2008	Lorelei	30		14.0	0.0	14.0	0.0	1.0
2009	honeybunches	27		15.0	0.0	15.0	0.0	1.0
2010	IsaCMoJs	27		14.0	4.0	10.0	0.2857142857142857	0.7142857142857143
2010	astro	32		21.0	0.0	21.0	0.0	1.0
2010	Dorian Ertymexx	37		51.0	14.0	37.0	0.27450980392156865	0.7254901960784313
2009	Lavish	23		10.0	2.0	8.0	0.2	0.8
2010	lokisse	49		30.0	22.0	8.0	0.7333333333333333	0.26666666666666666
2009	Maddisen80	28		16.0	0.0	16.0	0.0	1.0
2008	svischan	25		12.0	0.0	12.0	0.0	1.0
2008	Dorian Ertymexx	35		32.0	9.0	23.0	0.28125	0.71875
2008	Livshlädje	34		15.0	0.0	15.0	0.0	1.0
2010	Tattyn	32		21.0	0.0	21.0	0.0	1.0
2010	NadiaMi	35		23.0	0.0	23.0	0.0	1.0
2009	modestyclara	30		17.0	0.0	17.0	0.0	1.0
2010	Pyris	32		10.0	1.0	9.0	0.1	0.9
2009	5 barnsmamman	30		19.0	9.0	10.0	0.47368421052631576	0.5263157894736842
2009	Damien och Adrian	36		17.0	0.0	17.0	0.0	1.0
2008	Tyrell	35		25.0	3.0	22.0	0.12	0.88
2009	Beckah82	26		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
2010	Bejje	28		10.0	4.0	6.0	0.4	0.6
2008	Näckros	22		10.0	9.0	1.0	0.9	0.1
2010	jaghetersophia	27		10.0	2.0	8.0	0.2	0.8
2010	Baronessan	35		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
2009	mandelblomma	19		10.0	1.0	9.0	0.1	0.9
2009	Ett två tre	23		23.0	0.0	23.0	0.0	1.0
2009	Gladabarnensmamma	26		12.0	0.0	12.0	0.0	1.0
2009	Winglur	20		13.0	0.0	13.0	0.0	1.0
