period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2008	Jennie med ie	32		15.0	0.0	15.0	0.0	1.0
2009	JAG är BÄST	36		15.0	0.0	15.0	0.0	1.0
2009	Jennie med ie	33		14.0	0.0	14.0	0.0	1.0
2009	Pallas	35		12.0	0.0	12.0	0.0	1.0
2009	Beckah82	26		14.0	0.0	14.0	0.0	1.0
2008	Butterscotch	33		12.0	0.0	12.0	0.0	1.0
2009	Dorian Ertymexx	36		178.0	0.0	178.0	0.0	1.0
2010	Lavish	24		18.0	0.0	18.0	0.0	1.0
2008	Dorian Ertymexx	35		83.0	0.0	83.0	0.0	1.0
2008	Geshia	27		16.0	0.0	16.0	0.0	1.0
2010	mirre67	42		22.0	0.0	22.0	0.0	1.0
2009	idiblon	27		13.0	0.0	13.0	0.0	1.0
2008	Pallas	34		22.0	0.0	22.0	0.0	1.0
2008	hotten	33		10.0	0.0	10.0	0.0	1.0
2008	Tant Groda	25		10.0	0.0	10.0	0.0	1.0
2010	Jennie med ie	34		10.0	0.0	10.0	0.0	1.0
2009	Lajkie	22		12.0	0.0	12.0	0.0	1.0
2008	Beckah82	25		48.0	0.0	48.0	0.0	1.0
2010	pluvdo	23		13.0	0.0	13.0	0.0	1.0
2010	Insatt	28		14.0	0.0	14.0	0.0	1.0
2009	SuzR	27		15.0	0.0	15.0	0.0	1.0
2010	abuelita	59		24.0	0.0	24.0	0.0	1.0
2009	modestyclara	30		23.0	0.0	23.0	0.0	1.0
2010	astro	32		16.0	0.0	16.0	0.0	1.0
2010	Miss Cee	29		12.0	0.0	12.0	0.0	1.0
2010	Dorian Ertymexx	37		75.0	0.0	75.0	0.0	1.0
2009	guldplutt	38		12.0	0.0	12.0	0.0	1.0
2009	fruganL	19		38.0	0.0	38.0	0.0	1.0
2009	TessaS	35		16.0	0.0	16.0	0.0	1.0
2010	TessaS	36		10.0	0.0	10.0	0.0	1.0
2010	Mummyfied	20		11.0	0.0	11.0	0.0	1.0
2008	solstraalen	26		12.0	0.0	12.0	0.0	1.0
2008	Kerstin	23		10.0	0.0	10.0	0.0	1.0
2008	abuelita	57		33.0	0.0	33.0	0.0	1.0
2009	NadiaMi	34		26.0	0.0	26.0	0.0	1.0
2008	NadiaMi	33		32.0	0.0	32.0	0.0	1.0
2010	NadiaMi	35		28.0	0.0	28.0	0.0	1.0
2010	Kerstin	25		16.0	0.0	16.0	0.0	1.0
