period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2008	Sally	34		11.0	0.0	11.0	0.0	1.0
2009	inga76	32		17.0	0.0	17.0	0.0	1.0
2008	jazmine25	26		19.0	0.0	19.0	0.0	1.0
2008	UmeåElin	26		10.0	0.0	10.0	0.0	1.0
2008	Seven Costanza	24		13.0	0.0	13.0	0.0	1.0
2009	Helle68	40		10.0	2.0	8.0	0.2	0.8
2008	Emeli	54		10.0	1.0	9.0	0.1	0.9
2008	Jennie med ie	32		30.0	0.0	30.0	0.0	1.0
2009	Diwa	35		13.0	0.0	13.0	0.0	1.0
2009	JAG är BÄST	36		71.0	1.0	70.0	0.014084507042253521	0.9859154929577465
2008	lenabolin	26		26.0	0.0	26.0	0.0	1.0
2010	Amy1983	26		20.0	0.0	20.0	0.0	1.0
2009	Kyanita	35		16.0	0.0	16.0	0.0	1.0
2010	JAG är BÄST	37		15.0	0.0	15.0	0.0	1.0
2009	Solkattan	33		14.0	0.0	14.0	0.0	1.0
2009	Mara	35		12.0	0.0	12.0	0.0	1.0
2008	JAG är BÄST	35		37.0	0.0	37.0	0.0	1.0
2010	Emeli	56		17.0	0.0	17.0	0.0	1.0
2010	Heavy	30		11.0	0.0	11.0	0.0	1.0
2009	hymafr	44		11.0	0.0	11.0	0.0	1.0
2009	Linaek	45		12.0	0.0	12.0	0.0	1.0
2010	Gladabarnensmamma	27		11.0	0.0	11.0	0.0	1.0
2010	Houdini	44		10.0	0.0	10.0	0.0	1.0
2010	lillabebben	30		59.0	0.0	59.0	0.0	1.0
2008	Liten måne	24		18.0	0.0	18.0	0.0	1.0
2009	Miss Cee	28		26.0	0.0	26.0	0.0	1.0
2009	felicityporter	23		11.0	0.0	11.0	0.0	1.0
2009	JBC	23		15.0	0.0	15.0	0.0	1.0
2010	dicny	30		14.0	0.0	14.0	0.0	1.0
2008	olympia71	36		11.0	0.0	11.0	0.0	1.0
2008	TigerLinn	22		15.0	0.0	15.0	0.0	1.0
2010	TheStar	33		10.0	0.0	10.0	0.0	1.0
2009	hally	23		17.0	0.0	17.0	0.0	1.0
2009	hot fuss	29		17.0	0.0	17.0	0.0	1.0
2009	Pumpkin	24		73.0	0.0	73.0	0.0	1.0
2008	FL Lisa	25		33.0	0.0	33.0	0.0	1.0
2008	MajaMaria79	28		11.0	0.0	11.0	0.0	1.0
2008	carrobarro84	23		26.0	0.0	26.0	0.0	1.0
2009	Anatha	30		31.0	0.0	31.0	0.0	1.0
2010	Rocktroll	25		66.0	0.0	66.0	0.0	1.0
2010	StaffenAssar	27		40.0	0.0	40.0	0.0	1.0
2008	Saandraa	19		30.0	0.0	30.0	0.0	1.0
2010	raya	21		20.0	0.0	20.0	0.0	1.0
2008	jazzy	21		33.0	0.0	33.0	0.0	1.0
2009	GöteborgsTösen	25		12.0	0.0	12.0	0.0	1.0
2008	noorah	20		10.0	0.0	10.0	0.0	1.0
2008	LaFontaine	23		38.0	0.0	38.0	0.0	1.0
2008	Challe N	30		29.0	0.0	29.0	0.0	1.0
2010	Rae	35		16.0	0.0	16.0	0.0	1.0
2009	gosmamman	26		15.0	0.0	15.0	0.0	1.0
2008	Pochahontas	34		40.0	0.0	40.0	0.0	1.0
2009	Lilaa	27		24.0	1.0	23.0	0.041666666666666664	0.9583333333333334
2008	delifi2	33		32.0	2.0	30.0	0.0625	0.9375
2009	modestyclara	30		89.0	0.0	89.0	0.0	1.0
2009	luspudel	20		22.0	0.0	22.0	0.0	1.0
2010	Kina79	30		26.0	0.0	26.0	0.0	1.0
2010	passau	33		11.0	0.0	11.0	0.0	1.0
2010	Thuleslapper	36		11.0	0.0	11.0	0.0	1.0
2009	7of9	21		12.0	0.0	12.0	0.0	1.0
2009	Malo	27		17.0	0.0	17.0	0.0	1.0
2009	solstraalen	27		22.0	0.0	22.0	0.0	1.0
2010	pindile	26		16.0	0.0	16.0	0.0	1.0
2010	Anova	31		38.0	0.0	38.0	0.0	1.0
2010	Lavish	24		77.0	0.0	77.0	0.0	1.0
2008	LeaveMeAlone	24		31.0	0.0	31.0	0.0	1.0
2008	Geshia	27		39.0	0.0	39.0	0.0	1.0
2009	MajaMaria79	29		12.0	0.0	12.0	0.0	1.0
2008	Lima80	27		11.0	0.0	11.0	0.0	1.0
2008	83an	24		16.0	0.0	16.0	0.0	1.0
2010	Missy M	23		16.0	0.0	16.0	0.0	1.0
2009	emme 86	22		42.0	0.0	42.0	0.0	1.0
2009	Hemlighet	24		47.0	14.0	33.0	0.2978723404255319	0.7021276595744681
2009	Nagoyam W	25		10.0	1.0	9.0	0.1	0.9
2009	Pochahontas	35		15.0	0.0	15.0	0.0	1.0
2009	Butterscotch	34		19.0	0.0	19.0	0.0	1.0
2009	Tant Groda	26		22.0	0.0	22.0	0.0	1.0
2008	Fröken Fräken	29		30.0	0.0	30.0	0.0	1.0
2008	Miss Cee	27		22.0	0.0	22.0	0.0	1.0
2008	TessaS	34		19.0	0.0	19.0	0.0	1.0
2009	Dynamic	29		16.0	0.0	16.0	0.0	1.0
2009	En glad tjej	30		11.0	0.0	11.0	0.0	1.0
2010	Mama Me	33		19.0	0.0	19.0	0.0	1.0
2010	Pumpkin	25		94.0	0.0	94.0	0.0	1.0
2009	RiNan	25		82.0	0.0	82.0	0.0	1.0
2009	bili	49		14.0	0.0	14.0	0.0	1.0
2009	FreeForAll	25		40.0	0.0	40.0	0.0	1.0
2008	ÄlskadeUnge	21		47.0	1.0	46.0	0.02127659574468085	0.9787234042553191
2008	Butterscotch	33		64.0	0.0	64.0	0.0	1.0
2008	Sadie	24		26.0	0.0	26.0	0.0	1.0
2009	Anova	30		24.0	0.0	24.0	0.0	1.0
2009	mamita64	44		62.0	0.0	62.0	0.0	1.0
2010	Dorian Ertymexx	37		107.0	1.0	106.0	0.009345794392523364	0.9906542056074766
2008	musli	36		42.0	0.0	42.0	0.0	1.0
2008	Mikah	29		14.0	0.0	14.0	0.0	1.0
2010	LuMa	31		18.0	0.0	18.0	0.0	1.0
2008	Torparn	33		11.0	0.0	11.0	0.0	1.0
2010	Butterscotch	35		20.0	0.0	20.0	0.0	1.0
2008	Saltlakrits	24		38.0	0.0	38.0	0.0	1.0
2009	Dorian Ertymexx	36		248.0	1.0	247.0	0.004032258064516129	0.9959677419354839
2008	En glad tjej	29		36.0	0.0	36.0	0.0	1.0
2010	Gyllan	25		18.0	0.0	18.0	0.0	1.0
2008	Pumpkin	23		23.0	0.0	23.0	0.0	1.0
2009	Jordgubbssmak	41		28.0	0.0	28.0	0.0	1.0
2010	Azusephre	22		29.0	0.0	29.0	0.0	1.0
2009	83an	25		19.0	0.0	19.0	0.0	1.0
2009	hundpuss	21		45.0	0.0	45.0	0.0	1.0
2008	Midwinter	24		18.0	0.0	18.0	0.0	1.0
2009	Jossebell	40		12.0	0.0	12.0	0.0	1.0
2009	crazy cat lady	23		15.0	0.0	15.0	0.0	1.0
2008	skorpiona	27		113.0	0.0	113.0	0.0	1.0
2008	guldplutt	37		50.0	0.0	50.0	0.0	1.0
2008	hotten	33		19.0	9.0	10.0	0.47368421052631576	0.5263157894736842
2009	clembke	28		43.0	9.0	34.0	0.20930232558139536	0.7906976744186046
2010	eviz08	27		10.0	0.0	10.0	0.0	1.0
2008	allakantralla	32		39.0	0.0	39.0	0.0	1.0
2008	LuMa	29		50.0	0.0	50.0	0.0	1.0
2008	giftgrodan	28		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
2009	Dawngirl	23		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
2009	TessaS	35		35.0	0.0	35.0	0.0	1.0
2009	idiblon	27		64.0	1.0	63.0	0.015625	0.984375
2009	LuMa	30		28.0	0.0	28.0	0.0	1.0
2009	Stella 78	30		149.0	0.0	149.0	0.0	1.0
2010	Rainbowbright	27		10.0	0.0	10.0	0.0	1.0
2008	AnnaKlara	37		10.0	0.0	10.0	0.0	1.0
2008	Lorelei	30		33.0	0.0	33.0	0.0	1.0
2009	cid	24		31.0	1.0	30.0	0.03225806451612903	0.967741935483871
2008	camas	24		11.0	0.0	11.0	0.0	1.0
2008	brokig	24		13.0	0.0	13.0	0.0	1.0
2009	J1983	25		52.0	0.0	52.0	0.0	1.0
2009	Linaslus	24		19.0	0.0	19.0	0.0	1.0
2009	TigerLinn	23		20.0	0.0	20.0	0.0	1.0
2010	honeydew	24		11.0	0.0	11.0	0.0	1.0
2008	sandrafia	24		10.0	0.0	10.0	0.0	1.0
2009	September2009	27		11.0	0.0	11.0	0.0	1.0
2009	Tittij	31		27.0	0.0	27.0	0.0	1.0
2008	Le petite moi	29		33.0	1.0	32.0	0.030303030303030304	0.9696969696969697
2010	Linnéa777	21		10.0	0.0	10.0	0.0	1.0
2010	mamita64	45		45.0	0.0	45.0	0.0	1.0
2009	Lorelei	31		60.0	0.0	60.0	0.0	1.0
2010	angeni	22		29.0	1.0	28.0	0.034482758620689655	0.9655172413793104
2008	Dorian Ertymexx	35		116.0	0.0	116.0	0.0	1.0
2008	Pallas	34		82.0	0.0	82.0	0.0	1.0
2009	Adoniram	31		13.0	0.0	13.0	0.0	1.0
2008	Lisa1977	30		13.0	0.0	13.0	0.0	1.0
2009	Lappen	22		15.0	0.0	15.0	0.0	1.0
2010	Lena	30		24.0	1.0	23.0	0.041666666666666664	0.9583333333333334
2009	Gyllan	24		11.0	0.0	11.0	0.0	1.0
2008	Lina86	21		26.0	0.0	26.0	0.0	1.0
2008	Loris	20		64.0	1.0	63.0	0.015625	0.984375
2010	NorrVimpel	37		27.0	0.0	27.0	0.0	1.0
2009	Babyfacepsycho	23		10.0	2.0	8.0	0.2	0.8
2010	hemljuvahem	24		30.0	1.0	29.0	0.03333333333333333	0.9666666666666667
2010	mandelblomma	20		36.0	1.0	35.0	0.027777777777777776	0.9722222222222222
2010	Puchahontas	35		13.0	0.0	13.0	0.0	1.0
2008	CeeJay	35		74.0	0.0	74.0	0.0	1.0
2009	Dompans mamma	26		23.0	0.0	23.0	0.0	1.0
2009	BeccaStina	22		15.0	0.0	15.0	0.0	1.0
2009	Midwinter	25		12.0	0.0	12.0	0.0	1.0
2009	fröken	32		13.0	0.0	13.0	0.0	1.0
2010	astro	32		38.0	0.0	38.0	0.0	1.0
2010	Kyanita	36		28.0	0.0	28.0	0.0	1.0
2008	Calles matte	29		27.0	0.0	27.0	0.0	1.0
2009	swiitii	21		51.0	0.0	51.0	0.0	1.0
2009	Caroline08	20		17.0	0.0	17.0	0.0	1.0
2010	FreeForAll	26		32.0	0.0	32.0	0.0	1.0
2008	jerseyko	22		33.0	0.0	33.0	0.0	1.0
2008	castillo	20		52.0	3.0	49.0	0.057692307692307696	0.9423076923076923
2009	Pepsikatten	27		27.0	0.0	27.0	0.0	1.0
2010	Hedi	44		70.0	1.0	69.0	0.014285714285714285	0.9857142857142858
2009	yodi	29		27.0	0.0	27.0	0.0	1.0
2010	riboflavin	25		11.0	0.0	11.0	0.0	1.0
2009	Lajkie	22		34.0	0.0	34.0	0.0	1.0
2008	Beckah82	25		224.0	3.0	221.0	0.013392857142857142	0.9866071428571429
2008	MalinI	29		39.0	0.0	39.0	0.0	1.0
2008	Tant Groda	25		30.0	0.0	30.0	0.0	1.0
2009	Fjärilen72	21		12.0	0.0	12.0	0.0	1.0
2009	Rosdraken	23		24.0	3.0	21.0	0.125	0.875
2009	musli	37		27.0	0.0	27.0	0.0	1.0
2010	Zinara	30		19.0	0.0	19.0	0.0	1.0
2009	Astarte	29		24.0	0.0	24.0	0.0	1.0
2010	muffin	25		15.0	6.0	9.0	0.4	0.6
2009	Pallas	35		47.0	1.0	46.0	0.02127659574468085	0.9787234042553191
2008	fröken	31		28.0	0.0	28.0	0.0	1.0
2008	Bohman	22		19.0	0.0	19.0	0.0	1.0
2009	BängtRagnhild	22		10.0	2.0	8.0	0.2	0.8
2009	Bumblebina	31		32.0	0.0	32.0	0.0	1.0
2008	camave	29		30.0	0.0	30.0	0.0	1.0
2009	pluvdo	22		18.0	0.0	18.0	0.0	1.0
2010	lokisse	49		61.0	0.0	61.0	0.0	1.0
2008	mariahammarberg	27		21.0	1.0	20.0	0.047619047619047616	0.9523809523809523
2009	Dilong	46		15.0	0.0	15.0	0.0	1.0
2010	Pyris	32		26.0	0.0	26.0	0.0	1.0
2009	Mopsan	22		140.0	0.0	140.0	0.0	1.0
2009	Mar ia	28		12.0	0.0	12.0	0.0	1.0
2009	Pinje	37		17.0	0.0	17.0	0.0	1.0
2010	pluvdo	23		111.0	0.0	111.0	0.0	1.0
2010	Jennie med ie	34		14.0	0.0	14.0	0.0	1.0
2009	Chaktio	32		82.0	0.0	82.0	0.0	1.0
2008	Egogirl	27		14.0	0.0	14.0	0.0	1.0
2010	RiNan	26		73.0	0.0	73.0	0.0	1.0
