period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2010	JAG är BÄST	37		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
2008	hymafr	43		10.0	0.0	10.0	0.0	1.0
2008	musli	36		12.0	0.0	12.0	0.0	1.0
2010	StaffenAssar	27		20.0	0.0	20.0	0.0	1.0
2009	Butterscotch	34		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
2010	Lavish	24		12.0	0.0	12.0	0.0	1.0
2010	Anova	31		16.0	0.0	16.0	0.0	1.0
2009	Pumpkin	24		13.0	0.0	13.0	0.0	1.0
2008	Geshia	27		25.0	1.0	24.0	0.04	0.96
2008	CeeJay	35		25.0	0.0	25.0	0.0	1.0
2008	Butterscotch	33		13.0	0.0	13.0	0.0	1.0
2008	Pallas	34		22.0	0.0	22.0	0.0	1.0
2009	hundpuss	21		14.0	0.0	14.0	0.0	1.0
2010	Hedi	44		18.0	2.0	16.0	0.1111111111111111	0.8888888888888888
2009	Pallas	35		18.0	0.0	18.0	0.0	1.0
2009	idiblon	27		14.0	0.0	14.0	0.0	1.0
2008	Beckah82	25		40.0	0.0	40.0	0.0	1.0
2009	Dorian Ertymexx	36		32.0	0.0	32.0	0.0	1.0
2009	JAG är BÄST	36		15.0	0.0	15.0	0.0	1.0
2009	fruganL	19		32.0	0.0	32.0	0.0	1.0
2009	LHUF	29		11.0	0.0	11.0	0.0	1.0
2010	Miss Cee	29		15.0	0.0	15.0	0.0	1.0
2008	Miss Cee	27		12.0	0.0	12.0	0.0	1.0
2009	SaraSara	33		11.0	0.0	11.0	0.0	1.0
2008	MalinI	29		18.0	0.0	18.0	0.0	1.0
2009	modestyclara	30		22.0	0.0	22.0	0.0	1.0
2010	chivasregal	48		11.0	0.0	11.0	0.0	1.0
2009	RiNan	25		15.0	0.0	15.0	0.0	1.0
2008	skorpiona	27		10.0	0.0	10.0	0.0	1.0
2010	BrödernaBus	30		14.0	0.0	14.0	0.0	1.0
2009	Winglur	20		10.0	0.0	10.0	0.0	1.0
2008	Dorian Ertymexx	35		11.0	0.0	11.0	0.0	1.0
2008	Rastafairy	21		15.0	0.0	15.0	0.0	1.0
2009	Lavish	23		16.0	0.0	16.0	0.0	1.0
2008	musiknallen	31		11.0	0.0	11.0	0.0	1.0
2009	Beckah82	26		10.0	0.0	10.0	0.0	1.0
2009	fabler	45		11.0	0.0	11.0	0.0	1.0
2008	jesslin	35		13.0	0.0	13.0	0.0	1.0
2008	Tilcha	23		11.0	0.0	11.0	0.0	1.0
2009	mamita64	44		16.0	0.0	16.0	0.0	1.0
2009	JennyL29	29		20.0	0.0	20.0	0.0	1.0
2008	Emmel	35		17.0	0.0	17.0	0.0	1.0
2009	Ablan	23		10.0	1.0	9.0	0.1	0.9
2009	TessaS	35		10.0	0.0	10.0	0.0	1.0
2010	pluvdo	23		16.0	0.0	16.0	0.0	1.0
2010	korfu08	34		11.0	0.0	11.0	0.0	1.0
2009	Mopsan	22		10.0	0.0	10.0	0.0	1.0
2008	AW76	31		15.0	0.0	15.0	0.0	1.0
2010	Lilla JJ	32		34.0	1.0	33.0	0.029411764705882353	0.9705882352941176
2009	SofiaL	19		10.0	0.0	10.0	0.0	1.0
2008	BasseKatt	33		13.0	0.0	13.0	0.0	1.0
2009	WilleViking	32		11.0	0.0	11.0	0.0	1.0
2008	Harling1985	22		11.0	0.0	11.0	0.0	1.0
2009	MrsCharlotte	28		15.0	0.0	15.0	0.0	1.0
2009	pojkens	34		14.0	0.0	14.0	0.0	1.0
2008	Calles matte	29		11.0	0.0	11.0	0.0	1.0
2010	Ett två tre	24		10.0	0.0	10.0	0.0	1.0
2009	Joje	34		13.0	0.0	13.0	0.0	1.0
2010	allakantralla	34		11.0	0.0	11.0	0.0	1.0
2009	MissUnderstood80	28		12.0	0.0	12.0	0.0	1.0
2010	astro	32		16.0	0.0	16.0	0.0	1.0
2010	Acelise	26		11.0	0.0	11.0	0.0	1.0
2008	Joje	33		15.0	0.0	15.0	0.0	1.0
2008	mandelblomma	18		10.0	1.0	9.0	0.1	0.9
2008	bambigirl	26		13.0	0.0	13.0	0.0	1.0
2010	Trillian80	24		14.0	0.0	14.0	0.0	1.0
2009	allakantralla	33		21.0	0.0	21.0	0.0	1.0
2010	mariaheterjag	28		11.0	0.0	11.0	0.0	1.0
2008	solstraalen	26		20.0	0.0	20.0	0.0	1.0
2009	Jimps	28		10.0	0.0	10.0	0.0	1.0
2009	Smuliz	27		21.0	0.0	21.0	0.0	1.0
2008	josse83	24		10.0	1.0	9.0	0.1	0.9
2008	underverket 06	37		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2009	Stella 78	30		15.0	0.0	15.0	0.0	1.0
2008	abuelita	57		19.0	0.0	19.0	0.0	1.0
2009	NadiaMi	34		29.0	0.0	29.0	0.0	1.0
2008	eldflugan	26		10.0	0.0	10.0	0.0	1.0
2010	Flamma	26		13.0	0.0	13.0	0.0	1.0
2010	CamillaJ	25		11.0	0.0	11.0	0.0	1.0
2010	Dakine	22		11.0	0.0	11.0	0.0	1.0
2009	abuelita	58		16.0	0.0	16.0	0.0	1.0
2009	kicki08	31		12.0	0.0	12.0	0.0	1.0
2010	Mammelutten	38		18.0	0.0	18.0	0.0	1.0
2009	saltflingan	19		10.0	0.0	10.0	0.0	1.0
2009	ceropegia	26		13.0	0.0	13.0	0.0	1.0
2008	NadiaMi	33		41.0	0.0	41.0	0.0	1.0
2010	NadiaMi	35		27.0	0.0	27.0	0.0	1.0
2010	mammiz83	26		11.0	0.0	11.0	0.0	1.0
2010	de Robespierre	47		11.0	0.0	11.0	0.0	1.0
2008	LHUF	28		23.0	0.0	23.0	0.0	1.0
2009	Kyssen	25		11.0	0.0	11.0	0.0	1.0
2009	nötskrikan	31		14.0	0.0	14.0	0.0	1.0
2009	passau	32		13.0	0.0	13.0	0.0	1.0
2008	Thessis77	30		17.0	0.0	17.0	0.0	1.0
2009	Fiamedbarn	38		15.0	0.0	15.0	0.0	1.0
2008	TuvaLi	30		15.0	0.0	15.0	0.0	1.0
2009	Mammelutten	37		10.0	0.0	10.0	0.0	1.0
2010	kicki08	32		21.0	0.0	21.0	0.0	1.0
2010	Myra	37		20.0	1.0	19.0	0.05	0.95
2010	Nellie	35		22.0	0.0	22.0	0.0	1.0
2009	Semlan10	36		22.0	0.0	22.0	0.0	1.0
2010	Kerstin	25		28.0	0.0	28.0	0.0	1.0
