period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	JAG är BÄST	36		45.0	0.0	45.0	0.0	1.0
2008	Emeli	54		13.0	0.0	13.0	0.0	1.0
2010	Jennie med ie	34		33.0	0.0	33.0	0.0	1.0
2009	Emeli	55		10.0	0.0	10.0	0.0	1.0
2008	Sally	34		20.0	0.0	20.0	0.0	1.0
2008	Hundtok	24		21.0	0.0	21.0	0.0	1.0
2009	Jennie med ie	33		32.0	2.0	30.0	0.0625	0.9375
2008	Smetanina	31		21.0	0.0	21.0	0.0	1.0
2009	hymafr	44		11.0	0.0	11.0	0.0	1.0
2009	Linaek	45		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
2009	yodi	29		21.0	1.0	20.0	0.047619047619047616	0.9523809523809523
2008	Jennie med ie	32		34.0	0.0	34.0	0.0	1.0
2009	Anatha	30		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
2008	PetraMunchen	36		28.0	2.0	26.0	0.07142857142857142	0.9285714285714286
2009	FridaochSamuel	18		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2008	hymafr	43		24.0	1.0	23.0	0.041666666666666664	0.9583333333333334
2009	Butterscotch	34		27.0	0.0	27.0	0.0	1.0
2009	Anova	30		22.0	0.0	22.0	0.0	1.0
2009	LaFontaine	24		17.0	0.0	17.0	0.0	1.0
2009	Fresa78	30		10.0	0.0	10.0	0.0	1.0
2009	Jossebell	40		12.0	0.0	12.0	0.0	1.0
2010	Rocktroll	25		27.0	0.0	27.0	0.0	1.0
2009	FreeForAll	25		23.0	1.0	22.0	0.043478260869565216	0.9565217391304348
2010	Astarte	30		31.0	0.0	31.0	0.0	1.0
2008	LaFontaine	23		37.0	0.0	37.0	0.0	1.0
2009	Lajkie	22		25.0	0.0	25.0	0.0	1.0
2009	fruganL	19		74.0	1.0	73.0	0.013513513513513514	0.9864864864864865
2010	lykantrophona	20		24.0	2.0	22.0	0.08333333333333333	0.9166666666666666
2008	Pochahontas	34		23.0	1.0	22.0	0.043478260869565216	0.9565217391304348
2010	Butterscotch	35		19.0	0.0	19.0	0.0	1.0
2009	modestyclara	30		40.0	1.0	39.0	0.025	0.975
2010	livet från ljusa sidan	29		12.0	0.0	12.0	0.0	1.0
2008	Pyris	30		24.0	0.0	24.0	0.0	1.0
2009	Eleni	23		12.0	0.0	12.0	0.0	1.0
2008	MalinI	29		42.0	0.0	42.0	0.0	1.0
2008	Butterscotch	33		42.0	1.0	41.0	0.023809523809523808	0.9761904761904762
2009	lokisse	48		46.0	3.0	43.0	0.06521739130434782	0.9347826086956522
2010	RiNan	26		36.0	0.0	36.0	0.0	1.0
2010	Lavish	24		60.0	1.0	59.0	0.016666666666666666	0.9833333333333333
2010	mammasgullar	20		27.0	0.0	27.0	0.0	1.0
2009	fjonkan	20		15.0	1.0	14.0	0.06666666666666667	0.9333333333333333
2009	Rocktroll	24		10.0	0.0	10.0	0.0	1.0
2008	AW76	31		37.0	3.0	34.0	0.08108108108108109	0.918918918918919
2008	Beckah82	25		104.0	1.0	103.0	0.009615384615384616	0.9903846153846154
2008	Lena	28		11.0	0.0	11.0	0.0	1.0
2010	SuzR	28		17.0	0.0	17.0	0.0	1.0
2009	Sadie	25		12.0	0.0	12.0	0.0	1.0
2008	Fraggelgirl	27		10.0	0.0	10.0	0.0	1.0
2009	Dynamic	29		16.0	0.0	16.0	0.0	1.0
2009	hundpuss	21		44.0	0.0	44.0	0.0	1.0
2008	bambigirl	26		30.0	0.0	30.0	0.0	1.0
2008	LuMa	29		12.0	0.0	12.0	0.0	1.0
2009	korfu08	33		23.0	7.0	16.0	0.30434782608695654	0.6956521739130435
2009	Madame Mom	35		10.0	1.0	9.0	0.1	0.9
2008	Ummi07	27		19.0	0.0	19.0	0.0	1.0
2010	Anova	31		50.0	4.0	46.0	0.08	0.92
2010	Fe73	36		12.0	0.0	12.0	0.0	1.0
2009	Dorian Ertymexx	36		315.0	2.0	313.0	0.006349206349206349	0.9936507936507937
2009	mariahammarberg	28		12.0	0.0	12.0	0.0	1.0
2008	CeeJay	35		34.0	0.0	34.0	0.0	1.0
2009	TigerLinn	23		13.0	0.0	13.0	0.0	1.0
2009	Heureka	34		39.0	1.0	38.0	0.02564102564102564	0.9743589743589743
2009	Jungblom	23		27.0	1.0	26.0	0.037037037037037035	0.9629629629629629
2009	SaraSara	33		26.0	1.0	25.0	0.038461538461538464	0.9615384615384616
2009	Pumpkin	24		16.0	0.0	16.0	0.0	1.0
2010	Erase	37		10.0	0.0	10.0	0.0	1.0
2008	sleeping angel	24		18.0	3.0	15.0	0.16666666666666666	0.8333333333333334
2010	Gothica	35		11.0	0.0	11.0	0.0	1.0
2010	CuteElliz	22		20.0	3.0	17.0	0.15	0.85
2009	LuMa	30		12.0	0.0	12.0	0.0	1.0
2010	Hercule	39		25.0	0.0	25.0	0.0	1.0
2009	EmmaOh	29		10.0	0.0	10.0	0.0	1.0
2008	Vintersol80	27		26.0	4.0	22.0	0.15384615384615385	0.8461538461538461
2009	ingra	34		15.0	0.0	15.0	0.0	1.0
2010	Irma01	32		29.0	0.0	29.0	0.0	1.0
2009	Pallas	35		34.0	0.0	34.0	0.0	1.0
2009	Astarte	29		17.0	0.0	17.0	0.0	1.0
2008	LeaveMeAlone	24		36.0	3.0	33.0	0.08333333333333333	0.9166666666666666
2010	Anatha	31		16.0	1.0	15.0	0.0625	0.9375
2009	bigmomma	31		12.0	2.0	10.0	0.16666666666666666	0.8333333333333334
2008	underverket 06	37		18.0	2.0	16.0	0.1111111111111111	0.8888888888888888
2008	Dorian Ertymexx	35		134.0	1.0	133.0	0.007462686567164179	0.9925373134328358
2009	Lavish	23		58.0	2.0	56.0	0.034482758620689655	0.9655172413793104
2009	Fraggelgirl	28		29.0	2.0	27.0	0.06896551724137931	0.9310344827586207
2009	idiblon	27		57.0	0.0	57.0	0.0	1.0
2010	Dorian Ertymexx	37		195.0	1.0	194.0	0.005128205128205128	0.9948717948717949
2008	JAG är BÄST	35		19.0	4.0	15.0	0.21052631578947367	0.7894736842105263
2008	Sadie	24		23.0	0.0	23.0	0.0	1.0
2010	mithrandil	27		54.0	1.0	53.0	0.018518518518518517	0.9814814814814815
2009	guldplutt	38		32.0	1.0	31.0	0.03125	0.96875
2008	Mare pacificum	31		26.0	0.0	26.0	0.0	1.0
2009	Erika Ö	20		16.0	0.0	16.0	0.0	1.0
2009	Dilong	46		24.0	0.0	24.0	0.0	1.0
2008	Pallas	34		69.0	3.0	66.0	0.043478260869565216	0.9565217391304348
2010	Pallas	36		14.0	0.0	14.0	0.0	1.0
2008	Atamon	36		12.0	0.0	12.0	0.0	1.0
2008	Daimis	31		10.0	0.0	10.0	0.0	1.0
2009	abuelita	58		43.0	0.0	43.0	0.0	1.0
2008	LHUF	28		55.0	0.0	55.0	0.0	1.0
2009	janniahlholm	18		11.0	0.0	11.0	0.0	1.0
2008	Caeruleus	29		12.0	0.0	12.0	0.0	1.0
2009	Skruttis1979	30		18.0	2.0	16.0	0.1111111111111111	0.8888888888888888
2010	pyjamastrollet	24		14.0	0.0	14.0	0.0	1.0
2008	Geshia	27		14.0	0.0	14.0	0.0	1.0
2010	Rundabullar	30		20.0	1.0	19.0	0.05	0.95
2009	Atamon	37		10.0	2.0	8.0	0.2	0.8
2009	AW76	32		12.0	0.0	12.0	0.0	1.0
2009	Turran	33		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
2010	Pumpkin	25		43.0	0.0	43.0	0.0	1.0
2010	Buggster	21		13.0	0.0	13.0	0.0	1.0
2010	Doktorn	38		20.0	1.0	19.0	0.05	0.95
2010	Digestive	28		15.0	0.0	15.0	0.0	1.0
2010	hemljuvahem	24		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
2008	guldplutt	37		38.0	1.0	37.0	0.02631578947368421	0.9736842105263158
2008	Ablan	22		18.0	7.0	11.0	0.3888888888888889	0.6111111111111112
2008	Harling1985	22		31.0	0.0	31.0	0.0	1.0
2009	MajaMaria79	29		10.0	1.0	9.0	0.1	0.9
2009	SuzR	27		14.0	0.0	14.0	0.0	1.0
2009	Alisa	28		17.0	0.0	17.0	0.0	1.0
2008	lokisse	47		22.0	0.0	22.0	0.0	1.0
2008	Ronjah	21		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2009	Juni 06	27		15.0	0.0	15.0	0.0	1.0
2010	Habbi	19		10.0	0.0	10.0	0.0	1.0
2009	Sedek	32		12.0	0.0	12.0	0.0	1.0
2010	CeeJay	37		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
2009	Bina86	22		11.0	0.0	11.0	0.0	1.0
2008	giftgrodan	28		17.0	2.0	15.0	0.11764705882352941	0.8823529411764706
2009	Honey Boo	25		14.0	0.0	14.0	0.0	1.0
2010	Tottelina	25		21.0	0.0	21.0	0.0	1.0
2008	TessaS	34		17.0	0.0	17.0	0.0	1.0
2008	Rastafairy	21		24.0	0.0	24.0	0.0	1.0
2008	Mamman88	19		11.0	0.0	11.0	0.0	1.0
2009	RiNan	25		44.0	1.0	43.0	0.022727272727272728	0.9772727272727273
2008	gmt	21		13.0	6.0	7.0	0.46153846153846156	0.5384615384615384
2010	lokisse	49		82.0	3.0	79.0	0.036585365853658534	0.9634146341463414
2009	mithrandil	26		54.0	3.0	51.0	0.05555555555555555	0.9444444444444444
2009	faster	45		11.0	0.0	11.0	0.0	1.0
2008	Lina86	21		13.0	0.0	13.0	0.0	1.0
2010	pluvdo	23		57.0	0.0	57.0	0.0	1.0
2009	Jordgubbssmak	41		12.0	0.0	12.0	0.0	1.0
2010	Sedek	33		34.0	0.0	34.0	0.0	1.0
2010	Krake	49		18.0	0.0	18.0	0.0	1.0
2009	Pyris	31		41.0	0.0	41.0	0.0	1.0
2009	ThereseK	28		10.0	0.0	10.0	0.0	1.0
2008	Livshlädje	34		26.0	1.0	25.0	0.038461538461538464	0.9615384615384616
2009	Kickiliisa	31		13.0	0.0	13.0	0.0	1.0
2008	Winglur	19		11.0	0.0	11.0	0.0	1.0
2009	Liten måne	25		13.0	0.0	13.0	0.0	1.0
2009	Fröken Juni	35		20.0	0.0	20.0	0.0	1.0
2010	Azusephre	22		14.0	0.0	14.0	0.0	1.0
2010	Fiamedbarn	39		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2010	astro	32		35.0	0.0	35.0	0.0	1.0
2010	Xay1de	28		13.0	0.0	13.0	0.0	1.0
2009	Mopsan	22		67.0	4.0	63.0	0.05970149253731343	0.9402985074626866
2008	FVA	27		19.0	0.0	19.0	0.0	1.0
2008	car	33		31.0	0.0	31.0	0.0	1.0
2010	Amy1983	26		13.0	0.0	13.0	0.0	1.0
2009	BasseKatt	34		11.0	0.0	11.0	0.0	1.0
2008	MuM2girls	21		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
2008	Maddisen80	27		101.0	0.0	101.0	0.0	1.0
2010	FreeForAll	26		16.0	0.0	16.0	0.0	1.0
2008	Lillatroll	34		50.0	1.0	49.0	0.02	0.98
2010	de Robespierre	47		28.0	0.0	28.0	0.0	1.0
2009	pluvdo	22		12.0	0.0	12.0	0.0	1.0
2009	underverket 06	38		34.0	0.0	34.0	0.0	1.0
2008	Smuliz	26		15.0	0.0	15.0	0.0	1.0
2010	allakantralla	34		38.0	0.0	38.0	0.0	1.0
2010	upyours	29		21.0	0.0	21.0	0.0	1.0
2010	Mumsi	30		11.0	0.0	11.0	0.0	1.0
2009	mariaheterjag	27		26.0	0.0	26.0	0.0	1.0
2008	Saltlakrits	24		14.0	0.0	14.0	0.0	1.0
2009	allakantralla	33		16.0	0.0	16.0	0.0	1.0
2009	högbergarna	30		20.0	0.0	20.0	0.0	1.0
2009	Pochahontas	35		10.0	1.0	9.0	0.1	0.9
2008	majlinsa	20		11.0	0.0	11.0	0.0	1.0
2009	car	34		32.0	0.0	32.0	0.0	1.0
2009	passau	32		16.0	0.0	16.0	0.0	1.0
2010	Emmel	37		14.0	0.0	14.0	0.0	1.0
2008	BasseKatt	33		24.0	1.0	23.0	0.041666666666666664	0.9583333333333334
2008	soff82	25		10.0	1.0	9.0	0.1	0.9
2009	Tigra79	29		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
2008	Tant Groda	25		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
2008	ModestyB	26		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2009	livet leker	19		12.0	0.0	12.0	0.0	1.0
2008	Xay1de	26		43.0	0.0	43.0	0.0	1.0
2009	Hillbillie	45		30.0	1.0	29.0	0.03333333333333333	0.9666666666666667
2008	skorpiona	27		35.0	0.0	35.0	0.0	1.0
2008	versus	21		15.0	0.0	15.0	0.0	1.0
2009	Anna Lisa	30		14.0	0.0	14.0	0.0	1.0
2008	Norea	35		12.0	0.0	12.0	0.0	1.0
2009	Floff	26		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
2010	Ninnie	30		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
2008	vivi85	22		12.0	0.0	12.0	0.0	1.0
2009	swiitii	21		21.0	0.0	21.0	0.0	1.0
2008	IVFmamma	25		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
2008	Kyanita	34		10.0	0.0	10.0	0.0	1.0
2010	gosmamman	27		19.0	0.0	19.0	0.0	1.0
2008	Humlemamma	24		20.0	0.0	20.0	0.0	1.0
2008	Enira	27		12.0	0.0	12.0	0.0	1.0
2008	saltflingan	18		36.0	1.0	35.0	0.027777777777777776	0.9722222222222222
2009	Rude Billy	22		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
2010	ModestyB	28		16.0	0.0	16.0	0.0	1.0
2009	elinville	28		14.0	0.0	14.0	0.0	1.0
2009	saraA88	38		10.0	0.0	10.0	0.0	1.0
2009	Sashimi	33		15.0	0.0	15.0	0.0	1.0
2009	angeni	21		17.0	0.0	17.0	0.0	1.0
2009	Annamaja	28		13.0	0.0	13.0	0.0	1.0
2008	kariba	27		15.0	2.0	13.0	0.13333333333333333	0.8666666666666667
2009	Lorelei	31		21.0	4.0	17.0	0.19047619047619047	0.8095238095238095
2009	Granada	34		15.0	0.0	15.0	0.0	1.0
2008	elinville	27		29.0	0.0	29.0	0.0	1.0
2009	Tilcha	24		10.0	0.0	10.0	0.0	1.0
2008	gosmamman	25		13.0	0.0	13.0	0.0	1.0
2009	Cam82	26		13.0	2.0	11.0	0.15384615384615385	0.8461538461538461
2010	Mummyfied	20		11.0	0.0	11.0	0.0	1.0
2008	mirrebusan	23		15.0	1.0	14.0	0.06666666666666667	0.9333333333333333
2010	Winglur	21		18.0	0.0	18.0	0.0	1.0
2009	WhiteAngels	29		20.0	1.0	19.0	0.05	0.95
2008	lisadragon	23		10.0	1.0	9.0	0.1	0.9
2008	morotsland	27		29.0	1.0	28.0	0.034482758620689655	0.9655172413793104
2008	Piri	41		12.0	0.0	12.0	0.0	1.0
2008	Fru Brastad	31		10.0	1.0	9.0	0.1	0.9
2008	skruttis11	26		15.0	0.0	15.0	0.0	1.0
2008	anzita	48		24.0	0.0	24.0	0.0	1.0
2008	Jimps	27		18.0	0.0	18.0	0.0	1.0
2009	Chaktio	32		26.0	2.0	24.0	0.07692307692307693	0.9230769230769231
2009	mamita64	44		55.0	2.0	53.0	0.03636363636363636	0.9636363636363636
2009	clembke	28		12.0	3.0	9.0	0.25	0.75
2008	stardream	27		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2008	castillo	20		23.0	3.0	20.0	0.13043478260869565	0.8695652173913043
2009	hejsvej	26		48.0	4.0	44.0	0.08333333333333333	0.9166666666666666
2009	crazy cat lady	23		10.0	0.0	10.0	0.0	1.0
2009	Kleopatra II	38		13.0	2.0	11.0	0.15384615384615385	0.8461538461538461
2009	Hemlighet	24		13.0	5.0	8.0	0.38461538461538464	0.6153846153846154
2009	Livshlädje	35		10.0	0.0	10.0	0.0	1.0
2009	Caeruleus	30		10.0	0.0	10.0	0.0	1.0
2008	Lindadjo	30		21.0	0.0	21.0	0.0	1.0
2008	Miss Cee	27		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
2009	Miss Cee	28		17.0	2.0	15.0	0.11764705882352941	0.8823529411764706
2008	hally	22		10.0	0.0	10.0	0.0	1.0
2008	Tilcha	23		73.0	0.0	73.0	0.0	1.0
2009	Rastafairy	22		15.0	0.0	15.0	0.0	1.0
2008	Seven Costanza	24		14.0	0.0	14.0	0.0	1.0
