year	v2rel	total
2003	NA	0.0
2004	0.09090909090909091	22.0
2005	0.047619047619047616	42.0
2006	0.0975609756097561	82.0
2007	0.17073170731707318	82.0
2008	0.352112676056338	71.0
2009	0.3469387755102041	49.0
2010	0.4444444444444444	27.0
2011	NA	0.0
2012	NA	0.0
2013	NA	0.0
2014	NA	0.0
2015	NA	0.0
2016	NA	0.0
2017	NA	0.0
2018	NA	0.0
2019	NA	0.0
2020	NA	0.0
2021	NA	0.0
2022	NA	0.0
