year	v2rel	total
2003	NA	0.0
2004	NA	0.0
2005	NA	0.0
2006	0.0	18.0
2007	0.3333333333333333	45.0
2008	0.18333333333333332	60.0
2009	0.25862068965517243	58.0
2010	0.0	16.0
2011	0.3333333333333333	6.0
2012	0.40625	32.0
2013	0.46153846153846156	26.0
2014	NA	0.0
2015	NA	0.0
2016	NA	0.0
2017	NA	0.0
2018	NA	0.0
2019	NA	0.0
2020	NA	0.0
2021	NA	0.0
2022	NA	0.0
