year	v2rel	total
2003	NA	0.0
2004	NA	0.0
2005	NA	0.0
2006	1.0	18.0
2007	1.0	21.0
2008	1.0	37.0
2009	1.0	17.0
2010	1.0	7.0
2011	1.0	13.0
2012	1.0	18.0
2013	1.0	8.0
2014	1.0	6.0
2015	1.0	4.0
2016	1.0	9.0
2017	NA	0.0
2018	NA	0.0
2019	1.0	5.0
2020	1.0	4.0
2021	NA	0.0
2022	NA	0.0
