year	v2rel	total
2003	NA	0.0
2004	NA	0.0
2005	NA	0.0
2006	NA	0.0
2007	NA	0.0
2008	NA	0.0
2009	NA	0.0
2010	NA	0.0
2011	NA	0.0
2012	NA	0.0
2013	NA	0.0
2014	NA	0.0
2015	0.6	5.0
2016	0.7142857142857143	7.0
2017	0.4	5.0
2018	0.7142857142857143	7.0
2019	NA	0.0
2020	0.14285714285714285	7.0
2021	NA	0.0
2022	NA	0.0
