period	v1ipm	v1abs
2000	102.06462148606089	14
2001	86.28453403655229	16
2002	139.5224040783472	156
2003	72.11768683384892	125
2004	28.34314622840129	167
2005	16.428126360454215	182
2006	19.443116369509795	261
2007	17.961614851252065	366
2008	13.977366082508865	383
2009	15.480521545807479	528
2010	16.918744265548753	603
2011	21.758988158071816	773
2012	22.686701257561797	843
2013	19.362523653312866	574
2014	20.010178016472576	486
2015	19.952446204786604	429
2016	9.275697738862206	291
2017	22.90630645693702	431
2018	20.1842086293037	364
2019	18.533381970031016	368
2020	18.55482867533431	407
2021	19.59757685086617	494
