year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.0
2008	0.0
2009	0.0
2010	0.0010135135000000073
2011	0.010389610400000082
2012	0.0
2013	0.007471747500000014
2014	-0.004077103699999918
2015	-0.005586592200000018
2016	0.0016536259000000664
2017	-0.002907011000000015
2018	-0.005698005700000008
2019	-0.003154574099999974
2020	0.0
2021	0.0029800465999999526
2022	-0.00011905239999998596
2023	0.0
