year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.0
2008	-0.08571428570000006
2009	0.0
2010	0.10714285710000004
2011	0.0
2012	0.0625
2013	0.0
2014	-0.040000000000000036
2015	0.0
2016	0.0
2017	0.0
2018	0.0
2019	0.024038461499999997
2020	0.0
2021	-0.045454545500000054
2022	0.0
2023	0.0
