year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.0909090909
2008	0.0
2009	0.0
2010	0.0
2011	0.0
2012	0.0
2013	0.0
2014	0.0212765957
2015	-0.0022641508999999976
2016	-0.033333333400000005
2017	-0.002901354000000002
2018	0.0185185185
2019	0.0
2020	0.0
2021	0.004158004199999996
2022	-0.0222016652
2023	0.0
