year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.0
2008	0.2727272727
2009	-0.10909090910000001
2010	0.0
2011	0.042857142900000006
2012	0.0
2013	-0.0394736842
2014	0.05
2015	0.04
2016	-0.012972973000000002
2017	0.0
2018	0.0
2019	-0.015360983099999996
2020	0.0
2021	0.0
2022	0.0
2023	0.0
