year	diff
2004	0.0
2005	0.0
2006	0.0
2007	-0.16666666669999997
2008	-0.08333333330000003
2009	0.06060606060000007
2010	-0.17647058819999994
2011	-0.05952380959999992
2012	-0.030769230800000047
2013	0.0
2014	0.023645320199999986
2015	-0.04022988500000002
2016	-0.0769230769
2017	-0.010121457500000042
2018	0.0
2019	-0.03968253970000002
2020	-0.11111111110000005
2021	0.0571428571
2022	0.0
2023	0.0
