year	diff
2004	0.0
2005	0.0
2006	-0.013859649100000003
2007	0.0
2008	0.002759610400000001
2009	0.0012800819000000005
2010	-0.0074762015000000084
2011	-0.017156862699999997
2012	-0.008738653299999996
2013	0.006200695800000003
2014	0.0214134345
2015	-0.010888586499999998
2016	0.003341892800000003
2017	0.0012724264999999998
2018	0.012606837599999997
2019	-0.0004355401000000064
2020	-0.011126524500000005
2021	0.0106687283
2022	0.016778523500000003
2023	0.025154321
