year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.004507853900000081
2008	0.0
2009	0.0
2010	0.0
2011	0.0
2012	0.0
2013	0.0
2014	0.0
2015	0.0
2016	0.0
2017	0.0
2018	-0.00015164379999998978
2019	0.0007308824000000769
2020	0.0
2021	0.0
2022	0.0
2023	0.0
