year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.0
2008	0.0
2009	0.0
2010	0.0
2011	0.0
2012	0.0
2013	0.015350877199999946
2014	0.021038961000000023
2015	-0.015748031500000037
2016	0.005234949499999919
2017	0.0
2018	-0.012499999999999956
2019	0.007756132799999982
2020	0.008974358899999979
2021	0.012342051099999973
2022	-0.016129032299999957
2023	0.16571428570000002
