year	diff
2004	0.0
2005	0.0
2006	0.75
2007	0.0
2008	-0.047619047599999964
2009	-0.15000000000000002
2010	-0.012499999999999956
2011	-0.09999999999999998
2012	0.0
2013	-0.019230769199999997
2014	0.06993006989999995
2015	0.03333333329999999
2016	-0.1442307692
2017	-0.06926406930000006
2018	0.3
2019	-0.04761904760000002
2020	0.025974025899999975
2021	-0.06666666670000004
2022	0.0
2023	0.0
