year	diff
2004	0.0
2005	0.0
2006	0.0
2007	0.0
2008	0.2666666667
2009	0.0
2010	0.03409090910000001
2011	0.0
2012	0.09999999999999998
2013	0.04848484850000001
2014	0.8181818182
2015	-0.1691176471
2016	-0.08928571429999999
2017	-0.07142857140000003
2018	-0.09722222219999999
2019	-0.1264822134
2020	-0.09999999999999998
2021	-0.0769230769
2022	0.03333333329999999
2023	-0.33333333330000003
