year	diff
2004	0.0
2005	-0.20915032680000004
2006	0.1538461538
2007	-0.03921568619999999
2008	0.026315789499999992
2009	-0.00666666669999999
2010	0.0027777776999999976
2011	-0.152998776
2012	-0.16470588240000003
2013	0.055611729
2014	0.06782106780000001
2015	0.0649350649
2016	0.021960784299999994
2017	-0.004385964900000011
2018	-0.048076923099999974
2019	0.07307692310000002
2020	-0.07477203649999997
2021	0.011178861799999995
2022	-0.004761904700000014
2023	-0.06072874490000002
