year	diff
2004	0.0
2005	-0.6666666667000001
2006	0.0
2007	-0.33333333330000003
2008	-0.375
2009	0.1428571429
2010	0.25
2011	0.0
2012	0.1666666667
2013	0.17857142860000003
2014	0.1428571429
2015	-0.07575757579999999
2016	0.0714285714
2017	0.16071428570000001
2018	-0.08888888890000002
2019	-0.38095238099999995
2020	0.3333333333
2021	0.25
2022	0.0
2023	1.0
