year	diff
2004	0.0
2005	0.0
2006	0.0
2007	-0.04510638299999992
2008	-0.043478260899999954
2009	0.009544008400000026
2010	0.025604551899999994
2011	0.011352656999999988
2012	-0.013068181800000023
2013	0.010566145500000013
2014	0.012244560299999985
2015	0.0015114197000000162
2016	-0.0081632653
2017	-0.009803921599999987
2018	-0.010928961700000017
2019	-0.0062893081999999545
2020	0.0
2021	-0.006756756799999986
2022	0.0
2023	0.0
