period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2004	15	0	15	0.0000000000	1.0000000000	0.0	33.54286442645056
2005	88	6	82	0.0681818182	0.9318181818	1.817825964977765	24.84362152136279
2006	138	9	129	0.0652173913	0.9347826087	2.1571813405731537	30.91959921488187
2007	157	11	146	0.0700636943	0.9299363057	1.9878265502065353	26.38387966637765
2008	235	13	222	0.0553191489	0.9446808511	1.6897227165022222	28.855264851037944
2009	364	16	348	0.0439560440	0.9560439560	1.8056683314552502	39.27328620915169
2010	419	14	405	0.0334128878	0.9665871122	1.4179610287590856	41.01958690338783
2011	410	26	384	0.0634146341	0.9365853659	2.7875867475552867	41.17051196389346
2012	461	30	431	0.0650759219	0.9349240781	3.1438022296893346	45.1659586998701
2013	651	33	618	0.0506912442	0.9493087558	2.364261987739654	44.27617904312442
2014	887	53	834	0.0597519729	0.9402480271	3.2969435777871845	51.88020648819835
2015	1150	66	1084	0.0573913043	0.9426086957	3.437480306102413	56.458009875985084
2016	1313	69	1244	0.0525514090	0.9474485910	3.1765163918143657	57.26936799155176
2017	1266	76	1190	0.0600315956	0.9399684044	3.5901172574810842	56.21367811055908
2018	1047	51	996	0.0487106017	0.9512893983	2.7131749541393635	52.98671086907463
2019	1041	55	986	0.0528338136	0.9471661864	3.0134568931018357	54.02306357451654
2020	959	52	907	0.0542231491	0.9457768509	3.250180181863832	56.69064278750953
2021	816	44	772	0.0539215686	0.9460784314	2.9412311271559726	51.60523704919115
2022	775	48	727	0.0619354839	0.9380645161	3.4294486325395086	51.94185741367131
2023	417	22	395	0.0527577938	0.9472422062	2.9327460020673195	52.65612140075414
