verb2	abs	ipm
_total_	475970	586.6976448085151
bli	40409	49.80957860593584
få	29630	36.522997700855726
vara	29526	36.394803581352214
ta	15662	19.30554134292279
fortsätta	14965	18.446394215096383
ha	14111	17.393723272250256
gå	12890	15.888675003848475
göra	11366	14.010138098816272
kunna	10555	13.010470493841787
öka	7868	9.698378194746299
se	6923	8.533537397334598
ske	6634	8.177305661406578
ge	5656	6.971787883767802
leda	5298	6.530504280092258
kosta	5258	6.481198849513985
påverka	5020	6.1878315375732615
hända	4437	5.469204886894932
hålla	4407	5.432225813961228
behöva	4335	5.343476038920336
ligga	4233	5.217747190945739
spela	4175	5.146254316607244
stå	3640	4.486794182622843
innebära	3091	3.810077147936046
minska	2971	3.662160856201227
pågå	2780	3.4267274251899735
komma	2651	3.2677174115750427
överklaga	2509	3.092683133022174
lämna	2471	3.0458429739728143
följa	2436	3.0027007222168254
klara	2267	2.794385278023622
lägga	2124	2.618118363706296
visa	2083	2.567580297363566
ställa	2063	2.5429275820744297
kräva	2047	2.5232054098431207
rösta	2030	2.5022506018473547
slå	2024	2.4948547872606137
börja	2008	2.4751326150293043
delta	1863	2.296400429183065
stiga	1852	2.28284143577404
dröja	1821	2.244629727075878
handla	1778	2.191626389204235
jobba	1765	2.1756021242662964
arbeta	1758	2.1669736739150984
använda	1736	2.1398556870970484
fungera	1726	2.12752932945248
hamna	1707	2.1041092499278005
växa	1665	2.0523385478206135
försöka	1659	2.0449427332338725
försvinna	1614	1.9894741238333158
vinna	1606	1.9796130377176608
köra	1561	1.9241444283171039
stanna	1530	1.8859327196189422
sluta	1515	1.86744318315209
sitta	1469	1.810741937987076
sakna	1434	1.767599686231087
sätta	1433	1.76636705046663
dra	1433	1.76636705046663
gälla	1359	1.675152003896825
bestå	1333	1.6431034740209476
äga	1299	1.6011938580294156
hjälpa	1229	1.514909354517438
driva	1213	1.4951871822861287
bidra	1198	1.4766976458192764
genomföra	1186	1.4619060166457944
begära	1174	1.4471143874723125
agera	1169	1.4409512086500285
åka	1156	1.4249269437120897
nå	1150	1.4175311291253487
säga	1108	1.365760427018162
ingå	1106	1.3632951554892483
dö	1081	1.3324792613778278
leva	1064	1.3115244533820618
räcka	1064	1.3115244533820618
skapa	1050	1.2942675526796663
förlora	1030	1.2696148373905296
starta	1027	1.265916930097159
lösa	1010	1.2449621221013931
titta	1010	1.2449621221013931
satsa	987	1.2166114995188864
drabba	984	1.2129135922255159
vilja	978	1.2055177776387749
möta	976	1.2030525061098611
falla	953	1.1747018835273542
söka	952	1.1734692477628974
känna	950	1.1710039762339837
innehålla	945	1.1648407974116997
betala	924	1.1389554463581062
skriva	912	1.1241638171846242
höja	901	1.1106048237755992
öppna	895	1.1032090091888582
flytta	893	1.1007437376599445
låta	887	1.093347923073204
presentera	871	1.0736257508418947
betyda	858	1.0576014859039558
avgöra	853	1.0514383070816717
landa	849	1.0465077640238445
utreda	847	1.0440424924949308
hitta	839	1.0341814063792762
tänka	819	1.0095286910901395
sjunka	804	0.9910391546232874
skicka	792	0.9762475254498054
föreslå	789	0.9725496181564349
bygga	751	0.9257094591070756
sälja	745	0.9183136445203346
välja	731	0.901056743817939
erbjuda	723	0.8911956577022844
förändra	721	0.8887303861733707
förbli	700	0.8628450351197775
vända	685	0.8443554986529251
ändra	684	0.8431228628884683
vidta	683	0.8418902271240114
överleva	682	0.8406575913595546
acceptera	680	0.838192319830641
föra	651	0.802445882661393
stödja	650	0.8012132468969363
köpa	650	0.8012132468969363
tävla	636	0.7839563461945407
reagera	635	0.7827237104300838
prata	617	0.760536266669861
diskutera	611	0.75314045208312
sänka	602	0.7420467302030086
ersätta	589	0.72602246526507
bjuda	581	0.7161613791494154
märka	579	0.7136961076205016
tjäna	568	0.7001371142114765
samarbeta	567	0.6989044784470198
svara	561	0.6915086638602788
dyka	557	0.6865781208024515
medföra	555	0.6841128492735378
fatta	554	0.682880213509081
träffa	551	0.6791823062157105
undersöka	550	0.6779496704512538
gynna	544	0.6705538558645128
behålla	533	0.6569948624554878
uppgå	532	0.6557622266910309
inleda	528	0.6508316836332035
släppa	520	0.6409705975175489
avgå	516	0.6360400544597217
medverka	506	0.6237136968151534
sända	501	0.6175505179928693
