"lemma"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"	"SVT nyheter okänt datum"
"sommarprata"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"0"
"rulla_ut"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"0"
"husera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"1"	"2"	"1"	"0"	"1"	"1"	"1"	"0"
"expandera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"1"	"0"
"köra_på"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"3"	"2"	"1"	"0"	"2"	"1"	"0"
"ratificera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"
"sörja"	"13"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"rösta_fram"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"3"	"0"	"2"	"1"	"0"	"0"	"0"
"nöja_sig"	"13"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"2"	"0"	"2"	"0"	"1"	"1"	"0"	"0"
"efterlysa"	"13"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"inskränka"	"13"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"
"tillgodose"	"13"	"0"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"marknadsföra"	"13"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"få_ihop"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"3"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"
"bryta_ut"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"utöva"	"13"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"0"
"skrämma"	"13"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"
"skjuta_i_höjden"	"13"	"0"	"0"	"0"	"1"	"0"	"5"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"omvandla"	"13"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"4"	"0"	"0"	"2"	"2"	"0"	"0"	"0"
"forma"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"3"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"
"spela_fram"	"13"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"
"redogöra"	"13"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"5"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"rita"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"4"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"
"hänga_med"	"13"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"
"hålla_tyst"	"13"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"3"	"1"	"2"	"0"	"1"	"0"	"0"
"beakta"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"4"	"0"	"1"	"0"	"2"	"1"	"0"	"0"
"efterleva"	"13"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"
"sträva"	"13"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"
"aktivera"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"6"	"0"	"1"	"0"	"2"	"1"	"0"	"0"
"sluka"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"
"hörsamma"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"frysa_på"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"5"	"2"	"1"	"0"	"0"	"0"	"0"
"beslagta"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"0"	"1"	"2"	"0"	"0"
"störta"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"2"	"1"	"1"	"0"	"4"	"1"	"0"	"0"	"0"	"1"	"0"
"mobilisera"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"
"streama"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"5"	"4"	"1"	"0"	"0"
"göra_ett_besök"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"4"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"
"läsa_upp"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"1"	"0"
"möta_upp"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"4"	"2"	"2"	"0"	"0"	"0"	"0"
"kvala"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"4"	"3"	"0"	"2"	"0"	"0"	"0"
"frihetsberöva"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"0"
"dela_med_sig"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"2"	"2"	"3"	"0"	"1"	"0"	"0"
"avboka"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"1"	"2"	"0"
"ta_itu"	"12"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"2"	"0"	"0"
"svepa"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"7"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"svälla"	"12"	"0"	"2"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"upplåta"	"12"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"spränga"	"12"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"
"förrätta"	"12"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"överskugga"	"12"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"vräka"	"12"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"
"ta_på_sig"	"12"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"0"
"göra_sitt_yttersta"	"12"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"0"
"blomma"	"12"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"0"
"avlägsna"	"12"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"
"skicka_ner"	"12"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"0"
"röntga"	"12"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"tycka_om"	"12"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"ta_strid"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"0"
"odla"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"2"	"0"	"1"	"0"	"3"	"0"	"0"	"0"
"lägga_in_veto"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"lägga_sitt_veto"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"lagra"	"12"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"
"korsa"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"
"jubla"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"3"	"0"	"0"
"äventyra"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"
"varna"	"12"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"
"vakta"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"1"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"slussa"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"2"	"1"	"1"	"0"
"göra_sig_av"	"12"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"avvika"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"
"skära_ned"	"12"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"nämna"	"12"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"
"värma_upp"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"2"	"0"	"1"	"0"	"1"	"1"	"0"
"sortera"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"rensa"	"12"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"lista"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"0"
"gå_under"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"0"
"fakturera"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"1"	"1"	"1"	"0"	"2"	"0"	"0"
"eka"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"3"	"0"	"0"	"0"
"programleda"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"2"	"3"	"0"	"1"	"0"
"hämta_in"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"2"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"
"formulera"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"
"hålla_ut"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"0"	"0"
"parkera"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"4"	"0"	"2"	"1"	"0"	"0"	"0"	"0"
"komma_sig"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"
"se_fram"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"0"
"klä"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"
"fajtas"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"1"	"2"	"1"	"0"
"återfinna"	"11"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"testköra"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"ratta"	"11"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"flagga"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"0"
"stå_i_centrum"	"11"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"packa"	"11"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"kriga"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"inrikta_sig"	"11"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"
"ombilda"	"11"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"ge_upphov"	"11"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"föra_upp"	"11"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"
"fastna"	"11"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"hårdna"	"11"	"0"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"
"salta"	"11"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"
"strömma"	"11"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"2"	"0"	"0"	"0"
"måste"	"11"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"leva_om"	"11"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"
"inhysa"	"11"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"
"dra_till"	"11"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"belägga"	"11"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"0"
"skrämma_bort"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"0"
"räta"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"ockupera"	"11"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"lossna"	"11"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"2"	"1"	"0"	"0"	"0"	"0"
"föredra"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"0"	"2"	"0"	"0"	"0"	"0"
"trilla"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"0"
"råka_illa_ut"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"
"nagelfara"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"0"
"hoppa_av"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"3"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"försörja"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"bry"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"
"bry_sig"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"
"borra"	"11"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"anfalla"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"
"beordra"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"
"studsa"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"4"	"1"	"0"
"komma_hem"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"0"
"förinta"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"0"
"anvisa"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"
"ta_omhand"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"
"sikta"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"
"avspegla"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"0"
"tv-sända"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"
"avverka"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"2"	"1"	"0"	"1"	"1"	"0"
"ta_sig_igenom"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"2"	"1"	"2"	"1"	"0"	"0"	"0"
"anmäla_sig"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"2"	"1"	"0"	"2"	"0"
"hålla_ett_öga"	"10"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"
"hålla_öga"	"10"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"
"skaka_om"	"10"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"återlämna"	"10"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"trycka_på"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"svika"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"revidera"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"
"läcka"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
