"lemma"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"	"SVT nyheter okänt datum"
"välja"	"92"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"7"	"8"	"8"	"8"	"7"	"11"	"17"	"6"	"5"	"4"	"7"	"0"
"sälja"	"88"	"0"	"3"	"0"	"0"	"2"	"3"	"0"	"2"	"4"	"0"	"5"	"10"	"6"	"5"	"12"	"9"	"10"	"9"	"7"	"1"	"0"
"utveckla"	"88"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"5"	"11"	"10"	"9"	"9"	"7"	"10"	"6"	"10"	"6"	"0"
"tävla"	"87"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"4"	"4"	"8"	"7"	"18"	"9"	"7"	"3"	"9"	"11"	"1"	"0"
"påbörja"	"85"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"2"	"4"	"5"	"6"	"9"	"13"	"14"	"8"	"5"	"10"	"4"	"0"
"leva"	"85"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"4"	"3"	"3"	"6"	"5"	"12"	"8"	"7"	"9"	"4"	"5"	"10"	"6"	"0"
"gå_till"	"85"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"3"	"1"	"9"	"6"	"6"	"3"	"18"	"15"	"12"	"7"	"0"
"hålla_i_sig"	"84"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"3"	"3"	"4"	"12"	"11"	"11"	"6"	"9"	"9"	"7"	"4"	"0"
"införa"	"84"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"1"	"4"	"3"	"4"	"5"	"5"	"16"	"6"	"5"	"10"	"8"	"10"	"1"	"0"
"fokusera"	"84"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"5"	"3"	"4"	"11"	"10"	"7"	"16"	"4"	"8"	"10"	"4"	"0"
"klara_sig"	"83"	"0"	"0"	"3"	"3"	"1"	"0"	"3"	"0"	"2"	"3"	"6"	"4"	"10"	"7"	"14"	"6"	"7"	"7"	"7"	"0"	"0"
"förlora"	"83"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"4"	"3"	"7"	"6"	"8"	"7"	"8"	"10"	"11"	"6"	"5"	"1"	"0"
"upprätta"	"82"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"1"	"4"	"3"	"8"	"11"	"16"	"6"	"10"	"8"	"7"	"0"
"bli_av"	"82"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"1"	"4"	"3"	"4"	"4"	"7"	"9"	"7"	"9"	"12"	"8"	"8"	"1"	"0"
"hantera"	"82"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"5"	"9"	"9"	"6"	"17"	"10"	"6"	"11"	"4"	"0"
"innehålla"	"80"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"5"	"9"	"9"	"6"	"6"	"11"	"4"	"7"	"10"	"4"	"0"
"ingå"	"80"	"0"	"0"	"1"	"1"	"2"	"3"	"2"	"0"	"3"	"3"	"6"	"7"	"7"	"5"	"8"	"4"	"5"	"6"	"14"	"3"	"0"
"ta_tag"	"80"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"4"	"8"	"7"	"8"	"9"	"3"	"4"	"14"	"11"	"4"	"4"	"0"
"placera"	"80"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"2"	"4"	"2"	"9"	"12"	"11"	"10"	"3"	"5"	"5"	"8"	"4"	"0"
"ta_emot"	"79"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"4"	"2"	"9"	"13"	"9"	"8"	"9"	"4"	"6"	"6"	"3"	"0"
"följa_upp"	"78"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"8"	"4"	"8"	"7"	"4"	"12"	"13"	"8"	"8"	"3"	"0"
"minna"	"77"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"0"	"4"	"4"	"12"	"8"	"15"	"10"	"2"	"7"	"7"	"0"
"minnas"	"77"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"0"	"4"	"4"	"12"	"8"	"15"	"10"	"2"	"7"	"7"	"0"
"falla"	"76"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"1"	"2"	"4"	"4"	"4"	"6"	"8"	"9"	"8"	"5"	"6"	"9"	"5"	"0"
"göra_skillnad"	"76"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"5"	"6"	"6"	"7"	"11"	"13"	"14"	"4"	"6"	"0"
"gå_in"	"76"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"2"	"12"	"5"	"9"	"10"	"10"	"8"	"6"	"5"	"4"	"0"
"bärga"	"75"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"11"	"17"	"12"	"15"	"3"	"4"	"3"	"2"	"0"
"lyfta"	"75"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"1"	"8"	"3"	"9"	"13"	"7"	"9"	"12"	"5"	"2"	"0"
"vara_sig"	"74"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"3"	"1"	"2"	"6"	"6"	"10"	"9"	"7"	"12"	"9"	"4"	"0"
"lägga_ner"	"72"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"1"	"1"	"3"	"5"	"4"	"4"	"9"	"9"	"13"	"4"	"5"	"6"	"2"	"0"
"ställa_upp"	"71"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"5"	"1"	"3"	"2"	"5"	"6"	"11"	"7"	"8"	"4"	"8"	"6"	"1"	"0"
"utföra"	"70"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"7"	"6"	"8"	"9"	"6"	"7"	"10"	"8"	"3"	"0"
"besöka"	"69"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"2"	"2"	"6"	"8"	"9"	"11"	"12"	"6"	"5"	"2"	"2"	"0"	"0"
"vända"	"69"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"3"	"3"	"3"	"4"	"5"	"6"	"11"	"5"	"9"	"4"	"7"	"4"	"0"
"underlätta"	"68"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"5"	"9"	"10"	"4"	"8"	"5"	"6"	"11"	"3"	"0"
"stiga"	"68"	"0"	"0"	"1"	"2"	"2"	"2"	"3"	"0"	"0"	"4"	"5"	"6"	"4"	"9"	"3"	"8"	"3"	"3"	"8"	"4"	"1"
"väcka"	"68"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"0"	"1"	"1"	"6"	"6"	"7"	"7"	"6"	"9"	"6"	"6"	"7"	"1"	"0"
"tycka"	"68"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"4"	"10"	"4"	"6"	"10"	"10"	"4"	"3"	"4"	"7"	"0"	"0"
"locka"	"68"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"2"	"6"	"8"	"4"	"10"	"6"	"10"	"4"	"6"	"5"	"2"	"0"
"gå_igenom"	"68"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"4"	"1"	"3"	"9"	"9"	"11"	"9"	"6"	"4"	"6"	"3"	"0"
"bära"	"65"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"2"	"3"	"1"	"3"	"3"	"6"	"7"	"6"	"4"	"10"	"7"	"8"	"0"
"arrangera"	"64"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"4"	"1"	"0"	"4"	"6"	"6"	"9"	"9"	"9"	"8"	"3"	"1"	"0"
"brinna"	"64"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"9"	"5"	"5"	"12"	"12"	"7"	"5"	"4"	"0"
"röra"	"64"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"4"	"4"	"7"	"6"	"7"	"10"	"4"	"9"	"5"	"3"	"0"
"träffa"	"64"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"2"	"2"	"3"	"6"	"10"	"8"	"7"	"6"	"4"	"9"	"1"	"0"
"skjuta"	"63"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"6"	"3"	"4"	"5"	"3"	"9"	"11"	"9"	"5"	"4"	"0"
"kontakta"	"63"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"1"	"0"	"4"	"3"	"2"	"5"	"2"	"6"	"7"	"11"	"9"	"3"	"4"	"0"
"ha_kvar"	"63"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"1"	"6"	"2"	"2"	"5"	"6"	"8"	"13"	"9"	"5"	"1"	"0"
"beröra"	"63"	"0"	"0"	"0"	"0"	"4"	"0"	"2"	"1"	"0"	"3"	"1"	"6"	"9"	"5"	"3"	"13"	"6"	"2"	"6"	"2"	"0"
"dela_ut"	"62"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	"0"	"0"	"1"	"1"	"4"	"4"	"8"	"8"	"7"	"7"	"5"	"6"	"3"	"0"
"komma_tillbaka"	"62"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"4"	"6"	"6"	"2"	"6"	"8"	"9"	"9"	"3"	"4"	"0"
"samarbeta"	"61"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"5"	"10"	"2"	"4"	"2"	"8"	"2"	"0"	"6"	"9"	"5"	"0"
"höja"	"61"	"0"	"0"	"1"	"0"	"2"	"3"	"2"	"0"	"2"	"0"	"4"	"5"	"3"	"6"	"5"	"4"	"7"	"1"	"13"	"3"	"0"
"flyga"	"61"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"5"	"1"	"2"	"3"	"6"	"8"	"4"	"9"	"7"	"9"	"2"	"0"
"utvecklas"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"4"	"9"	"7"	"5"	"7"	"3"	"7"	"3"	"7"	"4"	"0"
"sprida"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"4"	"2"	"0"	"8"	"6"	"8"	"11"	"5"	"6"	"4"	"2"	"0"
"ta_om"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"4"	"2"	"6"	"8"	"7"	"9"	"3"	"4"	"5"	"8"	"1"	"0"
"tillåta"	"60"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"4"	"2"	"1"	"3"	"1"	"1"	"3"	"4"	"2"	"16"	"8"	"7"	"2"	"0"
"tillföra"	"60"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"4"	"3"	"6"	"7"	"9"	"3"	"9"	"5"	"3"	"2"	"3"	"0"
"känna_sig"	"59"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"4"	"4"	"7"	"6"	"4"	"9"	"2"	"7"	"7"	"3"	"2"	"0"
"byta"	"59"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"2"	"1"	"4"	"9"	"6"	"9"	"6"	"0"	"5"	"10"	"2"	"0"
"sätta_upp"	"58"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"0"	"3"	"5"	"5"	"5"	"9"	"6"	"7"	"4"	"0"	"4"	"0"
"fatta_beslut"	"58"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"3"	"1"	"2"	"3"	"6"	"9"	"4"	"4"	"8"	"8"	"4"	"2"	"0"
"ta_bort"	"57"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"7"	"1"	"4"	"6"	"4"	"5"	"9"	"9"	"5"	"3"	"0"	"0"
"fattas"	"57"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"3"	"6"	"7"	"6"	"4"	"10"	"6"	"5"	"0"	"0"
"hålla_på"	"57"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"9"	"7"	"5"	"9"	"8"	"6"	"4"	"2"	"1"	"0"
"samla"	"56"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"4"	"6"	"6"	"4"	"6"	"7"	"9"	"5"	"2"	"0"
"dyka"	"56"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"1"	"5"	"2"	"3"	"6"	"4"	"3"	"10"	"6"	"6"	"0"
"fylla"	"56"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"5"	"3"	"2"	"8"	"5"	"3"	"6"	"12"	"2"	"2"	"0"
"testa"	"55"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"2"	"7"	"2"	"12"	"11"	"6"	"4"	"0"	"0"
"dyka_upp"	"55"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"1"	"5"	"2"	"3"	"6"	"4"	"3"	"10"	"5"	"6"	"0"
"blåsa"	"55"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"3"	"6"	"9"	"15"	"7"	"4"	"1"	"4"	"0"
"stänga_av"	"54"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"4"	"0"	"1"	"2"	"2"	"4"	"6"	"8"	"8"	"4"	"4"	"5"	"2"	"0"
"missa"	"53"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"7"	"1"	"3"	"5"	"9"	"4"	"4"	"3"	"7"	"0"
"föreslå"	"53"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"3"	"6"	"3"	"6"	"5"	"5"	"6"	"3"	"3"	"2"	"5"	"1"	"0"
"utöka"	"53"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"5"	"1"	"2"	"5"	"6"	"8"	"5"	"2"	"9"	"1"	"4"	"2"	"0"
"resultera"	"53"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"3"	"1"	"3"	"7"	"3"	"8"	"7"	"8"	"4"	"2"	"1"	"0"
"röra_sig"	"53"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"3"	"6"	"4"	"7"	"9"	"4"	"8"	"4"	"3"	"0"
"behandla"	"52"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"4"	"4"	"1"	"3"	"4"	"8"	"4"	"8"	"4"	"4"	"1"	"2"	"0"
"medföra"	"52"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"3"	"4"	"10"	"5"	"8"	"6"	"4"	"4"	"3"	"0"	"0"
"leverera"	"51"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"4"	"0"	"5"	"1"	"4"	"5"	"4"	"9"	"6"	"8"	"1"	"0"
"göra_sig"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"3"	"2"	"7"	"7"	"7"	"4"	"5"	"4"	"4"	"2"	"0"
"återkomma"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"4"	"1"	"2"	"4"	"3"	"10"	"7"	"13"	"3"	"0"
"ledas"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"2"	"7"	"8"	"8"	"7"	"2"	"4"	"7"	"0"	"0"
"förbättra"	"50"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"4"	"1"	"6"	"6"	"6"	"7"	"3"	"6"	"5"	"0"	"0"
"yrka"	"50"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"3"	"3"	"3"	"4"	"13"	"5"	"2"	"4"	"5"	"4"	"0"	"0"
"lägga_fram"	"50"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"7"	"3"	"10"	"7"	"3"	"4"	"9"	"2"	"0"
"kalla"	"49"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"0"	"3"	"1"	"0"	"1"	"6"	"10"	"5"	"3"	"9"	"4"	"0"	"0"
"fira"	"49"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"3"	"3"	"3"	"2"	"2"	"4"	"6"	"8"	"2"	"9"	"2"	"0"
"visa_sig"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"1"	"4"	"6"	"5"	"6"	"6"	"7"	"6"	"2"	"0"	"0"
"stärka"	"48"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"3"	"8"	"5"	"9"	"3"	"5"	"9"	"0"	"0"
"stanna_kvar"	"48"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"7"	"9"	"5"	"6"	"3"	"2"	"4"	"6"	"0"	"0"
"åtala"	"48"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"4"	"1"	"6"	"1"	"4"	"4"	"5"	"8"	"1"	"6"	"2"	"0"
"ha_det"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"2"	"6"	"5"	"5"	"1"	"7"	"5"	"8"	"3"	"0"
"reagera"	"47"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"1"	"1"	"1"	"3"	"5"	"1"	"9"	"5"	"6"	"3"	"4"	"0"
"träna"	"47"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"4"	"5"	"5"	"1"	"4"	"5"	"5"	"5"	"6"	"0"
"bli_kvar"	"47"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"5"	"9"	"3"	"2"	"3"	"2"	"4"	"9"	"5"	"0"
"passa_in"	"47"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"3"	"1"	"4"	"5"	"15"	"4"	"2"	"4"	"1"	"2"	"0"
"bedriva"	"47"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"3"	"5"	"4"	"6"	"2"	"6"	"4"	"6"	"5"	"1"	"0"
"meddela"	"47"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"4"	"5"	"2"	"1"	"7"	"7"	"3"	"1"	"2"	"5"	"5"	"0"
"utvärdera"	"47"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"3"	"6"	"3"	"9"	"4"	"4"	"5"	"7"	"0"
"kämpa"	"46"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"4"	"2"	"4"	"2"	"5"	"3"	"7"	"10"	"1"	"0"
"resa"	"46"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"4"	"4"	"2"	"7"	"3"	"9"	"3"	"5"	"3"	"0"
"pröva"	"46"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"2"	"3"	"3"	"0"	"7"	"2"	"7"	"7"	"3"	"5"	"2"	"0"
"berätta"	"46"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"4"	"4"	"3"	"5"	"6"	"2"	"5"	"3"	"4"	"6"	"0"
"avsluta"	"46"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"3"	"0"	"5"	"5"	"5"	"1"	"7"	"3"	"5"	"5"	"3"	"0"
"bo"	"46"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"5"	"0"	"0"	"6"	"8"	"3"	"4"	"5"	"3"	"3"	"2"	"4"	"0"
"våga"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"6"	"7"	"9"	"3"	"4"	"5"	"6"	"3"	"1"	"0"
"lära"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"3"	"10"	"2"	"3"	"7"	"3"	"6"	"3"	"3"	"0"
"spara"	"45"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"7"	"8"	"0"	"9"	"8"	"1"	"1"	"1"	"0"
"ta_in"	"44"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"3"	"2"	"4"	"3"	"1"	"6"	"2"	"1"	"5"	"6"	"6"	"2"	"0"
"ta_hand"	"44"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"2"	"10"	"5"	"3"	"4"	"2"	"6"	"5"	"1"	"0"
"stoppa"	"44"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"5"	"6"	"2"	"4"	"5"	"2"	"7"	"6"	"0"	"0"
"prioritera"	"44"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"4"	"3"	"2"	"10"	"5"	"9"	"1"	"0"
"köpa"	"44"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"6"	"2"	"5"	"3"	"8"	"5"	"1"	"3"	"4"	"0"
"framföra"	"44"	"0"	"0"	"0"	"0"	"1"	"0"	"5"	"1"	"0"	"4"	"5"	"4"	"4"	"5"	"6"	"6"	"1"	"1"	"1"	"0"	"0"
"överleva"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"3"	"2"	"7"	"2"	"3"	"6"	"6"	"6"	"4"	"0"	"0"
"ta_med"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"3"	"3"	"7"	"8"	"7"	"2"	"3"	"3"	"3"	"0"
"granska"	"43"	"1"	"0"	"1"	"1"	"2"	"0"	"3"	"3"	"2"	"2"	"2"	"0"	"3"	"3"	"6"	"7"	"2"	"2"	"2"	"1"	"0"
"glömma"	"43"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"4"	"2"	"2"	"4"	"7"	"5"	"3"	"2"	"4"	"2"	"0"
"svara"	"43"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"3"	"4"	"2"	"6"	"6"	"5"	"2"	"0"	"5"	"5"	"0"
"hjälpa_till"	"43"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"1"	"4"	"2"	"4"	"7"	"6"	"4"	"0"	"4"	"3"	"0"
"bevaka"	"43"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"4"	"1"	"4"	"1"	"8"	"3"	"5"	"3"	"2"	"3"	"6"	"0"
"rymma"	"43"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"5"	"5"	"6"	"5"	"4"	"2"	"7"	"3"	"1"	"0"
"förlänga"	"43"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"4"	"5"	"3"	"4"	"5"	"1"	"5"	"3"	"5"	"4"	"0"
"anställa"	"42"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"4"	"2"	"3"	"6"	"4"	"3"	"4"	"2"	"4"	"3"	"0"
"återvända"	"42"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"7"	"3"	"2"	"2"	"7"	"2"	"1"	"5"	"4"	"0"
"generera"	"42"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"3"	"7"	"4"	"3"	"5"	"5"	"5"	"2"	"0"
"tappa"	"42"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"3"	"4"	"1"	"6"	"3"	"9"	"7"	"3"	"2"	"0"
"lämna_in"	"41"	"0"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"3"	"0"	"2"	"2"	"2"	"2"	"4"	"6"	"4"	"3"	"6"	"1"	"0"
"informera"	"41"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"2"	"1"	"6"	"5"	"6"	"6"	"5"	"1"	"4"	"0"	"0"
"besluta"	"41"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"6"	"3"	"5"	"7"	"3"	"4"	"4"	"4"	"2"	"0"	"0"
"rulla"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"4"	"0"	"1"	"11"	"7"	"2"	"4"	"3"	"2"	"2"	"0"
"återuppta"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"6"	"1"	"4"	"6"	"5"	"4"	"7"	"2"	"0"
"fördela"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"5"	"6"	"6"	"5"	"6"	"4"	"3"	"1"	"0"
"spärra"	"40"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"4"	"4"	"5"	"4"	"5"	"4"	"4"	"3"	"2"	"0"
"passera"	"40"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"3"	"4"	"4"	"8"	"7"	"0"	"4"	"0"	"2"	"0"
"lära_sig"	"40"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"3"	"9"	"1"	"3"	"6"	"3"	"5"	"3"	"2"	"0"
"ägna"	"39"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"2"	"8"	"6"	"5"	"3"	"1"	"1"	"5"	"2"	"0"
"uppträda"	"39"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"4"	"4"	"4"	"5"	"7"	"4"	"1"	"1"	"0"	"4"	"0"	"0"
"stötta"	"39"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"5"	"5"	"4"	"2"	"1"	"8"	"4"	"4"	"1"	"0"
"samlas"	"38"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"3"	"3"	"2"	"2"	"6"	"7"	"5"	"1"	"0"
"riva"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"0"	"5"	"2"	"8"	"5"	"4"	"2"	"0"	"3"	"3"	"0"
"sätta_sig"	"37"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"1"	"2"	"4"	"6"	"6"	"4"	"2"	"4"	"0"	"0"
