period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	95	0	95	0.0000000000	1.0000000000	0.0	29.89828289440556
2001	136	1	135	0.0073529412	0.9926470588	0.3038806162455793	41.0238831931532
2002	199	2	197	0.0100502513	0.9899497487	0.3317372899418746	32.67612305927465
2003	207	1	206	0.0048309179	0.9951690821	0.14074024867113058	28.9924912262529
2004	721	5	716	0.0069348128	0.9930651872	0.2146353307096883	30.73577935762736
2005	1480	9	1471	0.0060810811	0.9939189189	0.21404315243135422	34.98416413628023
2006	1925	10	1915	0.0051948052	0.9948051948	0.1746941603131274	33.453931699963896
2007	2602	18	2584	0.0069177556	0.9930822444	0.2039731060099905	29.281472551656414
2008	3778	31	3747	0.0082053997	0.9917946003	0.24918873993252372	30.119684146037624
2009	4706	37	4669	0.0078623034	0.9921376966	0.24177566583466434	30.50947523735264
2010	5737	30	5707	0.0052292139	0.9947707861	0.17360297045793044	33.0250717467803
2011	6312	46	6266	0.0072877060	0.9927122940	0.24430712224357765	33.27887886909256
2012	6277	41	6236	0.0065317827	0.9934682173	0.22509508826321542	34.236413912424666
2013	5908	53	5855	0.0089708869	0.9910291131	0.32583274349922026	35.995296475244054
2014	4754	39	4715	0.0082036180	0.9917963820	0.2959583697368452	35.78060803356988
2015	4094	26	4068	0.0063507572	0.9936492428	0.22705921817066196	35.52603459685587
2016	3945	28	3917	0.0070975919	0.9929024081	0.2423204789069629	33.89890413852049
2017	4314	22	4292	0.0050996755	0.9949003245	0.22300701544592202	43.50664137699534
2018	3564	33	3531	0.0092592593	0.9907407407	0.35485780331664296	37.9697849548808
2019	4025	19	4006	0.0047204969	0.9952795031	0.19744318146391773	41.62933604970813
2020	4240	37	4203	0.0087264151	0.9912735849	0.34774520085072014	39.501975112853415
2021	4938	39	4899	0.0078979344	0.9921020656	0.35715594631957115	44.864281564604596
2022	3802	27	3775	0.0071015255	0.9928984745	0.27968971595831205	39.10476584231956
2023	4036	31	4005	0.0076808722	0.9923191278	0.30646234881186674	39.59295829004923
2024	3669	19	3650	0.0051785228	0.9948214772	0.20972478368544284	40.289234760624545
