verb2	abs	ipm
_total_	126	0.15531210632155992
ta	10	0.01232635764456825
stänga	8	0.009861086115654599
lägga	7	0.008628450351197773
ge	7	0.008628450351197773
samtala	7	0.008628450351197773
införa	6	0.00739581458674095
sända	4	0.004930543057827299
skicka	3	0.003697907293370475
bryta	3	0.003697907293370475
inställa	3	0.003697907293370475
avslå	2	0.0024652715289136496
släppa	2	0.0024652715289136496
bevara	2	0.0024652715289136496
skjuta	2	0.0024652715289136496
utnyttja	2	0.0024652715289136496
genomföra	2	0.0024652715289136496
sälja	2	0.0024652715289136496
sätta	2	0.0024652715289136496
inleda	2	0.0024652715289136496
försöka	1	0.0012326357644568248
bolagisera	1	0.0012326357644568248
tvångsuttaxera	1	0.0012326357644568248
ändra	1	0.0012326357644568248
riva	1	0.0012326357644568248
avbryta	1	0.0012326357644568248
slå	1	0.0012326357644568248
ha	1	0.0012326357644568248
Fifa	1	0.0012326357644568248
väcka	1	0.0012326357644568248
anhålla	1	0.0012326357644568248
Vinnova	1	0.0012326357644568248
sänka	1	0.0012326357644568248
ställa	1	0.0012326357644568248
FISA	1	0.0012326357644568248
efterkomma	1	0.0012326357644568248
Uefa	1	0.0012326357644568248
köpa	1	0.0012326357644568248
ansluta	1	0.0012326357644568248
tilldela	1	0.0012326357644568248
flytta	1	0.0012326357644568248
utvisa	1	0.0012326357644568248
modifiera	1	0.0012326357644568248
inrätta	1	0.0012326357644568248
implementera	1	0.0012326357644568248
överge	1	0.0012326357644568248
starta	1	0.0012326357644568248
godkänna	1	0.0012326357644568248
fokusera	1	0.0012326357644568248
eliminera	1	0.0012326357644568248
gå	1	0.0012326357644568248
göra	1	0.0012326357644568248
avveckla	1	0.0012326357644568248
utreda	1	0.0012326357644568248
följa	1	0.0012326357644568248
anmäla	1	0.0012326357644568248
stoppa	1	0.0012326357644568248
häva	1	0.0012326357644568248
anlägga	1	0.0012326357644568248
lämna	1	0.0012326357644568248
höja	1	0.0012326357644568248
åtgärda	1	0.0012326357644568248
åtala	1	0.0012326357644568248
uppdra	1	0.0012326357644568248
avstå	1	0.0012326357644568248
överlämna	1	0.0012326357644568248
utföra	1	0.0012326357644568248
gömma	1	0.0012326357644568248
överklaga	1	0.0012326357644568248
anskaffa	1	0.0012326357644568248
