verb2	abs	ipm
_total_	28885	35.60468405633539
bli	5589	6.889201287549194
få	2699	3.3268839282689706
förlora	1503	1.852651553978608
hamna	1327	1.6357076594342066
gå	937	1.154979711296045
missa	879	1.0834868369575492
leda	862	1.0625320289617832
dö	558	0.6878107565669083
försvinna	512	0.6311095114018943
göra	450	0.5546860940055712
skapa	388	0.4782626766092481
slå	384	0.4733321335514208
skada	382	0.4708668620225071
tappa	375	0.46223841167130936
öka	360	0.443748875204457
åka	337	0.41539825262195
falla	336	0.4141656168574932
ta	225	0.2773430470027856
rasa	217	0.26748196088713105
komma	214	0.26378405359376056
stå	213	0.26255141782930375
ge	194	0.23913133830462405
drabba	192	0.2366660667757104
mista	176	0.21694389454440122
påverka	169	0.20831544419320341
fastna	163	0.20091962960646248
minska	152	0.1873606361974374
fara	144	0.17749955008178278
förvärra	137	0.16887109973058503
vara	137	0.16887109973058503
dra	137	0.16887109973058503
sprida	135	0.16640582820167138
råka	133	0.16394055667275773
sätta	125	0.1540794705571031
urholka	121	0.14914892749927583
bryta	120	0.147916291734819
behöva	113	0.1392878413836212
förstöra	110	0.13558993409025075
orsaka	106	0.13065939103242344
försämra	105	0.12942675526796663
undergräva	97	0.11956566915231202
driva	97	0.11956566915231202
underminera	94	0.11586776185894156
ha	93	0.11463512609448473
utveckla	85	0.10477403997883013
kollapsa	84	0.1035414042143733
frysa	84	0.1035414042143733
försvåra	82	0.10107613268545965
svälta	77	0.09491295386317553
ställa	76	0.0936803180987187
halka	76	0.0936803180987187
läcka	74	0.09121504656980506
störa	72	0.08874977504089139
växa	71	0.08751713927643456
sänka	68	0.0838192319830641
stiga	68	0.0838192319830641
äventyra	64	0.07888868892523679
skrämma	64	0.07888868892523679
fortsätta	64	0.07888868892523679
sluta	64	0.07888868892523679
spricka	57	0.07026023857403901
utlösa	57	0.07026023857403901
sjunka	56	0.06902760280958219
bidra	55	0.06779496704512537
försvaga	55	0.06779496704512537
bli	55	0.06779496704512537
lämna	53	0.06532969551621172
