period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2001	100	4	96	0.0400000000	0.9600000000	6.5130562353558	156.3133496485392
2002	2800	84	2716	0.0300000000	0.9700000000	4.8203354804293514	155.85751386721572
2003	2011	48	1963	0.0238687220	0.9761312780	3.9288588433046683	160.67395644598048
2004	2324	75	2249	0.0322719449	0.9677280551	5.43229359475365	162.89637726134612
2005	4708	135	4573	0.0286745964	0.9713254036	4.575689841168654	154.99725661973523
2006	3780	136	3644	0.0359788360	0.9640211640	6.027355685604618	161.49767734075903
2007	4219	125	4094	0.0296278739	0.9703721261	5.075020372146778	166.21706722855126
2008	4402	181	4221	0.0411176738	0.9588823262	6.567059253450899	153.14672435810078
2009	4334	173	4161	0.0399169359	0.9600830641	6.682431797961581	160.72600411166553
2010	3880	163	3717	0.0420103093	0.9579896907	6.847710325217088	156.15300171062526
2011	4555	167	4388	0.0366630077	0.9633369923	6.357399363795631	167.04352340320497
2012	4112	174	3938	0.0423151751	0.9576848249	6.923432919753712	156.69240711488575
2013	3954	158	3796	0.0399595346	0.9600404654	6.976136931501134	167.60389741758422
