period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	6	6	0	1.0000000000	0.0000000000	0.9630322418379406	0.0
2001	1	1	0	1.0000000000	0.0000000000	0.16985412078836093	0.0
2002	4	4	0	1.0000000000	0.0000000000	0.3464856394695651	0.0
2003	3	3	0	1.0000000000	0.0000000000	0.23417876551258687	0.0
2004	23	23	0	1.0000000000	0.0000000000	0.4836094964336217	0.0
2005	112	111	1	0.9910714286	0.0089285714	1.3805445061554749	0.012437337893292565
2006	228	227	1	0.9956140351	0.0043859649	1.8907631969857068	0.008329353290685935
2007	621	619	2	0.9967793881	0.0032206119	3.6478545980007953	0.011786283030697238
2008	591	563	28	0.9526226734	0.0473773266	2.359563782456182	0.11734953092144422
2009	853	813	40	0.9531066823	0.0468933177	2.7504120052906154	0.13532162387653704
2010	1682	1432	250	0.8513674197	0.1486325803	4.021437406635675	0.7020665863539935
2011	2074	1302	772	0.6277724204	0.3722275796	3.52428051163718	2.0896655568232743
2012	1946	758	1188	0.3895169579	0.6104830421	2.125201455009363	3.3307906709117723
2013	2091	647	1444	0.3094213295	0.6905786705	2.0097446148559124	4.485426930219377
2014	3548	445	3103	0.1254227734	0.8745772266	1.6068328570440022	11.204499675073121
2015	3471	232	3239	0.0668395275	0.9331604725	0.96684990889565	13.498391616004357
2016	3140	171	2969	0.0544585987	0.9455414013	0.7701718998908946	13.372165910971146
2017	2390	68	2322	0.0284518828	0.9715481172	0.3634799778337081	12.411772184262798
2018	3319	182	3137	0.0548357939	0.9451642061	0.9599657872413058	16.54622348668119
2019	3729	128	3601	0.0343255564	0.9656744436	0.6855788667486311	19.287261712201726
2020	3908	89	3819	0.0227737973	0.9772262027	0.4030028493976857	17.29289754887373
2021	4661	93	4568	0.0199527998	0.9800472002	0.43430704755463234	21.332414980963016
2022	7161	181	6980	0.0252757995	0.9747242005	0.8614028306791617	33.21873899525165
