period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2003	18522	17221	1317	0.9297592053	0.0711046323	2516.048373700026	192.41830951529727
2004	226104	211403	14842	0.9349812476	0.0656423593	2191.5731620814954	153.86408362990855
2005	538271	502939	35757	0.9343602015	0.0664293636	2164.2749954603883	153.8715053171003
2006	1135901	1062089	74733	0.9350189849	0.0657918252	2263.908545383856	159.29802240882987
2007	1594789	1491268	104829	0.9350879646	0.0657322066	2348.653537628483	165.09909801327208
2008	1622050	1516196	107268	0.9347406060	0.0661311304	2434.6962349298515	172.2501548140579
2009	1602983	1491811	112566	0.9306468004	0.0702228283	2514.7756816235064	189.7547607422332
2010	1183118	1099375	84758	0.9292183873	0.0716395152	2667.8970690450647	205.68561207788204
2011	1077124	997210	80791	0.9258079850	0.0750062203	2764.6993190221838	223.98774850144028
2012	889527	821255	69005	0.9232490976	0.0775749359	2827.882636653579	237.60956261122334
2013	663044	611056	52526	0.9215919306	0.0792194786	2941.1239785873454	252.81721822431808
2014	446736	410767	36349	0.9194848859	0.0813657283	2964.8399689648413	262.3603357424112
2015	297523	272772	25006	0.9168097929	0.0840472837	3071.364431455563	281.56313321373824
2016	221418	202899	18708	0.9163618134	0.0844917757	3172.287088612218	292.49600468093666
2017	217831	199400	18632	0.9153885351	0.0855341985	3239.3330015155984	302.684315367295
2018	204127	185992	18341	0.9111582495	0.0898509261	3288.972964469642	324.33143974653586
2019	165818	151325	14697	0.9125969436	0.0886333209	3306.0074585013863	321.08634804292006
2020	152278	138503	13952	0.9095404458	0.0916219020	3320.8930021140804	334.5277659364465
2021	149077	135391	13848	0.9081950938	0.0928915929	3325.71373295922	340.1591226449268
2022	126258	114719	11665	0.9086077714	0.0923901852	3475.9173818866343	353.44255319264977
