period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2003	241	1	240	0.0041493776	0.9958506224	0.14610350001161523	35.064840002787655
2004	2704	14	2690	0.0051775148	0.9948224852	0.14513933599147733	27.887486701219576
2005	7116	51	7065	0.0071669477	0.9928330523	0.21946607261073742	30.402505941075685
2006	15103	92	15011	0.0060915050	0.9939084950	0.19610211032621597	31.996617153335087
2007	20912	112	20800	0.0053557766	0.9946442234	0.17639003033406125	32.758148490611376
2008	20549	106	20443	0.0051584019	0.9948415981	0.17021159559044188	32.826751402409464
2009	20903	92	20811	0.0044012821	0.9955987179	0.15506255659225007	35.07616157870996
2010	15268	75	15193	0.0049122347	0.9950877653	0.18199705779188444	36.867750653761334
2011	14697	73	14624	0.0049670001	0.9950329999	0.20238185758760732	40.54290801864615
2012	12818	66	12752	0.0051490092	0.9948509908	0.22724077271282883	43.905671721727174
2013	10303	34	10269	0.0033000097	0.9966999903	0.16364723007497628	49.42627663646857
2014	6956	38	6918	0.0054629097	0.9945370903	0.27428287857195977	49.93391984107415
2015	4641	27	4613	0.0058177117	0.9939668175	0.30401834216973905	51.94209675662986
2016	3193	15	3178	0.0046977764	0.9953022236	0.2345237796871731	49.68777145638907
2017	3402	17	3385	0.0049970606	0.9950029394	0.2761870531730099	54.993716175919914
2018	3406	24	3382	0.0070463887	0.9929536113	0.4244592822046896	59.81338718401084
2019	2715	18	2697	0.0066298343	0.9933701657	0.3932362920832468	58.919904430473146
2020	2292	6	2286	0.0026178010	0.9973821990	0.14386701048644243	54.81333099533456
2021	2323	12	2311	0.0051657340	0.9948342660	0.29475413538209727	56.764733905668905
2022	1814	14	1800	0.0077177508	0.9922822492	0.42419248521802816	54.53903381374648
2023	1355	4	1351	0.0029520295	0.9970479705	0.16302334620660772	55.061135181281756
