period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2004	2	2	0	1.0000000000	0.0000000000	4.472381923526742	0.0
2005	7	7	0	1.0000000000	0.0000000000	2.120796959140726	0.0
2006	10	10	0	1.0000000000	0.0000000000	2.396868156192393	0.0
2007	11	10	1	0.9090909091	0.0909090909	1.8071150456423046	0.18071150456423046
2008	15	15	0	1.0000000000	0.0000000000	1.949680057502564	0.0
2009	15	15	0	1.0000000000	0.0000000000	1.692814060739297	0.0
2010	26	26	0	1.0000000000	0.0000000000	2.6333561962668735	0.0
2011	28	28	0	1.0000000000	0.0000000000	3.002016497367231	0.0
2012	20	20	0	1.0000000000	0.0000000000	2.095868153126223	0.0
2013	34	34	0	1.0000000000	0.0000000000	2.435906290398431	0.0
2014	47	46	1	0.9787234043	0.0212765957	2.861498199588877	0.0622064825997582
2015	53	51	2	0.9622641509	0.0377358491	2.6562347819882284	0.1041660698818913
2016	60	58	2	0.9666666667	0.0333333333	2.6701152279019307	0.09207293889317003
2017	47	45	2	0.9574468085	0.0425531915	2.1257273235085363	0.09447676993371275
2018	54	53	1	0.9814814815	0.0185185185	2.81957397194875	0.0531995089046934
2019	49	49	0	1.0000000000	0.0000000000	2.68471614112709	0.0
2020	51	51	0	1.0000000000	0.0000000000	3.187676716827989	0.0
2021	37	34	3	0.9189189189	0.0810810811	2.272769507347797	0.20053848594245266
2022	47	46	1	0.9787234043	0.0212765957	3.2865549395170293	0.07144684651123977
2023	19	19	0	1.0000000000	0.0000000000	2.5328260926945028	0.0
