year	total	v1abs	v2abs	v1rel	v2rel
1990	28.0	0.0	28.0	0.0	1.0
1991	21.0	0.0	21.0	0.0	1.0
1992	26.0	0.0	26.0	0.0	1.0
1993	27.0	0.0	27.0	0.0	1.0
1994	64.0	1.0	63.0	0.015625	0.984375
1995	128.0	1.0	127.0	0.0078125	0.9921875
1996	130.0	0.0	130.0	0.0	1.0
1997	156.0	2.0	154.0	0.01282051282051282	0.9871794871794872
1998	217.0	2.0	215.0	0.009216589861751152	0.9907834101382489
1999	222.0	0.0	222.0	0.0	1.0
2000	339.0	1.0	338.0	0.0029498525073746312	0.9970501474926253
2001	240.0	0.0	240.0	0.0	1.0
2002	532.0	1.0	531.0	0.0018796992481203006	0.9981203007518797
2003	557.0	1.0	556.0	0.0017953321364452424	0.9982046678635548
2004	681.0	1.0	680.0	0.0014684287812041115	0.9985315712187959
2005	833.0	12.0	821.0	0.014405762304921969	0.985594237695078
2006	842.0	7.0	835.0	0.00831353919239905	0.9916864608076009
2007	1009.0	6.0	1003.0	0.005946481665014866	0.9940535183349851
2008	1651.0	12.0	1639.0	0.0072683222289521504	0.9927316777710479
2009	1745.0	12.0	1733.0	0.006876790830945559	0.9931232091690544
2010	2439.0	42.0	2397.0	0.017220172201722016	0.982779827798278
2011	2025.0	5.0	2020.0	0.0024691358024691358	0.9975308641975309
2012	1390.0	35.0	1355.0	0.025179856115107913	0.9748201438848921
2013	1636.0	7.0	1629.0	0.004278728606356968	0.9957212713936431
2014	1804.0	10.0	1794.0	0.005543237250554324	0.9944567627494457
2015	1942.0	17.0	1925.0	0.008753861997940269	0.9912461380020597
2016	2466.0	18.0	2448.0	0.0072992700729927005	0.9927007299270073
2017	1909.0	9.0	1900.0	0.004714510214772132	0.9952854897852279
2018	2305.0	9.0	2296.0	0.0039045553145336228	0.9960954446854664
2019	2235.0	69.0	2166.0	0.03087248322147651	0.9691275167785235
2020	1908.0	14.0	1894.0	0.007337526205450734	0.9926624737945493
2021	2083.0	31.0	2052.0	0.014882381180988958	0.985117618819011
2022	2510.0	15.0	2495.0	0.00597609561752988	0.9940239043824701
2023	2487.0	12.0	2475.0	0.0048250904704463205	0.9951749095295537
2024	2092.0	43.0	2049.0	0.02055449330783939	0.9794455066921606
2025	2233.0	62.0	2171.0	0.027765338110165697	0.9722346618898343
2026	1178.0	9.0	1169.0	0.007640067911714771	0.9923599320882852
