year	total	v1abs	v2abs	v1rel	v2rel
1982	66.0	0.0	66.0	0.0	1.0
1983	54.0	0.0	54.0	0.0	1.0
1984	73.0	0.0	73.0	0.0	1.0
1985	73.0	1.0	72.0	0.0136986301369863	0.9863013698630136
1986	51.0	0.0	51.0	0.0	1.0
1987	93.0	0.0	93.0	0.0	1.0
1988	100.0	0.0	100.0	0.0	1.0
1989	101.0	0.0	101.0	0.0	1.0
1990	254.0	0.0	254.0	0.0	1.0
1991	258.0	0.0	258.0	0.0	1.0
1992	364.0	0.0	364.0	0.0	1.0
1993	490.0	0.0	490.0	0.0	1.0
1994	780.0	0.0	780.0	0.0	1.0
1995	1485.0	1.0	1484.0	0.0006734006734006734	0.9993265993265993
1996	1581.0	0.0	1581.0	0.0	1.0
1997	1777.0	2.0	1775.0	0.0011254924029262803	0.9988745075970737
1998	1989.0	5.0	1984.0	0.002513826043237808	0.9974861739567622
1999	2413.0	4.0	2409.0	0.0016576875259013675	0.9983423124740987
2000	2727.0	7.0	2720.0	0.002566923359002567	0.9974330766409975
2001	3572.0	12.0	3560.0	0.0033594624860022394	0.9966405375139977
2002	8178.0	37.0	8141.0	0.0045243335778919055	0.995475666422108
2003	7527.0	27.0	7500.0	0.0035870864886408927	0.9964129135113591
2004	9483.0	23.0	9460.0	0.0024253928081830645	0.9975746071918169
2005	10837.0	53.0	10784.0	0.004890652394574144	0.9951093476054259
2006	11266.0	35.0	11231.0	0.0031066927037102787	0.9968933072962898
2007	13810.0	53.0	13757.0	0.003837798696596669	0.9961622013034034
2008	16303.0	85.0	16218.0	0.005213764337851929	0.9947862356621481
2009	18415.0	104.0	18311.0	0.005647569915829487	0.9943524300841705
2010	27245.0	112.0	27133.0	0.004110846026793907	0.9958891539732061
2011	22141.0	57.0	22084.0	0.0025744094666004247	0.9974255905333996
2012	19298.0	52.0	19246.0	0.002694579749196808	0.9973054202508032
2013	20170.0	97.0	20073.0	0.0048091224590976695	0.9951908775409023
2014	22010.0	68.0	21942.0	0.003089504770558837	0.9969104952294412
2015	22198.0	91.0	22107.0	0.004099468420578431	0.9959005315794216
2016	23679.0	66.0	23613.0	0.002787279868237679	0.9972127201317623
2017	26142.0	99.0	26043.0	0.003787009410144595	0.9962129905898554
2018	24937.0	88.0	24849.0	0.0035288928098809	0.9964711071901191
2019	25776.0	180.0	25596.0	0.006983240223463687	0.9930167597765364
2020	21863.0	143.0	21720.0	0.006540730915244934	0.993459269084755
2021	23452.0	95.0	23357.0	0.004050827221558929	0.9959491727784411
2022	21585.0	125.0	21460.0	0.0057910586055130876	0.9942089413944869
2023	20371.0	94.0	20277.0	0.004614402827548967	0.995385597172451
2024	18293.0	67.0	18226.0	0.0036626031815448533	0.9963373968184551
2025	22768.0	71.0	22697.0	0.0031184118060435697	0.9968815881939564
2026	11991.0	30.0	11961.0	0.002501876407305479	0.9974981235926945
