year	total	v1abs	v2abs	v1rel	v2rel
1994	23.0	17.0	6.0	0.7391304347826086	0.2608695652173913
1995	59.0	54.0	5.0	0.9152542372881356	0.0847457627118644
1996	45.0	38.0	7.0	0.8444444444444444	0.15555555555555556
1997	55.0	47.0	8.0	0.8545454545454545	0.14545454545454545
1998	77.0	61.0	16.0	0.7922077922077922	0.2077922077922078
1999	69.0	55.0	14.0	0.7971014492753623	0.2028985507246377
2000	101.0	91.0	10.0	0.900990099009901	0.09900990099009901
2001	120.0	108.0	12.0	0.9	0.1
2002	308.0	244.0	64.0	0.7922077922077922	0.2077922077922078
2003	273.0	225.0	48.0	0.8241758241758241	0.17582417582417584
2004	247.0	205.0	42.0	0.8299595141700404	0.1700404858299595
2005	437.0	361.0	76.0	0.8260869565217391	0.17391304347826086
2006	427.0	319.0	108.0	0.747072599531616	0.2529274004683841
2007	603.0	520.0	83.0	0.8623548922056384	0.13764510779436154
2008	636.0	481.0	155.0	0.7562893081761006	0.24371069182389937
2009	655.0	523.0	132.0	0.7984732824427481	0.2015267175572519
2010	1032.0	910.0	122.0	0.8817829457364341	0.1182170542635659
2011	687.0	592.0	95.0	0.8617176128093159	0.13828238719068414
2012	741.0	631.0	110.0	0.8515519568151148	0.1484480431848853
2013	643.0	544.0	99.0	0.8460342146189735	0.15396578538102643
2014	887.0	769.0	118.0	0.8669673055242391	0.133032694475761
2015	686.0	571.0	115.0	0.8323615160349854	0.16763848396501457
2016	712.0	612.0	100.0	0.8595505617977528	0.1404494382022472
2017	821.0	694.0	127.0	0.8453105968331304	0.15468940316686966
2018	805.0	638.0	167.0	0.7925465838509317	0.20745341614906831
2019	702.0	615.0	87.0	0.8760683760683761	0.12393162393162394
2020	695.0	555.0	140.0	0.7985611510791367	0.2014388489208633
2021	688.0	581.0	107.0	0.8444767441860465	0.1555232558139535
2022	656.0	491.0	165.0	0.7484756097560976	0.25152439024390244
2023	552.0	465.0	87.0	0.842391304347826	0.15760869565217392
2024	514.0	436.0	78.0	0.8482490272373541	0.1517509727626459
2025	689.0	560.0	129.0	0.8127721335268505	0.18722786647314948
2026	265.0	208.0	57.0	0.7849056603773585	0.21509433962264152
