year	total	v1abs	v2abs	v1rel	v2rel
1981	76.0	0.0	76.0	0.0	1.0
1982	276.0	2.0	274.0	0.007246376811594203	0.9927536231884058
1983	283.0	7.0	276.0	0.024734982332155476	0.9752650176678446
1984	217.0	4.0	213.0	0.018433179723502304	0.9815668202764977
1985	308.0	3.0	305.0	0.00974025974025974	0.9902597402597403
1986	299.0	2.0	297.0	0.006688963210702341	0.9933110367892977
1987	340.0	6.0	334.0	0.01764705882352941	0.9823529411764705
1988	377.0	3.0	374.0	0.007957559681697613	0.9920424403183024
1989	474.0	5.0	469.0	0.010548523206751054	0.989451476793249
1990	810.0	7.0	803.0	0.008641975308641974	0.991358024691358
1991	809.0	7.0	802.0	0.00865265760197775	0.9913473423980222
1992	1190.0	6.0	1184.0	0.005042016806722689	0.9949579831932773
1993	1393.0	11.0	1382.0	0.007896625987078248	0.9921033740129217
1994	2329.0	30.0	2299.0	0.012881064834693002	0.987118935165307
1995	4395.0	40.0	4355.0	0.009101251422070534	0.9908987485779295
1996	4397.0	34.0	4363.0	0.007732544916988856	0.9922674550830112
1997	5024.0	51.0	4973.0	0.010151273885350318	0.9898487261146497
1998	5735.0	64.0	5671.0	0.011159546643417612	0.9888404533565824
1999	7147.0	80.0	7067.0	0.011193507765496012	0.988806492234504
2000	9156.0	120.0	9036.0	0.01310615989515072	0.9868938401048493
2001	11918.0	173.0	11745.0	0.014515858365497568	0.9854841416345025
2002	27804.0	448.0	27356.0	0.016112789526686808	0.9838872104733132
2003	27917.0	399.0	27518.0	0.014292366658308558	0.9857076333416914
2004	33596.0	514.0	33082.0	0.015299440409572568	0.9847005595904275
2005	39379.0	730.0	38649.0	0.018537799334670764	0.9814622006653292
2006	40170.0	496.0	39674.0	0.012347523027134677	0.9876524769728653
2007	46621.0	700.0	45921.0	0.015014692949529182	0.9849853070504708
2008	60629.0	905.0	59724.0	0.014926850187204143	0.9850731498127958
2009	69149.0	991.0	68158.0	0.014331371386426412	0.9856686286135736
2010	97439.0	1096.0	96343.0	0.01124806289062901	0.988751937109371
2011	79242.0	780.0	78462.0	0.009843264935261603	0.9901567350647384
2012	66531.0	695.0	65836.0	0.010446258135305347	0.9895537418646947
2013	76674.0	710.0	75964.0	0.00925998382763388	0.9907400161723661
2014	79956.0	859.0	79097.0	0.010743408874881184	0.9892565911251188
2015	85216.0	756.0	84460.0	0.008871573413443485	0.9911284265865565
2016	90784.0	781.0	90003.0	0.008602837504406062	0.991397162495594
2017	95611.0	806.0	94805.0	0.008429992364895252	0.9915700076351047
2018	101789.0	1149.0	100640.0	0.011288056666240949	0.988711943333759
2019	100173.0	1100.0	99073.0	0.010981002865043474	0.9890189971349566
2020	107477.0	1276.0	106201.0	0.011872307563478698	0.9881276924365213
2021	100934.0	1470.0	99464.0	0.014563972496879149	0.9854360275031209
2022	94051.0	1418.0	92633.0	0.01507692634847051	0.9849230736515295
2023	92020.0	1502.0	90518.0	0.016322538578569877	0.9836774614214301
2024	71522.0	989.0	70533.0	0.013827913089678701	0.9861720869103213
2025	80323.0	1022.0	79301.0	0.012723628350534717	0.9872763716494652
2026	44510.0	594.0	43916.0	0.013345315659402382	0.9866546843405977
